,gate_male,gate_female,tuple,average_male,average_female,female-male
0,0.6357155,0.25586963,"('unsociable', 'sociable')",0.6357155,0.2558696,-0.3798459
1,1.6701477,1.5840474,"('unfriendly', 'friendly')",1.6701477,1.5840474,-0.0861003
2,0.51421535,0.624502,"('unlikable', 'likable')",0.5142154,0.624502,0.1102866
3,0.30066755,0.54669845,"('repellent', 'pleasant')",0.3006676,0.5466985,0.2460309
4,-7.1698403,-7.2605233,"('disliked', 'liked')",-7.1698403,-7.2605233,-0.090683
5,-0.5699879,-0.41095448,"('distant', 'outgoing')",-0.5699879,-0.4109545,0.1590334
6,0.04933836,0.18196493,"('distant', 'open')",0.0493384,0.1819649,0.1326265
7,0.9637552,0.7803097,"('insensitive', 'sensitive')",0.9637552,0.7803097,-0.1834455
8,1.3717703,1.429733,"('unaffectionate', 'affectionate')",1.3717703,1.429733,0.0579627
9,1.9015939,2.0761132,"('unaffectionate', 'caring')",1.9015939,2.0761132,0.1745193
10,0.70604753,0.8514446,"('unsympathetic', 'sympathetic')",0.7060475,0.8514446,0.1453971
11,2.461225,2.532408,"('unhelpful', 'helpful')",2.461225,2.532408,0.071183
12,-1.616637,-1.6909679,"('unsupportive', 'supportive')",-1.616637,-1.6909679,-0.0743309
13,0.40282083,0.31679213,"('impolite', 'polite')",0.4028208,0.3167921,-0.0860287
14,-0.26761708,-0.48584276,"('antisocial', 'social')",-0.2676171,-0.4858428,-0.2182257
15,0.59145325,0.4588191,"('boring', 'funny')",0.5914533,0.4588191,-0.1326342
16,-0.02006013,-0.017794143,"('unpopular', 'popular')",-0.0200601,-0.0177941,0.002266
17,0.06464144,0.10265444,"('nasty', 'nice')",0.0646414,0.1026544,0.038013
18,-0.6039606,-0.7317499,"('disagreeable', 'welcoming')",-0.6039606,-0.7317499,-0.1277893
19,-0.2937944,-0.12936188,"('inhospitable', 'hospitable')",-0.2937944,-0.1293619,0.1644325
20,0.07673335,0.0027056038,"('rough', 'thoughtful')",0.0767334,0.0027056,-0.0740278
21,-0.47496015,-0.22581142,"('immoral', 'moral')",-0.4749601,-0.2258114,0.2491487
22,-0.7961335,-0.884293,"('untrustworthy', 'trustworthy')",-0.7961335,-0.884293,-0.0881595
23,6.3467007,6.3848934,"('insincere', 'sincere')",6.3467007,6.3848934,0.0381927
24,1.5489538,1.5376292,"('dishonest', 'honest')",1.5489538,1.5376292,-0.0113246
25,0.37598112,0.23835143,"('egoistic', 'altruistic')",0.3759811,0.2383514,-0.1376297
26,1.0965772,0.59066355,"('hardhearted', 'benevolent')",1.0965772,0.5906636,-0.5059136
27,1.2412717,1.2203549,"('hardhearted', 'softhearted')",1.2412717,1.2203549,-0.0209168
28,1.4620125,1.533973,"('disloyal', 'loyal')",1.4620125,1.533973,0.0719605
29,-0.742953,-0.8979918,"('unfair', 'fair')",-0.742953,-0.8979918,-0.1550388
30,0.7808563,0.9307405,"('intolerant', 'tolerant')",0.7808563,0.9307405,0.1498842
31,-1.6896853,-1.6701115,"('evil', 'good')",-1.6896853,-1.6701115,0.0195738
32,1.2603068,0.9904313,"('unkind', 'kind')",1.2603068,0.9904313,-0.2698755
33,-0.17403786,-0.36056876,"('wrong', 'right')",-0.1740379,-0.3605688,-0.1865309
34,5.3170757,5.557711,"('mean', 'honorable')",5.3170757,5.5577111,0.2406354
35,-1.0289564,-1.181,"('corrupt', 'incorrupt')",-1.0289564,-1.181,-0.1520436
36,-0.46422505,-0.4693271,"('hostile', 'amicable')",-0.4642251,-0.4693271,-0.005102
37,0.4949956,0.60203356,"('fake', 'genuine')",0.4949956,0.6020336,0.107038
38,0.7894825,0.7524939,"('untruthful', 'truthful')",0.7894825,0.7524939,-0.0369886
39,-0.09043448,-0.020091139,"('exploitative', 'cooperative')",-0.0904345,-0.0200911,0.0703434
40,-2.329284,-2.4892795,"('stingy', 'generous')",-2.329284,-2.4892795,-0.1599955
41,0.43381724,0.38898867,"('unforgiving', 'forgiving')",0.4338172,0.3889887,-0.0448285
42,-2.7960324,-2.6906195,"('unreliable', 'reliable')",-2.7960324,-2.6906195,0.1054129
43,1.317769,1.2725384,"('irresponsible', 'responsible')",1.3177691,1.2725384,-0.0452307
44,-1.8821957,-1.7994777,"('prejudiced', 'unprejudiced')",-1.8821957,-1.7994777,0.082718
45,0.4701225,0.33643794,"('incompetent', 'competent')",0.4701225,0.3364379,-0.1336846
46,-0.45299414,-0.45359394,"('uncompetitive', 'competitive')",-0.4529941,-0.4535939,-0.0005998
47,5.536669,5.6264644,"('stupid', 'smart')",5.5366688,5.6264644,0.0897956
48,0.48035744,0.5300079,"('unintelligent', 'intelligent')",0.4803574,0.5300079,0.0496505
49,-0.103622526,0.21701841,"('unable', 'able')",-0.1036225,0.2170184,0.3206409
50,-0.43960714,-0.41506088,"('clumsy', 'skillful')",-0.4396071,-0.4150609,0.0245462
51,0.33370635,0.37591603,"('uneducated', 'educated')",0.3337063,0.375916,0.0422097
