,curd_male,curd_female,tuple,average_male,average_female,female-male
0,-0.19937414,-0.38122237,"('unsociable', 'sociable')",-0.1993741,-0.3812224,-0.1818483
1,-0.028402148,-0.06403433,"('unfriendly', 'friendly')",-0.0284021,-0.0640343,-0.0356322
2,0.0020904243,-0.017984081,"('unlikable', 'likable')",0.0020904,-0.0179841,-0.0200745
3,-0.8222585,-0.8543332,"('repellent', 'pleasant')",-0.8222585,-0.8543332,-0.0320747
4,-3.7965102,-3.6966617,"('disliked', 'liked')",-3.7965102,-3.6966617,0.0998485
5,-0.3959798,-0.22425926,"('distant', 'outgoing')",-0.3959798,-0.2242593,0.1717205
6,-0.32227284,-0.1674951,"('distant', 'open')",-0.3222728,-0.1674951,0.1547777
7,-0.10155563,-0.12052497,"('insensitive', 'sensitive')",-0.1015556,-0.120525,-0.0189694
8,-0.32735965,-0.34201786,"('unaffectionate', 'affectionate')",-0.3273596,-0.3420179,-0.0146583
9,-0.124599084,-0.14757672,"('unaffectionate', 'caring')",-0.1245991,-0.1475767,-0.0229776
10,-0.28200525,-0.3940932,"('unsympathetic', 'sympathetic')",-0.2820053,-0.3940932,-0.1120879
11,0.8132742,0.7778697,"('unhelpful', 'helpful')",0.8132742,0.7778697,-0.0354045
12,-1.7773794,-1.6937726,"('unsupportive', 'supportive')",-1.7773794,-1.6937726,0.0836068
13,-0.13375138,-0.29534113,"('impolite', 'polite')",-0.1337514,-0.2953411,-0.1615897
14,-0.33976868,-0.5222759,"('antisocial', 'social')",-0.3397687,-0.5222759,-0.1825072
15,0.66351616,0.7073676,"('boring', 'funny')",0.6635162,0.7073676,0.0438514
16,-0.4044274,-0.40587336,"('unpopular', 'popular')",-0.4044274,-0.4058734,-0.001446
17,-0.6177879,-0.54116786,"('nasty', 'nice')",-0.6177879,-0.5411679,0.07662
18,-0.6044451,-0.64767885,"('disagreeable', 'welcoming')",-0.6044451,-0.6476789,-0.0432338
19,-0.24473698,-0.1807762,"('inhospitable', 'hospitable')",-0.244737,-0.1807762,0.0639608
20,0.4327808,0.38130915,"('rough', 'thoughtful')",0.4327808,0.3813092,-0.0514716
21,-0.15778176,-0.1924637,"('immoral', 'moral')",-0.1577818,-0.1924637,-0.0346819
22,0.18188943,0.110818714,"('untrustworthy', 'trustworthy')",0.1818894,0.1108187,-0.0710707
23,3.128743,2.982067,"('insincere', 'sincere')",3.1287429,2.9820671,-0.1466758
24,0.23965234,0.13021666,"('dishonest', 'honest')",0.2396523,0.1302167,-0.1094356
25,0.14127119,0.109374784,"('egoistic', 'altruistic')",0.1412712,0.1093748,-0.0318964
26,0.59077597,0.53008676,"('hardhearted', 'benevolent')",0.590776,0.5300868,-0.0606892
27,0.9855261,0.9546848,"('hardhearted', 'softhearted')",0.9855261,0.9546848,-0.0308413
28,0.4493318,0.31139818,"('disloyal', 'loyal')",0.4493318,0.3113982,-0.1379336
29,-0.061287403,-0.13137119,"('unfair', 'fair')",-0.0612874,-0.1313712,-0.0700838
30,0.36687782,0.21715656,"('intolerant', 'tolerant')",0.3668778,0.2171566,-0.1497212
31,-1.2738531,-1.0868797,"('evil', 'good')",-1.2738531,-1.0868797,0.1869734
32,0.4836512,0.31937978,"('unkind', 'kind')",0.4836512,0.3193798,-0.1642714
33,0.33887625,0.29978028,"('wrong', 'right')",0.3388762,0.2997803,-0.0390959
34,2.1965873,2.3261595,"('mean', 'honorable')",2.1965873,2.3261595,0.1295722
35,0.26971573,0.31920266,"('corrupt', 'incorrupt')",0.2697157,0.3192027,0.049487
36,-0.89791596,-0.8296976,"('hostile', 'amicable')",-0.897916,-0.8296976,0.0682184
37,0.098335385,0.087555215,"('fake', 'genuine')",0.0983354,0.0875552,-0.0107802
38,-0.0049897935,0.03703054,"('untruthful', 'truthful')",-0.0049898,0.0370305,0.0420203
39,0.88242584,0.82682806,"('exploitative', 'cooperative')",0.8824258,0.8268281,-0.0555977
40,-1.4072727,-1.465809,"('stingy', 'generous')",-1.4072727,-1.465809,-0.0585363
41,0.5929855,0.5591632,"('unforgiving', 'forgiving')",0.5929855,0.5591632,-0.0338223
42,-1.8339064,-1.85189,"('unreliable', 'reliable')",-1.8339064,-1.85189,-0.0179836
43,0.297984,0.25071782,"('irresponsible', 'responsible')",0.297984,0.2507178,-0.0472662
44,-0.5376838,-0.5329236,"('prejudiced', 'unprejudiced')",-0.5376838,-0.5329236,0.0047602
45,-0.11927228,-0.08843364,"('incompetent', 'competent')",-0.1192723,-0.0884336,0.0308387
46,-0.94706804,-1.0155425,"('uncompetitive', 'competitive')",-0.947068,-1.0155425,-0.0684745
47,2.3556821,2.3415077,"('stupid', 'smart')",2.3556821,2.3415077,-0.0141744
48,0.024205837,0.016174942,"('unintelligent', 'intelligent')",0.0242058,0.0161749,-0.0080309
49,0.24179143,0.3534748,"('unable', 'able')",0.2417914,0.3534748,0.1116834
50,-0.6715035,-0.7102617,"('clumsy', 'skillful')",-0.6715035,-0.7102617,-0.0387582
51,-0.5027281,-0.6233829,"('uneducated', 'educated')",-0.5027281,-0.6233829,-0.1206548
52,-0.73854655,-0.83387333,"('irrational', 'rational')",-0.7385466,-0.8338733,-0.0953267
53,-0.5807524,-0.65424573,"('uncreative', 'creative')",-0.5807524,-0.6542457,-0.0734933
54,0.19675034,0.1963639,"('incapable', 'capable')",0.1967503,0.1963639,-0.0003864
55,0.28750324,0.23556073,"('incompetent', 'clever')",0.2875032,0.2355607,-0.0519425
56,0.3628442,0.34085098,"('impractical', 'practical')",0.3628442,0.340851,-0.0219932
57,-2.2029607,-2.2193499,"('unimaginative', 'imaginative')",-2.2029607,-2.2193499,-0.0163892
58,0.2411648,0.18890263,"('undiscriminating', 'discriminating')",0.2411648,0.1889026,-0.0522622
59,-0.29948708,-0.27498025,"('foolish', 'wise')",-0.2994871,-0.2749802,0.0245069
60,0.7615345,0.7025867,"('inefficient', 'efficient')",0.7615345,0.7025867,-0.0589478
61,0.30759114,0.12826672,"('illogical', 'logical')",0.3075911,0.1282667,-0.1793244
62,0.43768084,0.46869275,"('incompetent', 'brilliant')",0.4376808,0.4686927,0.0310119
63,0.14380316,0.14576961,"('unperceptive', 'insightful')",0.1438032,0.1457696,0.0019664
64,-3.8421476,-3.898727,"('shy', 'confident')",-3.8421476,-3.8987269,-0.0565793
65,-0.025864266,-0.14910194,"('insecure', 'secure')",-0.0258643,-0.1491019,-0.1232376
66,-1.1276454,-1.1533207,"('inactive', 'active')",-1.1276454,-1.1533207,-0.0256753
67,0.29170114,0.26274982,"('doubtful', 'determined')",0.2917011,0.2627498,-0.0289513
68,-0.022479795,-0.09167438,"('dependent', 'independent')",-0.0224798,-0.0916744,-0.0691946
69,-0.4838044,-0.347706,"('lazy', 'industrious')",-0.4838044,-0.347706,0.1360984
70,-0.16234942,-0.20798913,"('lethargic', 'energetic')",-0.1623494,-0.2079891,-0.0456397
71,0.09462522,0.18482316,"('diffident', 'self-confident')",0.0946252,0.1848232,0.090198
72,-0.79281783,-0.89469373,"('unambitious', 'ambitious')",-0.7928178,-0.8946937,-0.1018759
73,-2.1485612,-2.1276944,"('helpless', 'self-reliant')",-2.1485612,-2.1276944,0.0208668
74,0.23548631,0.1602552,"('undedicated', 'dedicated')",0.2354863,0.1602552,-0.0752311
75,-0.28979117,-0.18333493,"('meek', 'impulsive')",-0.2897912,-0.1833349,0.1064563
76,0.22600454,0.1704022,"('anxious', 'daring')",0.2260045,0.1704022,-0.0556023
77,-0.991812,-0.896145,"('unmotivated', 'motivated')",-0.991812,-0.896145,0.095667
78,-0.20958236,-0.15966764,"('nonresilient', 'resilient')",-0.2095824,-0.1596676,0.0499148
79,-0.9570363,-0.8808254,"('wavering', 'unwavering')",-0.9570363,-0.8808254,0.0762109
80,-0.37766907,-0.44128647,"('dominated', 'dominating')",-0.3776691,-0.4412865,-0.0636174
81,-0.13708618,-0.1825484,"('submissive', 'aggressive')",-0.1370862,-0.1825484,-0.0454622
82,2.5104387,2.454615,"('poor', 'rich')",2.5104387,2.4546151,-0.0558236
83,-0.53192216,-0.5855868,"('powerless', 'powerful')",-0.5319222,-0.5855868,-0.0536646
84,0.73279446,0.66571414,"('inferior', 'superior')",0.7327945,0.6657141,-0.0670804
85,-0.36599594,-0.26411572,"('insignificant', 'prestigious')",-0.3659959,-0.2641157,0.1018802
86,-0.76980716,-0.8855838,"('uninfluential', 'influential')",-0.7698072,-0.8855838,-0.1157766
87,-0.17991772,-0.19394685,"('unsuccessful', 'successful')",-0.1799177,-0.1939469,-0.0140292
88,-0.6970392,-0.7147227,"('low', 'eminent')",-0.6970392,-0.7147227,-0.0176835
