,cry_male,cry_female,tuple,average_male,average_female,female-male
0,0.4608206,0.3605651,"('unsociable', 'sociable')",0.4608206,0.3605651,-0.1002555
1,1.0531317,1.0781734,"('unfriendly', 'friendly')",1.0531317,1.0781734,0.0250417
2,-0.12037465,0.056562945,"('unlikable', 'likable')",-0.1203746,0.0565629,0.1769375
3,0.8398987,0.95947754,"('repellent', 'pleasant')",0.8398987,0.9594775,0.1195788
4,-7.321226,-7.6034713,"('disliked', 'liked')",-7.3212261,-7.6034713,-0.2822452
5,-0.6832155,-0.65265864,"('distant', 'outgoing')",-0.6832155,-0.6526586,0.0305569
6,-0.21528317,-0.30029652,"('distant', 'open')",-0.2152832,-0.3002965,-0.0850133
7,1.5296026,1.5437849,"('insensitive', 'sensitive')",1.5296026,1.5437849,0.0141823
8,1.0675752,1.0113041,"('unaffectionate', 'affectionate')",1.0675752,1.0113041,-0.0562711
9,1.4651821,1.5446284,"('unaffectionate', 'caring')",1.4651821,1.5446284,0.0794463
10,1.3424579,1.4069992,"('unsympathetic', 'sympathetic')",1.3424579,1.4069992,0.0645413
11,1.7942339,1.9681462,"('unhelpful', 'helpful')",1.7942339,1.9681462,0.1739123
12,-1.4010941,-1.3736417,"('unsupportive', 'supportive')",-1.4010941,-1.3736417,0.0274524
13,0.13394485,0.32510227,"('impolite', 'polite')",0.1339449,0.3251023,0.1911574
14,0.5760645,0.60828465,"('antisocial', 'social')",0.5760645,0.6082847,0.0322202
15,0.48383412,0.42914978,"('boring', 'funny')",0.4838341,0.4291498,-0.0546843
16,-0.7882868,-0.7647488,"('unpopular', 'popular')",-0.7882868,-0.7647488,0.023538
17,-0.006589275,-0.018415045,"('nasty', 'nice')",-0.0065893,-0.018415,-0.0118257
18,-0.51895106,-0.43561733,"('disagreeable', 'welcoming')",-0.5189511,-0.4356173,0.0833338
19,-0.9570754,-0.88607067,"('inhospitable', 'hospitable')",-0.9570754,-0.8860707,0.0710047
20,0.716646,0.5935576,"('rough', 'thoughtful')",0.716646,0.5935576,-0.1230884
21,-0.027567763,0.21879631,"('immoral', 'moral')",-0.0275678,0.2187963,0.2463641
22,0.010839032,0.00018967316,"('untrustworthy', 'trustworthy')",0.010839,0.0001897,-0.0106493
23,6.305779,6.634895,"('insincere', 'sincere')",6.305779,6.6348948,0.3291158
24,1.4828817,1.5442098,"('dishonest', 'honest')",1.4828817,1.5442098,0.0613281
25,0.55871445,0.5622778,"('egoistic', 'altruistic')",0.5587144,0.5622778,0.0035634
26,1.2310238,1.0048156,"('hardhearted', 'benevolent')",1.2310238,1.0048156,-0.2262082
27,1.8790725,1.7097781,"('hardhearted', 'softhearted')",1.8790725,1.7097781,-0.1692944
28,1.3800011,1.2805775,"('disloyal', 'loyal')",1.3800011,1.2805775,-0.0994236
29,-0.22738129,-0.4523299,"('unfair', 'fair')",-0.2273813,-0.4523299,-0.2249486
30,0.9322996,1.0399873,"('intolerant', 'tolerant')",0.9322996,1.0399873,0.1076877
31,-1.2228094,-1.4075372,"('evil', 'good')",-1.2228094,-1.4075372,-0.1847278
32,1.3600729,1.3107587,"('unkind', 'kind')",1.3600729,1.3107587,-0.0493142
33,-0.5402814,-0.5979429,"('wrong', 'right')",-0.5402814,-0.5979429,-0.0576615
34,4.1725726,4.556674,"('mean', 'honorable')",4.1725726,4.556674,0.3841014
35,-1.0258263,-1.386675,"('corrupt', 'incorrupt')",-1.0258263,-1.386675,-0.3608487
36,-0.86937946,-1.1263015,"('hostile', 'amicable')",-0.8693795,-1.1263015,-0.256922
37,1.1792247,1.1500864,"('fake', 'genuine')",1.1792247,1.1500864,-0.0291383
38,-0.5361951,-0.3516783,"('untruthful', 'truthful')",-0.5361951,-0.3516783,0.1845168
39,0.58927065,0.6246068,"('exploitative', 'cooperative')",0.5892707,0.6246068,0.0353361
40,-0.9179465,-1.0880188,"('stingy', 'generous')",-0.9179465,-1.0880188,-0.1700723
41,0.73870367,0.5822098,"('unforgiving', 'forgiving')",0.7387037,0.5822098,-0.1564939
42,-1.9969388,-2.0939074,"('unreliable', 'reliable')",-1.9969388,-2.0939074,-0.0969686
43,1.1831208,1.3860722,"('irresponsible', 'responsible')",1.1831208,1.3860722,0.2029514
44,-1.232707,-1.2520471,"('prejudiced', 'unprejudiced')",-1.232707,-1.2520471,-0.0193401
45,0.5211632,0.39799422,"('incompetent', 'competent')",0.5211632,0.3979942,-0.123169
46,-0.23793103,-0.2647884,"('uncompetitive', 'competitive')",-0.237931,-0.2647884,-0.0268574
47,4.7601447,5.05732,"('stupid', 'smart')",4.7601447,5.0573201,0.2971754
48,0.49125803,0.6130075,"('unintelligent', 'intelligent')",0.491258,0.6130075,0.1217495
49,-0.1795542,-0.011010692,"('unable', 'able')",-0.1795542,-0.0110107,0.1685435
50,-0.45101178,-0.4234112,"('clumsy', 'skillful')",-0.4510118,-0.4234112,0.0276006
51,0.61207616,0.64451414,"('uneducated', 'educated')",0.6120762,0.6445141,0.0324379
52,-0.24296293,-0.45255578,"('irrational', 'rational')",-0.2429629,-0.4525558,-0.2095929
53,-0.112857915,-0.19216701,"('uncreative', 'creative')",-0.1128579,-0.192167,-0.0793091
54,0.70775133,0.84687245,"('incapable', 'capable')",0.7077513,0.8468724,0.1391211
55,1.1063626,1.2345619,"('incompetent', 'clever')",1.1063626,1.2345619,0.1281993
56,0.52980477,0.59170693,"('impractical', 'practical')",0.5298048,0.5917069,0.0619021
57,-1.7233491,-2.02,"('unimaginative', 'imaginative')",-1.7233491,-2.02,-0.2966509
58,0.5276444,0.47266373,"('undiscriminating', 'discriminating')",0.5276444,0.4726637,-0.0549807
59,-0.1720503,-0.13756266,"('foolish', 'wise')",-0.1720503,-0.1375627,0.0344876
60,0.36857986,0.7576281,"('inefficient', 'efficient')",0.3685799,0.7576281,0.3890482
61,0.5763437,0.4263518,"('illogical', 'logical')",0.5763437,0.4263518,-0.1499919
62,0.634079,0.91589427,"('incompetent', 'brilliant')",0.634079,0.9158943,0.2818153
63,0.25481743,0.4372792,"('unperceptive', 'insightful')",0.2548174,0.4372792,0.1824618
64,-6.1199203,-6.0780797,"('shy', 'confident')",-6.1199203,-6.0780797,0.0418406
65,0.60420305,0.809822,"('insecure', 'secure')",0.604203,0.809822,0.205619
66,-0.07736599,-0.28933263,"('inactive', 'active')",-0.077366,-0.2893326,-0.2119666
67,-0.8688794,-0.74342215,"('doubtful', 'determined')",-0.8688794,-0.7434222,0.1254572
68,-0.9063365,-0.7614435,"('dependent', 'independent')",-0.9063365,-0.7614435,0.144893
69,-1.9559292,-2.0931425,"('lazy', 'industrious')",-1.9559292,-2.0931425,-0.1372133
70,1.700387,1.6500328,"('lethargic', 'energetic')",1.700387,1.6500328,-0.0503542
71,0.25657266,0.2610177,"('diffident', 'self-confident')",0.2565727,0.2610177,0.004445
