,metaphor_male,metaphor_female,tuple,average_male,average_female,female-male
0,-0.6237148,-0.65627766,"('unsociable', 'sociable')",-0.6237148,-0.6562777,-0.0325629
1,1.2298355,1.1767817,"('unfriendly', 'friendly')",1.2298355,1.1767817,-0.0530538
2,0.019554064,0.11809633,"('unlikable', 'likable')",0.0195541,0.1180963,0.0985422
3,0.5587046,0.6047985,"('repellent', 'pleasant')",0.5587046,0.6047985,0.0460939
4,-7.3471704,-7.413513,"('disliked', 'liked')",-7.3471704,-7.4135132,-0.0663428
5,-0.24226514,-0.27222365,"('distant', 'outgoing')",-0.2422651,-0.2722237,-0.0299586
6,0.2928351,0.20867644,"('distant', 'open')",0.2928351,0.2086764,-0.0841587
7,0.5111849,0.60307276,"('insensitive', 'sensitive')",0.5111849,0.6030728,0.0918879
8,1.3046443,1.2210759,"('unaffectionate', 'affectionate')",1.3046443,1.2210759,-0.0835684
9,1.3469943,1.383842,"('unaffectionate', 'caring')",1.3469943,1.383842,0.0368477
10,0.7492236,0.797562,"('unsympathetic', 'sympathetic')",0.7492236,0.797562,0.0483384
11,1.2923341,1.3555038,"('unhelpful', 'helpful')",1.2923341,1.3555038,0.0631697
12,-1.7652546,-1.7296039,"('unsupportive', 'supportive')",-1.7652546,-1.7296039,0.0356507
13,-0.42223462,-0.43562406,"('impolite', 'polite')",-0.4222346,-0.4356241,-0.0133895
14,-0.16644251,-0.20105697,"('antisocial', 'social')",-0.1664425,-0.201057,-0.0346145
15,0.058690067,-0.024818722,"('boring', 'funny')",0.0586901,-0.0248187,-0.0835088
16,-0.27300507,-0.20097803,"('unpopular', 'popular')",-0.2730051,-0.200978,0.0720271
17,-0.4904042,-0.3585812,"('nasty', 'nice')",-0.4904042,-0.3585812,0.131823
18,-0.051162254,-0.11212489,"('disagreeable', 'welcoming')",-0.0511623,-0.1121249,-0.0609626
19,-0.53437215,-0.54048055,"('inhospitable', 'hospitable')",-0.5343722,-0.5404806,-0.0061084
20,1.0142109,0.9489058,"('rough', 'thoughtful')",1.0142109,0.9489058,-0.0653051
21,-0.53305805,-0.4173658,"('immoral', 'moral')",-0.533058,-0.4173658,0.1156922
22,-0.7209813,-0.74591845,"('untrustworthy', 'trustworthy')",-0.7209813,-0.7459185,-0.0249372
23,6.246745,6.2491593,"('insincere', 'sincere')",6.2467451,6.2491593,0.0024142
24,1.5243496,1.384082,"('dishonest', 'honest')",1.5243496,1.384082,-0.1402676
