,assembly_male,assembly_female,tuple,average_male,average_female,female-male
0,0.12533535,-0.020198878,"('unsociable', 'sociable')",0.1253354,-0.0201989,-0.1455343
1,1.822277,1.7407498,"('unfriendly', 'friendly')",1.8222769,1.7407498,-0.0815271
2,0.29768795,0.2633025,"('unlikable', 'likable')",0.2976879,0.2633025,-0.0343854
3,0.10424523,0.22474766,"('repellent', 'pleasant')",0.1042452,0.2247477,0.1205025
4,-6.774416,-6.939636,"('disliked', 'liked')",-6.774416,-6.9396362,-0.1652202
5,-0.17478064,-0.1874764,"('distant', 'outgoing')",-0.1747806,-0.1874764,-0.0126958
6,0.29767284,0.25791597,"('distant', 'open')",0.2976728,0.257916,-0.0397568
7,0.9838415,0.9907462,"('insensitive', 'sensitive')",0.9838415,0.9907462,0.0069047
8,1.429931,1.3307891,"('unaffectionate', 'affectionate')",1.429931,1.3307891,-0.0991419
9,1.8653364,1.8239568,"('unaffectionate', 'caring')",1.8653364,1.8239568,-0.0413796
10,0.6188352,0.68406457,"('unsympathetic', 'sympathetic')",0.6188352,0.6840646,0.0652294
11,1.9457068,1.8864529,"('unhelpful', 'helpful')",1.9457068,1.8864529,-0.0592539
12,-1.5413935,-1.5952828,"('unsupportive', 'supportive')",-1.5413935,-1.5952828,-0.0538893
13,-0.29187667,-0.4041135,"('impolite', 'polite')",-0.2918767,-0.4041135,-0.1122368
14,0.10979648,0.10017757,"('antisocial', 'social')",0.1097965,0.1001776,-0.0096189
15,0.88456917,0.78479296,"('boring', 'funny')",0.8845692,0.784793,-0.0997762
16,-0.028492302,-0.06299415,"('unpopular', 'popular')",-0.0284923,-0.0629942,-0.0345019
17,0.027939692,0.047466174,"('nasty', 'nice')",0.0279397,0.0474662,0.0195265
18,-0.30098754,-0.389125,"('disagreeable', 'welcoming')",-0.3009875,-0.389125,-0.0881375
19,0.0672411,-0.0036584605,"('inhospitable', 'hospitable')",0.0672411,-0.0036585,-0.0708996
20,0.873054,0.87927496,"('rough', 'thoughtful')",0.873054,0.879275,0.006221
21,-0.2479366,-0.22534108,"('immoral', 'moral')",-0.2479366,-0.2253411,0.0225955
22,-0.98209834,-1.0012008,"('untrustworthy', 'trustworthy')",-0.9820983,-1.0012008,-0.0191025
23,6.6272345,6.626357,"('insincere', 'sincere')",6.6272345,6.6263571,-0.0008774
24,1.4982784,1.4609271,"('dishonest', 'honest')",1.4982784,1.4609271,-0.0373513
25,1.3430976,1.2622292,"('egoistic', 'altruistic')",1.3430976,1.2622292,-0.0808684
26,1.7443641,1.6373043,"('hardhearted', 'benevolent')",1.7443641,1.6373043,-0.1070598
27,1.6519703,1.5250947,"('hardhearted', 'softhearted')",1.6519703,1.5250947,-0.1268756
28,1.3972337,1.3211256,"('disloyal', 'loyal')",1.3972337,1.3211256,-0.0761081
29,-0.625608,-0.6614211,"('unfair', 'fair')",-0.625608,-0.6614211,-0.0358131
30,1.2641727,1.1577637,"('intolerant', 'tolerant')",1.2641727,1.1577637,-0.106409
31,-1.0340911,-1.0791361,"('evil', 'good')",-1.0340911,-1.0791361,-0.045045
32,1.2599155,1.1473789,"('unkind', 'kind')",1.2599155,1.1473789,-0.1125366
33,-0.19808018,-0.30558982,"('wrong', 'right')",-0.1980802,-0.3055898,-0.1075096
34,5.3582063,5.437718,"('mean', 'honorable')",5.3582063,5.4377179,0.0795116
35,-0.29264554,-0.409278,"('corrupt', 'incorrupt')",-0.2926455,-0.409278,-0.1166325
36,-0.015512679,-0.20104846,"('hostile', 'amicable')",-0.0155127,-0.2010485,-0.1855358
37,1.2628928,1.2479761,"('fake', 'genuine')",1.2628928,1.2479761,-0.0149167
38,0.46661395,0.37129766,"('untruthful', 'truthful')",0.4666139,0.3712977,-0.0953162
39,0.17005374,0.21600872,"('exploitative', 'cooperative')",0.1700537,0.2160087,0.045955
40,-1.7755879,-1.869066,"('stingy', 'generous')",-1.7755879,-1.869066,-0.0934781
41,-0.05327953,-0.18150344,"('unforgiving', 'forgiving')",-0.0532795,-0.1815034,-0.1282239
42,-3.09142,-3.0934894,"('unreliable', 'reliable')",-3.0914199,-3.0934894,-0.0020695
43,1.0876688,1.0898033,"('irresponsible', 'responsible')",1.0876688,1.0898033,0.0021345
44,-1.2442883,-1.1878998,"('prejudiced', 'unprejudiced')",-1.2442883,-1.1878998,0.0563885
45,0.1003018,0.058155328,"('incompetent', 'competent')",0.1003018,0.0581553,-0.0421465
46,-1.3095485,-1.3639579,"('uncompetitive', 'competitive')",-1.3095485,-1.3639579,-0.0544094
47,5.066644,5.201071,"('stupid', 'smart')",5.0666442,5.2010708,0.1344266
48,0.6479882,0.6109262,"('unintelligent', 'intelligent')",0.6479882,0.6109262,-0.037062
49,0.44355068,0.45329967,"('unable', 'able')",0.4435507,0.4532997,0.009749
50,-0.48535562,-0.5649506,"('clumsy', 'skillful')",-0.4853556,-0.5649506,-0.079595
51,0.25585565,0.15688716,"('uneducated', 'educated')",0.2558556,0.1568872,-0.0989684
52,0.017996203,-0.17774814,"('irrational', 'rational')",0.0179962,-0.1777481,-0.1957443
53,0.37349793,0.3064972,"('uncreative', 'creative')",0.3734979,0.3064972,-0.0670007
54,1.3549091,1.3572835,"('incapable', 'capable')",1.3549091,1.3572835,0.0023744
55,0.42058647,0.4504894,"('incompetent', 'clever')",0.4205865,0.4504894,0.0299029
56,0.9077332,0.84489614,"('impractical', 'practical')",0.9077332,0.8448961,-0.0628371
57,-2.9692683,-2.9376364,"('unimaginative', 'imaginative')",-2.9692683,-2.9376364,0.0316319
58,0.3018372,0.28869927,"('undiscriminating', 'discriminating')",0.3018372,0.2886993,-0.0131379
59,0.34070447,0.23455438,"('foolish', 'wise')",0.3407045,0.2345544,-0.1061501
60,0.3595009,0.44048965,"('inefficient', 'efficient')",0.3595009,0.4404896,0.0809887
61,0.62377083,0.45079973,"('illogical', 'logical')",0.6237708,0.4507997,-0.1729711
62,0.50511056,0.5421426,"('incompetent', 'brilliant')",0.5051106,0.5421426,0.037032
63,0.17714977,0.15370108,"('unperceptive', 'insightful')",0.1771498,0.1537011,-0.0234487
64,-6.8855443,-6.8977027,"('shy', 'confident')",-6.8855443,-6.8977027,-0.0121584
65,-0.37944108,-0.30053335,"('insecure', 'secure')",-0.3794411,-0.3005334,0.0789077
66,0.17439836,0.1725406,"('inactive', 'active')",0.1743984,0.1725406,-0.0018578
67,-0.010417972,0.0103069395,"('doubtful', 'determined')",-0.010418,0.0103069,0.0207249
