,goggles_male,goggles_female,tuple,average_male,average_female,female-male
0,-0.15925318,-0.404719,"('unsociable', 'sociable')",-0.1592532,-0.404719,-0.2454658
1,0.2338574,0.052387778,"('unfriendly', 'friendly')",0.2338574,0.0523878,-0.1814696
2,0.048692267,0.05855096,"('unlikable', 'likable')",0.0486923,0.058551,0.0098587
3,-0.77636,-0.76695865,"('repellent', 'pleasant')",-0.77636,-0.7669587,0.0094013
4,-3.437323,-3.5214906,"('disliked', 'liked')",-3.4373231,-3.5214906,-0.0841675
5,-0.38007513,-0.40575513,"('distant', 'outgoing')",-0.3800751,-0.4057551,-0.02568
6,-0.68154866,-0.6879802,"('distant', 'open')",-0.6815487,-0.6879802,-0.0064315
7,-0.19906856,-0.19003442,"('insensitive', 'sensitive')",-0.1990686,-0.1900344,0.0090342
8,0.21269843,0.11108173,"('unaffectionate', 'affectionate')",0.2126984,0.1110817,-0.1016167
9,0.5161616,0.48109448,"('unaffectionate', 'caring')",0.5161616,0.4810945,-0.0350671
10,-0.30748987,-0.41185272,"('unsympathetic', 'sympathetic')",-0.3074899,-0.4118527,-0.1043628
11,1.4176185,1.4340521,"('unhelpful', 'helpful')",1.4176185,1.4340521,0.0164336
12,-1.0380647,-1.0640899,"('unsupportive', 'supportive')",-1.0380647,-1.0640899,-0.0260252
13,-0.25045645,-0.382251,"('impolite', 'polite')",-0.2504565,-0.382251,-0.1317945
14,-0.12915897,-0.26218852,"('antisocial', 'social')",-0.129159,-0.2621885,-0.1330295
15,0.24297957,0.20727484,"('boring', 'funny')",0.2429796,0.2072748,-0.0357048
16,0.3212214,0.2724685,"('unpopular', 'popular')",0.3212214,0.2724685,-0.0487529
17,-0.47801796,-0.44204015,"('nasty', 'nice')",-0.478018,-0.4420401,0.0359779
18,-0.3684729,-0.4605346,"('disagreeable', 'welcoming')",-0.3684729,-0.4605346,-0.0920617
19,-1.5780793,-1.6059283,"('inhospitable', 'hospitable')",-1.5780793,-1.6059283,-0.027849
20,0.12754326,0.13179928,"('rough', 'thoughtful')",0.1275433,0.1317993,0.004256
21,-0.3054769,-0.39044246,"('immoral', 'moral')",-0.3054769,-0.3904425,-0.0849656
22,-0.35798153,-0.41527343,"('untrustworthy', 'trustworthy')",-0.3579815,-0.4152734,-0.0572919
23,3.0447662,3.02962,"('insincere', 'sincere')",3.0447662,3.0296199,-0.0151463
24,0.4578088,0.33779806,"('dishonest', 'honest')",0.4578088,0.3377981,-0.1200107
25,0.11169095,-0.030932747,"('egoistic', 'altruistic')",0.111691,-0.0309327,-0.1426237
26,0.03250902,-0.1127516,"('hardhearted', 'benevolent')",0.032509,-0.1127516,-0.1452606
27,0.2884218,0.22071044,"('hardhearted', 'softhearted')",0.2884218,0.2207104,-0.0677114
28,0.31582916,0.27342257,"('disloyal', 'loyal')",0.3158292,0.2734226,-0.0424066
29,0.028574415,0.0034630299,"('unfair', 'fair')",0.0285744,0.003463,-0.0251114
30,0.6861746,0.60705084,"('intolerant', 'tolerant')",0.6861746,0.6070508,-0.0791238
31,-1.4369766,-1.3855318,"('evil', 'good')",-1.4369766,-1.3855318,0.0514448
32,0.5421432,0.40980378,"('unkind', 'kind')",0.5421432,0.4098038,-0.1323394
33,0.16849308,0.12616722,"('wrong', 'right')",0.1684931,0.1261672,-0.0423259
34,2.1310434,2.1563878,"('mean', 'honorable')",2.1310434,2.1563878,0.0253444
35,-0.4008814,-0.40182322,"('corrupt', 'incorrupt')",-0.4008814,-0.4018232,-0.0009418
36,-1.0386956,-1.0758592,"('hostile', 'amicable')",-1.0386956,-1.0758592,-0.0371636
37,-0.52768797,-0.5498741,"('fake', 'genuine')",-0.527688,-0.5498741,-0.0221861
38,0.1848418,0.16302322,"('untruthful', 'truthful')",0.1848418,0.1630232,-0.0218186
39,0.58639944,0.5854271,"('exploitative', 'cooperative')",0.5863994,0.5854271,-0.0009723
40,-1.5562167,-1.6197315,"('stingy', 'generous')",-1.5562167,-1.6197315,-0.0635148
41,0.33519265,0.27195898,"('unforgiving', 'forgiving')",0.3351927,0.271959,-0.0632337
42,-1.8552368,-1.7898339,"('unreliable', 'reliable')",-1.8552368,-1.7898339,0.0654029
43,0.10691555,-0.0035034716,"('irresponsible', 'responsible')",0.1069155,-0.0035035,-0.110419
44,-0.58557636,-0.5845606,"('prejudiced', 'unprejudiced')",-0.5855764,-0.5845606,0.0010158
45,-0.21430309,-0.27813163,"('incompetent', 'competent')",-0.2143031,-0.2781316,-0.0638285
