,transocean_male,transocean_female,tuple,ltd_male,ltd_female,average_male,average_female,female-male
0,-1.2664618,-1.2733119,"('unsociable', 'sociable')",-0.3657619,-0.40871733,-0.8161119,-0.8410146,-0.0249027
1,-1.521436,-1.6721861,"('unfriendly', 'friendly')",1.9805208,1.8226094,0.2295424,0.0752116,-0.1543308
2,0.34619874,0.3828315,"('unlikable', 'likable')",0.5367329,0.58802074,0.4414658,0.4854261,0.0439603
3,-0.42154345,-0.37886286,"('repellent', 'pleasant')",0.62023765,0.74956214,0.0993471,0.1853496,0.0860025
4,0.5898034,0.4843945,"('disliked', 'liked')",-3.7562792,-3.768271,-1.5832379,-1.6419382,-0.0587003
5,-0.3095384,-0.3516795,"('distant', 'outgoing')",-0.2350141,-0.35406786,-0.2722763,-0.3528737,-0.0805974
6,-0.34375894,-0.428648,"('distant', 'open')",0.42440224,0.22651567,0.0403216,-0.1010662,-0.1413878
7,-0.44128564,-0.38959992,"('insensitive', 'sensitive')",0.3860531,0.44774967,-0.0276163,0.0290749,0.0566912
8,-0.91046256,-0.9970241,"('unaffectionate', 'affectionate')",0.78761685,0.5742377,-0.0614229,-0.2113932,-0.1499703
9,-1.2540395,-1.2929605,"('unaffectionate', 'caring')",0.89760125,0.7673627,-0.1782191,-0.2627989,-0.0845798
10,-2.7370565,-2.6728525,"('unsympathetic', 'sympathetic')",-0.014146883,0.15555595,-1.3756016,-1.2586483,0.1169533
11,-1.2941045,-1.1460813,"('unhelpful', 'helpful')",0.8310793,0.9540748,-0.2315126,-0.0960033,0.1355093
12,-0.7422815,-0.66421384,"('unsupportive', 'supportive')",-1.2329226,-1.2682557,-0.987602,-0.9662348,0.0213672
13,-1.0162175,-0.89920163,"('impolite', 'polite')",-0.9207459,-0.86447597,-0.9684817,-0.8818388,0.0866429
14,-0.23774955,-0.1732007,"('antisocial', 'social')",0.22957852,0.3468032,-0.0040855,0.0868012,0.0908867
15,0.48094153,0.41035485,"('boring', 'funny')",0.34340277,0.2869007,0.4121721,0.3486278,-0.0635443
16,0.041919492,-0.023255136,"('unpopular', 'popular')",0.55786276,0.5222053,0.2998911,0.2494751,-0.050416
17,-0.41237456,-0.35917595,"('nasty', 'nice')",-0.31980437,-0.2798946,-0.3660895,-0.3195353,0.0465542
18,-0.43099722,-0.38381207,"('disagreeable', 'welcoming')",-1.0730928,-1.173576,-0.752045,-0.778694,-0.026649
19,-1.4638388,-1.4793701,"('inhospitable', 'hospitable')",-0.7362499,-0.795079,-1.1000444,-1.1372246,-0.0371802
20,0.1230623,0.1896742,"('rough', 'thoughtful')",1.3491883,1.3095819,0.7361253,0.7496281,0.0135028
21,-1.4760758,-1.4141159,"('immoral', 'moral')",-0.96975756,-0.8346919,-1.2229166,-1.124404,0.0985126
22,-0.8651236,-0.8756872,"('untrustworthy', 'trustworthy')",0.044656597,0.09661496,-0.4102335,-0.3895361,0.0206974
23,-1.5050287,-1.450097,"('insincere', 'sincere')",4.08696,4.0025434,1.2909656,1.2762232,-0.0147424
