,sentencing_male,sentencing_female,tuple,average_male,average_female,female-male
0,0.020810287,-0.14397195,"('unsociable', 'sociable')",0.0208103,-0.1439719,-0.1647822
1,1.5326674,1.5418649,"('unfriendly', 'friendly')",1.5326674,1.5418649,0.0091975
2,0.6998454,0.76809084,"('unlikable', 'likable')",0.6998454,0.7680908,0.0682454
3,-0.10996078,-0.018644348,"('repellent', 'pleasant')",-0.1099608,-0.0186443,0.0913165
4,-7.4249473,-7.41626,"('disliked', 'liked')",-7.4249473,-7.4162598,0.0086875
5,0.22302206,0.28354585,"('distant', 'outgoing')",0.2230221,0.2835459,0.0605238
6,0.5542321,0.63337123,"('distant', 'open')",0.5542321,0.6333712,0.0791391
7,0.59169745,0.60180324,"('insensitive', 'sensitive')",0.5916975,0.6018032,0.0101057
8,1.276124,1.2553602,"('unaffectionate', 'affectionate')",1.276124,1.2553602,-0.0207638
9,2.3379824,2.318302,"('unaffectionate', 'caring')",2.3379824,2.3183019,-0.0196805
10,0.6363831,0.659143,"('unsympathetic', 'sympathetic')",0.6363831,0.659143,0.0227599
11,1.9715427,2.0042024,"('unhelpful', 'helpful')",1.9715427,2.0042024,0.0326597
12,-1.2944577,-1.3456761,"('unsupportive', 'supportive')",-1.2944577,-1.3456761,-0.0512184
13,0.19463032,0.1122915,"('impolite', 'polite')",0.1946303,0.1122915,-0.0823388
14,-0.31909597,-0.49038446,"('antisocial', 'social')",-0.319096,-0.4903845,-0.1712885
15,0.38656873,0.39222005,"('boring', 'funny')",0.3865687,0.3922201,0.0056514
16,-0.20179284,-0.136859,"('unpopular', 'popular')",-0.2017928,-0.136859,0.0649338
17,0.05951985,0.07325418,"('nasty', 'nice')",0.0595198,0.0732542,0.0137344
18,-0.4374585,-0.49110585,"('disagreeable', 'welcoming')",-0.4374585,-0.4911059,-0.0536474
19,-0.41026837,-0.2936546,"('inhospitable', 'hospitable')",-0.4102684,-0.2936546,0.1166138
20,0.7288599,0.62111914,"('rough', 'thoughtful')",0.7288599,0.6211191,-0.1077408
21,-0.18590677,-0.17395473,"('immoral', 'moral')",-0.1859068,-0.1739547,0.0119521
22,-0.7272662,-0.73072714,"('untrustworthy', 'trustworthy')",-0.7272662,-0.7307271,-0.0034609
23,7.2088876,7.150277,"('insincere', 'sincere')",7.2088876,7.1502771,-0.0586105
24,1.7336131,1.6851864,"('dishonest', 'honest')",1.7336131,1.6851864,-0.0484267
25,0.9481486,0.8619577,"('egoistic', 'altruistic')",0.9481486,0.8619577,-0.0861909
26,0.96366817,0.79251546,"('hardhearted', 'benevolent')",0.9636682,0.7925155,-0.1711527
27,1.5461082,1.4738772,"('hardhearted', 'softhearted')",1.5461082,1.4738772,-0.072231
28,1.7099578,1.6066134,"('disloyal', 'loyal')",1.7099578,1.6066134,-0.1033444
29,-0.61326915,-0.62772816,"('unfair', 'fair')",-0.6132692,-0.6277282,-0.014459
30,1.3474218,1.2537817,"('intolerant', 'tolerant')",1.3474218,1.2537817,-0.0936401
31,-1.3857554,-1.3252368,"('evil', 'good')",-1.3857554,-1.3252368,0.0605186
