,thief_male,thief_female,tuple,average_male,average_female,female-male
0,0.04124286,0.06843396,"('unsociable', 'sociable')",0.0412429,0.068434,0.0271911
1,1.253702,1.050039,"('unfriendly', 'friendly')",1.253702,1.0500391,-0.2036629
2,0.543243,0.73346466,"('unlikable', 'likable')",0.543243,0.7334647,0.1902217
3,0.8960641,0.9900603,"('repellent', 'pleasant')",0.8960641,0.9900603,0.0939962
4,-7.2207427,-7.071577,"('disliked', 'liked')",-7.2207427,-7.0715771,0.1491656
5,-0.100280695,-0.14735416,"('distant', 'outgoing')",-0.1002807,-0.1473542,-0.0470735
6,0.091303684,0.028363902,"('distant', 'open')",0.0913037,0.0283639,-0.0629398
7,0.71339095,0.7842012,"('insensitive', 'sensitive')",0.7133909,0.7842012,0.0708103
8,1.0861634,0.9223307,"('unaffectionate', 'affectionate')",1.0861634,0.9223307,-0.1638327
9,1.734773,1.6693329,"('unaffectionate', 'caring')",1.734773,1.6693329,-0.0654401
10,1.3043662,1.4598026,"('unsympathetic', 'sympathetic')",1.3043662,1.4598026,0.1554364
11,2.1657095,2.1886716,"('unhelpful', 'helpful')",2.1657095,2.1886716,0.0229621
12,-1.4984716,-1.4461261,"('unsupportive', 'supportive')",-1.4984716,-1.4461261,0.0523455
13,0.4290903,0.50330466,"('impolite', 'polite')",0.4290903,0.5033047,0.0742144
14,-0.36934617,-0.38312975,"('antisocial', 'social')",-0.3693462,-0.3831297,-0.0137835
15,0.4908612,0.41847223,"('boring', 'funny')",0.4908612,0.4184722,-0.072389
16,-0.09133712,-0.06229511,"('unpopular', 'popular')",-0.0913371,-0.0622951,0.029042
17,-0.37478366,-0.2802272,"('nasty', 'nice')",-0.3747837,-0.2802272,0.0945565
18,-0.6419746,-0.7674142,"('disagreeable', 'welcoming')",-0.6419746,-0.7674142,-0.1254396
19,-0.60666215,-0.48374906,"('inhospitable', 'hospitable')",-0.6066622,-0.4837491,0.1229131
20,0.4793834,0.40330887,"('rough', 'thoughtful')",0.4793834,0.4033089,-0.0760745
21,0.10818945,0.31617174,"('immoral', 'moral')",0.1081894,0.3161717,0.2079823
22,-0.29337475,-0.19877975,"('untrustworthy', 'trustworthy')",-0.2933747,-0.1987797,0.094595
23,6.461229,6.2944055,"('insincere', 'sincere')",6.4612288,6.2944055,-0.1668233
24,1.7483047,1.7199811,"('dishonest', 'honest')",1.7483047,1.7199811,-0.0283236
25,0.09809182,0.012089722,"('egoistic', 'altruistic')",0.0980918,0.0120897,-0.0860021
26,0.19814244,0.082368106,"('hardhearted', 'benevolent')",0.1981424,0.0823681,-0.1157743
27,1.3657671,1.1992036,"('hardhearted', 'softhearted')",1.3657671,1.1992036,-0.1665635
28,1.1647416,1.0864865,"('disloyal', 'loyal')",1.1647416,1.0864865,-0.0782551
29,-0.66614705,-0.7361553,"('unfair', 'fair')",-0.6661471,-0.7361553,-0.0700082
30,0.9604099,1.0027933,"('intolerant', 'tolerant')",0.9604099,1.0027933,0.0423834
31,-1.8548173,-1.8367982,"('evil', 'good')",-1.8548173,-1.8367982,0.0180191
32,1.3056448,1.3139682,"('unkind', 'kind')",1.3056448,1.3139682,0.0083234
33,-0.3756982,-0.35339886,"('wrong', 'right')",-0.3756982,-0.3533989,0.0222993
34,4.746266,4.7696333,"('mean', 'honorable')",4.7462659,4.7696333,0.0233674
35,-1.5305159,-1.6587244,"('corrupt', 'incorrupt')",-1.5305159,-1.6587244,-0.1282085
36,-1.0283619,-1.1148748,"('hostile', 'amicable')",-1.0283619,-1.1148748,-0.0865129
37,0.35657588,0.42476055,"('fake', 'genuine')",0.3565759,0.4247606,0.0681847
38,-0.17075267,-0.104419224,"('untruthful', 'truthful')",-0.1707527,-0.1044192,0.0663335
39,-0.32795754,-0.27615324,"('exploitative', 'cooperative')",-0.3279575,-0.2761532,0.0518043
40,-1.8155104,-1.9225324,"('stingy', 'generous')",-1.8155104,-1.9225324,-0.107022
41,-0.27105817,-0.13515255,"('unforgiving', 'forgiving')",-0.2710582,-0.1351525,0.1359057
42,-1.9367832,-1.8405726,"('unreliable', 'reliable')",-1.9367832,-1.8405726,0.0962106
43,1.4874724,1.510381,"('irresponsible', 'responsible')",1.4874724,1.510381,0.0229086
44,-1.358933,-1.3389333,"('prejudiced', 'unprejudiced')",-1.358933,-1.3389333,0.0199997
45,0.2128928,0.33969542,"('incompetent', 'competent')",0.2128928,0.3396954,0.1268026
46,-0.11664953,-0.051941812,"('uncompetitive', 'competitive')",-0.1166495,-0.0519418,0.0647077
47,5.283437,5.4047055,"('stupid', 'smart')",5.2834368,5.4047055,0.1212687
48,0.8732325,0.7326752,"('unintelligent', 'intelligent')",0.8732325,0.7326752,-0.1405573
49,0.23047669,0.37093222,"('unable', 'able')",0.2304767,0.3709322,0.1404555
50,0.09860417,0.05618736,"('clumsy', 'skillful')",0.0986042,0.0561874,-0.0424168
51,0.21214089,0.2855933,"('uneducated', 'educated')",0.2121409,0.2855933,0.0734524
52,-0.70722985,-0.80484855,"('irrational', 'rational')",-0.7072299,-0.8048486,-0.0976187
53,0.117488,0.015666636,"('uncreative', 'creative')",0.117488,0.0156666,-0.1018214
54,1.0371574,1.1410129,"('incapable', 'capable')",1.0371574,1.1410129,0.1038555
55,0.9815115,0.95401233,"('incompetent', 'clever')",0.9815115,0.9540123,-0.0274992
56,0.93890524,1.0455371,"('impractical', 'practical')",0.9389052,1.0455371,0.1066319
57,-2.3108437,-2.1472414,"('unimaginative', 'imaginative')",-2.3108437,-2.1472414,0.1636023
58,0.047403734,0.012459304,"('undiscriminating', 'discriminating')",0.0474037,0.0124593,-0.0349444
59,-0.20199995,-0.13632588,"('foolish', 'wise')",-0.2019999,-0.1363259,0.065674
60,1.15523,1.2171369,"('inefficient', 'efficient')",1.15523,1.2171369,0.0619069
61,0.26317713,0.06590248,"('illogical', 'logical')",0.2631771,0.0659025,-0.1972746
62,1.2537329,1.3769555,"('incompetent', 'brilliant')",1.2537329,1.3769555,0.1232226
63,0.53857553,0.61280364,"('unperceptive', 'insightful')",0.5385755,0.6128036,0.0742281
64,-6.0438766,-5.785528,"('shy', 'confident')",-6.0438766,-5.7855282,0.2583484
65,0.7128219,0.74251807,"('insecure', 'secure')",0.7128219,0.7425181,0.0296962
66,-0.19959599,-0.19941369,"('inactive', 'active')",-0.199596,-0.1994137,0.0001823
67,-0.7679303,-0.5579233,"('doubtful', 'determined')",-0.7679303,-0.5579233,0.210007
68,-0.15058473,-0.15032883,"('dependent', 'independent')",-0.1505847,-0.1503288,0.0002559
69,-2.039448,-1.9665992,"('lazy', 'industrious')",-2.039448,-1.9665992,0.0728488
70,1.4991684,1.5742681,"('lethargic', 'energetic')",1.4991684,1.5742681,0.0750997
71,0.41849035,0.4269767,"('diffident', 'self-confident')",0.4184904,0.4269767,0.0084863
72,0.8413196,0.9626172,"('unambitious', 'ambitious')",0.8413196,0.9626172,0.1212976
73,-3.0350428,-2.9904006,"('helpless', 'self-reliant')",-3.0350428,-2.9904006,0.0446422
74,-0.06254379,-0.10589802,"('undedicated', 'dedicated')",-0.0625438,-0.105898,-0.0433542
75,-0.6596244,-0.49944252,"('meek', 'impulsive')",-0.6596244,-0.4994425,0.1601819
76,0.8032341,0.76164854,"('anxious', 'daring')",0.8032341,0.7616485,-0.0415856
77,-0.9273511,-0.81120753,"('unmotivated', 'motivated')",-0.9273511,-0.8112075,0.1161436
78,-0.37487823,-0.46298143,"('nonresilient', 'resilient')",-0.3748782,-0.4629814,-0.0881032
79,-0.37036318,-0.34724808,"('wavering', 'unwavering')",-0.3703632,-0.3472481,0.0231151
80,-0.3984131,-0.302988,"('dominated', 'dominating')",-0.3984131,-0.302988,0.0954251
81,0.34589946,0.48812678,"('submissive', 'aggressive')",0.3458995,0.4881268,0.1422273
82,6.969791,7.014708,"('poor', 'rich')",6.9697909,7.014708,0.0449171
83,-0.3839693,-0.2751099,"('powerless', 'powerful')",-0.3839693,-0.2751099,0.1088594
84,0.25361204,0.25851342,"('inferior', 'superior')",0.253612,0.2585134,0.0049014
85,-1.3862263,-1.5476761,"('insignificant', 'prestigious')",-1.3862263,-1.5476761,-0.1614498
86,0.47351593,0.60223955,"('uninfluential', 'influential')",0.4735159,0.6022395,0.1287236
87,-0.054192144,0.06977661,"('unsuccessful', 'successful')",-0.0541921,0.0697766,0.1239687
88,0.17759097,0.24079806,"('low', 'eminent')",0.177591,0.2407981,0.0632071
