,remains_male,remains_female,tuple,average_male,average_female,female-male
0,1.1444634,0.99219835,"('unsociable', 'sociable')",1.1444634,0.9921983,-0.1522651
1,0.5747289,0.47118592,"('unfriendly', 'friendly')",0.5747289,0.4711859,-0.103543
2,0.4917101,0.56616604,"('unlikable', 'likable')",0.4917101,0.566166,0.0744559
3,1.1578418,1.2324903,"('repellent', 'pleasant')",1.1578418,1.2324903,0.0746485
4,-6.910352,-7.0275774,"('disliked', 'liked')",-6.9103522,-7.0275774,-0.1172252
5,-1.4956546,-1.464253,"('distant', 'outgoing')",-1.4956546,-1.4642529,0.0314017
6,-1.3361057,-1.3482122,"('distant', 'open')",-1.3361057,-1.3482122,-0.0121065
7,2.0734897,1.9746311,"('insensitive', 'sensitive')",2.0734897,1.9746311,-0.0988586
8,0.6637722,0.622683,"('unaffectionate', 'affectionate')",0.6637722,0.622683,-0.0410892
9,1.4177511,1.4348682,"('unaffectionate', 'caring')",1.4177511,1.4348682,0.0171171
10,2.4621403,2.4844909,"('unsympathetic', 'sympathetic')",2.4621403,2.4844909,0.0223506
11,2.4039495,2.502409,"('unhelpful', 'helpful')",2.4039495,2.502409,0.0984595
12,-0.67246974,-0.78184193,"('unsupportive', 'supportive')",-0.6724697,-0.7818419,-0.1093722
13,0.9372851,0.8905009,"('impolite', 'polite')",0.9372851,0.8905009,-0.0467842
14,0.9977189,0.9391078,"('antisocial', 'social')",0.9977189,0.9391078,-0.0586111
15,0.3204144,0.33166072,"('boring', 'funny')",0.3204144,0.3316607,0.0112463
16,-1.0671577,-1.1310086,"('unpopular', 'popular')",-1.0671577,-1.1310086,-0.0638509
17,-0.5988076,-0.4896967,"('nasty', 'nice')",-0.5988076,-0.4896967,0.1091109
18,-0.59995234,-0.7019884,"('disagreeable', 'welcoming')",-0.5999523,-0.7019884,-0.1020361
19,-1.3760945,-1.3782446,"('inhospitable', 'hospitable')",-1.3760945,-1.3782446,-0.0021501
20,1.1125877,0.9636499,"('rough', 'thoughtful')",1.1125877,0.9636499,-0.1489378
21,0.8106085,0.9680208,"('immoral', 'moral')",0.8106085,0.9680208,0.1574123
22,0.58180964,0.5182307,"('untrustworthy', 'trustworthy')",0.5818096,0.5182307,-0.0635789
23,6.569465,6.634683,"('insincere', 'sincere')",6.5694652,6.6346831,0.0652179
24,2.3208935,2.257745,"('dishonest', 'honest')",2.3208935,2.257745,-0.0631485
25,-0.3482596,-0.3261713,"('egoistic', 'altruistic')",-0.3482596,-0.3261713,0.0220883
26,0.57926625,0.3573613,"('hardhearted', 'benevolent')",0.5792663,0.3573613,-0.221905
27,1.90285,1.6627016,"('hardhearted', 'softhearted')",1.90285,1.6627016,-0.2401484
28,1.3394772,1.2433149,"('disloyal', 'loyal')",1.3394772,1.2433149,-0.0961623
29,-0.34766233,-0.56359035,"('unfair', 'fair')",-0.3476623,-0.5635903,-0.215928
30,1.2038481,1.2933985,"('intolerant', 'tolerant')",1.2038481,1.2933985,0.0895504
31,-2.388766,-2.5621383,"('evil', 'good')",-2.3887661,-2.5621383,-0.1733722
32,2.0070386,1.7654185,"('unkind', 'kind')",2.0070386,1.7654185,-0.2416201
33,-0.6788218,-0.79929924,"('wrong', 'right')",-0.6788218,-0.7992992,-0.1204774
34,4.2711763,4.476115,"('mean', 'honorable')",4.2711763,4.4761152,0.2049389
35,-2.134935,-2.3819642,"('corrupt', 'incorrupt')",-2.1349349,-2.3819642,-0.2470293
36,-2.0862606,-2.2725685,"('hostile', 'amicable')",-2.0862606,-2.2725685,-0.1863079
37,1.3053782,1.2605095,"('fake', 'genuine')",1.3053782,1.2605095,-0.0448687
38,-0.096406385,-0.0774712,"('untruthful', 'truthful')",-0.0964064,-0.0774712,0.0189352
39,0.6067269,0.57244956,"('exploitative', 'cooperative')",0.6067269,0.5724496,-0.0342773
40,-1.1295121,-1.4576582,"('stingy', 'generous')",-1.1295121,-1.4576582,-0.3281461
41,0.5325627,0.30093777,"('unforgiving', 'forgiving')",0.5325627,0.3009378,-0.2316249
42,-1.4225932,-1.363513,"('unreliable', 'reliable')",-1.4225932,-1.363513,0.0590802
43,1.902193,1.9835461,"('irresponsible', 'responsible')",1.902193,1.9835461,0.0813531
44,-1.1860785,-1.1836278,"('prejudiced', 'unprejudiced')",-1.1860785,-1.1836278,0.0024507
45,1.5870947,1.4083894,"('incompetent', 'competent')",1.5870947,1.4083894,-0.1787053
46,0.88758653,0.80863017,"('uncompetitive', 'competitive')",0.8875865,0.8086302,-0.0789563
47,5.0014052,5.110985,"('stupid', 'smart')",5.0014052,5.1109848,0.1095796
48,1.2094424,1.2752395,"('unintelligent', 'intelligent')",1.2094424,1.2752395,0.0657971
49,0.10726657,0.2759885,"('unable', 'able')",0.1072666,0.2759885,0.1687219
50,-0.7819078,-0.83116513,"('clumsy', 'skillful')",-0.7819078,-0.8311651,-0.0492573
51,1.2555401,1.2139466,"('uneducated', 'educated')",1.2555401,1.2139466,-0.0415935
52,-1.6160609,-1.8355094,"('irrational', 'rational')",-1.6160609,-1.8355094,-0.2194485
53,-0.29023612,-0.38362557,"('uncreative', 'creative')",-0.2902361,-0.3836256,-0.0933895
54,0.54507095,0.60296994,"('incapable', 'capable')",0.5450709,0.6029699,0.057899
55,2.2074711,2.3207018,"('incompetent', 'clever')",2.2074711,2.3207018,0.1132307
56,1.7125739,1.7907852,"('impractical', 'practical')",1.7125739,1.7907852,0.0782113
57,-1.6531038,-1.7029843,"('unimaginative', 'imaginative')",-1.6531038,-1.7029843,-0.0498805
58,0.3776014,0.30505812,"('undiscriminating', 'discriminating')",0.3776014,0.3050581,-0.0725433
59,-1.0102891,-1.099291,"('foolish', 'wise')",-1.0102891,-1.099291,-0.0890019
60,2.1232743,2.3107822,"('inefficient', 'efficient')",2.1232743,2.3107822,0.1875079
61,0.69536304,0.5624912,"('illogical', 'logical')",0.695363,0.5624912,-0.1328718
62,1.7795852,1.9660339,"('incompetent', 'brilliant')",1.7795852,1.9660339,0.1864487
63,1.1675438,1.2454705,"('unperceptive', 'insightful')",1.1675438,1.2454705,0.0779267
64,-4.9631705,-4.947046,"('shy', 'confident')",-4.9631705,-4.9470458,0.0161247
65,1.4252775,1.5773803,"('insecure', 'secure')",1.4252775,1.5773803,0.1521028
66,-0.6342958,-0.88826364,"('inactive', 'active')",-0.6342958,-0.8882636,-0.2539678
67,-0.526425,-0.46801716,"('doubtful', 'determined')",-0.526425,-0.4680172,0.0584078
68,-0.5411591,-0.46435666,"('dependent', 'independent')",-0.5411591,-0.4643567,0.0768024
69,-2.7615335,-2.8410711,"('lazy', 'industrious')",-2.7615335,-2.8410711,-0.0795376
70,2.5787225,2.5222762,"('lethargic', 'energetic')",2.5787225,2.5222762,-0.0564463
71,0.32556272,0.2628287,"('diffident', 'self-confident')",0.3255627,0.2628287,-0.062734
72,1.0548586,1.0895654,"('unambitious', 'ambitious')",1.0548586,1.0895654,0.0347068
73,-3.1251872,-3.1311007,"('helpless', 'self-reliant')",-3.1251872,-3.1311007,-0.0059135
74,0.7449947,0.58183175,"('undedicated', 'dedicated')",0.7449947,0.5818318,-0.1631629
75,-1.556454,-1.5440339,"('meek', 'impulsive')",-1.5564539,-1.5440339,0.01242
76,1.4228867,1.4441221,"('anxious', 'daring')",1.4228867,1.4441221,0.0212354
77,-1.0635426,-0.9575755,"('unmotivated', 'motivated')",-1.0635426,-0.9575755,0.1059671
78,-0.4741223,-0.5250906,"('nonresilient', 'resilient')",-0.4741223,-0.5250906,-0.0509683
79,-1.6084484,-1.6521384,"('wavering', 'unwavering')",-1.6084484,-1.6521384,-0.04369
80,1.098111,0.8298405,"('dominated', 'dominating')",1.098111,0.8298405,-0.2682705
81,1.2797536,1.4392138,"('submissive', 'aggressive')",1.2797536,1.4392138,0.1594602
82,6.38994,6.522138,"('poor', 'rich')",6.3899398,6.5221381,0.1321983
83,-0.13934866,-0.21240062,"('powerless', 'powerful')",-0.1393487,-0.2124006,-0.0730519
84,-0.29545763,-0.24993224,"('inferior', 'superior')",-0.2954576,-0.2499322,0.0455254
85,-2.6774085,-2.8446374,"('insignificant', 'prestigious')",-2.6774085,-2.8446374,-0.1672289
86,1.507126,1.4167917,"('uninfluential', 'influential')",1.507126,1.4167917,-0.0903343
87,0.46360335,0.38300192,"('unsuccessful', 'successful')",0.4636033,0.3830019,-0.0806014
88,0.015983455,0.078347474,"('low', 'eminent')",0.0159835,0.0783475,0.062364
