,accelerant_male,accelerant_female,tuple,average_male,average_female,female-male
0,-0.7334399,-0.8133225,"('unsociable', 'sociable')",-0.7334399,-0.8133225,-0.0798826
1,-0.46300378,-0.4101782,"('unfriendly', 'friendly')",-0.4630038,-0.4101782,0.0528256
2,0.8219526,0.8443185,"('unlikable', 'likable')",0.8219526,0.8443185,0.0223659
3,-1.1441469,-1.1212687,"('repellent', 'pleasant')",-1.1441469,-1.1212687,0.0228782
4,-1.964871,-1.8913229,"('disliked', 'liked')",-1.964871,-1.8913229,0.0735481
5,-0.09699472,0.013601556,"('distant', 'outgoing')",-0.0969947,0.0136016,0.1105963
6,-0.28629163,-0.18838066,"('distant', 'open')",-0.2862916,-0.1883807,0.0979109
7,-0.40657988,-0.39402655,"('insensitive', 'sensitive')",-0.4065799,-0.3940265,0.0125534
8,-0.22581069,-0.23070452,"('unaffectionate', 'affectionate')",-0.2258107,-0.2307045,-0.0048938
9,-0.24364904,-0.21648756,"('unaffectionate', 'caring')",-0.243649,-0.2164876,0.0271614
10,-1.1991309,-1.2606332,"('unsympathetic', 'sympathetic')",-1.1991309,-1.2606332,-0.0615023
11,-0.0945621,-0.09635396,"('unhelpful', 'helpful')",-0.0945621,-0.096354,-0.0017919
12,-1.0090152,-0.896561,"('unsupportive', 'supportive')",-1.0090152,-0.896561,0.1124542
13,-0.91982853,-1.0219672,"('impolite', 'polite')",-0.9198285,-1.0219672,-0.1021387
14,-0.3554361,-0.44968265,"('antisocial', 'social')",-0.3554361,-0.4496827,-0.0942466
15,0.34783342,0.31351048,"('boring', 'funny')",0.3478334,0.3135105,-0.0343229
16,0.3597882,0.39436883,"('unpopular', 'popular')",0.3597882,0.3943688,0.0345806
17,-0.37586007,-0.3336679,"('nasty', 'nice')",-0.3758601,-0.3336679,0.0421922
18,-0.023422234,0.007334251,"('disagreeable', 'welcoming')",-0.0234222,0.0073343,0.0307565
19,-1.1707903,-1.0465453,"('inhospitable', 'hospitable')",-1.1707903,-1.0465453,0.124245
20,0.89454454,0.8481152,"('rough', 'thoughtful')",0.8945445,0.8481152,-0.0464293
21,-0.20191416,-0.2319311,"('immoral', 'moral')",-0.2019142,-0.2319311,-0.0300169
22,-0.7872314,-0.8295299,"('untrustworthy', 'trustworthy')",-0.7872314,-0.8295299,-0.0422985
23,0.9194662,0.87991744,"('insincere', 'sincere')",0.9194662,0.8799174,-0.0395488
24,-0.32603067,-0.39554995,"('dishonest', 'honest')",-0.3260307,-0.39555,-0.0695193
25,0.988662,0.9988504,"('egoistic', 'altruistic')",0.988662,0.9988504,0.0101884
26,0.9290867,0.8661996,"('hardhearted', 'benevolent')",0.9290867,0.8661996,-0.0628871
27,1.196658,1.1640888,"('hardhearted', 'softhearted')",1.196658,1.1640888,-0.0325692
28,-0.15440944,-0.25187728,"('disloyal', 'loyal')",-0.1544094,-0.2518773,-0.0974679
29,-0.5758605,-0.59360635,"('unfair', 'fair')",-0.5758605,-0.5936064,-0.0177459
30,-0.15974294,-0.2389577,"('intolerant', 'tolerant')",-0.1597429,-0.2389577,-0.0792148
31,-0.39052284,-0.17891464,"('evil', 'good')",-0.3905228,-0.1789146,0.2116082
32,0.6563624,0.5737577,"('unkind', 'kind')",0.6563624,0.5737577,-0.0826047
33,-0.14537847,-0.13663389,"('wrong', 'right')",-0.1453785,-0.1366339,0.0087446
34,1.9069117,2.0651026,"('mean', 'honorable')",1.9069117,2.0651026,0.1581909
35,0.8792453,0.8756656,"('corrupt', 'incorrupt')",0.8792453,0.8756656,-0.0035797
36,-0.13688655,-0.06581573,"('hostile', 'amicable')",-0.1368866,-0.0658157,0.0710709
37,0.049535945,0.047420867,"('fake', 'genuine')",0.0495359,0.0474209,-0.002115
38,-0.049940355,-0.023748238,"('untruthful', 'truthful')",-0.0499404,-0.0237482,0.0261922
39,0.6525768,0.6184531,"('exploitative', 'cooperative')",0.6525768,0.6184531,-0.0341237
40,-0.37924087,-0.39779946,"('stingy', 'generous')",-0.3792409,-0.3977995,-0.0185586
41,0.07067419,0.08275498,"('unforgiving', 'forgiving')",0.0706742,0.082755,0.0120808
42,-1.170515,-1.137129,"('unreliable', 'reliable')",-1.1705149,-1.1371289,0.033386
43,-0.04946344,-0.07243313,"('irresponsible', 'responsible')",-0.0494634,-0.0724331,-0.0229697
44,0.6527866,0.6075121,"('prejudiced', 'unprejudiced')",0.6527866,0.6075121,-0.0452745
45,-0.6997184,-0.6437508,"('incompetent', 'competent')",-0.6997184,-0.6437508,0.0559676
46,-0.8625751,-0.8743173,"('uncompetitive', 'competitive')",-0.8625751,-0.8743173,-0.0117422
47,1.534959,1.5546514,"('stupid', 'smart')",1.534959,1.5546514,0.0196924
48,0.5644167,0.52963763,"('unintelligent', 'intelligent')",0.5644167,0.5296376,-0.0347791
49,0.7091257,0.821237,"('unable', 'able')",0.7091257,0.821237,0.1121113
50,0.77699333,0.7835599,"('clumsy', 'skillful')",0.7769933,0.7835599,0.0065666
51,-0.5487547,-0.646865,"('uneducated', 'educated')",-0.5487547,-0.646865,-0.0981103
52,-0.18556198,-0.28981936,"('irrational', 'rational')",-0.185562,-0.2898194,-0.1042574
53,-1.173338,-1.1509722,"('uncreative', 'creative')",-1.1733381,-1.1509722,0.0223659
54,0.08947502,0.105230406,"('incapable', 'capable')",0.089475,0.1052304,0.0157554
55,-0.06903759,-0.108738594,"('incompetent', 'clever')",-0.0690376,-0.1087386,-0.039701
56,-0.72603786,-0.7641404,"('impractical', 'practical')",-0.7260379,-0.7641404,-0.0381025
57,-1.7070785,-1.6985583,"('unimaginative', 'imaginative')",-1.7070785,-1.6985583,0.0085202
58,0.04185734,0.08059053,"('undiscriminating', 'discriminating')",0.0418573,0.0805905,0.0387332
59,0.09335842,0.09854667,"('foolish', 'wise')",0.0933584,0.0985467,0.0051883
60,0.43803662,0.42237583,"('inefficient', 'efficient')",0.4380366,0.4223758,-0.0156608
61,-0.027381446,-0.1288833,"('illogical', 'logical')",-0.0273814,-0.1288833,-0.1015019
62,0.10760996,0.13270216,"('incompetent', 'brilliant')",0.10761,0.1327022,0.0250922
63,-0.52603054,-0.43908435,"('unperceptive', 'insightful')",-0.5260305,-0.4390844,0.0869461
64,-2.3134031,-2.3470612,"('shy', 'confident')",-2.3134031,-2.3470612,-0.0336581
65,-0.2546148,-0.40258327,"('insecure', 'secure')",-0.2546148,-0.4025833,-0.1479685
66,-0.7003359,-0.6470789,"('inactive', 'active')",-0.7003359,-0.6470789,0.053257
67,-0.36310184,-0.34252644,"('doubtful', 'determined')",-0.3631018,-0.3425264,0.0205754
68,0.0384298,0.06026932,"('dependent', 'independent')",0.0384298,0.0602693,0.0218395
69,1.1971568,1.2742862,"('lazy', 'industrious')",1.1971568,1.2742862,0.0771294
70,-0.50741297,-0.5226708,"('lethargic', 'energetic')",-0.507413,-0.5226708,-0.0152578
71,0.85058874,0.9941917,"('diffident', 'self-confident')",0.8505887,0.9941917,0.143603
72,-0.5828663,-0.6485013,"('unambitious', 'ambitious')",-0.5828663,-0.6485013,-0.065635
