,sepal_male,sepal_female,tuple,average_male,average_female,female-male
0,-0.06928045,-0.23408806,"('unsociable', 'sociable')",-0.0692805,-0.2340881,-0.1648076
1,-0.60801625,-0.86916256,"('unfriendly', 'friendly')",-0.6080163,-0.8691626,-0.2611463
2,0.067022234,0.014002973,"('unlikable', 'likable')",0.0670222,0.014003,-0.0530192
3,-0.18606552,-0.08628413,"('repellent', 'pleasant')",-0.1860655,-0.0862841,0.0997814
4,-3.2995665,-3.2277539,"('disliked', 'liked')",-3.2995665,-3.2277539,0.0718126
5,-1.5399333,-1.5468721,"('distant', 'outgoing')",-1.5399333,-1.5468721,-0.0069388
6,-1.7219914,-1.7997768,"('distant', 'open')",-1.7219914,-1.7997768,-0.0777854
7,0.43300033,0.35576984,"('insensitive', 'sensitive')",0.4330003,0.3557698,-0.0772305
8,-0.43586904,-0.5305826,"('unaffectionate', 'affectionate')",-0.435869,-0.5305826,-0.0947136
9,-0.5993302,-0.7611045,"('unaffectionate', 'caring')",-0.5993302,-0.7611045,-0.1617743
10,-0.16490625,-0.24317403,"('unsympathetic', 'sympathetic')",-0.1649062,-0.243174,-0.0782678
11,0.946994,0.82739186,"('unhelpful', 'helpful')",0.946994,0.8273919,-0.1196021
12,-1.1426493,-1.1311997,"('unsupportive', 'supportive')",-1.1426493,-1.1311997,0.0114496
13,-0.42332655,-0.5059447,"('impolite', 'polite')",-0.4233266,-0.5059447,-0.0826181
14,0.33117187,0.26974517,"('antisocial', 'social')",0.3311719,0.2697452,-0.0614267
15,0.10721016,-0.03135187,"('boring', 'funny')",0.1072102,-0.0313519,-0.1385621
16,-0.12990338,-0.15711607,"('unpopular', 'popular')",-0.1299034,-0.1571161,-0.0272127
17,-0.43745115,-0.44880378,"('nasty', 'nice')",-0.4374512,-0.4488038,-0.0113526
18,-0.44356942,-0.4431747,"('disagreeable', 'welcoming')",-0.4435694,-0.4431747,0.0003947
19,-1.568727,-1.5430834,"('inhospitable', 'hospitable')",-1.568727,-1.5430834,0.0256436
20,0.42750147,0.34000573,"('rough', 'thoughtful')",0.4275015,0.3400057,-0.0874958
21,0.18872365,0.1878864,"('immoral', 'moral')",0.1887237,0.1878864,-0.0008373
22,0.033767216,-0.057403404,"('untrustworthy', 'trustworthy')",0.0337672,-0.0574034,-0.0911706
23,2.5881424,2.4104335,"('insincere', 'sincere')",2.5881424,2.4104335,-0.1777089
24,0.08476098,-0.05867603,"('dishonest', 'honest')",0.084761,-0.058676,-0.143437
25,-0.12034914,-0.208912,"('egoistic', 'altruistic')",-0.1203491,-0.208912,-0.0885629
26,0.12210171,-0.12060723,"('hardhearted', 'benevolent')",0.1221017,-0.1206072,-0.2427089
27,-0.02789125,-0.21177915,"('hardhearted', 'softhearted')",-0.0278913,-0.2117791,-0.1838878
28,0.65020335,0.48763448,"('disloyal', 'loyal')",0.6502033,0.4876345,-0.1625688
29,-0.79101616,-0.91415423,"('unfair', 'fair')",-0.7910162,-0.9141542,-0.123138
30,0.63969254,0.5596706,"('intolerant', 'tolerant')",0.6396925,0.5596706,-0.0800219
31,-1.698238,-1.6393166,"('evil', 'good')",-1.698238,-1.6393166,0.0589214
32,1.1017208,0.8695143,"('unkind', 'kind')",1.1017208,0.8695143,-0.2322065
33,-0.19106953,-0.35689998,"('wrong', 'right')",-0.1910695,-0.3569,-0.1658305
34,1.771754,1.8388515,"('mean', 'honorable')",1.771754,1.8388515,0.0670975
35,-0.6173477,-0.7748045,"('corrupt', 'incorrupt')",-0.6173477,-0.7748045,-0.1574568
36,-1.1817726,-1.318151,"('hostile', 'amicable')",-1.1817726,-1.318151,-0.1363784
37,0.06831887,-0.020519666,"('fake', 'genuine')",0.0683189,-0.0205197,-0.0888386
38,-0.17641655,-0.3186726,"('untruthful', 'truthful')",-0.1764165,-0.3186726,-0.1422561
39,1.1042867,1.1339961,"('exploitative', 'cooperative')",1.1042867,1.1339961,0.0297094
40,-0.89970565,-1.0019722,"('stingy', 'generous')",-0.8997056,-1.0019722,-0.1022666
41,0.6344606,0.57812214,"('unforgiving', 'forgiving')",0.6344606,0.5781221,-0.0563385
42,-0.59912646,-0.5548797,"('unreliable', 'reliable')",-0.5991265,-0.5548797,0.0442468
43,0.054424543,0.03752225,"('irresponsible', 'responsible')",0.0544245,0.0375222,-0.0169023
44,-0.78461957,-0.65971386,"('prejudiced', 'unprejudiced')",-0.7846196,-0.6597139,0.1249057
45,0.021127548,0.04151431,"('incompetent', 'competent')",0.0211275,0.0415143,0.0203868
46,-0.19840097,-0.1813752,"('uncompetitive', 'competitive')",-0.198401,-0.1813752,0.0170258
47,2.1591997,2.0847423,"('stupid', 'smart')",2.1591997,2.0847423,-0.0744574
48,0.036720358,0.06688439,"('unintelligent', 'intelligent')",0.0367204,0.0668844,0.030164
49,-0.39606208,-0.17829643,"('unable', 'able')",-0.3960621,-0.1782964,0.2177657
50,0.53327024,0.45476234,"('clumsy', 'skillful')",0.5332702,0.4547623,-0.0785079
51,-0.08113881,-0.2506181,"('uneducated', 'educated')",-0.0811388,-0.2506181,-0.1694793
52,-0.5723935,-0.75874126,"('irrational', 'rational')",-0.5723935,-0.7587413,-0.1863478
53,-1.484094,-1.5465075,"('uncreative', 'creative')",-1.484094,-1.5465075,-0.0624135
54,-0.26213825,-0.40136492,"('incapable', 'capable')",-0.2621382,-0.4013649,-0.1392267
55,0.59805167,0.6761306,"('incompetent', 'clever')",0.5980517,0.6761306,0.0780789
56,0.85649,0.859534,"('impractical', 'practical')",0.85649,0.859534,0.003044
57,-1.6887641,-1.6629527,"('unimaginative', 'imaginative')",-1.6887641,-1.6629527,0.0258114
58,0.19627567,0.09948996,"('undiscriminating', 'discriminating')",0.1962757,0.09949,-0.0967857
59,0.0930743,0.058253404,"('foolish', 'wise')",0.0930743,0.0582534,-0.0348209
60,0.9747273,1.0375347,"('inefficient', 'efficient')",0.9747273,1.0375347,0.0628074
61,0.16851665,-0.10340377,"('illogical', 'logical')",0.1685167,-0.1034038,-0.2719205
62,0.58192647,0.6265618,"('incompetent', 'brilliant')",0.5819265,0.6265618,0.0446353
63,0.2018687,0.18469453,"('unperceptive', 'insightful')",0.2018687,0.1846945,-0.0171742
64,-2.7578182,-2.6926873,"('shy', 'confident')",-2.7578182,-2.6926873,0.0651309
65,0.6488576,0.6881642,"('insecure', 'secure')",0.6488576,0.6881642,0.0393066
66,-1.0876093,-1.1855447,"('inactive', 'active')",-1.0876093,-1.1855447,-0.0979354
67,0.36418584,0.39208278,"('doubtful', 'determined')",0.3641858,0.3920828,0.027897
68,-0.72318226,-0.7115632,"('dependent', 'independent')",-0.7231823,-0.7115632,0.0116191
69,-0.3398,-0.3752176,"('lazy', 'industrious')",-0.3398,-0.3752176,-0.0354176
70,0.40302536,0.29267436,"('lethargic', 'energetic')",0.4030254,0.2926744,-0.110351
71,0.09586387,0.020562582,"('diffident', 'self-confident')",0.0958639,0.0205626,-0.0753013
72,0.08193815,0.07727412,"('unambitious', 'ambitious')",0.0819381,0.0772741,-0.004664
