,alphabet_male,alphabet_female,tuple,average_male,average_female,female-male
0,-0.73248744,-0.79756767,"('unsociable', 'sociable')",-0.7324874,-0.7975677,-0.0650803
1,1.8593264,1.7803105,"('unfriendly', 'friendly')",1.8593264,1.7803105,-0.0790159
2,-0.41438386,-0.3199437,"('unlikable', 'likable')",-0.4143839,-0.3199437,0.0944402
3,0.061783653,0.1598872,"('repellent', 'pleasant')",0.0617837,0.1598872,0.0981035
4,-7.8262277,-7.904109,"('disliked', 'liked')",-7.8262277,-7.904109,-0.0778813
5,-0.34472394,-0.3077976,"('distant', 'outgoing')",-0.3447239,-0.3077976,0.0369263
6,0.288371,0.25683114,"('distant', 'open')",0.288371,0.2568311,-0.0315399
7,0.3108483,0.4774734,"('insensitive', 'sensitive')",0.3108483,0.4774734,0.1666251
8,1.6670705,1.5634965,"('unaffectionate', 'affectionate')",1.6670705,1.5634965,-0.103574
9,1.8656071,1.8295819,"('unaffectionate', 'caring')",1.8656071,1.8295819,-0.0360252
10,0.3194483,0.38734716,"('unsympathetic', 'sympathetic')",0.3194483,0.3873472,0.0678989
11,1.3129474,1.3621645,"('unhelpful', 'helpful')",1.3129474,1.3621645,0.0492171
12,-1.9124261,-1.9356302,"('unsupportive', 'supportive')",-1.9124261,-1.9356302,-0.0232041
13,-0.96818256,-0.9581847,"('impolite', 'polite')",-0.9681826,-0.9581847,0.0099979
14,-0.9368461,-0.87580067,"('antisocial', 'social')",-0.9368461,-0.8758007,0.0610454
15,0.09140151,0.07328078,"('boring', 'funny')",0.0914015,0.0732808,-0.0181207
16,-0.34548527,-0.28554654,"('unpopular', 'popular')",-0.3454853,-0.2855465,0.0599388
17,-0.4268137,-0.38399667,"('nasty', 'nice')",-0.4268137,-0.3839967,0.042817
18,-0.3030817,-0.398916,"('disagreeable', 'welcoming')",-0.3030817,-0.398916,-0.0958343
19,-0.29704472,-0.31307647,"('inhospitable', 'hospitable')",-0.2970447,-0.3130765,-0.0160318
20,1.4233136,1.3443571,"('rough', 'thoughtful')",1.4233136,1.3443571,-0.0789565
21,-0.96811455,-0.8454598,"('immoral', 'moral')",-0.9681146,-0.8454598,0.1226548
22,-1.4614941,-1.4332381,"('untrustworthy', 'trustworthy')",-1.4614941,-1.4332381,0.028256
23,6.2633553,6.351953,"('insincere', 'sincere')",6.2633553,6.351953,0.0885977
24,1.3983306,1.2849191,"('dishonest', 'honest')",1.3983306,1.2849191,-0.1134115
25,1.5024748,1.3683951,"('egoistic', 'altruistic')",1.5024748,1.3683951,-0.1340797
26,1.2369574,1.1336929,"('hardhearted', 'benevolent')",1.2369574,1.1336929,-0.1032645
27,1.9182577,1.7704895,"('hardhearted', 'softhearted')",1.9182577,1.7704895,-0.1477682
28,1.1000224,1.028217,"('disloyal', 'loyal')",1.1000224,1.028217,-0.0718054
29,-1.0454301,-1.078331,"('unfair', 'fair')",-1.0454301,-1.078331,-0.0329009
30,0.57245475,0.55215746,"('intolerant', 'tolerant')",0.5724548,0.5521575,-0.0202973
31,-0.61176527,-0.6324803,"('evil', 'good')",-0.6117653,-0.6324803,-0.020715
32,0.72065485,0.6892942,"('unkind', 'kind')",0.7206548,0.6892942,-0.0313606
33,-0.20064758,-0.30816334,"('wrong', 'right')",-0.2006476,-0.3081633,-0.1075157
34,4.509508,4.678223,"('mean', 'honorable')",4.5095081,4.6782231,0.168715
35,0.028482862,-0.23246874,"('corrupt', 'incorrupt')",0.0284829,-0.2324687,-0.2609516
36,-0.05406961,-0.20104872,"('hostile', 'amicable')",-0.0540696,-0.2010487,-0.1469791
37,0.8209238,0.8535158,"('fake', 'genuine')",0.8209238,0.8535158,0.032592
38,-0.19875905,-0.2381856,"('untruthful', 'truthful')",-0.198759,-0.2381856,-0.0394266
39,0.37607017,0.32768282,"('exploitative', 'cooperative')",0.3760702,0.3276828,-0.0483874
40,-1.321774,-1.4961826,"('stingy', 'generous')",-1.321774,-1.4961826,-0.1744086
41,0.0032537375,-0.08759515,"('unforgiving', 'forgiving')",0.0032537,-0.0875951,-0.0908488
42,-3.166117,-3.107593,"('unreliable', 'reliable')",-3.166117,-3.1075931,0.0585239
43,0.36901307,0.44659612,"('irresponsible', 'responsible')",0.3690131,0.4465961,0.077583
44,-1.5771675,-1.4754709,"('prejudiced', 'unprejudiced')",-1.5771675,-1.4754709,0.1016966
45,-0.7021079,-0.61828524,"('incompetent', 'competent')",-0.7021079,-0.6182852,0.0838227
46,-1.37862,-1.4013151,"('uncompetitive', 'competitive')",-1.37862,-1.4013151,-0.0226951
47,4.9297,5.1098633,"('stupid', 'smart')",4.9296999,5.1098633,0.1801634
48,0.8237585,0.74317735,"('unintelligent', 'intelligent')",0.8237585,0.7431774,-0.0805811
49,-0.040980827,0.016742468,"('unable', 'able')",-0.0409808,0.0167425,0.0577233
50,-0.35531726,-0.37321395,"('clumsy', 'skillful')",-0.3553173,-0.3732139,-0.0178966
51,0.15278304,0.13117377,"('uneducated', 'educated')",0.152783,0.1311738,-0.0216092
52,-0.3004839,-0.3789042,"('irrational', 'rational')",-0.3004839,-0.3789042,-0.0784203
53,0.25664863,0.17273675,"('uncreative', 'creative')",0.2566486,0.1727367,-0.0839119
54,1.0851551,1.1890733,"('incapable', 'capable')",1.0851551,1.1890733,0.1039182
55,0.3104243,0.371337,"('incompetent', 'clever')",0.3104243,0.371337,0.0609127
56,0.114407584,0.13107637,"('impractical', 'practical')",0.1144076,0.1310764,0.0166688
57,-3.1547267,-3.05331,"('unimaginative', 'imaginative')",-3.1547267,-3.0533099,0.1014168
58,0.126515,0.1276062,"('undiscriminating', 'discriminating')",0.126515,0.1276062,0.0010912
59,0.087487206,0.037664954,"('foolish', 'wise')",0.0874872,0.037665,-0.0498222
60,-0.09801267,-0.005501751,"('inefficient', 'efficient')",-0.0980127,-0.0055018,0.0925109
61,0.26945746,0.066547774,"('illogical', 'logical')",0.2694575,0.0665478,-0.2029097
62,-0.03592431,0.08100259,"('incompetent', 'brilliant')",-0.0359243,0.0810026,0.1169269
63,-0.18107039,-0.11697039,"('unperceptive', 'insightful')",-0.1810704,-0.1169704,0.0641
64,-7.810847,-7.7001405,"('shy', 'confident')",-7.8108468,-7.7001405,0.1107063
65,-0.6137603,-0.5443167,"('insecure', 'secure')",-0.6137603,-0.5443167,0.0694436
66,-0.58072823,-0.5388672,"('inactive', 'active')",-0.5807282,-0.5388672,0.041861
67,-0.3811894,-0.27742574,"('doubtful', 'determined')",-0.3811894,-0.2774257,0.1037637
68,-0.68637145,-0.7361646,"('dependent', 'independent')",-0.6863714,-0.7361646,-0.0497932
69,-1.6845162,-1.7601275,"('lazy', 'industrious')",-1.6845162,-1.7601275,-0.0756113
70,-0.10387766,0.06823093,"('lethargic', 'energetic')",-0.1038777,0.0682309,0.1721086
71,0.3093397,0.392444,"('diffident', 'self-confident')",0.3093397,0.392444,0.0831043
72,0.6917923,0.76444864,"('unambitious', 'ambitious')",0.6917923,0.7644486,0.0726563
73,-3.1696625,-3.1657145,"('helpless', 'self-reliant')",-3.1696625,-3.1657145,0.003948
74,0.09557771,0.008284835,"('undedicated', 'dedicated')",0.0955777,0.0082848,-0.0872929
75,-1.0803297,-0.9561124,"('meek', 'impulsive')",-1.0803297,-0.9561124,0.1242173
76,0.49926612,0.6147889,"('anxious', 'daring')",0.4992661,0.6147889,0.1155228
77,-1.6906266,-1.5309734,"('unmotivated', 'motivated')",-1.6906266,-1.5309734,0.1596532
78,-0.24366659,-0.24257365,"('nonresilient', 'resilient')",-0.2436666,-0.2425736,0.001093
79,0.259774,0.23377797,"('wavering', 'unwavering')",0.259774,0.233778,-0.025996
80,-0.7131586,-0.7241787,"('dominated', 'dominating')",-0.7131586,-0.7241787,-0.0110201
81,-0.65611494,-0.542071,"('submissive', 'aggressive')",-0.6561149,-0.542071,0.1140439
82,5.9684877,6.190158,"('poor', 'rich')",5.9684877,6.1901579,0.2216702
83,-0.41879052,-0.41864896,"('powerless', 'powerful')",-0.4187905,-0.418649,0.0001415
84,0.7820323,0.7416765,"('inferior', 'superior')",0.7820323,0.7416765,-0.0403558
85,0.60962003,0.468401,"('insignificant', 'prestigious')",0.60962,0.468401,-0.141219
86,0.0048739724,-0.05170393,"('uninfluential', 'influential')",0.004874,-0.0517039,-0.0565779
87,-0.58353806,-0.43760094,"('unsuccessful', 'successful')",-0.5835381,-0.4376009,0.1459372
88,0.3318462,0.353176,"('low', 'eminent')",0.3318462,0.353176,0.0213298
