,grandfather_male,grandfather_female,tuple,average_male,average_female,female-male
0,0.12089241,0.064814284,"('unsociable', 'sociable')",0.1208924,0.0648143,-0.0560781
1,0.8274675,0.70456046,"('unfriendly', 'friendly')",0.8274675,0.7045605,-0.122907
2,0.06330876,0.2698514,"('unlikable', 'likable')",0.0633088,0.2698514,0.2065426
3,0.8699537,0.9576993,"('repellent', 'pleasant')",0.8699537,0.9576993,0.0877456
4,-6.869107,-6.9833603,"('disliked', 'liked')",-6.8691068,-6.9833603,-0.1142535
5,-0.6785884,-0.6470034,"('distant', 'outgoing')",-0.6785884,-0.6470034,0.031585
6,-0.15928264,-0.21891092,"('distant', 'open')",-0.1592826,-0.2189109,-0.0596283
7,0.9846369,0.9452142,"('insensitive', 'sensitive')",0.9846369,0.9452142,-0.0394227
8,0.73570734,0.60315144,"('unaffectionate', 'affectionate')",0.7357073,0.6031514,-0.1325559
9,1.2130738,1.1594396,"('unaffectionate', 'caring')",1.2130738,1.1594396,-0.0536342
10,1.0586783,1.0826067,"('unsympathetic', 'sympathetic')",1.0586783,1.0826067,0.0239284
11,1.4910781,1.5189093,"('unhelpful', 'helpful')",1.4910781,1.5189093,0.0278312
12,-1.5535432,-1.5609119,"('unsupportive', 'supportive')",-1.5535432,-1.5609119,-0.0073687
13,0.035628848,0.09509332,"('impolite', 'polite')",0.0356288,0.0950933,0.0594645
14,0.24638648,0.21178223,"('antisocial', 'social')",0.2463865,0.2117822,-0.0346043
15,0.023640526,-0.048602253,"('boring', 'funny')",0.0236405,-0.0486023,-0.0722428
16,-0.4204476,-0.4047333,"('unpopular', 'popular')",-0.4204476,-0.4047333,0.0157143
17,0.06339713,0.09995666,"('nasty', 'nice')",0.0633971,0.0999567,0.0365596
18,-0.39193743,-0.3614292,"('disagreeable', 'welcoming')",-0.3919374,-0.3614292,0.0305082
19,-1.0511804,-1.0453635,"('inhospitable', 'hospitable')",-1.0511804,-1.0453635,0.0058169
20,1.0338995,0.9396952,"('rough', 'thoughtful')",1.0338995,0.9396952,-0.0942043
21,-0.12280681,0.02880101,"('immoral', 'moral')",-0.1228068,0.028801,0.1516078
22,-0.09017105,-0.08904829,"('untrustworthy', 'trustworthy')",-0.090171,-0.0890483,0.0011227
23,5.4403353,5.474238,"('insincere', 'sincere')",5.4403353,5.4742379,0.0339026
24,1.2582772,1.1664326,"('dishonest', 'honest')",1.2582772,1.1664326,-0.0918446
25,0.5085321,0.45199364,"('egoistic', 'altruistic')",0.5085321,0.4519936,-0.0565385
26,0.7428669,0.5314034,"('hardhearted', 'benevolent')",0.7428669,0.5314034,-0.2114635
27,1.5774348,1.3498704,"('hardhearted', 'softhearted')",1.5774348,1.3498704,-0.2275644
28,0.9880601,0.89980537,"('disloyal', 'loyal')",0.9880601,0.8998054,-0.0882547
29,-0.48303065,-0.63927346,"('unfair', 'fair')",-0.4830306,-0.6392735,-0.1562429
30,0.61283064,0.6879432,"('intolerant', 'tolerant')",0.6128306,0.6879432,0.0751126
31,-1.4155315,-1.4309407,"('evil', 'good')",-1.4155315,-1.4309407,-0.0154092
32,1.1816872,1.0599897,"('unkind', 'kind')",1.1816872,1.0599897,-0.1216975
33,-0.45291427,-0.49919793,"('wrong', 'right')",-0.4529143,-0.4991979,-0.0462836
34,3.976935,4.119984,"('mean', 'honorable')",3.9769349,4.1199841,0.1430492
35,-1.0117517,-1.2775018,"('corrupt', 'incorrupt')",-1.0117517,-1.2775018,-0.2657501
36,-0.79889077,-0.9202206,"('hostile', 'amicable')",-0.7988908,-0.9202206,-0.1213298
37,0.70144343,0.6683594,"('fake', 'genuine')",0.7014434,0.6683594,-0.033084
38,-0.5661132,-0.49929175,"('untruthful', 'truthful')",-0.5661132,-0.4992917,0.0668215
39,0.34096816,0.31688684,"('exploitative', 'cooperative')",0.3409682,0.3168868,-0.0240814
40,-1.1828666,-1.3397639,"('stingy', 'generous')",-1.1828666,-1.3397639,-0.1568973
41,0.29635713,0.2626591,"('unforgiving', 'forgiving')",0.2963571,0.2626591,-0.033698
42,-1.5381374,-1.4947051,"('unreliable', 'reliable')",-1.5381374,-1.4947051,0.0434323
43,1.0020666,1.077914,"('irresponsible', 'responsible')",1.0020666,1.077914,0.0758474
44,-0.6423954,-0.61395437,"('prejudiced', 'unprejudiced')",-0.6423954,-0.6139544,0.028441
45,0.30825326,0.15985715,"('incompetent', 'competent')",0.3082533,0.1598572,-0.1483961
46,-0.20144853,-0.16275026,"('uncompetitive', 'competitive')",-0.2014485,-0.1627503,0.0386982
47,4.5579457,4.6806154,"('stupid', 'smart')",4.5579457,4.6806154,0.1226697
48,0.3295566,0.3123405,"('unintelligent', 'intelligent')",0.3295566,0.3123405,-0.0172161
49,-0.37384605,-0.21568097,"('unable', 'able')",-0.3738461,-0.215681,0.1581651
50,-0.39146775,-0.37436283,"('clumsy', 'skillful')",-0.3914678,-0.3743628,0.017105
51,0.06455828,0.06633392,"('uneducated', 'educated')",0.0645583,0.0663339,0.0017756
52,-0.51090837,-0.7131803,"('irrational', 'rational')",-0.5109084,-0.7131803,-0.2022719
53,-0.12793547,-0.22175902,"('uncreative', 'creative')",-0.1279355,-0.221759,-0.0938235
54,0.7107945,0.77422935,"('incapable', 'capable')",0.7107945,0.7742293,0.0634348
55,0.7483041,0.79637605,"('incompetent', 'clever')",0.7483041,0.796376,0.0480719
56,0.6018704,0.602847,"('impractical', 'practical')",0.6018704,0.602847,0.0009766
57,-2.0207698,-2.077589,"('unimaginative', 'imaginative')",-2.0207698,-2.077589,-0.0568192
58,0.16310325,0.10657811,"('undiscriminating', 'discriminating')",0.1631033,0.1065781,-0.0565252
59,-0.16171862,-0.14260453,"('foolish', 'wise')",-0.1617186,-0.1426045,0.0191141
60,0.5704353,0.7792901,"('inefficient', 'efficient')",0.5704353,0.7792901,0.2088548
61,0.22619419,0.028673986,"('illogical', 'logical')",0.2261942,0.028674,-0.1975202
62,0.6559123,0.7620075,"('incompetent', 'brilliant')",0.6559123,0.7620075,0.1060952
63,0.044297956,0.09885229,"('unperceptive', 'insightful')",0.044298,0.0988523,0.0545543
64,-5.2122355,-5.0899405,"('shy', 'confident')",-5.2122355,-5.0899405,0.122295
65,0.6965902,0.8861529,"('insecure', 'secure')",0.6965902,0.8861529,0.1895627
66,0.16158925,0.040094934,"('inactive', 'active')",0.1615892,0.0400949,-0.1214943
67,-0.63100123,-0.5199789,"('doubtful', 'determined')",-0.6310012,-0.5199789,0.1110223
68,-0.69612175,-0.6532839,"('dependent', 'independent')",-0.6961218,-0.6532839,0.0428379
69,-1.8033028,-1.7818937,"('lazy', 'industrious')",-1.8033028,-1.7818937,0.0214091
70,1.612116,1.5715011,"('lethargic', 'energetic')",1.612116,1.5715011,-0.0406149
71,0.70829046,0.61819893,"('diffident', 'self-confident')",0.7082905,0.6181989,-0.0900916
72,0.9596744,1.0961328,"('unambitious', 'ambitious')",0.9596744,1.0961328,0.1364584
73,-2.6115065,-2.6031215,"('helpless', 'self-reliant')",-2.6115065,-2.6031215,0.008385
74,0.18133995,0.03437365,"('undedicated', 'dedicated')",0.1813399,0.0343736,-0.1469663
75,-0.6324409,-0.5147544,"('meek', 'impulsive')",-0.6324409,-0.5147544,0.1176865
76,0.64069074,0.7150076,"('anxious', 'daring')",0.6406907,0.7150076,0.0743169
77,-1.2408423,-1.0684004,"('unmotivated', 'motivated')",-1.2408423,-1.0684004,0.1724419
78,-0.8529161,-0.8565697,"('nonresilient', 'resilient')",-0.8529161,-0.8565697,-0.0036536
79,-0.6204572,-0.57950497,"('wavering', 'unwavering')",-0.6204572,-0.579505,0.0409522
80,0.04350105,-0.058504127,"('dominated', 'dominating')",0.043501,-0.0585041,-0.1020051
81,0.07431062,0.21908636,"('submissive', 'aggressive')",0.0743106,0.2190864,0.1447758
82,5.6551375,5.728995,"('poor', 'rich')",5.6551375,5.7289948,0.0738573
83,-0.1501479,-0.106466234,"('powerless', 'powerful')",-0.1501479,-0.1064662,0.0436817
84,0.14005484,0.14194474,"('inferior', 'superior')",0.1400548,0.1419447,0.0018899
85,-1.0352747,-1.1506058,"('insignificant', 'prestigious')",-1.0352747,-1.1506058,-0.1153311
86,0.412281,0.28406465,"('uninfluential', 'influential')",0.412281,0.2840647,-0.1282163
87,-0.30700898,-0.32128948,"('unsuccessful', 'successful')",-0.307009,-0.3212895,-0.0142805
88,-0.16190107,-0.15307501,"('low', 'eminent')",-0.1619011,-0.153075,0.0088261
