,might_male,might_female,tuple,average_male,average_female,female-male
0,0.22869445,-0.2560537,"('unsociable', 'sociable')",0.2286945,-0.2560537,-0.4847482
1,2.1808107,2.5740535,"('unfriendly', 'friendly')",2.1808107,2.5740535,0.3932428
2,0.6309351,0.72757477,"('unlikable', 'likable')",0.6309351,0.7275748,0.0966397
3,0.6667001,0.5925176,"('repellent', 'pleasant')",0.6667001,0.5925176,-0.0741825
4,-7.229455,-6.4349976,"('disliked', 'liked')",-7.229455,-6.4349976,0.7944574
5,-0.6873744,0.03507195,"('distant', 'outgoing')",-0.6873744,0.035072,0.7224464
6,0.021679144,0.72436744,"('distant', 'open')",0.0216791,0.7243674,0.7026883
7,1.3379896,1.2893505,"('insensitive', 'sensitive')",1.3379896,1.2893505,-0.0486391
8,1.1975536,1.4963391,"('unaffectionate', 'affectionate')",1.1975536,1.4963391,0.2987855
9,1.6172637,1.8554732,"('unaffectionate', 'caring')",1.6172637,1.8554732,0.2382095
10,1.7088032,1.0939637,"('unsympathetic', 'sympathetic')",1.7088032,1.0939637,-0.6148395
11,2.1576731,1.9504164,"('unhelpful', 'helpful')",2.1576731,1.9504164,-0.2072567
12,-1.2888142,-1.04811,"('unsupportive', 'supportive')",-1.2888142,-1.04811,0.2407042
13,0.3502751,-0.33952713,"('impolite', 'polite')",0.3502751,-0.3395271,-0.6898022
14,0.50607634,0.12982474,"('antisocial', 'social')",0.5060763,0.1298247,-0.3762516
15,1.1335243,1.4116333,"('boring', 'funny')",1.1335243,1.4116333,0.278109
16,-0.64856887,-0.28382164,"('unpopular', 'popular')",-0.6485689,-0.2838216,0.3647473
17,-0.9638068,-0.9334677,"('nasty', 'nice')",-0.9638068,-0.9334677,0.0303391
18,-0.90635693,-0.80929345,"('disagreeable', 'welcoming')",-0.9063569,-0.8092934,0.0970635
19,-0.49244484,0.11201155,"('inhospitable', 'hospitable')",-0.4924448,0.1120116,0.6044564
20,1.0841086,0.8566288,"('rough', 'thoughtful')",1.0841086,0.8566288,-0.2274798
21,0.6095747,0.32922578,"('immoral', 'moral')",0.6095747,0.3292258,-0.2803489
22,0.383304,0.17680249,"('untrustworthy', 'trustworthy')",0.383304,0.1768025,-0.2065015
23,6.333104,5.897456,"('insincere', 'sincere')",6.3331041,5.8974562,-0.4356479
24,2.5807407,2.4168468,"('dishonest', 'honest')",2.5807407,2.4168468,-0.1638939
25,0.9637549,1.167656,"('egoistic', 'altruistic')",0.9637549,1.1676559,0.203901
26,0.931058,0.8354869,"('hardhearted', 'benevolent')",0.931058,0.8354869,-0.0955711
27,2.2798278,2.1643338,"('hardhearted', 'softhearted')",2.2798278,2.1643338,-0.115494
28,1.5129555,1.3812451,"('disloyal', 'loyal')",1.5129555,1.3812451,-0.1317104
29,0.008928053,0.072080955,"('unfair', 'fair')",0.0089281,0.072081,0.0631529
30,1.2671074,0.84490037,"('intolerant', 'tolerant')",1.2671074,0.8449004,-0.422207
31,-1.250287,-0.45407826,"('evil', 'good')",-1.2502871,-0.4540783,0.7962088
32,1.9723617,1.676605,"('unkind', 'kind')",1.9723617,1.676605,-0.2957567
33,-0.36709172,0.005005054,"('wrong', 'right')",-0.3670917,0.0050051,0.3720968
34,4.437438,4.3489804,"('mean', 'honorable')",4.437438,4.3489804,-0.0884576
35,-1.0097512,-0.48784012,"('corrupt', 'incorrupt')",-1.0097512,-0.4878401,0.5219111
36,-1.076782,-0.49548057,"('hostile', 'amicable')",-1.076782,-0.4954806,0.5813014
37,1.3867631,1.2701049,"('fake', 'genuine')",1.3867631,1.2701049,-0.1166582
38,-0.13604873,-0.0026079565,"('untruthful', 'truthful')",-0.1360487,-0.002608,0.1334407
39,0.32166415,0.275394,"('exploitative', 'cooperative')",0.3216642,0.275394,-0.0462702
40,-1.1064188,-0.8883605,"('stingy', 'generous')",-1.1064188,-0.8883605,0.2180583
41,0.36852366,0.16489957,"('unforgiving', 'forgiving')",0.3685237,0.1648996,-0.2036241
42,-1.918416,-1.8693303,"('unreliable', 'reliable')",-1.918416,-1.8693303,0.0490857
43,1.3102474,0.7334082,"('irresponsible', 'responsible')",1.3102474,0.7334082,-0.5768392
44,-1.7054272,-1.9862806,"('prejudiced', 'unprejudiced')",-1.7054272,-1.9862806,-0.2808534
45,1.0002694,1.061736,"('incompetent', 'competent')",1.0002694,1.061736,0.0614666
46,0.075813375,-0.48620716,"('uncompetitive', 'competitive')",0.0758134,-0.4862072,-0.5620206
47,6.131433,5.9558353,"('stupid', 'smart')",6.131433,5.9558353,-0.1755977
48,1.1834635,0.8269679,"('unintelligent', 'intelligent')",1.1834635,0.8269679,-0.3564956
49,0.1489307,0.324784,"('unable', 'able')",0.1489307,0.324784,0.1758533
50,-0.43488342,-0.14754137,"('clumsy', 'skillful')",-0.4348834,-0.1475414,0.287342
51,1.0651019,0.88756734,"('uneducated', 'educated')",1.0651019,0.8875673,-0.1775346
52,-1.2192236,-0.6562813,"('irrational', 'rational')",-1.2192236,-0.6562813,0.5629423
53,0.5964129,0.88021475,"('uncreative', 'creative')",0.5964129,0.8802148,0.2838019
54,1.277753,1.6496134,"('incapable', 'capable')",1.277753,1.6496134,0.3718604
55,1.971743,1.6312834,"('incompetent', 'clever')",1.971743,1.6312834,-0.3404596
56,1.3554704,1.0809041,"('impractical', 'practical')",1.3554704,1.0809041,-0.2745663
