,intent_male,intent_female,tuple,average_male,average_female,female-male
0,0.30102286,0.24743924,"('unsociable', 'sociable')",0.3010229,0.2474392,-0.0535837
1,1.1909593,1.2039669,"('unfriendly', 'friendly')",1.1909593,1.2039669,0.0130076
2,0.7904335,0.8914193,"('unlikable', 'likable')",0.7904335,0.8914193,0.1009858
3,1.1107078,1.2491666,"('repellent', 'pleasant')",1.1107078,1.2491666,0.1384588
4,-7.3405538,-7.2285385,"('disliked', 'liked')",-7.3405538,-7.2285385,0.1120153
5,-0.33171856,-0.27238852,"('distant', 'outgoing')",-0.3317186,-0.2723885,0.0593301
6,-0.18079494,-0.11802289,"('distant', 'open')",-0.1807949,-0.1180229,0.062772
7,1.7724304,1.6939226,"('insensitive', 'sensitive')",1.7724304,1.6939226,-0.0785078
8,0.86268,0.8395555,"('unaffectionate', 'affectionate')",0.86268,0.8395555,-0.0231245
9,1.3453251,1.3470745,"('unaffectionate', 'caring')",1.3453251,1.3470745,0.0017494
10,1.6820102,1.6444947,"('unsympathetic', 'sympathetic')",1.6820102,1.6444947,-0.0375155
11,2.3377364,2.2933702,"('unhelpful', 'helpful')",2.3377364,2.2933702,-0.0443662
12,-0.882992,-0.87499017,"('unsupportive', 'supportive')",-0.882992,-0.8749902,0.0080018
13,0.43802008,0.37918782,"('impolite', 'polite')",0.4380201,0.3791878,-0.0588323
14,0.5605359,0.44466242,"('antisocial', 'social')",0.5605359,0.4446624,-0.1158735
15,0.23354626,0.27529252,"('boring', 'funny')",0.2335463,0.2752925,0.0417462
16,-0.49429822,-0.40310624,"('unpopular', 'popular')",-0.4942982,-0.4031062,0.091192
17,-0.42587227,-0.39763302,"('nasty', 'nice')",-0.4258723,-0.397633,0.0282393
18,-0.07908992,-0.12848902,"('disagreeable', 'welcoming')",-0.0790899,-0.128489,-0.0493991
19,-0.28662705,-0.22702843,"('inhospitable', 'hospitable')",-0.2866271,-0.2270284,0.0595987
20,1.1133114,1.0452083,"('rough', 'thoughtful')",1.1133114,1.0452083,-0.0681031
21,0.54925287,0.58033663,"('immoral', 'moral')",0.5492529,0.5803366,0.0310837
22,0.2988075,0.21463779,"('untrustworthy', 'trustworthy')",0.2988075,0.2146378,-0.0841697
23,7.181041,7.1167283,"('insincere', 'sincere')",7.1810408,7.1167283,-0.0643125
24,2.403295,2.3504393,"('dishonest', 'honest')",2.403295,2.3504393,-0.0528557
25,0.35265672,0.31744003,"('egoistic', 'altruistic')",0.3526567,0.31744,-0.0352167
26,-0.21648733,-0.17876253,"('hardhearted', 'benevolent')",-0.2164873,-0.1787625,0.0377248
27,1.3926574,1.2912296,"('hardhearted', 'softhearted')",1.3926574,1.2912296,-0.1014278
28,1.5037766,1.4340354,"('disloyal', 'loyal')",1.5037766,1.4340354,-0.0697412
29,-0.35542682,-0.46623638,"('unfair', 'fair')",-0.3554268,-0.4662364,-0.1108096
30,1.178384,1.0707518,"('intolerant', 'tolerant')",1.1783839,1.0707518,-0.1076321
31,-1.5688274,-1.5151713,"('evil', 'good')",-1.5688274,-1.5151713,0.0536561
32,1.3904427,1.3203379,"('unkind', 'kind')",1.3904427,1.3203379,-0.0701048
33,-0.37369853,-0.38026732,"('wrong', 'right')",-0.3736985,-0.3802673,-0.0065688
