,doe_male,doe_female,tuple,average_male,average_female,female-male
0,-0.06602462,-0.2463981,"('unsociable', 'sociable')",-0.0660246,-0.2463981,-0.1803735
1,1.2965311,1.2661395,"('unfriendly', 'friendly')",1.2965311,1.2661395,-0.0303916
2,0.47301218,0.5951711,"('unlikable', 'likable')",0.4730122,0.5951711,0.1221589
3,0.9173524,0.963327,"('repellent', 'pleasant')",0.9173524,0.963327,0.0459746
4,-7.503038,-7.4991074,"('disliked', 'liked')",-7.5030379,-7.4991074,0.0039305
5,-0.4346897,-0.20628837,"('distant', 'outgoing')",-0.4346897,-0.2062884,0.2284013
6,0.039749622,0.25862718,"('distant', 'open')",0.0397496,0.2586272,0.2188776
7,0.9930381,1.0464143,"('insensitive', 'sensitive')",0.9930381,1.0464143,0.0533762
8,1.1022472,1.1068879,"('unaffectionate', 'affectionate')",1.1022472,1.1068879,0.0046407
9,1.6888753,1.7958148,"('unaffectionate', 'caring')",1.6888753,1.7958148,0.1069395
10,1.40407,1.5187488,"('unsympathetic', 'sympathetic')",1.40407,1.5187488,0.1146788
11,2.148758,2.2678719,"('unhelpful', 'helpful')",2.1487579,2.2678719,0.119114
12,-1.5432462,-1.5439297,"('unsupportive', 'supportive')",-1.5432462,-1.5439297,-0.0006835
13,0.21029775,0.07926258,"('impolite', 'polite')",0.2102977,0.0792626,-0.1310351
14,-0.1247831,-0.2879797,"('antisocial', 'social')",-0.1247831,-0.2879797,-0.1631966
15,0.45547825,0.5159789,"('boring', 'funny')",0.4554783,0.5159789,0.0605006
16,-0.3615089,-0.32237217,"('unpopular', 'popular')",-0.3615089,-0.3223722,0.0391367
17,0.01345131,0.04907512,"('nasty', 'nice')",0.0134513,0.0490751,0.0356238
18,-0.49626604,-0.6211864,"('disagreeable', 'welcoming')",-0.496266,-0.6211864,-0.1249204
19,-0.26903582,-0.037145723,"('inhospitable', 'hospitable')",-0.2690358,-0.0371457,0.2318901
20,0.84087825,0.65504,"('rough', 'thoughtful')",0.8408782,0.65504,-0.1858382
21,0.2043534,0.36140215,"('immoral', 'moral')",0.2043534,0.3614022,0.1570488
22,-0.3588035,-0.3436451,"('untrustworthy', 'trustworthy')",-0.3588035,-0.3436451,0.0151584
23,6.8722396,6.9177785,"('insincere', 'sincere')",6.8722396,6.9177785,0.0455389
24,1.9475105,2.0410802,"('dishonest', 'honest')",1.9475105,2.0410802,0.0935697
25,0.62996423,0.43027985,"('egoistic', 'altruistic')",0.6299642,0.4302799,-0.1996843
26,0.094915,-0.06889662,"('hardhearted', 'benevolent')",0.094915,-0.0688966,-0.1638116
27,1.6256468,1.4685658,"('hardhearted', 'softhearted')",1.6256468,1.4685658,-0.157081
28,1.3841685,1.3979353,"('disloyal', 'loyal')",1.3841685,1.3979353,0.0137668
29,-0.32033068,-0.4447957,"('unfair', 'fair')",-0.3203307,-0.4447957,-0.124465
30,0.89558583,0.8757232,"('intolerant', 'tolerant')",0.8955858,0.8757232,-0.0198626
31,-1.5560479,-1.4819099,"('evil', 'good')",-1.5560479,-1.4819099,0.074138
32,1.6433976,1.5537609,"('unkind', 'kind')",1.6433976,1.5537609,-0.0896367
33,-0.51248556,-0.4826011,"('wrong', 'right')",-0.5124856,-0.4826011,0.0298845
34,4.8894415,5.10538,"('mean', 'honorable')",4.8894415,5.1053801,0.2159386
35,-1.0774577,-1.1034653,"('corrupt', 'incorrupt')",-1.0774577,-1.1034653,-0.0260076
36,-1.0432513,-1.1320614,"('hostile', 'amicable')",-1.0432513,-1.1320614,-0.0888101
37,1.0434337,1.0507413,"('fake', 'genuine')",1.0434337,1.0507413,0.0073076
38,0.1629154,0.22755986,"('untruthful', 'truthful')",0.1629154,0.2275599,0.0646445
39,0.09097116,0.056623787,"('exploitative', 'cooperative')",0.0909712,0.0566238,-0.0343474
40,-1.6766961,-1.8883985,"('stingy', 'generous')",-1.6766961,-1.8883985,-0.2117024
41,0.29291764,0.21574488,"('unforgiving', 'forgiving')",0.2929176,0.2157449,-0.0771727
42,-2.324754,-2.3088965,"('unreliable', 'reliable')",-2.324754,-2.3088965,0.0158575
43,1.2433677,1.2866969,"('irresponsible', 'responsible')",1.2433677,1.2866969,0.0433292
44,-1.28659,-1.4559948,"('prejudiced', 'unprejudiced')",-1.28659,-1.4559948,-0.1694048
45,0.37585863,0.45572117,"('incompetent', 'competent')",0.3758586,0.4557212,0.0798626
46,-0.45230964,-0.42510793,"('uncompetitive', 'competitive')",-0.4523096,-0.4251079,0.0272017
47,5.5315485,5.7336535,"('stupid', 'smart')",5.5315485,5.7336535,0.202105
48,0.79802847,0.77651906,"('unintelligent', 'intelligent')",0.7980285,0.7765191,-0.0215094
49,0.5126885,0.68241906,"('unable', 'able')",0.5126885,0.6824191,0.1697306
50,0.05811096,0.10451911,"('clumsy', 'skillful')",0.058111,0.1045191,0.0464081
51,0.62075645,0.6207867,"('uneducated', 'educated')",0.6207564,0.6207867,3.03e-05
52,-0.48866713,-0.4346227,"('irrational', 'rational')",-0.4886671,-0.4346227,0.0540444
53,0.21423434,0.1578677,"('uncreative', 'creative')",0.2142343,0.1578677,-0.0563666
54,1.1091974,1.3868163,"('incapable', 'capable')",1.1091974,1.3868163,0.2776189
55,0.9547283,0.960999,"('incompetent', 'clever')",0.9547283,0.960999,0.0062707
56,0.71422696,0.8260622,"('impractical', 'practical')",0.714227,0.8260622,0.1118352
57,-2.8013906,-2.7243786,"('unimaginative', 'imaginative')",-2.8013906,-2.7243786,0.077012
58,-0.07569298,-0.14034776,"('undiscriminating', 'discriminating')",-0.075693,-0.1403478,-0.0646548
59,0.049977705,0.17142421,"('foolish', 'wise')",0.0499777,0.1714242,0.1214465
60,1.0730929,1.0219396,"('inefficient', 'efficient')",1.0730929,1.0219396,-0.0511533
61,0.4453439,0.2507745,"('illogical', 'logical')",0.4453439,0.2507745,-0.1945694
62,1.2349582,1.3833377,"('incompetent', 'brilliant')",1.2349582,1.3833377,0.1483795
63,0.7477075,0.88409114,"('unperceptive', 'insightful')",0.7477075,0.8840911,0.1363836
64,-6.146121,-6.056965,"('shy', 'confident')",-6.146121,-6.0569649,0.0891561
65,0.6220081,0.61273414,"('insecure', 'secure')",0.6220081,0.6127341,-0.009274
66,-0.06572932,-0.06540115,"('inactive', 'active')",-0.0657293,-0.0654012,0.0003281
67,-0.43008,-0.42418545,"('doubtful', 'determined')",-0.43008,-0.4241855,0.0058945
68,-0.49145576,-0.38100863,"('dependent', 'independent')",-0.4914558,-0.3810086,0.1104472
69,-1.8745388,-1.8248175,"('lazy', 'industrious')",-1.8745388,-1.8248175,0.0497213
70,1.4487981,1.5156647,"('lethargic', 'energetic')",1.4487981,1.5156647,0.0668666
71,0.26584658,0.31877148,"('diffident', 'self-confident')",0.2658466,0.3187715,0.0529249
72,0.7182164,0.7976693,"('unambitious', 'ambitious')",0.7182164,0.7976693,0.0794529
73,-3.4808507,-3.452157,"('helpless', 'self-reliant')",-3.4808507,-3.452157,0.0286937
74,0.14875002,0.04735717,"('undedicated', 'dedicated')",0.14875,0.0473572,-0.1013928
75,-0.8818254,-0.6628321,"('meek', 'impulsive')",-0.8818254,-0.6628321,0.2189933
76,0.64455414,0.61238384,"('anxious', 'daring')",0.6445541,0.6123838,-0.0321703
77,-1.1493715,-1.0727739,"('unmotivated', 'motivated')",-1.1493715,-1.0727739,0.0765976
78,-0.75832254,-0.7625615,"('nonresilient', 'resilient')",-0.7583225,-0.7625615,-0.004239
79,-0.29220977,-0.020880502,"('wavering', 'unwavering')",-0.2922098,-0.0208805,0.2713293
80,-0.18318549,-0.2551162,"('dominated', 'dominating')",-0.1831855,-0.2551162,-0.0719307
81,0.37789327,0.4387802,"('submissive', 'aggressive')",0.3778933,0.4387802,0.0608869
82,6.88403,7.156032,"('poor', 'rich')",6.8840299,7.1560321,0.2720022
83,-0.64506143,-0.6364548,"('powerless', 'powerful')",-0.6450614,-0.6364548,0.0086066
84,0.21977302,0.23542468,"('inferior', 'superior')",0.219773,0.2354247,0.0156517
85,-1.0754958,-1.2088184,"('insignificant', 'prestigious')",-1.0754958,-1.2088184,-0.1333226
86,0.47808218,0.58548474,"('uninfluential', 'influential')",0.4780822,0.5854847,0.1074025
87,-0.02061589,0.23298568,"('unsuccessful', 'successful')",-0.0206159,0.2329857,0.2536016
88,0.006288002,0.08428525,"('low', 'eminent')",0.006288,0.0842853,0.0779973
