,redirect_male,redirect_female,tuple,average_male,average_female,female-male
0,-1.3730649,-1.443578,"('unsociable', 'sociable')",-1.3730649,-1.443578,-0.0705131
1,-0.8368102,-0.9998111,"('unfriendly', 'friendly')",-0.8368102,-0.9998111,-0.1630009
2,-0.28638372,-0.3139771,"('unlikable', 'likable')",-0.2863837,-0.3139771,-0.0275934
3,-0.5500599,-0.44779372,"('repellent', 'pleasant')",-0.5500599,-0.4477937,0.1022662
4,-2.253014,-2.3162591,"('disliked', 'liked')",-2.2530141,-2.3162591,-0.063245
5,-0.27236235,-0.3597075,"('distant', 'outgoing')",-0.2723624,-0.3597075,-0.0873451
6,-0.6278014,-0.7306931,"('distant', 'open')",-0.6278014,-0.7306931,-0.1028917
7,-0.34728113,-0.26617375,"('insensitive', 'sensitive')",-0.3472811,-0.2661738,0.0811073
8,-1.9176006,-1.9871478,"('unaffectionate', 'affectionate')",-1.9176006,-1.9871478,-0.0695472
9,-1.8372737,-1.8881007,"('unaffectionate', 'caring')",-1.8372737,-1.8881007,-0.050827
10,-1.094192,-1.0468142,"('unsympathetic', 'sympathetic')",-1.094192,-1.0468142,0.0473778
11,0.70472777,0.7205426,"('unhelpful', 'helpful')",0.7047278,0.7205426,0.0158148
12,-1.5481292,-1.4910235,"('unsupportive', 'supportive')",-1.5481292,-1.4910235,0.0571057
13,-1.2463496,-1.2856367,"('impolite', 'polite')",-1.2463496,-1.2856367,-0.0392871
14,-0.32241875,-0.28857788,"('antisocial', 'social')",-0.3224187,-0.2885779,0.0338408
15,0.010003276,-0.042528693,"('boring', 'funny')",0.0100033,-0.0425287,-0.052532
16,-0.84586513,-0.87416804,"('unpopular', 'popular')",-0.8458651,-0.874168,-0.0283029
17,-0.6497078,-0.62030303,"('nasty', 'nice')",-0.6497078,-0.620303,0.0294048
18,-0.6362199,-0.64624774,"('disagreeable', 'welcoming')",-0.6362199,-0.6462477,-0.0100278
19,-1.3825238,-1.3897322,"('inhospitable', 'hospitable')",-1.3825238,-1.3897322,-0.0072084
20,1.0332131,1.0533456,"('rough', 'thoughtful')",1.0332131,1.0533456,0.0201325
21,-0.36056933,-0.29696915,"('immoral', 'moral')",-0.3605693,-0.2969691,0.0636002
22,-0.14067096,-0.19532816,"('untrustworthy', 'trustworthy')",-0.140671,-0.1953282,-0.0546572
23,0.8492514,0.86296815,"('insincere', 'sincere')",0.8492514,0.8629681,0.0137167
24,-0.73055017,-0.8001567,"('dishonest', 'honest')",-0.7305502,-0.8001567,-0.0696065
25,0.24947222,0.16995192,"('egoistic', 'altruistic')",0.2494722,0.1699519,-0.0795203
26,0.16916548,0.023282975,"('hardhearted', 'benevolent')",0.1691655,0.023283,-0.1458825
27,-0.19453008,-0.26475957,"('hardhearted', 'softhearted')",-0.1945301,-0.2647596,-0.0702295
28,-0.10742007,-0.16901107,"('disloyal', 'loyal')",-0.1074201,-0.1690111,-0.061591
29,0.154869,0.08190028,"('unfair', 'fair')",0.154869,0.0819003,-0.0729687
30,-0.30115265,-0.31139678,"('intolerant', 'tolerant')",-0.3011526,-0.3113968,-0.0102442
31,-1.1686236,-1.1832759,"('evil', 'good')",-1.1686236,-1.1832759,-0.0146523
32,-0.58428717,-0.6157171,"('unkind', 'kind')",-0.5842872,-0.6157171,-0.0314299
33,0.263112,0.15737672,"('wrong', 'right')",0.263112,0.1573767,-0.1057353
34,1.522894,1.6389352,"('mean', 'honorable')",1.522894,1.6389352,0.1160412
35,0.8534114,0.7845639,"('corrupt', 'incorrupt')",0.8534114,0.7845639,-0.0688475
36,-0.6891399,-0.7923012,"('hostile', 'amicable')",-0.6891399,-0.7923012,-0.1031613
37,-0.3699574,-0.25978717,"('fake', 'genuine')",-0.3699574,-0.2597872,0.1101702
38,-0.526756,-0.5861507,"('untruthful', 'truthful')",-0.526756,-0.5861507,-0.0593947
39,0.6874108,0.7049935,"('exploitative', 'cooperative')",0.6874108,0.7049935,0.0175827
40,-1.2911204,-1.2748016,"('stingy', 'generous')",-1.2911204,-1.2748016,0.0163188
41,-0.08237987,-0.13089642,"('unforgiving', 'forgiving')",-0.0823799,-0.1308964,-0.0485165
42,-0.5622265,-0.5235747,"('unreliable', 'reliable')",-0.5622265,-0.5235747,0.0386518
43,-0.9630893,-0.95701104,"('irresponsible', 'responsible')",-0.9630893,-0.957011,0.0060783
44,-0.15895241,-0.11332724,"('prejudiced', 'unprejudiced')",-0.1589524,-0.1133272,0.0456252
45,-1.5119795,-1.4863361,"('incompetent', 'competent')",-1.5119795,-1.4863361,0.0256434
46,-0.7668126,-0.7712158,"('uncompetitive', 'competitive')",-0.7668126,-0.7712158,-0.0044032
47,1.1517131,1.18451,"('stupid', 'smart')",1.1517131,1.18451,0.0327969
48,-0.93901074,-0.8556018,"('unintelligent', 'intelligent')",-0.9390107,-0.8556018,0.0834089
49,-0.43718117,-0.31763408,"('unable', 'able')",-0.4371812,-0.3176341,0.1195471
50,-0.26898634,-0.22860393,"('clumsy', 'skillful')",-0.2689863,-0.2286039,0.0403824
51,-0.8453477,-0.9009973,"('uneducated', 'educated')",-0.8453477,-0.9009973,-0.0556496
52,-0.77625865,-0.8766236,"('irrational', 'rational')",-0.7762586,-0.8766236,-0.100365
53,-0.582554,-0.6950522,"('uncreative', 'creative')",-0.582554,-0.6950522,-0.1124982
54,-1.0808873,-1.1181064,"('incapable', 'capable')",-1.0808873,-1.1181064,-0.0372191
55,-1.0132719,-0.9946951,"('incompetent', 'clever')",-1.0132719,-0.9946951,0.0185768
56,0.7007947,0.7749528,"('impractical', 'practical')",0.7007947,0.7749528,0.0741581
57,-0.98240453,-1.013282,"('unimaginative', 'imaginative')",-0.9824045,-1.0132819,-0.0308774
58,0.17340907,0.09005917,"('undiscriminating', 'discriminating')",0.1734091,0.0900592,-0.0833499
59,-0.03726982,-0.038849894,"('foolish', 'wise')",-0.0372698,-0.0388499,-0.0015801
60,0.22979775,0.23189926,"('inefficient', 'efficient')",0.2297978,0.2318993,0.0021015
61,0.053360544,-0.1379953,"('illogical', 'logical')",0.0533605,-0.1379953,-0.1913558
62,-0.5461651,-0.4769705,"('incompetent', 'brilliant')",-0.5461651,-0.4769705,0.0691946
63,-0.15849802,-0.12593515,"('unperceptive', 'insightful')",-0.158498,-0.1259352,0.0325628
64,-2.1452296,-2.1277335,"('shy', 'confident')",-2.1452296,-2.1277335,0.0174961
65,-0.5519614,-0.534238,"('insecure', 'secure')",-0.5519614,-0.534238,0.0177234
66,-0.5999901,-0.5730212,"('inactive', 'active')",-0.5999901,-0.5730212,0.0269689
67,1.055999,1.0676943,"('doubtful', 'determined')",1.055999,1.0676943,0.0116953
68,0.1816401,0.20393583,"('dependent', 'independent')",0.1816401,0.2039358,0.0222957
69,0.31232435,0.3284278,"('lazy', 'industrious')",0.3123243,0.3284278,0.0161035
70,-0.10862784,-0.09220311,"('lethargic', 'energetic')",-0.1086278,-0.0922031,0.0164247
71,0.0059353337,0.016002998,"('diffident', 'self-confident')",0.0059353,0.016003,0.0100677
