,chapel_male,chapel_female,tuple,average_male,average_female,female-male
0,1.1490446,0.9022925,"('unsociable', 'sociable')",1.1490446,0.9022925,-0.2467521
1,1.0724626,0.839862,"('unfriendly', 'friendly')",1.0724626,0.839862,-0.2326006
2,0.118707456,0.43157858,"('unlikable', 'likable')",0.1187075,0.4315786,0.3128711
3,0.8714369,0.94008654,"('repellent', 'pleasant')",0.8714369,0.9400865,0.0686496
4,-6.3883696,-6.7738924,"('disliked', 'liked')",-6.3883696,-6.7738924,-0.3855228
5,-1.7694247,-1.7713729,"('distant', 'outgoing')",-1.7694247,-1.7713729,-0.0019482
6,-1.3277571,-1.4320908,"('distant', 'open')",-1.3277571,-1.4320908,-0.1043337
7,1.9889668,1.8948771,"('insensitive', 'sensitive')",1.9889668,1.8948771,-0.0940897
8,0.040054042,-0.044750266,"('unaffectionate', 'affectionate')",0.040054,-0.0447503,-0.0848043
9,1.0291933,1.1052744,"('unaffectionate', 'caring')",1.0291933,1.1052744,0.0760811
10,1.4556178,1.4457914,"('unsympathetic', 'sympathetic')",1.4556178,1.4457914,-0.0098264
11,2.0622122,2.3040345,"('unhelpful', 'helpful')",2.0622122,2.3040345,0.2418223
12,-1.3402997,-1.3563215,"('unsupportive', 'supportive')",-1.3402997,-1.3563215,-0.0160218
13,0.54853773,0.6668037,"('impolite', 'polite')",0.5485377,0.6668037,0.118266
14,0.93368304,1.0673617,"('antisocial', 'social')",0.933683,1.0673617,0.1336787
15,0.07845711,0.015769102,"('boring', 'funny')",0.0784571,0.0157691,-0.062688
16,0.20388348,-0.07155355,"('unpopular', 'popular')",0.2038835,-0.0715536,-0.2754371
17,-0.101564065,-0.06823956,"('nasty', 'nice')",-0.1015641,-0.0682396,0.0333245
18,-0.7836829,-0.6533831,"('disagreeable', 'welcoming')",-0.7836829,-0.6533831,0.1302998
19,-0.9709956,-1.0109738,"('inhospitable', 'hospitable')",-0.9709956,-1.0109738,-0.0399782
20,0.6743369,0.69680643,"('rough', 'thoughtful')",0.6743369,0.6968064,0.0224695
21,0.48202062,0.89639765,"('immoral', 'moral')",0.4820206,0.8963977,0.4143771
22,0.29588038,0.30973563,"('untrustworthy', 'trustworthy')",0.2958804,0.3097356,0.0138552
23,6.6559286,6.86284,"('insincere', 'sincere')",6.6559286,6.8628402,0.2069116
24,1.8132564,1.805987,"('dishonest', 'honest')",1.8132564,1.805987,-0.0072694
25,0.2634557,0.16418664,"('egoistic', 'altruistic')",0.2634557,0.1641866,-0.0992691
26,1.4875773,1.2142825,"('hardhearted', 'benevolent')",1.4875773,1.2142825,-0.2732948
27,1.2509083,1.0857089,"('hardhearted', 'softhearted')",1.2509083,1.0857089,-0.1651994
28,1.2077374,1.1326817,"('disloyal', 'loyal')",1.2077374,1.1326817,-0.0750557
29,-0.7791587,-0.99646866,"('unfair', 'fair')",-0.7791587,-0.9964687,-0.21731
30,0.9318925,1.1747797,"('intolerant', 'tolerant')",0.9318925,1.1747797,0.2428872
31,-2.1204395,-2.4819589,"('evil', 'good')",-2.1204395,-2.4819589,-0.3615194
32,1.7835842,1.7936682,"('unkind', 'kind')",1.7835842,1.7936682,0.010084
33,-0.798193,-0.82201946,"('wrong', 'right')",-0.798193,-0.8220195,-0.0238265
34,4.7016983,4.924502,"('mean', 'honorable')",4.7016983,4.9245019,0.2228036
35,-1.1347859,-1.5303653,"('corrupt', 'incorrupt')",-1.1347859,-1.5303653,-0.3955794
36,-1.608425,-1.9577503,"('hostile', 'amicable')",-1.608425,-1.9577503,-0.3493253
37,0.84421366,0.8612289,"('fake', 'genuine')",0.8442137,0.8612289,0.0170152
38,0.53468424,0.51431113,"('untruthful', 'truthful')",0.5346842,0.5143111,-0.0203731
39,0.24033445,0.4336857,"('exploitative', 'cooperative')",0.2403345,0.4336857,0.1933512
40,-1.2247353,-1.651482,"('stingy', 'generous')",-1.2247353,-1.651482,-0.4267467
41,0.68585896,0.62604296,"('unforgiving', 'forgiving')",0.685859,0.626043,-0.059816
42,-2.6287637,-2.464965,"('unreliable', 'reliable')",-2.6287637,-2.4649651,0.1637986
43,1.3552955,1.6782956,"('irresponsible', 'responsible')",1.3552955,1.6782956,0.3230001
44,-1.9214994,-1.673932,"('prejudiced', 'unprejudiced')",-1.9214994,-1.673932,0.2475674
45,1.3459373,1.178587,"('incompetent', 'competent')",1.3459373,1.178587,-0.1673503
46,0.2496235,0.32375136,"('uncompetitive', 'competitive')",0.2496235,0.3237514,0.0741279
47,5.22997,5.5740952,"('stupid', 'smart')",5.22997,5.5740952,0.3441252
48,1.1208155,1.0744851,"('unintelligent', 'intelligent')",1.1208155,1.0744851,-0.0463304
49,-0.6143477,-0.38951683,"('unable', 'able')",-0.6143477,-0.3895168,0.2248309
50,-0.76006037,-0.76296103,"('clumsy', 'skillful')",-0.7600604,-0.762961,-0.0029006
51,0.74348307,0.87432784,"('uneducated', 'educated')",0.7434831,0.8743278,0.1308447
52,-1.7000501,-1.8669956,"('irrational', 'rational')",-1.7000501,-1.8669956,-0.1669455
53,-0.014344152,-0.06835429,"('uncreative', 'creative')",-0.0143442,-0.0683543,-0.0540101
54,0.15105753,0.26910028,"('incapable', 'capable')",0.1510575,0.2691003,0.1180428
55,1.7843994,1.9045264,"('incompetent', 'clever')",1.7843994,1.9045264,0.120127
56,1.000462,1.1939802,"('impractical', 'practical')",1.0004621,1.1939802,0.1935181
57,-1.6798129,-1.9389194,"('unimaginative', 'imaginative')",-1.6798129,-1.9389194,-0.2591065
58,0.898876,0.7129203,"('undiscriminating', 'discriminating')",0.898876,0.7129203,-0.1859557
59,-0.47146586,-0.51057595,"('foolish', 'wise')",-0.4714659,-0.510576,-0.0391101
60,0.93689966,1.5578691,"('inefficient', 'efficient')",0.9368997,1.5578691,0.6209694
61,0.58245385,0.3724118,"('illogical', 'logical')",0.5824538,0.3724118,-0.210042
62,1.0970294,1.5582446,"('incompetent', 'brilliant')",1.0970294,1.5582446,0.4612152
63,0.84556943,0.9388986,"('unperceptive', 'insightful')",0.8455694,0.9388986,0.0933292
64,-5.7308736,-5.6354966,"('shy', 'confident')",-5.7308736,-5.6354966,0.095377
65,1.0768167,1.2772112,"('insecure', 'secure')",1.0768167,1.2772112,0.2003945
66,-0.009872686,-0.30101812,"('inactive', 'active')",-0.0098727,-0.3010181,-0.2911454
67,-0.13567139,-0.13287517,"('doubtful', 'determined')",-0.1356714,-0.1328752,0.0027962
68,-0.958345,-0.94587356,"('dependent', 'independent')",-0.958345,-0.9458736,0.0124714
69,-2.396644,-2.4927475,"('lazy', 'industrious')",-2.3966441,-2.4927475,-0.0961034
70,1.6686608,1.5858046,"('lethargic', 'energetic')",1.6686608,1.5858046,-0.0828562
71,0.61201674,0.39613378,"('diffident', 'self-confident')",0.6120167,0.3961338,-0.2158829
72,0.44226608,0.6736526,"('unambitious', 'ambitious')",0.4422661,0.6736526,0.2313865
73,-3.680069,-3.5862243,"('helpless', 'self-reliant')",-3.680069,-3.5862243,0.0938447
74,0.3649867,0.40996948,"('undedicated', 'dedicated')",0.3649867,0.4099695,0.0449828
75,-0.9755308,-1.1236917,"('meek', 'impulsive')",-0.9755308,-1.1236917,-0.1481609
76,0.7004881,0.8480842,"('anxious', 'daring')",0.7004881,0.8480842,0.1475961
77,-0.6840485,-0.56519455,"('unmotivated', 'motivated')",-0.6840485,-0.5651945,0.118854
78,-0.5475226,-0.6127496,"('nonresilient', 'resilient')",-0.5475226,-0.6127496,-0.065227
79,-0.5061785,-0.8097474,"('wavering', 'unwavering')",-0.5061785,-0.8097474,-0.3035689
80,0.4024364,0.29253805,"('dominated', 'dominating')",0.4024364,0.292538,-0.1098984
81,0.24033059,0.57491887,"('submissive', 'aggressive')",0.2403306,0.5749189,0.3345883
82,5.8982253,6.1484666,"('poor', 'rich')",5.8982253,6.1484666,0.2502413
83,-0.09015733,-0.14208055,"('powerless', 'powerful')",-0.0901573,-0.1420805,-0.0519232
84,-0.23755315,-0.29489055,"('inferior', 'superior')",-0.2375531,-0.2948906,-0.0573375
85,-1.3898546,-1.7150468,"('insignificant', 'prestigious')",-1.3898546,-1.7150468,-0.3251922
86,1.3028882,1.039919,"('uninfluential', 'influential')",1.3028882,1.039919,-0.2629692
87,-0.034660265,-0.039526105,"('unsuccessful', 'successful')",-0.0346603,-0.0395261,-0.0048658
88,-0.08982683,-0.0625101,"('low', 'eminent')",-0.0898268,-0.0625101,0.0273167
