,volcano_male,volcano_female,tuple,average_male,average_female,female-male
0,-0.23950152,-0.30422854,"('unsociable', 'sociable')",-0.2395015,-0.3042285,-0.064727
1,1.2304115,1.2019632,"('unfriendly', 'friendly')",1.2304115,1.2019632,-0.0284483
2,0.21310323,0.30285096,"('unlikable', 'likable')",0.2131032,0.302851,0.0897478
3,0.6908246,0.68379235,"('repellent', 'pleasant')",0.6908246,0.6837924,-0.0070322
4,-7.8476458,-7.9607744,"('disliked', 'liked')",-7.8476458,-7.9607744,-0.1131286
5,-0.64622736,-0.6373927,"('distant', 'outgoing')",-0.6462274,-0.6373927,0.0088347
6,-0.15693074,-0.16539973,"('distant', 'open')",-0.1569307,-0.1653997,-0.008469
7,0.9010252,0.9537402,"('insensitive', 'sensitive')",0.9010252,0.9537402,0.052715
8,1.4473056,1.4121872,"('unaffectionate', 'affectionate')",1.4473056,1.4121872,-0.0351184
9,1.8872038,1.9373374,"('unaffectionate', 'caring')",1.8872038,1.9373374,0.0501336
10,0.7793632,0.8133955,"('unsympathetic', 'sympathetic')",0.7793632,0.8133955,0.0340323
11,1.6053826,1.6847702,"('unhelpful', 'helpful')",1.6053826,1.6847702,0.0793876
12,-1.7567215,-1.7267008,"('unsupportive', 'supportive')",-1.7567215,-1.7267008,0.0300207
13,-0.37248644,-0.35972473,"('impolite', 'polite')",-0.3724864,-0.3597247,0.0127617
14,-0.14878117,-0.24490286,"('antisocial', 'social')",-0.1487812,-0.2449029,-0.0961217
15,-0.08567226,-0.16765155,"('boring', 'funny')",-0.0856723,-0.1676515,-0.0819792
16,-0.103425294,-0.10308796,"('unpopular', 'popular')",-0.1034253,-0.103088,0.0003373
17,-0.5533685,-0.4827721,"('nasty', 'nice')",-0.5533685,-0.4827721,0.0705964
18,-0.46578643,-0.41694707,"('disagreeable', 'welcoming')",-0.4657864,-0.4169471,0.0488393
19,-0.9134429,-0.81607693,"('inhospitable', 'hospitable')",-0.9134429,-0.8160769,0.097366
20,0.77297086,0.7098511,"('rough', 'thoughtful')",0.7729709,0.7098511,-0.0631198
21,-0.31524554,-0.22180471,"('immoral', 'moral')",-0.3152455,-0.2218047,0.0934408
22,-0.60765284,-0.62416095,"('untrustworthy', 'trustworthy')",-0.6076528,-0.6241609,-0.0165081
23,6.339592,6.450034,"('insincere', 'sincere')",6.339592,6.4500341,0.1104421
24,1.6497778,1.5626652,"('dishonest', 'honest')",1.6497778,1.5626652,-0.0871126
25,0.47018152,0.393018,"('egoistic', 'altruistic')",0.4701815,0.393018,-0.0771635
26,0.6458558,0.54617083,"('hardhearted', 'benevolent')",0.6458558,0.5461708,-0.099685
27,1.4603425,1.3727508,"('hardhearted', 'softhearted')",1.4603425,1.3727508,-0.0875917
28,1.0865792,1.0536301,"('disloyal', 'loyal')",1.0865792,1.0536301,-0.0329491
29,-0.5429201,-0.63276094,"('unfair', 'fair')",-0.5429201,-0.6327609,-0.0898408
30,0.94464886,0.9845954,"('intolerant', 'tolerant')",0.9446489,0.9845954,0.0399465
31,-1.0726466,-1.0749326,"('evil', 'good')",-1.0726466,-1.0749326,-0.002286
32,1.1342874,1.0456411,"('unkind', 'kind')",1.1342874,1.0456411,-0.0886463
33,-0.4924579,-0.54877573,"('wrong', 'right')",-0.4924579,-0.5487757,-0.0563178
34,4.759744,4.9586987,"('mean', 'honorable')",4.7597442,4.9586987,0.1989545
35,-0.9944676,-1.1715367,"('corrupt', 'incorrupt')",-0.9944676,-1.1715367,-0.1770691
36,-0.8919472,-0.9653976,"('hostile', 'amicable')",-0.8919472,-0.9653976,-0.0734504
37,0.78351116,0.7943002,"('fake', 'genuine')",0.7835112,0.7943002,0.010789
38,-0.27292094,-0.223612,"('untruthful', 'truthful')",-0.2729209,-0.223612,0.0493089
39,0.29720086,0.34262425,"('exploitative', 'cooperative')",0.2972009,0.3426242,0.0454233
40,-1.8104703,-1.9258444,"('stingy', 'generous')",-1.8104703,-1.9258444,-0.1153741
41,-0.100582756,-0.09156801,"('unforgiving', 'forgiving')",-0.1005828,-0.091568,0.0090148
42,-2.7523959,-2.69913,"('unreliable', 'reliable')",-2.7523959,-2.6991301,0.0532658
43,0.9945012,1.063739,"('irresponsible', 'responsible')",0.9945012,1.0637389,0.0692377
44,-1.3394048,-1.3512954,"('prejudiced', 'unprejudiced')",-1.3394048,-1.3512954,-0.0118906
45,-0.04257942,-0.12102933,"('incompetent', 'competent')",-0.0425794,-0.1210293,-0.0784499
46,-0.69147915,-0.6743772,"('uncompetitive', 'competitive')",-0.6914791,-0.6743772,0.0171019
47,5.2954817,5.4130325,"('stupid', 'smart')",5.2954817,5.4130325,0.1175508
48,0.8895754,0.8761342,"('unintelligent', 'intelligent')",0.8895754,0.8761342,-0.0134412
49,0.0061304998,0.11729823,"('unable', 'able')",0.0061305,0.1172982,0.1111677
50,-0.282997,-0.28417972,"('clumsy', 'skillful')",-0.282997,-0.2841797,-0.0011827
51,-0.13287888,-0.20140314,"('uneducated', 'educated')",-0.1328789,-0.2014031,-0.0685242
52,-0.25261748,-0.423937,"('irrational', 'rational')",-0.2526175,-0.423937,-0.1713195
53,0.3021886,0.2729506,"('uncreative', 'creative')",0.3021886,0.2729506,-0.029238
54,0.98418254,1.0636648,"('incapable', 'capable')",0.9841825,1.0636648,0.0794823
55,0.5645316,0.5673284,"('incompetent', 'clever')",0.5645316,0.5673284,0.0027968
56,0.15677655,0.13522206,"('impractical', 'practical')",0.1567765,0.1352221,-0.0215544
