,jabil_male,jabil_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.51425016,-0.46175706,"('unsociable', 'sociable')",0.22782779,0.08397096,-0.1432112,-0.188893,-0.0456818
1,-0.77921396,-1.1989646,"('unfriendly', 'friendly')",1.4216818,1.007165,0.3212339,-0.0958998,-0.4171337
2,1.0908682,0.9215444,"('unlikable', 'likable')",0.68863285,0.6295821,0.8897505,0.7755632,-0.1141873
3,-0.8523455,-0.54237384,"('repellent', 'pleasant')",0.10259931,0.28443715,-0.3748731,-0.1289683,0.2459048
4,0.6931425,0.59417623,"('disliked', 'liked')",-5.6479764,-5.5798345,-2.477417,-2.4928291,-0.0154121
5,-0.23420535,-0.37496012,"('distant', 'outgoing')",-0.180017,-0.47428235,-0.2071112,-0.4246212,-0.21751
6,-0.20231542,-0.448871,"('distant', 'open')",0.1358268,-0.16653575,-0.0332443,-0.3077034,-0.2744591
7,-0.39539343,-0.095528886,"('insensitive', 'sensitive')",0.8793012,1.008696,0.2419539,0.4565835,0.2146296
8,-0.5330862,-0.5262155,"('unaffectionate', 'affectionate')",0.5869691,0.38428622,0.0269414,-0.0709646,-0.097906
9,-0.6473503,-0.7725176,"('unaffectionate', 'caring')",1.00293,0.8341983,0.1777899,0.0308403,-0.1469496
10,-1.019873,-0.9603525,"('unsympathetic', 'sympathetic')",0.09027852,0.15723017,-0.4647973,-0.4015611,0.0632362
11,-0.6165114,-0.46902323,"('unhelpful', 'helpful')",2.0065753,1.9265975,0.695032,0.7287871,0.0337551
12,0.117142454,0.33099133,"('unsupportive', 'supportive')",-1.2638379,-1.2172815,-0.5733477,-0.4431451,0.1302026
13,-0.93013567,-0.87389326,"('impolite', 'polite')",-0.15266919,-0.08972885,-0.5414025,-0.481811,0.0595915
14,-0.62014043,-0.0012767538,"('antisocial', 'social')",0.08637316,0.2624708,-0.2668836,0.130597,0.3974806
15,0.5052237,0.18881842,"('boring', 'funny')",1.267761,0.95623416,0.8864924,0.5725263,-0.3139661
16,0.13411827,0.08348958,"('unpopular', 'popular')",0.5737598,0.5342685,0.353939,0.308879,-0.04506
17,-0.5021494,-0.49831584,"('nasty', 'nice')",-0.32509473,-0.43439457,-0.4136221,-0.4663552,-0.0527331
18,0.3424089,0.6597431,"('disagreeable', 'welcoming')",-0.27367023,-0.36581305,0.0343693,0.146965,0.1125957
19,-0.14410889,-0.5100377,"('inhospitable', 'hospitable')",-0.19375451,-0.4103135,-0.1689317,-0.4601756,-0.2912439
20,-0.4473743,-0.2668822,"('rough', 'thoughtful')",1.0563881,0.94818723,0.3045069,0.3406525,0.0361456
21,-0.50063753,-0.5873522,"('immoral', 'moral')",-0.28909212,-0.1771361,-0.3948648,-0.3822442,0.0126206
22,0.50508213,0.5485248,"('untrustworthy', 'trustworthy')",-0.5857958,-0.4737066,-0.0403568,0.0374091,0.0777659
23,-1.0496213,-0.87896156,"('insincere', 'sincere')",5.4315166,5.2695346,2.1909475,2.1952865,0.004339
24,0.061445966,-0.1494416,"('dishonest', 'honest')",0.8276151,0.76445746,0.4445305,0.3075079,-0.1370226
25,0.34063402,0.23714592,"('egoistic', 'altruistic')",1.2433935,0.99730057,0.7920138,0.6172233,-0.1747905
26,0.14022917,-0.128373,"('hardhearted', 'benevolent')",1.6726316,1.1961443,0.9064304,0.5338857,-0.3725447
27,0.03303292,0.41034842,"('hardhearted', 'softhearted')",0.9892705,0.9353063,0.5111517,0.6728274,0.1616757
28,-0.86801034,-0.55322987,"('disloyal', 'loyal')",0.8550516,0.93808943,-0.0064794,0.1924298,0.1989092
29,0.6510923,0.34633544,"('unfair', 'fair')",-0.60745585,-0.87189656,0.0218182,-0.2627805,-0.2845987
30,0.15350795,0.48780882,"('intolerant', 'tolerant')",1.9852113,2.0413194,1.0693595,1.264564,0.1952045
31,-0.08719201,-0.30426717,"('evil', 'good')",-0.8104367,-1.1189922,-0.4488144,-0.7116297,-0.2628153
32,-0.04575016,-0.3278047,"('unkind', 'kind')",0.9267539,0.6402544,0.4405019,0.1562248,-0.2842771
33,-0.19960344,-0.07286367,"('wrong', 'right')",-0.61880827,-0.6820569,-0.4092059,-0.3774603,0.0317456
34,-0.5628576,-0.7021594,"('mean', 'honorable')",5.422276,5.305828,2.4297092,2.3018343,-0.1278749
35,0.5504931,-0.0801925,"('corrupt', 'incorrupt')",-0.33755493,-0.58011293,0.1064691,-0.3301527,-0.4366218
36,0.044094443,-0.28708315,"('hostile', 'amicable')",-0.10905542,-0.38079917,-0.0324805,-0.3339412,-0.3014607
37,-0.26779383,-0.3272695,"('fake', 'genuine')",0.43886542,0.54186296,0.0855358,0.1072967,0.0217609
38,-0.58900076,-0.75816834,"('untruthful', 'truthful')",-0.0040129423,-0.024636742,-0.2965069,-0.3914025,-0.0948956
39,0.01992992,0.2662497,"('exploitative', 'cooperative')",-0.0042810235,-0.0032445109,0.0078244,0.1315026,0.1236782
40,-0.2283938,-0.042040467,"('stingy', 'generous')",-1.5520059,-1.5032622,-0.8901998,-0.7726513,0.1175485
41,0.013739496,0.16444838,"('unforgiving', 'forgiving')",-0.03848557,-0.23874544,-0.012373,-0.0371485,-0.0247755
42,0.65534776,1.1417176,"('unreliable', 'reliable')",-2.3092194,-2.0939646,-0.8269358,-0.4761235,0.3508123
43,-0.40324876,-0.31234437,"('irresponsible', 'responsible')",0.85185194,0.7147468,0.2243016,0.2012012,-0.0231004
44,-0.036408417,-0.07214779,"('prejudiced', 'unprejudiced')",-1.8194534,-1.879131,-0.9279309,-0.9756393,-0.0477084
45,-0.118606456,0.10087793,"('incompetent', 'competent')",0.36016774,0.24623282,0.1207806,0.1735554,0.0527748
46,-0.66580975,-0.4241835,"('uncompetitive', 'competitive')",-0.42647362,-0.088588454,-0.5461417,-0.256386,0.2897557
