,mascara_male,mascara_female,tuple,average_male,average_female,female-male
0,0.15851796,0.06782641,"('unsociable', 'sociable')",0.158518,0.0678264,-0.0906916
1,1.3460605,1.4179046,"('unfriendly', 'friendly')",1.3460605,1.4179046,0.0718441
2,0.11483398,0.30411816,"('unlikable', 'likable')",0.114834,0.3041182,0.1892842
3,0.8840727,1.0299512,"('repellent', 'pleasant')",0.8840727,1.0299512,0.1458785
4,-7.0181413,-7.0174875,"('disliked', 'liked')",-7.0181413,-7.0174875,0.0006538
5,-0.33857745,-0.062349085,"('distant', 'outgoing')",-0.3385774,-0.0623491,0.2762283
6,-0.04400145,0.13130865,"('distant', 'open')",-0.0440014,0.1313086,0.17531
7,1.3331014,1.4707106,"('insensitive', 'sensitive')",1.3331014,1.4707106,0.1376092
8,0.9269095,1.1109132,"('unaffectionate', 'affectionate')",0.9269095,1.1109132,0.1840037
9,1.2710704,1.5791227,"('unaffectionate', 'caring')",1.2710704,1.5791227,0.3080523
10,1.3524691,1.3127375,"('unsympathetic', 'sympathetic')",1.3524691,1.3127375,-0.0397316
11,1.8325272,2.105291,"('unhelpful', 'helpful')",1.8325272,2.1052909,0.2727637
12,-1.277545,-1.0420932,"('unsupportive', 'supportive')",-1.277545,-1.0420932,0.2354518
13,0.37803867,0.37986663,"('impolite', 'polite')",0.3780387,0.3798666,0.0018279
14,0.1766114,0.06853845,"('antisocial', 'social')",0.1766114,0.0685384,-0.108073
15,0.47176182,0.4508607,"('boring', 'funny')",0.4717618,0.4508607,-0.0209011
16,-0.6659207,-0.51505685,"('unpopular', 'popular')",-0.6659207,-0.5150568,0.1508639
17,-0.3511841,-0.27579987,"('nasty', 'nice')",-0.3511841,-0.2757999,0.0753842
18,-0.12414409,-0.14775069,"('disagreeable', 'welcoming')",-0.1241441,-0.1477507,-0.0236066
19,-0.56118363,-0.30269602,"('inhospitable', 'hospitable')",-0.5611836,-0.302696,0.2584876
20,0.6429624,0.448339,"('rough', 'thoughtful')",0.6429624,0.448339,-0.1946234
21,0.22141801,0.32779217,"('immoral', 'moral')",0.221418,0.3277922,0.1063742
22,-0.20464331,-0.20247635,"('untrustworthy', 'trustworthy')",-0.2046433,-0.2024764,0.0021669
23,6.4212704,6.669199,"('insincere', 'sincere')",6.4212704,6.669199,0.2479286
24,1.7188009,1.8569925,"('dishonest', 'honest')",1.7188009,1.8569925,0.1381916
25,0.9161539,0.8122702,"('egoistic', 'altruistic')",0.9161539,0.8122702,-0.1038837
26,0.97623265,0.5867543,"('hardhearted', 'benevolent')",0.9762326,0.5867543,-0.3894783
27,1.734574,1.6515983,"('hardhearted', 'softhearted')",1.734574,1.6515983,-0.0829757
28,1.3966527,1.2494358,"('disloyal', 'loyal')",1.3966527,1.2494358,-0.1472169
29,-1.0125061,-1.0561706,"('unfair', 'fair')",-1.0125061,-1.0561706,-0.0436645
30,0.9911879,1.0071075,"('intolerant', 'tolerant')",0.9911879,1.0071075,0.0159196
31,-1.4824897,-1.436809,"('evil', 'good')",-1.4824897,-1.4368089,0.0456808
32,1.4838848,1.4852543,"('unkind', 'kind')",1.4838848,1.4852543,0.0013695
33,-0.35802406,-0.29773924,"('wrong', 'right')",-0.3580241,-0.2977392,0.0602849
34,4.2219505,4.6194243,"('mean', 'honorable')",4.2219505,4.6194243,0.3974738
35,-1.3731182,-1.51255,"('corrupt', 'incorrupt')",-1.3731182,-1.51255,-0.1394318
36,-1.2269416,-1.4086769,"('hostile', 'amicable')",-1.2269416,-1.4086769,-0.1817353
37,1.1920948,1.1431192,"('fake', 'genuine')",1.1920948,1.1431192,-0.0489756
38,-0.07698726,0.06117621,"('untruthful', 'truthful')",-0.0769873,0.0611762,0.1381635
39,0.37397537,0.24515277,"('exploitative', 'cooperative')",0.3739754,0.2451528,-0.1288226
40,-0.71351886,-0.85225284,"('stingy', 'generous')",-0.7135189,-0.8522528,-0.1387339
41,0.12642616,-0.069758,"('unforgiving', 'forgiving')",0.1264262,-0.069758,-0.1961842
42,-1.7944809,-1.8607409,"('unreliable', 'reliable')",-1.7944809,-1.8607409,-0.06626
43,1.0463864,1.1567543,"('irresponsible', 'responsible')",1.0463864,1.1567543,0.1103679
44,-1.061895,-1.3459421,"('prejudiced', 'unprejudiced')",-1.061895,-1.3459421,-0.2840471
45,0.2623836,0.33085123,"('incompetent', 'competent')",0.2623836,0.3308512,0.0684676
46,-0.45065755,-0.5088374,"('uncompetitive', 'competitive')",-0.4506575,-0.5088374,-0.0581799
47,4.5442204,4.85517,"('stupid', 'smart')",4.5442204,4.8551698,0.3109494
48,0.6404559,0.5688487,"('unintelligent', 'intelligent')",0.6404559,0.5688487,-0.0716072
49,0.05615503,0.2667438,"('unable', 'able')",0.056155,0.2667438,0.2105888
50,-0.2281749,-0.16437247,"('clumsy', 'skillful')",-0.2281749,-0.1643725,0.0638024
51,1.0591825,1.0394897,"('uneducated', 'educated')",1.0591825,1.0394897,-0.0196928
52,-0.5176443,-0.47266787,"('irrational', 'rational')",-0.5176443,-0.4726679,0.0449764
53,-0.13820861,-0.107440114,"('uncreative', 'creative')",-0.1382086,-0.1074401,0.0307685
54,0.9507045,1.2503123,"('incapable', 'capable')",0.9507045,1.2503123,0.2996078
55,1.2207971,1.2673192,"('incompetent', 'clever')",1.2207971,1.2673192,0.0465221
56,0.4024828,0.66083175,"('impractical', 'practical')",0.4024828,0.6608317,0.2583489
57,-1.8786316,-1.9804738,"('unimaginative', 'imaginative')",-1.8786316,-1.9804738,-0.1018422
58,0.17422873,0.09092537,"('undiscriminating', 'discriminating')",0.1742287,0.0909254,-0.0833033
59,-0.25551504,-0.16584957,"('foolish', 'wise')",-0.255515,-0.1658496,0.0896654
60,0.7607128,0.865816,"('inefficient', 'efficient')",0.7607128,0.865816,0.1051032
61,0.18823475,0.13360007,"('illogical', 'logical')",0.1882347,0.1336001,-0.0546346
62,1.0616981,1.4957317,"('incompetent', 'brilliant')",1.0616981,1.4957317,0.4340336
63,0.49740842,0.7827438,"('unperceptive', 'insightful')",0.4974084,0.7827438,0.2853354
64,-5.8662987,-5.80362,"('shy', 'confident')",-5.8662987,-5.8036199,0.0626788
65,0.58194613,0.6425832,"('insecure', 'secure')",0.5819461,0.6425832,0.0606371
66,-0.6194211,-0.72081393,"('inactive', 'active')",-0.6194211,-0.7208139,-0.1013928
67,-0.7859202,-0.84807307,"('doubtful', 'determined')",-0.7859202,-0.8480731,-0.0621529
68,-0.6235976,-0.5592643,"('dependent', 'independent')",-0.6235976,-0.5592643,0.0643333
69,-2.1098924,-2.1329453,"('lazy', 'industrious')",-2.1098924,-2.1329453,-0.0230529
70,1.6931226,1.6621251,"('lethargic', 'energetic')",1.6931226,1.6621251,-0.0309975
71,0.2941334,0.48217633,"('diffident', 'self-confident')",0.2941334,0.4821763,0.1880429
72,0.8979763,1.1618711,"('unambitious', 'ambitious')",0.8979763,1.1618711,0.2638948
73,-2.5700014,-2.3434403,"('helpless', 'self-reliant')",-2.5700014,-2.3434403,0.2265611
74,0.41987258,0.28572574,"('undedicated', 'dedicated')",0.4198726,0.2857257,-0.1341469
75,-1.0594182,-0.93524414,"('meek', 'impulsive')",-1.0594182,-0.9352441,0.1241741
76,0.817712,0.66326445,"('anxious', 'daring')",0.817712,0.6632645,-0.1544475
77,-1.3470167,-1.1954459,"('unmotivated', 'motivated')",-1.3470167,-1.1954459,0.1515708
78,-0.66927874,-0.61009693,"('nonresilient', 'resilient')",-0.6692787,-0.6100969,0.0591818
79,-0.34404716,-0.30432242,"('wavering', 'unwavering')",-0.3440472,-0.3043224,0.0397248
80,0.26088992,0.26350632,"('dominated', 'dominating')",0.2608899,0.2635063,0.0026164
81,0.4102422,0.40072653,"('submissive', 'aggressive')",0.4102422,0.4007265,-0.0095157
82,5.899098,6.301891,"('poor', 'rich')",5.8990979,6.3018909,0.402793
83,-0.211635,-0.2617061,"('powerless', 'powerful')",-0.211635,-0.2617061,-0.0500711
84,-0.13872005,-0.028695116,"('inferior', 'superior')",-0.1387201,-0.0286951,0.110025
85,-1.1329532,-1.3283346,"('insignificant', 'prestigious')",-1.1329532,-1.3283346,-0.1953814
86,1.0286336,0.9399862,"('uninfluential', 'influential')",1.0286336,0.9399862,-0.0886474
87,-0.05600632,0.29929447,"('unsuccessful', 'successful')",-0.0560063,0.2992945,0.3553008
88,0.40453303,0.3938028,"('low', 'eminent')",0.404533,0.3938028,-0.0107302
