,challenge_male,challenge_female,tuple,average_male,average_female,female-male
0,0.37471884,0.32856804,"('unsociable', 'sociable')",0.3747188,0.328568,-0.0461508
1,0.5447671,0.38106716,"('unfriendly', 'friendly')",0.5447671,0.3810672,-0.1636999
2,-0.07170649,0.022004655,"('unlikable', 'likable')",-0.0717065,0.0220047,0.0937112
3,0.8436438,0.90410495,"('repellent', 'pleasant')",0.8436438,0.9041049,0.0604611
4,-7.597845,-7.740429,"('disliked', 'liked')",-7.5978451,-7.7404289,-0.1425838
5,-1.0323638,-1.0605649,"('distant', 'outgoing')",-1.0323638,-1.0605649,-0.0282011
6,-0.51381046,-0.59745413,"('distant', 'open')",-0.5138105,-0.5974541,-0.0836436
7,1.2184055,1.2397997,"('insensitive', 'sensitive')",1.2184055,1.2397997,0.0213942
8,0.7529837,0.5976615,"('unaffectionate', 'affectionate')",0.7529837,0.5976615,-0.1553222
9,1.5656509,1.5286679,"('unaffectionate', 'caring')",1.5656509,1.5286679,-0.036983
10,1.6803421,1.7461272,"('unsympathetic', 'sympathetic')",1.6803421,1.7461272,0.0657851
11,2.1976418,2.3438475,"('unhelpful', 'helpful')",2.1976418,2.3438475,0.1462057
12,-1.5995907,-1.6349003,"('unsupportive', 'supportive')",-1.5995907,-1.6349003,-0.0353096
13,0.45298567,0.49684083,"('impolite', 'polite')",0.4529857,0.4968408,0.0438551
14,0.46739325,0.38892627,"('antisocial', 'social')",0.4673932,0.3889263,-0.0784669
15,-0.08319478,-0.19003974,"('boring', 'funny')",-0.0831948,-0.1900397,-0.1068449
16,-0.69921696,-0.6499026,"('unpopular', 'popular')",-0.699217,-0.6499026,0.0493144
17,-0.6484915,-0.6520906,"('nasty', 'nice')",-0.6484915,-0.6520906,-0.0035991
18,-0.6961856,-0.8107863,"('disagreeable', 'welcoming')",-0.6961856,-0.8107863,-0.1146007
19,-1.2379225,-1.1898702,"('inhospitable', 'hospitable')",-1.2379225,-1.1898702,0.0480523
20,1.0013226,0.9315921,"('rough', 'thoughtful')",1.0013226,0.9315921,-0.0697305
21,0.49679217,0.6191441,"('immoral', 'moral')",0.4967922,0.6191441,0.1223519
22,-0.050613016,-0.08986092,"('untrustworthy', 'trustworthy')",-0.050613,-0.0898609,-0.0392479
23,6.3947153,6.510715,"('insincere', 'sincere')",6.3947153,6.510715,0.1159997
24,1.8213518,1.6883941,"('dishonest', 'honest')",1.8213518,1.6883941,-0.1329577
25,-0.0034226626,-0.12405431,"('egoistic', 'altruistic')",-0.0034227,-0.1240543,-0.1206316
26,0.7986409,0.6488635,"('hardhearted', 'benevolent')",0.7986409,0.6488635,-0.1497774
27,1.5365978,1.2642709,"('hardhearted', 'softhearted')",1.5365978,1.2642709,-0.2723269
28,1.489845,1.4774984,"('disloyal', 'loyal')",1.489845,1.4774984,-0.0123466
29,-0.6889164,-0.8658112,"('unfair', 'fair')",-0.6889164,-0.8658112,-0.1768948
30,0.91053134,0.9774519,"('intolerant', 'tolerant')",0.9105313,0.9774519,0.0669206
31,-2.185627,-2.268397,"('evil', 'good')",-2.185627,-2.2683971,-0.0827701
32,1.3411821,1.3004392,"('unkind', 'kind')",1.3411821,1.3004392,-0.0407429
33,-0.61876,-0.6965809,"('wrong', 'right')",-0.61876,-0.6965809,-0.0778209
34,4.454511,4.7315707,"('mean', 'honorable')",4.4545112,4.7315707,0.2770595
35,-1.3072387,-1.5191036,"('corrupt', 'incorrupt')",-1.3072387,-1.5191036,-0.2118649
36,-1.366766,-1.5375861,"('hostile', 'amicable')",-1.366766,-1.5375861,-0.1708201
37,0.5272479,0.5090342,"('fake', 'genuine')",0.5272479,0.5090342,-0.0182137
38,-0.25031435,-0.16259399,"('untruthful', 'truthful')",-0.2503144,-0.162594,0.0877204
39,0.3928737,0.423862,"('exploitative', 'cooperative')",0.3928737,0.423862,0.0309883
40,-2.167522,-2.4629877,"('stingy', 'generous')",-2.167522,-2.4629877,-0.2954657
41,0.22569892,0.091634065,"('unforgiving', 'forgiving')",0.2256989,0.0916341,-0.1340648
42,-2.2813783,-2.302256,"('unreliable', 'reliable')",-2.2813783,-2.3022561,-0.0208778
43,1.5190499,1.6073322,"('irresponsible', 'responsible')",1.5190499,1.6073322,0.0882823
44,-1.3969946,-1.4290588,"('prejudiced', 'unprejudiced')",-1.3969946,-1.4290588,-0.0320642
45,0.6721232,0.6653555,"('incompetent', 'competent')",0.6721232,0.6653555,-0.0067677
46,0.21981214,0.2860317,"('uncompetitive', 'competitive')",0.2198121,0.2860317,0.0662196
47,5.3270864,5.5623817,"('stupid', 'smart')",5.3270864,5.5623817,0.2352953
48,1.0163959,1.0028137,"('unintelligent', 'intelligent')",1.0163959,1.0028137,-0.0135822
49,0.13203757,0.31490964,"('unable', 'able')",0.1320376,0.3149096,0.182872
50,-0.595533,-0.6013583,"('clumsy', 'skillful')",-0.595533,-0.6013583,-0.0058253
51,0.4004385,0.45270255,"('uneducated', 'educated')",0.4004385,0.4527026,0.0522641
52,-0.9000423,-1.1166451,"('irrational', 'rational')",-0.9000423,-1.1166451,-0.2166028
53,-0.011925163,-0.043273292,"('uncreative', 'creative')",-0.0119252,-0.0432733,-0.0313481
54,0.87115985,1.0280743,"('incapable', 'capable')",0.8711599,1.0280743,0.1569144
55,1.1286185,1.183486,"('incompetent', 'clever')",1.1286185,1.183486,0.0548675
56,0.9159932,0.9911587,"('impractical', 'practical')",0.9159932,0.9911587,0.0751655
57,-2.3152614,-2.3573384,"('unimaginative', 'imaginative')",-2.3152614,-2.3573384,-0.042077
58,-0.01411508,-0.07104893,"('undiscriminating', 'discriminating')",-0.0141151,-0.0710489,-0.0569338
59,-0.41648072,-0.4452353,"('foolish', 'wise')",-0.4164807,-0.4452353,-0.0287546
60,1.1005905,1.2756901,"('inefficient', 'efficient')",1.1005905,1.2756901,0.1750996
61,0.79793674,0.6526708,"('illogical', 'logical')",0.7979367,0.6526708,-0.1452659
62,1.257137,1.4231426,"('incompetent', 'brilliant')",1.2571369,1.4231426,0.1660057
63,0.6865008,0.8125078,"('unperceptive', 'insightful')",0.6865008,0.8125078,0.126007
64,-5.8572874,-5.888759,"('shy', 'confident')",-5.8572874,-5.8887591,-0.0314717
65,0.64277756,0.71529293,"('insecure', 'secure')",0.6427776,0.7152929,0.0725153
66,-0.2093568,-0.28600076,"('inactive', 'active')",-0.2093568,-0.2860008,-0.076644
67,-0.39086246,-0.25339046,"('doubtful', 'determined')",-0.3908625,-0.2533905,0.137472
68,-0.5429901,-0.5036411,"('dependent', 'independent')",-0.5429901,-0.5036411,0.039349
69,-2.4210014,-2.4452732,"('lazy', 'industrious')",-2.4210014,-2.4452732,-0.0242718
70,1.7175033,1.7591418,"('lethargic', 'energetic')",1.7175033,1.7591418,0.0416385
71,0.4288206,0.4027378,"('diffident', 'self-confident')",0.4288206,0.4027378,-0.0260828
72,0.83829194,0.9050036,"('unambitious', 'ambitious')",0.8382919,0.9050036,0.0667117
73,-3.403328,-3.4514983,"('helpless', 'self-reliant')",-3.4033279,-3.4514983,-0.0481704
74,0.31981632,0.26079956,"('undedicated', 'dedicated')",0.3198163,0.2607996,-0.0590167
75,-1.2223177,-1.0784849,"('meek', 'impulsive')",-1.2223177,-1.0784849,0.1438328
76,1.0502224,1.1122035,"('anxious', 'daring')",1.0502224,1.1122035,0.0619811
77,-0.601152,-0.38131237,"('unmotivated', 'motivated')",-0.601152,-0.3813124,0.2198396
78,-0.2283542,-0.21109642,"('nonresilient', 'resilient')",-0.2283542,-0.2110964,0.0172578
79,-0.7093952,-0.6711103,"('wavering', 'unwavering')",-0.7093952,-0.6711103,0.0382849
80,0.41012287,0.36761984,"('dominated', 'dominating')",0.4101229,0.3676198,-0.0425031
81,0.38614058,0.5458738,"('submissive', 'aggressive')",0.3861406,0.5458738,0.1597332
82,6.092959,6.298707,"('poor', 'rich')",6.0929589,6.298707,0.2057481
83,-0.16527946,-0.05687774,"('powerless', 'powerful')",-0.1652795,-0.0568777,0.1084018
84,0.40610662,0.44817322,"('inferior', 'superior')",0.4061066,0.4481732,0.0420666
85,-1.0631931,-1.1581987,"('insignificant', 'prestigious')",-1.0631931,-1.1581987,-0.0950056
86,0.6887814,0.65812606,"('uninfluential', 'influential')",0.6887814,0.6581261,-0.0306553
87,0.2003457,0.31691992,"('unsuccessful', 'successful')",0.2003457,0.3169199,0.1165742
88,0.3282573,0.39309007,"('low', 'eminent')",0.3282573,0.3930901,0.0648328
