,athlete_male,athlete_female,tuple,average_male,average_female,female-male
0,0.6904914,0.5187664,"('unsociable', 'sociable')",0.6904914,0.5187664,-0.171725
1,0.21308829,0.12241987,"('unfriendly', 'friendly')",0.2130883,0.1224199,-0.0906684
2,0.09915902,0.17315973,"('unlikable', 'likable')",0.099159,0.1731597,0.0740007
3,0.9374198,1.0194548,"('repellent', 'pleasant')",0.9374198,1.0194548,0.082035
4,-7.2692204,-7.214961,"('disliked', 'liked')",-7.2692204,-7.2149611,0.0542593
5,-1.2508723,-1.3290002,"('distant', 'outgoing')",-1.2508723,-1.3290002,-0.0781279
6,-1.6875751,-1.7222639,"('distant', 'open')",-1.6875751,-1.7222639,-0.0346888
7,1.4157999,1.4315546,"('insensitive', 'sensitive')",1.4157999,1.4315546,0.0157547
8,-0.19073945,-0.20873296,"('unaffectionate', 'affectionate')",-0.1907395,-0.208733,-0.0179935
9,1.2972363,1.3034139,"('unaffectionate', 'caring')",1.2972363,1.3034139,0.0061776
10,1.6854122,1.734436,"('unsympathetic', 'sympathetic')",1.6854122,1.734436,0.0490238
11,2.9447281,2.968597,"('unhelpful', 'helpful')",2.9447281,2.9685969,0.0238688
12,-1.0558933,-1.060457,"('unsupportive', 'supportive')",-1.0558933,-1.060457,-0.0045637
13,0.79247445,0.61242545,"('impolite', 'polite')",0.7924744,0.6124254,-0.180049
14,0.56662285,0.42670557,"('antisocial', 'social')",0.5666229,0.4267056,-0.1399173
15,0.09788052,0.015691888,"('boring', 'funny')",0.0978805,0.0156919,-0.0821886
16,-0.744079,-0.7623141,"('unpopular', 'popular')",-0.744079,-0.7623141,-0.0182351
17,-0.46057284,-0.53063023,"('nasty', 'nice')",-0.4605728,-0.5306302,-0.0700574
18,-0.9809228,-1.0561435,"('disagreeable', 'welcoming')",-0.9809228,-1.0561435,-0.0752207
19,-1.0928484,-1.0380533,"('inhospitable', 'hospitable')",-1.0928484,-1.0380533,0.0547951
20,0.5008435,0.5457485,"('rough', 'thoughtful')",0.5008435,0.5457485,0.044905
21,0.9948234,1.0068661,"('immoral', 'moral')",0.9948234,1.0068661,0.0120427
22,-0.33538097,-0.39280796,"('untrustworthy', 'trustworthy')",-0.335381,-0.392808,-0.057427
23,7.139921,6.9625645,"('insincere', 'sincere')",7.1399212,6.9625645,-0.1773567
24,1.8550761,1.7954414,"('dishonest', 'honest')",1.8550761,1.7954414,-0.0596347
25,-0.26277053,-0.30520964,"('egoistic', 'altruistic')",-0.2627705,-0.3052096,-0.0424391
26,0.1845713,0.115165286,"('hardhearted', 'benevolent')",0.1845713,0.1151653,-0.069406
27,0.3244241,0.2247813,"('hardhearted', 'softhearted')",0.3244241,0.2247813,-0.0996428
