,kingfish_male,kingfish_female,tuple,average_male,average_female,female-male
0,0.5610807,0.6278736,"('unsociable', 'sociable')",0.5610807,0.6278736,0.0667929
1,-0.2788344,-0.2904333,"('unfriendly', 'friendly')",-0.2788344,-0.2904333,-0.0115989
2,0.51414406,0.5134424,"('unlikable', 'likable')",0.5141441,0.5134424,-0.0007017
3,-0.49156156,-0.37687832,"('repellent', 'pleasant')",-0.4915616,-0.3768783,0.1146833
4,-3.0688634,-3.2287521,"('disliked', 'liked')",-3.0688634,-3.2287521,-0.1598887
5,-1.4042246,-1.5182511,"('distant', 'outgoing')",-1.4042246,-1.5182511,-0.1140265
6,-1.2955531,-1.415524,"('distant', 'open')",-1.2955531,-1.415524,-0.1199709
7,0.44503078,0.53791493,"('insensitive', 'sensitive')",0.4450308,0.5379149,0.0928841
8,0.17063522,0.20314917,"('unaffectionate', 'affectionate')",0.1706352,0.2031492,0.032514
9,0.23191823,0.32764623,"('unaffectionate', 'caring')",0.2319182,0.3276462,0.095728
10,-0.06399713,0.08827818,"('unsympathetic', 'sympathetic')",-0.0639971,0.0882782,0.1522753
11,0.52732277,0.7122772,"('unhelpful', 'helpful')",0.5273228,0.7122772,0.1849544
12,-0.78614485,-0.69356596,"('unsupportive', 'supportive')",-0.7861449,-0.693566,0.0925789
13,0.20498464,0.22999138,"('impolite', 'polite')",0.2049846,0.2299914,0.0250068
14,0.9821891,1.0021164,"('antisocial', 'social')",0.9821891,1.0021164,0.0199273
15,0.46757996,0.40297124,"('boring', 'funny')",0.46758,0.4029712,-0.0646088
16,-0.38014445,-0.43098798,"('unpopular', 'popular')",-0.3801444,-0.430988,-0.0508436
17,-0.60493606,-0.5479557,"('nasty', 'nice')",-0.6049361,-0.5479557,0.0569804
18,-0.31837726,-0.3540527,"('disagreeable', 'welcoming')",-0.3183773,-0.3540527,-0.0356754
19,-1.1004812,-1.0675371,"('inhospitable', 'hospitable')",-1.1004812,-1.0675371,0.0329441
20,-0.24318895,-0.27970365,"('rough', 'thoughtful')",-0.2431889,-0.2797036,-0.0365147
21,-0.35625613,-0.27915087,"('immoral', 'moral')",-0.3562561,-0.2791509,0.0771052
22,-0.19581492,-0.29849648,"('untrustworthy', 'trustworthy')",-0.1958149,-0.2984965,-0.1026816
23,2.9770997,3.187493,"('insincere', 'sincere')",2.9770997,3.1874931,0.2103934
24,0.5728362,0.58483833,"('dishonest', 'honest')",0.5728362,0.5848383,0.0120021
25,0.69761634,0.7361411,"('egoistic', 'altruistic')",0.6976163,0.7361411,0.0385248
26,0.52954197,0.3529361,"('hardhearted', 'benevolent')",0.529542,0.3529361,-0.1766059
27,-0.20431742,-0.27032602,"('hardhearted', 'softhearted')",-0.2043174,-0.270326,-0.0660086
28,1.0160308,1.0625312,"('disloyal', 'loyal')",1.0160308,1.0625312,0.0465004
29,-0.63003796,-0.76005745,"('unfair', 'fair')",-0.630038,-0.7600574,-0.1300194
30,0.9546003,1.0309433,"('intolerant', 'tolerant')",0.9546003,1.0309433,0.076343
31,-1.1863806,-1.3696545,"('evil', 'good')",-1.1863806,-1.3696545,-0.1832739
32,0.25363132,0.13418008,"('unkind', 'kind')",0.2536313,0.1341801,-0.1194512
33,0.54680485,0.4192978,"('wrong', 'right')",0.5468048,0.4192978,-0.127507
34,1.3962828,1.6209521,"('mean', 'honorable')",1.3962828,1.6209521,0.2246693
35,-0.5498253,-0.8096258,"('corrupt', 'incorrupt')",-0.5498253,-0.8096258,-0.2598005
36,-0.7301398,-0.82066184,"('hostile', 'amicable')",-0.7301398,-0.8206618,-0.090522
37,0.46588516,0.41544408,"('fake', 'genuine')",0.4658852,0.4154441,-0.0504411
38,-0.049501248,-0.057650376,"('untruthful', 'truthful')",-0.0495012,-0.0576504,-0.0081492
39,0.7240663,0.85348934,"('exploitative', 'cooperative')",0.7240663,0.8534893,0.129423
40,-1.2978473,-1.3224055,"('stingy', 'generous')",-1.2978473,-1.3224055,-0.0245582
41,0.5294452,0.49877396,"('unforgiving', 'forgiving')",0.5294452,0.498774,-0.0306712
42,-1.0130144,-1.0837207,"('unreliable', 'reliable')",-1.0130144,-1.0837207,-0.0707063
43,0.6924605,0.78129375,"('irresponsible', 'responsible')",0.6924605,0.7812937,0.0888332
44,-1.2591475,-1.3382032,"('prejudiced', 'unprejudiced')",-1.2591475,-1.3382032,-0.0790557
45,0.77555686,0.8086521,"('incompetent', 'competent')",0.7755569,0.8086521,0.0330952
46,-0.23564017,-0.11886127,"('uncompetitive', 'competitive')",-0.2356402,-0.1188613,0.1167789
47,2.2955942,2.3352637,"('stupid', 'smart')",2.2955942,2.3352637,0.0396695
48,-0.031268958,0.20609348,"('unintelligent', 'intelligent')",-0.031269,0.2060935,0.2373625
49,-0.42694327,-0.22923931,"('unable', 'able')",-0.4269433,-0.2292393,0.197704
50,0.15221629,0.06077388,"('clumsy', 'skillful')",0.1522163,0.0607739,-0.0914424
51,0.16399328,0.175102,"('uneducated', 'educated')",0.1639933,0.175102,0.0111087
52,-0.72924674,-0.88105786,"('irrational', 'rational')",-0.7292467,-0.8810579,-0.1518112
53,-0.8632628,-0.80727255,"('uncreative', 'creative')",-0.8632628,-0.8072726,0.0559902
54,-0.06292392,-0.098922595,"('incapable', 'capable')",-0.0629239,-0.0989226,-0.0359987
55,1.244345,1.4163396,"('incompetent', 'clever')",1.2443449,1.4163396,0.1719947
56,0.5150667,0.62478673,"('impractical', 'practical')",0.5150667,0.6247867,0.10972
57,-1.2677174,-1.2736379,"('unimaginative', 'imaginative')",-1.2677174,-1.2736379,-0.0059205
58,-0.25202298,-0.28400287,"('undiscriminating', 'discriminating')",-0.252023,-0.2840029,-0.0319799
59,0.16045839,0.021839913,"('foolish', 'wise')",0.1604584,0.0218399,-0.1386185
60,0.42318216,0.69523394,"('inefficient', 'efficient')",0.4231822,0.6952339,0.2720517
61,-0.09899145,-0.13785471,"('illogical', 'logical')",-0.0989915,-0.1378547,-0.0388632
62,1.1703948,1.4074341,"('incompetent', 'brilliant')",1.1703948,1.4074341,0.2370393
63,-0.18935728,-0.057830352,"('unperceptive', 'insightful')",-0.1893573,-0.0578304,0.1315269
64,-2.971047,-3.057477,"('shy', 'confident')",-2.9710469,-3.057477,-0.0864301
65,0.44422883,0.54182947,"('insecure', 'secure')",0.4442288,0.5418295,0.0976007
66,-0.65502965,-0.75216454,"('inactive', 'active')",-0.6550297,-0.7521645,-0.0971348
67,0.705969,0.7609071,"('doubtful', 'determined')",0.705969,0.7609071,0.0549381
68,-0.8446319,-0.8613616,"('dependent', 'independent')",-0.8446319,-0.8613616,-0.0167297
69,-1.3716154,-1.511158,"('lazy', 'industrious')",-1.3716154,-1.511158,-0.1395426
70,0.46202,0.41409457,"('lethargic', 'energetic')",0.46202,0.4140946,-0.0479254
71,-0.036214493,0.034748428,"('diffident', 'self-confident')",-0.0362145,0.0347484,0.0709629
72,-0.14937419,-0.09352622,"('unambitious', 'ambitious')",-0.1493742,-0.0935262,0.055848
73,-1.3372778,-1.4603502,"('helpless', 'self-reliant')",-1.3372778,-1.4603502,-0.1230724
74,0.45950487,0.45918235,"('undedicated', 'dedicated')",0.4595049,0.4591824,-0.0003225
75,-0.3839646,-0.48305532,"('meek', 'impulsive')",-0.3839646,-0.4830553,-0.0990907
76,0.11639463,0.29380482,"('anxious', 'daring')",0.1163946,0.2938048,0.1774102
77,-0.92933977,-0.6623536,"('unmotivated', 'motivated')",-0.9293398,-0.6623536,0.2669862
78,-0.27683926,-0.21817844,"('nonresilient', 'resilient')",-0.2768393,-0.2181784,0.0586609
79,-0.37197715,-0.41005543,"('wavering', 'unwavering')",-0.3719772,-0.4100554,-0.0380782
80,0.58251595,0.59399605,"('dominated', 'dominating')",0.582516,0.593996,0.01148
81,0.51484156,0.64688396,"('submissive', 'aggressive')",0.5148416,0.646884,0.1320424
82,2.5384345,2.5914342,"('poor', 'rich')",2.5384345,2.5914342,0.0529997
83,-0.147902,-0.119339466,"('powerless', 'powerful')",-0.147902,-0.1193395,0.0285625
84,0.30793715,0.36309755,"('inferior', 'superior')",0.3079371,0.3630975,0.0551604
85,-1.1679989,-1.2589589,"('insignificant', 'prestigious')",-1.1679989,-1.2589589,-0.09096
86,0.06724472,0.030115016,"('uninfluential', 'influential')",0.0672447,0.030115,-0.0371297
87,0.35742044,0.35859823,"('unsuccessful', 'successful')",0.3574204,0.3585982,0.0011778
88,-0.57358277,-0.56568426,"('low', 'eminent')",-0.5735828,-0.5656843,0.0078985
