,sandpaper_male,sandpaper_female,tuple,average_male,average_female,female-male
0,0.25218838,0.097182885,"('unsociable', 'sociable')",0.2521884,0.0971829,-0.1550055
1,0.782177,0.60029006,"('unfriendly', 'friendly')",0.782177,0.6002901,-0.1818869
2,0.73890704,0.6382018,"('unlikable', 'likable')",0.738907,0.6382018,-0.1007052
3,0.2857897,0.46680385,"('repellent', 'pleasant')",0.2857897,0.4668038,0.1810141
4,-4.107765,-4.1318536,"('disliked', 'liked')",-4.1077652,-4.1318536,-0.0240884
5,-0.91402316,-0.8102823,"('distant', 'outgoing')",-0.9140232,-0.8102823,0.1037409
6,-0.9308266,-0.83413064,"('distant', 'open')",-0.9308266,-0.8341306,0.096696
7,0.6920701,0.84072554,"('insensitive', 'sensitive')",0.6920701,0.8407255,0.1486554
8,0.50208825,0.3200839,"('unaffectionate', 'affectionate')",0.5020882,0.3200839,-0.1820043
9,0.95009863,1.0099186,"('unaffectionate', 'caring')",0.9500986,1.0099186,0.05982
10,0.572801,0.42328435,"('unsympathetic', 'sympathetic')",0.572801,0.4232844,-0.1495166
11,1.4613284,1.4859617,"('unhelpful', 'helpful')",1.4613284,1.4859617,0.0246333
12,-0.40009195,-0.2595784,"('unsupportive', 'supportive')",-0.4000919,-0.2595784,0.1405135
13,0.19724417,0.040274926,"('impolite', 'polite')",0.1972442,0.0402749,-0.1569693
14,0.75740606,0.6316201,"('antisocial', 'social')",0.7574061,0.6316201,-0.125786
15,0.32499892,0.13806146,"('boring', 'funny')",0.3249989,0.1380615,-0.1869374
16,-0.35714993,-0.38151672,"('unpopular', 'popular')",-0.3571499,-0.3815167,-0.0243668
17,-0.5182722,-0.56410444,"('nasty', 'nice')",-0.5182722,-0.5641044,-0.0458322
18,-0.34440684,-0.38626853,"('disagreeable', 'welcoming')",-0.3444068,-0.3862685,-0.0418617
19,-1.2311975,-1.2199246,"('inhospitable', 'hospitable')",-1.2311975,-1.2199246,0.0112729
20,0.37974873,0.39903447,"('rough', 'thoughtful')",0.3797487,0.3990345,0.0192858
21,0.6897092,0.54206204,"('immoral', 'moral')",0.6897092,0.542062,-0.1476472
22,-0.122301675,-0.16551162,"('untrustworthy', 'trustworthy')",-0.1223017,-0.1655116,-0.0432099
23,4.1598434,4.2447696,"('insincere', 'sincere')",4.1598434,4.2447696,0.0849262
24,0.8941884,0.80141944,"('dishonest', 'honest')",0.8941884,0.8014194,-0.092769
25,0.8291193,0.88345414,"('egoistic', 'altruistic')",0.8291193,0.8834541,0.0543348
26,0.7140716,0.25132728,"('hardhearted', 'benevolent')",0.7140716,0.2513273,-0.4627443
27,0.70792454,0.81441367,"('hardhearted', 'softhearted')",0.7079245,0.8144137,0.1064892
28,0.61521333,0.39195037,"('disloyal', 'loyal')",0.6152133,0.3919504,-0.2232629
29,-0.57748824,-0.5857672,"('unfair', 'fair')",-0.5774882,-0.5857672,-0.008279
30,1.0504642,0.8896111,"('intolerant', 'tolerant')",1.0504642,0.8896111,-0.1608531
31,-1.8484353,-1.7841071,"('evil', 'good')",-1.8484353,-1.7841071,0.0643282
32,0.8720264,0.6269892,"('unkind', 'kind')",0.8720264,0.6269892,-0.2450372
33,0.25872725,0.2508865,"('wrong', 'right')",0.2587273,0.2508865,-0.0078408
34,2.9072042,3.005344,"('mean', 'honorable')",2.9072042,3.0053439,0.0981397
35,-1.1524267,-1.1338859,"('corrupt', 'incorrupt')",-1.1524267,-1.1338859,0.0185408
36,-1.2129734,-1.3304436,"('hostile', 'amicable')",-1.2129734,-1.3304436,-0.1174702
37,0.33570975,0.37526444,"('fake', 'genuine')",0.3357098,0.3752644,0.0395546
38,0.24813198,0.22263874,"('untruthful', 'truthful')",0.248132,0.2226387,-0.0254933
39,0.4501136,0.41731262,"('exploitative', 'cooperative')",0.4501136,0.4173126,-0.032801
40,-1.0415094,-0.90550876,"('stingy', 'generous')",-1.0415094,-0.9055088,0.1360006
41,0.4003006,0.06472838,"('unforgiving', 'forgiving')",0.4003006,0.0647284,-0.3355722
42,-1.5631838,-1.4764538,"('unreliable', 'reliable')",-1.5631838,-1.4764538,0.08673
43,0.57356644,0.5254918,"('irresponsible', 'responsible')",0.5735664,0.5254918,-0.0480746
44,-1.3640734,-1.4308298,"('prejudiced', 'unprejudiced')",-1.3640734,-1.4308298,-0.0667564
45,0.5393438,0.4014007,"('incompetent', 'competent')",0.5393438,0.4014007,-0.1379431
46,0.21855326,0.214317,"('uncompetitive', 'competitive')",0.2185533,0.214317,-0.0042363
47,2.9511082,3.0466573,"('stupid', 'smart')",2.9511082,3.0466573,0.0955491
48,0.6278688,0.41039333,"('unintelligent', 'intelligent')",0.6278688,0.4103933,-0.2174755
49,-0.006655136,0.094892696,"('unable', 'able')",-0.0066551,0.0948927,0.1015478
50,-0.4454166,-0.28034523,"('clumsy', 'skillful')",-0.4454166,-0.2803452,0.1650714
51,0.25779656,0.258841,"('uneducated', 'educated')",0.2577966,0.258841,0.0010444
52,-0.47106683,-0.6522613,"('irrational', 'rational')",-0.4710668,-0.6522613,-0.1811945
53,0.3114909,0.23292543,"('uncreative', 'creative')",0.3114909,0.2329254,-0.0785655
54,0.27551427,0.25327918,"('incapable', 'capable')",0.2755143,0.2532792,-0.0222351
55,1.0661713,0.99933,"('incompetent', 'clever')",1.0661713,0.99933,-0.0668413
56,0.85616064,0.75765485,"('impractical', 'practical')",0.8561606,0.7576548,-0.0985058
57,-1.1051035,-1.3438685,"('unimaginative', 'imaginative')",-1.1051035,-1.3438685,-0.238765
58,0.6613591,0.5790845,"('undiscriminating', 'discriminating')",0.6613591,0.5790845,-0.0822746
59,-0.6656406,-0.56256676,"('foolish', 'wise')",-0.6656406,-0.5625668,0.1030738
60,1.3687853,1.392655,"('inefficient', 'efficient')",1.3687853,1.392655,0.0238697
61,0.87913465,0.71875465,"('illogical', 'logical')",0.8791347,0.7187546,-0.1603801
62,0.9726155,1.1649483,"('incompetent', 'brilliant')",0.9726155,1.1649483,0.1923328
63,0.8526831,0.95463985,"('unperceptive', 'insightful')",0.8526831,0.9546399,0.1019568
64,-3.959818,-3.9837463,"('shy', 'confident')",-3.9598179,-3.9837463,-0.0239284
65,0.29779965,0.23855898,"('insecure', 'secure')",0.2977996,0.238559,-0.0592406
