,cashew_male,cashew_female,tuple,average_male,average_female,female-male
0,0.32876173,0.082635485,"('unsociable', 'sociable')",0.3287617,0.0826355,-0.2461262
1,-0.3131398,-0.40795165,"('unfriendly', 'friendly')",-0.3131398,-0.4079517,-0.0948119
2,0.76506776,0.7630687,"('unlikable', 'likable')",0.7650678,0.7630687,-0.0019991
3,-0.2945469,-0.25264597,"('repellent', 'pleasant')",-0.2945469,-0.252646,0.0419009
4,-3.0420465,-3.00694,"('disliked', 'liked')",-3.0420465,-3.0069399,0.0351066
5,-0.9027226,-0.8119855,"('distant', 'outgoing')",-0.9027226,-0.8119855,0.0907371
6,-1.1015625,-1.001143,"('distant', 'open')",-1.1015625,-1.001143,0.1004195
7,0.62268186,0.5988222,"('insensitive', 'sensitive')",0.6226819,0.5988222,-0.0238597
8,-0.19881694,-0.20587093,"('unaffectionate', 'affectionate')",-0.1988169,-0.2058709,-0.007054
9,0.43508366,0.3980956,"('unaffectionate', 'caring')",0.4350837,0.3980956,-0.0369881
10,0.18834655,0.13481764,"('unsympathetic', 'sympathetic')",0.1883465,0.1348176,-0.0535289
11,1.7398162,1.648783,"('unhelpful', 'helpful')",1.7398162,1.648783,-0.0910332
12,-0.70005417,-0.6717966,"('unsupportive', 'supportive')",-0.7000542,-0.6717966,0.0282576
13,0.39187136,0.3169343,"('impolite', 'polite')",0.3918714,0.3169343,-0.0749371
14,0.84183955,0.74070436,"('antisocial', 'social')",0.8418396,0.7407044,-0.1011352
15,0.9181341,0.74704903,"('boring', 'funny')",0.9181341,0.747049,-0.1710851
16,-0.5260828,-0.56183755,"('unpopular', 'popular')",-0.5260828,-0.5618376,-0.0357548
17,-0.12306213,-0.06480039,"('nasty', 'nice')",-0.1230621,-0.0648004,0.0582617
18,-0.63156235,-0.7051387,"('disagreeable', 'welcoming')",-0.6315624,-0.7051387,-0.0735763
19,-0.82707167,-0.80376065,"('inhospitable', 'hospitable')",-0.8270717,-0.8037606,0.0233111
20,0.2014879,0.2032012,"('rough', 'thoughtful')",0.2014879,0.2032012,0.0017133
21,0.73946387,0.74419504,"('immoral', 'moral')",0.7394639,0.744195,0.0047311
22,0.22919735,0.1871727,"('untrustworthy', 'trustworthy')",0.2291974,0.1871727,-0.0420247
23,3.4943378,3.4006867,"('insincere', 'sincere')",3.4943378,3.4006867,-0.0936511
24,0.5501405,0.53923345,"('dishonest', 'honest')",0.5501405,0.5392334,-0.0109071
25,0.431018,0.29688817,"('egoistic', 'altruistic')",0.431018,0.2968882,-0.1341298
26,0.78172976,0.6047076,"('hardhearted', 'benevolent')",0.7817298,0.6047076,-0.1770222
27,0.37929064,0.29156595,"('hardhearted', 'softhearted')",0.3792906,0.291566,-0.0877246
28,0.45546815,0.35998374,"('disloyal', 'loyal')",0.4554681,0.3599837,-0.0954844
29,-0.8043102,-0.91458756,"('unfair', 'fair')",-0.8043102,-0.9145876,-0.1102774
30,1.1039209,0.981524,"('intolerant', 'tolerant')",1.1039209,0.981524,-0.1223969
31,-1.9108312,-1.7785381,"('evil', 'good')",-1.9108312,-1.7785381,0.1322931
32,1.3409035,1.1291164,"('unkind', 'kind')",1.3409035,1.1291164,-0.2117871
33,-0.105978794,-0.10431737,"('wrong', 'right')",-0.1059788,-0.1043174,0.0016614
34,2.5761826,2.665615,"('mean', 'honorable')",2.5761826,2.6656151,0.0894325
35,-0.8808766,-0.97684747,"('corrupt', 'incorrupt')",-0.8808766,-0.9768475,-0.0959709
36,-1.1706997,-1.1522382,"('hostile', 'amicable')",-1.1706997,-1.1522382,0.0184615
37,0.3959939,0.38437074,"('fake', 'genuine')",0.3959939,0.3843707,-0.0116232
38,0.51057434,0.5125187,"('untruthful', 'truthful')",0.5105743,0.5125187,0.0019444
39,0.97467464,1.0571378,"('exploitative', 'cooperative')",0.9746746,1.0571378,0.0824632
40,-1.8275578,-1.8432719,"('stingy', 'generous')",-1.8275578,-1.8432719,-0.0157141
41,0.61023885,0.5862237,"('unforgiving', 'forgiving')",0.6102389,0.5862237,-0.0240152
42,-0.7722885,-0.81061864,"('unreliable', 'reliable')",-0.7722885,-0.8106186,-0.0383301
43,0.09404582,0.102584764,"('irresponsible', 'responsible')",0.0940458,0.1025848,0.008539
44,-0.559509,-0.5466842,"('prejudiced', 'unprejudiced')",-0.559509,-0.5466842,0.0128248
45,0.26662642,0.2872425,"('incompetent', 'competent')",0.2666264,0.2872425,0.0206161
46,0.15816836,0.1416731,"('uncompetitive', 'competitive')",0.1581684,0.1416731,-0.0164953
47,2.9332132,2.9498928,"('stupid', 'smart')",2.9332132,2.9498928,0.0166796
48,0.3010842,0.23927313,"('unintelligent', 'intelligent')",0.3010842,0.2392731,-0.0618111
49,0.29003343,0.34022176,"('unable', 'able')",0.2900334,0.3402218,0.0501884
50,0.17079102,0.1249535,"('clumsy', 'skillful')",0.170791,0.1249535,-0.0458375
51,0.4726014,0.26809192,"('uneducated', 'educated')",0.4726014,0.2680919,-0.2045095
52,-1.1507689,-1.2523031,"('irrational', 'rational')",-1.1507689,-1.2523031,-0.1015342
53,-1.063736,-1.167253,"('uncreative', 'creative')",-1.063736,-1.167253,-0.103517
54,0.45260632,0.38233745,"('incapable', 'capable')",0.4526063,0.3823375,-0.0702688
55,0.48569524,0.50212204,"('incompetent', 'clever')",0.4856952,0.502122,0.0164268
56,1.470252,1.3681362,"('impractical', 'practical')",1.470252,1.3681362,-0.1021158
57,-1.7633499,-1.8359133,"('unimaginative', 'imaginative')",-1.7633499,-1.8359133,-0.0725634
58,-0.16496232,-0.11336687,"('undiscriminating', 'discriminating')",-0.1649623,-0.1133669,0.0515954
59,-0.5136574,-0.51035243,"('foolish', 'wise')",-0.5136574,-0.5103524,0.003305
60,1.3940846,1.3882377,"('inefficient', 'efficient')",1.3940846,1.3882377,-0.0058469
61,0.37679884,0.18088433,"('illogical', 'logical')",0.3767988,0.1808843,-0.1959145
62,1.3359785,1.3765004,"('incompetent', 'brilliant')",1.3359785,1.3765004,0.0405219
63,0.8571663,0.8902455,"('unperceptive', 'insightful')",0.8571663,0.8902455,0.0330792
64,-3.2627912,-3.2848306,"('shy', 'confident')",-3.2627912,-3.2848306,-0.0220394
65,0.34726843,0.2933673,"('insecure', 'secure')",0.3472684,0.2933673,-0.0539011
66,-1.3348095,-1.3489543,"('inactive', 'active')",-1.3348095,-1.3489543,-0.0141448
67,0.029231578,0.05079241,"('doubtful', 'determined')",0.0292316,0.0507924,0.0215608
68,-0.5547636,-0.6253455,"('dependent', 'independent')",-0.5547636,-0.6253455,-0.0705819
69,-0.6279526,-0.5970389,"('lazy', 'industrious')",-0.6279526,-0.5970389,0.0309137
70,0.6102823,0.59160876,"('lethargic', 'energetic')",0.6102823,0.5916088,-0.0186735
71,0.76369286,0.68933153,"('diffident', 'self-confident')",0.7636929,0.6893315,-0.0743614
72,-0.74439013,-0.68088645,"('unambitious', 'ambitious')",-0.7443901,-0.6808864,0.0635037
73,-1.6746438,-1.5729561,"('helpless', 'self-reliant')",-1.6746438,-1.5729561,0.1016877
74,0.26422527,0.23627949,"('undedicated', 'dedicated')",0.2642253,0.2362795,-0.0279458
75,-0.9864137,-0.8325527,"('meek', 'impulsive')",-0.9864137,-0.8325527,0.153861
76,0.41764677,0.44736275,"('anxious', 'daring')",0.4176468,0.4473628,0.029716
77,-0.62199885,-0.62131983,"('unmotivated', 'motivated')",-0.6219988,-0.6213198,0.000679
