,angiosperm_male,angiosperm_female,tuple,average_male,average_female,female-male
0,-0.94152117,-1.1142366,"('unsociable', 'sociable')",-0.9415212,-1.1142366,-0.1727154
1,1.5227118,1.1448975,"('unfriendly', 'friendly')",1.5227118,1.1448975,-0.3778143
2,-0.13474917,-0.13092673,"('unlikable', 'likable')",-0.1347492,-0.1309267,0.0038225
3,-1.9343156,-1.9038652,"('repellent', 'pleasant')",-1.9343156,-1.9038652,0.0304504
4,-0.63888735,-0.57859415,"('disliked', 'liked')",-0.6388873,-0.5785941,0.0602932
5,1.2424953,1.2082353,"('distant', 'outgoing')",1.2424953,1.2082353,-0.03426
6,1.432096,1.3268392,"('distant', 'open')",1.432096,1.3268392,-0.1052568
7,-0.9216307,-1.050572,"('insensitive', 'sensitive')",-0.9216307,-1.050572,-0.1289413
8,1.324842,1.058177,"('unaffectionate', 'affectionate')",1.324842,1.058177,-0.266665
9,0.6454611,0.38112718,"('unaffectionate', 'caring')",0.6454611,0.3811272,-0.2643339
10,-2.5987098,-2.7753994,"('unsympathetic', 'sympathetic')",-2.5987098,-2.7753994,-0.1766896
11,-1.1671506,-1.2945178,"('unhelpful', 'helpful')",-1.1671506,-1.2945178,-0.1273672
12,-1.1963718,-1.3077002,"('unsupportive', 'supportive')",-1.1963718,-1.3077002,-0.1113284
13,-1.9302329,-2.0250428,"('impolite', 'polite')",-1.9302329,-2.0250428,-0.0948099
14,-1.0880629,-1.0996989,"('antisocial', 'social')",-1.0880629,-1.0996989,-0.011636
15,1.6449193,1.6186901,"('boring', 'funny')",1.6449193,1.6186901,-0.0262292
16,-0.39614606,-0.34474748,"('unpopular', 'popular')",-0.3961461,-0.3447475,0.0513986
17,0.022821473,0.16426882,"('nasty', 'nice')",0.0228215,0.1642688,0.1414473
18,0.18362522,0.1325534,"('disagreeable', 'welcoming')",0.1836252,0.1325534,-0.0510718
19,-0.43455946,-0.4262267,"('inhospitable', 'hospitable')",-0.4345595,-0.4262267,0.0083328
20,-0.3764486,-0.32622993,"('rough', 'thoughtful')",-0.3764486,-0.3262299,0.0502187
21,-2.10098,-2.013862,"('immoral', 'moral')",-2.10098,-2.0138619,0.0871181
22,-0.82300687,-0.9448009,"('untrustworthy', 'trustworthy')",-0.8230069,-0.9448009,-0.121794
23,-0.3901649,-0.59193784,"('insincere', 'sincere')",-0.3901649,-0.5919378,-0.2017729
24,-1.1654385,-1.3893472,"('dishonest', 'honest')",-1.1654385,-1.3893472,-0.2239087
25,1.4458017,1.3703055,"('egoistic', 'altruistic')",1.4458017,1.3703055,-0.0754962
26,2.1453302,1.8233361,"('hardhearted', 'benevolent')",2.1453302,1.8233361,-0.3219941
27,1.4526665,1.2399284,"('hardhearted', 'softhearted')",1.4526665,1.2399284,-0.2127381
28,-0.33137572,-0.6033568,"('disloyal', 'loyal')",-0.3313757,-0.6033568,-0.2719811
29,-0.40065658,-0.4003836,"('unfair', 'fair')",-0.4006566,-0.4003836,0.000273
30,-0.94034874,-0.97545123,"('intolerant', 'tolerant')",-0.9403487,-0.9754512,-0.0351025
31,0.84149903,0.8079296,"('evil', 'good')",0.841499,0.8079296,-0.0335694
32,0.45647964,0.21181872,"('unkind', 'kind')",0.4564796,0.2118187,-0.2446609
33,1.0512767,1.005306,"('wrong', 'right')",1.0512767,1.005306,-0.0459707
34,0.9545758,1.0495932,"('mean', 'honorable')",0.9545758,1.0495932,0.0950174
35,1.9699045,1.9716694,"('corrupt', 'incorrupt')",1.9699045,1.9716694,0.0017649
36,1.7241719,1.6405573,"('hostile', 'amicable')",1.7241719,1.6405573,-0.0836146
37,0.07995412,-0.03364819,"('fake', 'genuine')",0.0799541,-0.0336482,-0.1136023
38,-0.45276237,-0.54994994,"('untruthful', 'truthful')",-0.4527624,-0.5499499,-0.0971875
39,-0.6361356,-0.5438194,"('exploitative', 'cooperative')",-0.6361356,-0.5438194,0.0923162
40,0.50937796,0.43089038,"('stingy', 'generous')",0.509378,0.4308904,-0.0784876
41,-0.20350787,-0.33157873,"('unforgiving', 'forgiving')",-0.2035079,-0.3315787,-0.1280708
42,-0.8938696,-0.8780955,"('unreliable', 'reliable')",-0.8938696,-0.8780955,0.0157741
43,-2.372071,-2.4983861,"('irresponsible', 'responsible')",-2.372071,-2.4983861,-0.1263151
