,image_male,image_female,tuple,average_male,average_female,female-male
0,-0.031983472,-0.06843156,"('unsociable', 'sociable')",-0.0319835,-0.0684316,-0.0364481
1,1.4020267,1.3443226,"('unfriendly', 'friendly')",1.4020267,1.3443226,-0.0577041
2,0.57980657,0.7305975,"('unlikable', 'likable')",0.5798066,0.7305975,0.1507909
3,0.7865377,1.045282,"('repellent', 'pleasant')",0.7865377,1.045282,0.2587443
4,-7.2380176,-7.1353116,"('disliked', 'liked')",-7.2380176,-7.1353116,0.102706
5,-0.05842845,0.008106278,"('distant', 'outgoing')",-0.0584285,0.0081063,0.0665348
6,0.06452895,0.10996623,"('distant', 'open')",0.0645289,0.1099662,0.0454373
7,1.434259,1.4921075,"('insensitive', 'sensitive')",1.4342591,1.4921075,0.0578484
8,0.9538945,0.87347394,"('unaffectionate', 'affectionate')",0.9538945,0.8734739,-0.0804206
9,1.5610956,1.6229728,"('unaffectionate', 'caring')",1.5610956,1.6229728,0.0618772
10,1.2976861,1.3878417,"('unsympathetic', 'sympathetic')",1.2976861,1.3878417,0.0901556
11,2.312372,2.401483,"('unhelpful', 'helpful')",2.312372,2.4014831,0.0891111
12,-0.9926461,-0.94024295,"('unsupportive', 'supportive')",-0.9926461,-0.9402429,0.0524032
13,0.3348023,0.3823242,"('impolite', 'polite')",0.3348023,0.3823242,0.0475219
14,-0.13575366,-0.13947365,"('antisocial', 'social')",-0.1357537,-0.1394736,-0.0037199
15,0.36868185,0.32705715,"('boring', 'funny')",0.3686818,0.3270572,-0.0416246
16,-0.57847726,-0.44907638,"('unpopular', 'popular')",-0.5784773,-0.4490764,0.1294009
17,-0.32902008,-0.23629507,"('nasty', 'nice')",-0.3290201,-0.2362951,0.092725
18,-0.45806113,-0.48366174,"('disagreeable', 'welcoming')",-0.4580611,-0.4836617,-0.0256006
19,-0.121223286,-0.08503771,"('inhospitable', 'hospitable')",-0.1212233,-0.0850377,0.0361856
20,0.78508437,0.68281084,"('rough', 'thoughtful')",0.7850844,0.6828108,-0.1022736
21,0.32229513,0.4545612,"('immoral', 'moral')",0.3222951,0.4545612,0.1322661
22,-0.20787095,-0.16278592,"('untrustworthy', 'trustworthy')",-0.2078709,-0.1627859,0.045085
23,6.85413,6.91827,"('insincere', 'sincere')",6.8541298,6.9182701,0.0641403
24,2.3159006,2.3546662,"('dishonest', 'honest')",2.3159006,2.3546662,0.0387656
25,0.02543382,-0.054294206,"('egoistic', 'altruistic')",0.0254338,-0.0542942,-0.079728
26,0.2189084,0.103007436,"('hardhearted', 'benevolent')",0.2189084,0.1030074,-0.115901
27,1.5321246,1.4705386,"('hardhearted', 'softhearted')",1.5321246,1.4705386,-0.061586
28,1.0400137,1.0589933,"('disloyal', 'loyal')",1.0400137,1.0589933,0.0189796
29,-0.37636155,-0.47671837,"('unfair', 'fair')",-0.3763615,-0.4767184,-0.1003569
30,1.2080373,1.1446301,"('intolerant', 'tolerant')",1.2080373,1.1446301,-0.0634072
31,-1.614272,-1.6485194,"('evil', 'good')",-1.614272,-1.6485194,-0.0342474
32,1.5054836,1.4811865,"('unkind', 'kind')",1.5054836,1.4811865,-0.0242971
33,-0.45024636,-0.40467644,"('wrong', 'right')",-0.4502464,-0.4046764,0.04557
34,4.4896436,4.701197,"('mean', 'honorable')",4.4896436,4.7011971,0.2115535
35,-1.063273,-1.1570385,"('corrupt', 'incorrupt')",-1.063273,-1.1570385,-0.0937655
36,-0.93562603,-1.0214705,"('hostile', 'amicable')",-0.935626,-1.0214705,-0.0858445
37,0.7801692,0.7425362,"('fake', 'genuine')",0.7801692,0.7425362,-0.037633
38,0.35917503,0.30607307,"('untruthful', 'truthful')",0.359175,0.3060731,-0.0531019
39,-0.23454814,-0.27717435,"('exploitative', 'cooperative')",-0.2345481,-0.2771744,-0.0426263
40,-1.3087857,-1.3049617,"('stingy', 'generous')",-1.3087857,-1.3049617,0.003824
41,-0.20205885,-0.26929283,"('unforgiving', 'forgiving')",-0.2020589,-0.2692928,-0.0672339
42,-1.6913576,-1.5516988,"('unreliable', 'reliable')",-1.6913576,-1.5516988,0.1396588
43,1.7302022,1.6762694,"('irresponsible', 'responsible')",1.7302022,1.6762694,-0.0539328
44,-1.0495275,-1.1835968,"('prejudiced', 'unprejudiced')",-1.0495275,-1.1835968,-0.1340693
45,0.25485703,0.4206952,"('incompetent', 'competent')",0.254857,0.4206952,0.1658382
46,-0.4158173,-0.2643782,"('uncompetitive', 'competitive')",-0.4158173,-0.2643782,0.1514391
47,5.4600563,5.725989,"('stupid', 'smart')",5.4600563,5.7259889,0.2659326
48,1.127859,1.0470746,"('unintelligent', 'intelligent')",1.127859,1.0470746,-0.0807844
49,0.30523732,0.4835929,"('unable', 'able')",0.3052373,0.4835929,0.1783556
50,0.22327742,0.4030892,"('clumsy', 'skillful')",0.2232774,0.4030892,0.1798118
51,0.9536601,1.0273395,"('uneducated', 'educated')",0.9536601,1.0273395,0.0736794
52,-0.5041636,-0.5705201,"('irrational', 'rational')",-0.5041636,-0.5705201,-0.0663565
53,0.56274897,0.5612025,"('uncreative', 'creative')",0.562749,0.5612025,-0.0015465
