,crotch_male,crotch_female,tuple,average_male,average_female,female-male
0,0.41503,0.26784897,"('unsociable', 'sociable')",0.41503,0.267849,-0.147181
1,1.6116234,1.4577198,"('unfriendly', 'friendly')",1.6116234,1.4577198,-0.1539036
2,0.27569583,0.34832114,"('unlikable', 'likable')",0.2756958,0.3483211,0.0726253
3,1.016355,1.0482852,"('repellent', 'pleasant')",1.016355,1.0482852,0.0319302
4,-7.145618,-7.160253,"('disliked', 'liked')",-7.145618,-7.160253,-0.014635
5,-0.23612213,-0.072864056,"('distant', 'outgoing')",-0.2361221,-0.0728641,0.163258
6,0.05433102,0.122249246,"('distant', 'open')",0.054331,0.1222492,0.0679182
7,1.472128,1.4646721,"('insensitive', 'sensitive')",1.472128,1.4646721,-0.0074559
8,0.9119678,0.8109065,"('unaffectionate', 'affectionate')",0.9119678,0.8109065,-0.1010613
9,1.4888214,1.540493,"('unaffectionate', 'caring')",1.4888214,1.540493,0.0516716
10,1.2115544,1.193885,"('unsympathetic', 'sympathetic')",1.2115544,1.193885,-0.0176694
11,2.3249278,2.347439,"('unhelpful', 'helpful')",2.3249278,2.3474391,0.0225113
12,-1.132164,-0.9937052,"('unsupportive', 'supportive')",-1.132164,-0.9937052,0.1384588
13,0.18671799,0.13855985,"('impolite', 'polite')",0.186718,0.1385598,-0.0481582
14,0.19770375,0.14146735,"('antisocial', 'social')",0.1977037,0.1414673,-0.0562364
15,0.7467973,0.717716,"('boring', 'funny')",0.7467973,0.717716,-0.0290813
16,-0.56364983,-0.5133701,"('unpopular', 'popular')",-0.5636498,-0.5133701,0.0502797
17,-0.47909877,-0.42624053,"('nasty', 'nice')",-0.4790988,-0.4262405,0.0528583
18,-0.08115125,-0.064281195,"('disagreeable', 'welcoming')",-0.0811512,-0.0642812,0.01687
19,-0.3415099,-0.15843578,"('inhospitable', 'hospitable')",-0.3415099,-0.1584358,0.1830741
20,0.58005905,0.37645042,"('rough', 'thoughtful')",0.5800591,0.3764504,-0.2036087
21,0.43656194,0.60467595,"('immoral', 'moral')",0.4365619,0.6046759,0.168114
22,0.25044903,0.24917619,"('untrustworthy', 'trustworthy')",0.250449,0.2491762,-0.0012728
23,7.074246,7.127345,"('insincere', 'sincere')",7.0742459,7.1273451,0.0530992
24,2.2206907,2.2540696,"('dishonest', 'honest')",2.2206907,2.2540696,0.0333789
25,0.87887925,0.6240132,"('egoistic', 'altruistic')",0.8788792,0.6240132,-0.254866
26,0.19372706,0.04841866,"('hardhearted', 'benevolent')",0.1937271,0.0484187,-0.1453084
27,1.740546,1.4503822,"('hardhearted', 'softhearted')",1.740546,1.4503822,-0.2901638
28,1.2580209,1.1944425,"('disloyal', 'loyal')",1.2580209,1.1944425,-0.0635784
29,-0.4963021,-0.585402,"('unfair', 'fair')",-0.4963021,-0.585402,-0.0890999
30,1.0628729,0.9993028,"('intolerant', 'tolerant')",1.0628729,0.9993028,-0.0635701
31,-1.5331168,-1.4883206,"('evil', 'good')",-1.5331168,-1.4883206,0.0447962
32,1.3806154,1.2190858,"('unkind', 'kind')",1.3806154,1.2190858,-0.1615296
33,-0.09048682,-0.07386794,"('wrong', 'right')",-0.0904868,-0.0738679,0.0166189
34,4.8533807,5.0911613,"('mean', 'honorable')",4.8533807,5.0911613,0.2377806
35,-1.0257081,-1.1320374,"('corrupt', 'incorrupt')",-1.0257081,-1.1320374,-0.1063293
36,-1.2988555,-1.4139559,"('hostile', 'amicable')",-1.2988555,-1.4139559,-0.1151004
37,1.2459438,1.0154495,"('fake', 'genuine')",1.2459438,1.0154495,-0.2304943
38,0.27283177,0.32628053,"('untruthful', 'truthful')",0.2728318,0.3262805,0.0534487
39,0.18722552,0.20914978,"('exploitative', 'cooperative')",0.1872255,0.2091498,0.0219243
40,-0.88054955,-1.12771,"('stingy', 'generous')",-0.8805496,-1.12771,-0.2471604
41,-0.024610125,-0.10740104,"('unforgiving', 'forgiving')",-0.0246101,-0.107401,-0.0827909
