,hearsay_male,hearsay_female,tuple,average_male,average_female,female-male
0,0.9625668,0.82641065,"('unsociable', 'sociable')",0.9625668,0.8264107,-0.1361561
1,-0.3556121,-0.41026407,"('unfriendly', 'friendly')",-0.3556121,-0.4102641,-0.054652
2,-0.6053379,-0.478056,"('unlikable', 'likable')",-0.6053379,-0.478056,0.1272819
3,-0.5846378,-0.3786,"('repellent', 'pleasant')",-0.5846378,-0.3786,0.2060378
4,-3.6845307,-3.7957735,"('disliked', 'liked')",-3.6845307,-3.7957735,-0.1112428
5,-1.2682121,-1.3335766,"('distant', 'outgoing')",-1.2682121,-1.3335766,-0.0653645
6,-1.0272119,-1.110996,"('distant', 'open')",-1.0272119,-1.110996,-0.0837841
7,0.31581452,0.44656157,"('insensitive', 'sensitive')",0.3158145,0.4465616,0.1307471
8,-0.48922023,-0.59712243,"('unaffectionate', 'affectionate')",-0.4892202,-0.5971224,-0.1079022
9,0.07998107,0.09917025,"('unaffectionate', 'caring')",0.0799811,0.0991703,0.0191892
10,0.6062226,0.54046166,"('unsympathetic', 'sympathetic')",0.6062226,0.5404617,-0.0657609
11,0.7707175,0.88313985,"('unhelpful', 'helpful')",0.7707175,0.8831398,0.1124223
12,-1.0686847,-1.0048232,"('unsupportive', 'supportive')",-1.0686847,-1.0048232,0.0638615
13,0.66292983,0.7294971,"('impolite', 'polite')",0.6629298,0.7294971,0.0665673
14,0.24853429,0.2487939,"('antisocial', 'social')",0.2485343,0.2487939,0.0002596
15,1.1084124,1.0904009,"('boring', 'funny')",1.1084124,1.0904009,-0.0180115
16,-0.8766733,-0.83021134,"('unpopular', 'popular')",-0.8766733,-0.8302113,0.046462
17,-0.5669416,-0.6192635,"('nasty', 'nice')",-0.5669416,-0.6192635,-0.0523219
18,-1.6120212,-1.5905461,"('disagreeable', 'welcoming')",-1.6120212,-1.5905461,0.0214751
19,-1.0218155,-1.1181179,"('inhospitable', 'hospitable')",-1.0218155,-1.1181179,-0.0963024
20,-0.21309713,-0.1318213,"('rough', 'thoughtful')",-0.2130971,-0.1318213,0.0812758
21,0.38542894,0.5475273,"('immoral', 'moral')",0.3854289,0.5475273,0.1620984
22,1.0520952,1.2186314,"('untrustworthy', 'trustworthy')",1.0520952,1.2186314,0.1665362
23,2.6394255,2.7541327,"('insincere', 'sincere')",2.6394255,2.7541327,0.1147072
24,0.7612965,0.74706817,"('dishonest', 'honest')",0.7612965,0.7470682,-0.0142283
25,-0.35769814,-0.40422058,"('egoistic', 'altruistic')",-0.3576981,-0.4042206,-0.0465225
26,0.8242473,0.6473112,"('hardhearted', 'benevolent')",0.8242473,0.6473112,-0.1769361
27,0.5168731,0.4458634,"('hardhearted', 'softhearted')",0.5168731,0.4458634,-0.0710097
28,-0.37336046,-0.46876082,"('disloyal', 'loyal')",-0.3733605,-0.4687608,-0.0954003
29,0.10288983,0.12252886,"('unfair', 'fair')",0.1028898,0.1225289,0.0196391
30,0.522405,0.57765245,"('intolerant', 'tolerant')",0.522405,0.5776525,0.0552475
31,-1.2336693,-1.2969583,"('evil', 'good')",-1.2336693,-1.2969583,-0.063289
32,0.92264307,0.8774438,"('unkind', 'kind')",0.9226431,0.8774438,-0.0451993
33,-0.42583585,-0.43265998,"('wrong', 'right')",-0.4258358,-0.43266,-0.0068242
