,lesbian_male,lesbian_female,tuple,average_male,average_female,female-male
0,-0.052918494,0.034580156,"('unsociable', 'sociable')",-0.0529185,0.0345802,0.0874987
1,1.5333942,1.9021623,"('unfriendly', 'friendly')",1.5333942,1.9021623,0.3687681
2,-0.029752122,0.18387127,"('unlikable', 'likable')",-0.0297521,0.1838713,0.2136234
3,1.2596436,0.4962537,"('repellent', 'pleasant')",1.2596436,0.4962537,-0.7633899
4,-7.529139,-7.4535236,"('disliked', 'liked')",-7.529139,-7.4535236,0.0756154
5,-0.34844527,0.13001871,"('distant', 'outgoing')",-0.3484453,0.1300187,0.478464
6,0.13272886,0.45473742,"('distant', 'open')",0.1327289,0.4547374,0.3220085
7,0.9671922,0.8152575,"('insensitive', 'sensitive')",0.9671922,0.8152575,-0.1519347
8,1.2524459,1.7006384,"('unaffectionate', 'affectionate')",1.2524459,1.7006384,0.4481925
9,1.4609069,2.0030754,"('unaffectionate', 'caring')",1.4609069,2.0030754,0.5421685
10,0.65815,0.60796607,"('unsympathetic', 'sympathetic')",0.65815,0.6079661,-0.0501839
11,1.609831,1.7988025,"('unhelpful', 'helpful')",1.609831,1.7988025,0.1889715
12,-1.4869447,-1.0321759,"('unsupportive', 'supportive')",-1.4869447,-1.0321759,0.4547688
13,-0.313146,-0.5939142,"('impolite', 'polite')",-0.313146,-0.5939142,-0.2807682
14,-0.13763842,-0.384627,"('antisocial', 'social')",-0.1376384,-0.384627,-0.2469886
15,0.38358578,0.60202426,"('boring', 'funny')",0.3835858,0.6020243,0.2184385
16,-0.6130413,-1.0782886,"('unpopular', 'popular')",-0.6130413,-1.0782886,-0.4652473
17,-0.46115386,-0.3579261,"('nasty', 'nice')",-0.4611539,-0.3579261,0.1032278
18,-0.34610528,-0.5570321,"('disagreeable', 'welcoming')",-0.3461053,-0.5570321,-0.2109268
19,-0.42670038,0.13637725,"('inhospitable', 'hospitable')",-0.4267004,0.1363772,0.5630776
20,0.74003965,0.23315677,"('rough', 'thoughtful')",0.7400396,0.2331568,-0.5068828
21,-0.36591423,-0.23094283,"('immoral', 'moral')",-0.3659142,-0.2309428,0.1349714
22,-0.70669985,-0.41965336,"('untrustworthy', 'trustworthy')",-0.7066998,-0.4196534,0.2870464
23,6.8433876,6.929976,"('insincere', 'sincere')",6.8433876,6.929976,0.0865884
24,1.8185009,2.165183,"('dishonest', 'honest')",1.8185009,2.1651831,0.3466822
25,1.0253798,0.7832237,"('egoistic', 'altruistic')",1.0253798,0.7832237,-0.2421561
26,0.7498176,0.8808981,"('hardhearted', 'benevolent')",0.7498176,0.8808981,0.1310805
27,2.019283,1.7078912,"('hardhearted', 'softhearted')",2.0192831,1.7078912,-0.3113919
28,0.97931635,0.99159265,"('disloyal', 'loyal')",0.9793164,0.9915926,0.0122762
29,-0.74841547,-0.72835314,"('unfair', 'fair')",-0.7484155,-0.7283531,0.0200624
30,0.9294177,0.9706688,"('intolerant', 'tolerant')",0.9294177,0.9706688,0.0412511
31,-1.0516918,-1.5575106,"('evil', 'good')",-1.0516918,-1.5575106,-0.5058188
32,0.9055579,0.6006086,"('unkind', 'kind')",0.9055579,0.6006086,-0.3049493
33,-0.62470204,-0.43544507,"('wrong', 'right')",-0.624702,-0.4354451,0.1892569
34,4.996279,5.5083857,"('mean', 'honorable')",4.9962788,5.5083857,0.5121069
35,-1.0074775,-1.3779541,"('corrupt', 'incorrupt')",-1.0074775,-1.3779541,-0.3704766
36,-1.0897763,-0.96810204,"('hostile', 'amicable')",-1.0897763,-0.968102,0.1216743
