,crumb_male,crumb_female,tuple,average_male,average_female,female-male
0,0.4638722,0.4017794,"('unsociable', 'sociable')",0.4638722,0.4017794,-0.0620928
1,-0.7063395,-0.93070686,"('unfriendly', 'friendly')",-0.7063395,-0.9307069,-0.2243674
2,-0.7035217,-0.76977193,"('unlikable', 'likable')",-0.7035217,-0.7697719,-0.0662502
3,-0.9318498,-1.0381778,"('repellent', 'pleasant')",-0.9318498,-1.0381778,-0.106328
4,-1.874427,-1.7292794,"('disliked', 'liked')",-1.874427,-1.7292794,0.1451476
5,-1.1350139,-1.1371471,"('distant', 'outgoing')",-1.1350139,-1.1371471,-0.0021332
6,-1.3025274,-1.366864,"('distant', 'open')",-1.3025274,-1.366864,-0.0643366
7,0.58355,0.5623614,"('insensitive', 'sensitive')",0.58355,0.5623614,-0.0211886
8,-0.080256715,-0.2859351,"('unaffectionate', 'affectionate')",-0.0802567,-0.2859351,-0.2056784
9,-0.031249683,-0.23455678,"('unaffectionate', 'caring')",-0.0312497,-0.2345568,-0.2033071
10,0.50907874,0.4815962,"('unsympathetic', 'sympathetic')",0.5090787,0.4815962,-0.0274825
11,0.7721579,0.7816946,"('unhelpful', 'helpful')",0.7721579,0.7816946,0.0095367
12,-0.8807368,-0.84327424,"('unsupportive', 'supportive')",-0.8807368,-0.8432742,0.0374626
13,0.27298054,0.31812328,"('impolite', 'polite')",0.2729805,0.3181233,0.0451428
14,0.8948357,0.8998009,"('antisocial', 'social')",0.8948357,0.8998009,0.0049652
15,0.24228767,0.34765345,"('boring', 'funny')",0.2422877,0.3476534,0.1053657
16,-0.58445334,-0.7551322,"('unpopular', 'popular')",-0.5844533,-0.7551322,-0.1706789
17,-0.012241244,-0.015910417,"('nasty', 'nice')",-0.0122412,-0.0159104,-0.0036692
18,-1.30106,-1.3988798,"('disagreeable', 'welcoming')",-1.30106,-1.3988798,-0.0978198
19,-1.2455058,-1.2282591,"('inhospitable', 'hospitable')",-1.2455058,-1.2282591,0.0172467
20,0.15210833,0.06701787,"('rough', 'thoughtful')",0.1521083,0.0670179,-0.0850904
21,-0.1900721,0.06766178,"('immoral', 'moral')",-0.1900721,0.0676618,0.2577339
22,1.181263,0.97395223,"('untrustworthy', 'trustworthy')",1.181263,0.9739522,-0.2073108
23,1.5115658,1.2059326,"('insincere', 'sincere')",1.5115658,1.2059326,-0.3056332
24,0.42301577,0.26543018,"('dishonest', 'honest')",0.4230158,0.2654302,-0.1575856
25,-0.06153475,-0.16060068,"('egoistic', 'altruistic')",-0.0615348,-0.1606007,-0.0990659
26,0.21878326,-0.11127252,"('hardhearted', 'benevolent')",0.2187833,-0.1112725,-0.3300558
27,0.5255592,0.36461574,"('hardhearted', 'softhearted')",0.5255592,0.3646157,-0.1609435
28,0.46536723,0.3449057,"('disloyal', 'loyal')",0.4653672,0.3449057,-0.1204615
29,0.13806206,-0.0045159385,"('unfair', 'fair')",0.1380621,-0.0045159,-0.142578
30,0.7982498,0.85069466,"('intolerant', 'tolerant')",0.7982498,0.8506947,0.0524449
31,-1.4640802,-1.4482368,"('evil', 'good')",-1.4640802,-1.4482368,0.0158434
32,-0.026444683,-0.2638886,"('unkind', 'kind')",-0.0264447,-0.2638886,-0.2374439
33,0.07051051,0.010776099,"('wrong', 'right')",0.0705105,0.0107761,-0.0597344
34,1.1971731,1.0828571,"('mean', 'honorable')",1.1971731,1.0828571,-0.114316
35,0.10235105,-0.090218514,"('corrupt', 'incorrupt')",0.102351,-0.0902185,-0.1925695
36,-1.324286,-1.5451248,"('hostile', 'amicable')",-1.324286,-1.5451248,-0.2208388
37,0.22279468,0.19701417,"('fake', 'genuine')",0.2227947,0.1970142,-0.0257805
38,-0.0022609048,-0.05706604,"('untruthful', 'truthful')",-0.0022609,-0.057066,-0.0548051
39,1.0393913,1.2440689,"('exploitative', 'cooperative')",1.0393913,1.2440689,0.2046776
40,-0.9426066,-1.0872557,"('stingy', 'generous')",-0.9426066,-1.0872557,-0.1446491
41,0.91490126,0.72372305,"('unforgiving', 'forgiving')",0.9149013,0.7237231,-0.1911782
42,-0.40832135,-0.17993207,"('unreliable', 'reliable')",-0.4083214,-0.1799321,0.2283893
43,0.62358356,0.64159507,"('irresponsible', 'responsible')",0.6235836,0.6415951,0.0180115
44,-0.38314947,-0.29041794,"('prejudiced', 'unprejudiced')",-0.3831495,-0.2904179,0.0927316
45,0.8897246,0.80564344,"('incompetent', 'competent')",0.8897246,0.8056434,-0.0840812
46,0.07208209,0.03745466,"('uncompetitive', 'competitive')",0.0720821,0.0374547,-0.0346274
47,1.8026364,1.559647,"('stupid', 'smart')",1.8026364,1.559647,-0.2429894
48,-0.070701435,0.030074384,"('unintelligent', 'intelligent')",-0.0707014,0.0300744,0.1007758
49,-0.8301574,-0.66127014,"('unable', 'able')",-0.8301574,-0.6612701,0.1688873
50,-0.7700625,-0.9222521,"('clumsy', 'skillful')",-0.7700625,-0.9222521,-0.1521896
51,-0.36114925,-0.3488336,"('uneducated', 'educated')",-0.3611493,-0.3488336,0.0123157
52,-1.3803059,-1.5148292,"('irrational', 'rational')",-1.3803059,-1.5148292,-0.1345233
53,-1.0064087,-1.2064842,"('uncreative', 'creative')",-1.0064087,-1.2064842,-0.2000755
54,-0.90141946,-1.0705117,"('incapable', 'capable')",-0.9014195,-1.0705117,-0.1690922
55,0.59222394,0.7314755,"('incompetent', 'clever')",0.5922239,0.7314755,0.1392516
56,1.1046922,1.2974178,"('impractical', 'practical')",1.1046922,1.2974178,0.1927256
57,-0.27242845,-0.25526324,"('unimaginative', 'imaginative')",-0.2724285,-0.2552632,0.0171653
58,0.23360814,0.27010813,"('undiscriminating', 'discriminating')",0.2336081,0.2701081,0.0365
59,-0.39651942,-0.5757805,"('foolish', 'wise')",-0.3965194,-0.5757805,-0.1792611
60,0.59362435,0.8956783,"('inefficient', 'efficient')",0.5936244,0.8956783,0.3020539
61,0.06824194,-0.07578744,"('illogical', 'logical')",0.0682419,-0.0757874,-0.1440293
62,0.38444275,0.6031515,"('incompetent', 'brilliant')",0.3844427,0.6031515,0.2187088
63,-0.0041711302,0.08373548,"('unperceptive', 'insightful')",-0.0041711,0.0837355,0.0879066
64,-1.9719332,-1.7217808,"('shy', 'confident')",-1.9719332,-1.7217808,0.2501524
65,0.33941403,0.33997667,"('insecure', 'secure')",0.339414,0.3399767,0.0005627
66,-0.81791145,-1.0329822,"('inactive', 'active')",-0.8179114,-1.0329822,-0.2150708
67,-0.30043277,-0.08391572,"('doubtful', 'determined')",-0.3004328,-0.0839157,0.2165171
68,-0.43430573,-0.38702333,"('dependent', 'independent')",-0.4343057,-0.3870233,0.0472824
69,-1.0689846,-1.025167,"('lazy', 'industrious')",-1.0689846,-1.025167,0.0438176
70,0.95403475,0.83788055,"('lethargic', 'energetic')",0.9540347,0.8378806,-0.1161541
71,0.17830499,0.19496536,"('diffident', 'self-confident')",0.178305,0.1949654,0.0166604
72,-0.68580115,-0.7590637,"('unambitious', 'ambitious')",-0.6858011,-0.7590637,-0.0732626
73,-0.6328815,-0.43576443,"('helpless', 'self-reliant')",-0.6328815,-0.4357644,0.1971171
74,0.31456152,0.3794038,"('undedicated', 'dedicated')",0.3145615,0.3794038,0.0648423
75,-0.15593892,-0.21827494,"('meek', 'impulsive')",-0.1559389,-0.2182749,-0.062336
76,0.23345777,0.36434728,"('anxious', 'daring')",0.2334578,0.3643473,0.1308895
77,-0.81761706,-0.6584049,"('unmotivated', 'motivated')",-0.8176171,-0.6584049,0.1592122
78,0.030374162,0.015730493,"('nonresilient', 'resilient')",0.0303742,0.0157305,-0.0146437
79,-1.1566433,-1.2946243,"('wavering', 'unwavering')",-1.1566433,-1.2946243,-0.137981
