,height_male,height_female,tuple,average_male,average_female,female-male
0,0.8874735,0.7186698,"('unsociable', 'sociable')",0.8874735,0.7186698,-0.1688037
1,0.81515825,0.8580115,"('unfriendly', 'friendly')",0.8151582,0.8580115,0.0428533
2,-0.027610939,0.04715775,"('unlikable', 'likable')",-0.0276109,0.0471577,0.0747686
3,1.2848285,1.4573568,"('repellent', 'pleasant')",1.2848285,1.4573568,0.1725283
4,-7.0818357,-7.138596,"('disliked', 'liked')",-7.0818357,-7.1385961,-0.0567604
5,-1.5676073,-1.2833705,"('distant', 'outgoing')",-1.5676073,-1.2833705,0.2842368
6,-1.2208622,-0.93631583,"('distant', 'open')",-1.2208622,-0.9363158,0.2845464
7,2.1037807,2.1171064,"('insensitive', 'sensitive')",2.1037807,2.1171064,0.0133257
8,0.6670159,0.6659347,"('unaffectionate', 'affectionate')",0.6670159,0.6659347,-0.0010812
9,1.5445042,1.6420951,"('unaffectionate', 'caring')",1.5445042,1.6420951,0.0975909
10,2.1552067,2.1420636,"('unsympathetic', 'sympathetic')",2.1552067,2.1420636,-0.0131431
11,2.220646,2.3778062,"('unhelpful', 'helpful')",2.2206459,2.3778062,0.1571603
12,-0.63787997,-0.6226194,"('unsupportive', 'supportive')",-0.63788,-0.6226194,0.0152606
13,0.6163169,0.55424935,"('impolite', 'polite')",0.6163169,0.5542493,-0.0620676
14,0.61320007,0.4510491,"('antisocial', 'social')",0.6132001,0.4510491,-0.162151
15,0.51631814,0.4839913,"('boring', 'funny')",0.5163181,0.4839913,-0.0323268
16,-0.73077106,-0.6576933,"('unpopular', 'popular')",-0.7307711,-0.6576933,0.0730778
17,-0.34842378,-0.31017104,"('nasty', 'nice')",-0.3484238,-0.310171,0.0382528
18,-0.90767026,-0.9093583,"('disagreeable', 'welcoming')",-0.9076703,-0.9093583,-0.001688
19,-1.05274,-0.8685611,"('inhospitable', 'hospitable')",-1.05274,-0.8685611,0.1841789
20,1.0927262,0.89712965,"('rough', 'thoughtful')",1.0927262,0.8971297,-0.1955965
21,0.8192552,0.8539303,"('immoral', 'moral')",0.8192552,0.8539303,0.0346751
22,-0.32487047,-0.24854854,"('untrustworthy', 'trustworthy')",-0.3248705,-0.2485485,0.076322
23,6.6862655,6.8352714,"('insincere', 'sincere')",6.6862655,6.8352714,0.1490059
24,1.9141634,2.0282543,"('dishonest', 'honest')",1.9141634,2.0282543,0.1140909
25,0.5746751,0.5672608,"('egoistic', 'altruistic')",0.5746751,0.5672608,-0.0074143
26,0.840762,0.4663982,"('hardhearted', 'benevolent')",0.840762,0.4663982,-0.3743638
27,1.9358943,1.8030292,"('hardhearted', 'softhearted')",1.9358943,1.8030292,-0.1328651
28,0.9708844,0.940733,"('disloyal', 'loyal')",0.9708844,0.940733,-0.0301514
29,-1.1265435,-1.137275,"('unfair', 'fair')",-1.1265435,-1.137275,-0.0107315
30,1.6096716,1.5652199,"('intolerant', 'tolerant')",1.6096716,1.5652199,-0.0444517
31,-2.3743007,-2.2579098,"('evil', 'good')",-2.3743007,-2.2579098,0.1163909
32,1.7334622,1.5668783,"('unkind', 'kind')",1.7334622,1.5668783,-0.1665839
33,-0.22280765,-0.26088715,"('wrong', 'right')",-0.2228076,-0.2608871,-0.0380795
34,4.493266,4.859387,"('mean', 'honorable')",4.4932661,4.8593869,0.3661208
