,williams_male,williams_female,tuple,cos_male,cos_female,average_male,average_female,female-male
0,1.1469605,0.85846716,"('unsociable', 'sociable')",0.32400775,0.03884624,0.7354841,0.4486567,-0.2868274
1,0.09653929,0.24117549,"('unfriendly', 'friendly')",0.0866738,0.0111642,0.0916065,0.1261698,0.0345633
2,1.0712769,1.2281921,"('unlikable', 'likable')",0.8674326,0.9588438,0.9693547,1.093518,0.1241633
3,0.7713239,0.91688377,"('repellent', 'pleasant')",0.2711772,0.2769156,0.5212505,0.5968997,0.0756492
4,0.123545155,0.049287587,"('disliked', 'liked')",-3.0336506,-3.211915,-1.4550527,-1.5813137,-0.126261
5,-0.92761487,-0.6037925,"('distant', 'outgoing')",-0.93973196,-0.82359415,-0.9336734,-0.7136933,0.2199801
6,-1.0568061,-0.57756186,"('distant', 'open')",-1.1035885,-0.9584237,-1.0801973,-0.7679927,0.3122046
7,1.2657753,1.1640902,"('insensitive', 'sensitive')",-0.12049716,-0.20290634,0.5726391,0.4805919,-0.0920472
8,-0.50188,-0.3117159,"('unaffectionate', 'affectionate')",-0.45441136,-0.38409403,-0.4781457,-0.347905,0.1302407
9,0.7119617,0.88372976,"('unaffectionate', 'caring')",0.24491502,0.2123585,0.4784383,0.5480441,0.0696058
10,1.6163245,1.4605713,"('unsympathetic', 'sympathetic')",-0.05448034,-0.36244214,0.7809221,0.5490646,-0.2318575
11,0.37121242,0.2100023,"('unhelpful', 'helpful')",1.2278221,1.0842817,0.7995173,0.647142,-0.1523753
12,1.8114935,1.9271038,"('unsupportive', 'supportive')",-0.8582201,-0.80797416,0.4766367,0.5595648,0.0829281
13,0.82008344,0.5392483,"('impolite', 'polite')",-0.042101752,-0.21864668,0.3889908,0.1603008,-0.22869
14,1.2573273,0.8968919,"('antisocial', 'social')",0.61897224,0.26398188,0.9381498,0.5804369,-0.3577129
15,-0.37267643,-0.5784618,"('boring', 'funny')",0.18981053,0.13244766,-0.091433,-0.2230071,-0.1315741
16,-0.9879362,-0.8863477,"('unpopular', 'popular')",0.016334616,0.06969187,-0.4858008,-0.4083279,0.0774729
17,-0.06567068,-0.07230231,"('nasty', 'nice')",-0.9241699,-0.8112126,-0.4949203,-0.4417574,0.0531629
18,-0.6819246,-0.3589014,"('disagreeable', 'welcoming')",-1.4053383,-1.1534518,-1.0436314,-0.7561766,0.2874548
19,-0.49583596,-0.112967834,"('inhospitable', 'hospitable')",-0.7726139,-0.6245568,-0.6342249,-0.3687623,0.2654626
20,0.3319534,0.39815015,"('rough', 'thoughtful')",0.4267625,0.4460936,0.3793579,0.4221219,0.042764
21,1.3430752,1.4336331,"('immoral', 'moral')",-0.5882838,-0.6164197,0.3773957,0.4086067,0.031211
22,0.5821286,0.36011744,"('untrustworthy', 'trustworthy')",-0.74571794,-0.8717828,-0.0817947,-0.2558327,-0.174038
23,1.0982938,1.0065639,"('insincere', 'sincere')",2.6611054,2.5414624,1.8796996,1.7740132,-0.1056864
24,1.3315759,1.3783089,"('dishonest', 'honest')",0.029053748,-0.06031294,0.6803148,0.658998,-0.0213168
25,-0.31534123,-0.0065068635,"('egoistic', 'altruistic')",-0.0027793162,0.15307844,-0.1590603,0.0732858,0.2323461
26,-0.20517825,-0.21515137,"('hardhearted', 'benevolent')",1.0956117,0.9083854,0.4452167,0.346617,-0.0985997
27,-0.16695035,0.16922185,"('hardhearted', 'softhearted')",0.17320035,0.31129578,0.003125,0.2402588,0.2371338
28,0.80167514,0.5860066,"('disloyal', 'loyal')",0.5051802,0.14104828,0.6534277,0.3635274,-0.2899003
29,-0.7591995,-0.7909937,"('unfair', 'fair')",-1.0317726,-1.0743256,-0.8954861,-0.9326596,-0.0371735
30,1.3228227,1.2126893,"('intolerant', 'tolerant')",0.19255897,0.23892124,0.7576908,0.7258053,-0.0318855
31,-1.3355861,-0.7754553,"('evil', 'good')",-0.8680258,-0.65880126,-1.1018059,-0.7171283,0.3846776
32,0.6617296,0.6271439,"('unkind', 'kind')",0.72526604,0.4874848,0.6934978,0.5573144,-0.1361834
33,0.6813072,0.76898247,"('wrong', 'right')",-0.2606058,-0.2288163,0.2103507,0.2700831,0.0597324
34,-0.94630563,-0.5757232,"('mean', 'honorable')",2.391982,2.5908864,0.7228382,1.0075816,0.2847434
35,-1.4842577,-1.4112295,"('corrupt', 'incorrupt')",-0.81316274,-0.79910153,-1.1487103,-1.1051655,0.0435448
36,-1.337306,-0.9902468,"('hostile', 'amicable')",-0.72024286,-0.69127995,-1.0287745,-0.8407633,0.1880112
37,0.4401564,0.54479694,"('fake', 'genuine')",0.041846674,0.06794985,0.2410015,0.3063734,0.0653719
38,0.40517396,0.36865836,"('untruthful', 'truthful')",-0.14067417,-0.20629928,0.1322499,0.0811795,-0.0510704
39,0.53366727,0.54188186,"('exploitative', 'cooperative')",0.9241461,1.0290012,0.7289067,0.7854415,0.0565348
40,0.5062922,0.6069474,"('stingy', 'generous')",-1.4721855,-1.4461404,-0.4829466,-0.4195965,0.0633501
41,0.8433013,0.96641,"('unforgiving', 'forgiving')",0.22184962,0.19160122,0.5325755,0.5790056,0.0464301
42,0.63566184,0.8083571,"('unreliable', 'reliable')",-1.3231275,-1.2045798,-0.3437328,-0.1981114,0.1456214
43,0.5227353,0.42584088,"('irresponsible', 'responsible')",0.413027,0.4001388,0.4678811,0.4129899,-0.0548912
44,-1.5550736,-1.5176227,"('prejudiced', 'unprejudiced')",-1.0568988,-0.95697504,-1.3059862,-1.2372988,0.0686874
45,0.63783324,0.3438287,"('incompetent', 'competent')",0.45150986,0.089133985,0.5446715,0.2164813,-0.3281902
46,1.6584278,1.3479974,"('uncompetitive', 'competitive')",-0.20506042,-0.418863,0.7266837,0.4645672,-0.2621165
47,0.54639333,0.48675707,"('stupid', 'smart')",2.673053,2.7265205,1.6097232,1.6066388,-0.0030844
