,jelly_male,jelly_female,tuple,average_male,average_female,female-male
0,0.47990304,0.37291563,"('unsociable', 'sociable')",0.479903,0.3729156,-0.1069874
1,1.5141463,1.5086584,"('unfriendly', 'friendly')",1.5141463,1.5086584,-0.0054879
2,0.7697413,0.8407544,"('unlikable', 'likable')",0.7697413,0.8407544,0.0710131
3,1.1348478,1.3103724,"('repellent', 'pleasant')",1.1348478,1.3103724,0.1755246
4,-6.8327093,-6.7649097,"('disliked', 'liked')",-6.8327093,-6.7649097,0.0677996
5,-0.15837646,-0.055886082,"('distant', 'outgoing')",-0.1583765,-0.0558861,0.1024904
6,0.013948176,0.1198269,"('distant', 'open')",0.0139482,0.1198269,0.1058787
7,1.7008648,1.7060258,"('insensitive', 'sensitive')",1.7008648,1.7060258,0.005161
8,0.90000445,0.8554376,"('unaffectionate', 'affectionate')",0.9000044,0.8554376,-0.0445668
9,1.3163041,1.3915055,"('unaffectionate', 'caring')",1.3163041,1.3915055,0.0752014
10,1.7881879,1.7690586,"('unsympathetic', 'sympathetic')",1.7881879,1.7690586,-0.0191293
11,2.2856333,2.2857308,"('unhelpful', 'helpful')",2.2856333,2.2857308,9.75e-05
12,-0.80377144,-0.7812852,"('unsupportive', 'supportive')",-0.8037714,-0.7812852,0.0224862
13,0.55133057,0.47211698,"('impolite', 'polite')",0.5513306,0.472117,-0.0792136
14,0.4192074,0.25648275,"('antisocial', 'social')",0.4192074,0.2564828,-0.1627246
15,0.37788606,0.3552568,"('boring', 'funny')",0.3778861,0.3552568,-0.0226293
16,-0.64873177,-0.5020117,"('unpopular', 'popular')",-0.6487318,-0.5020117,0.1467201
17,-0.03234249,-0.009700634,"('nasty', 'nice')",-0.0323425,-0.0097006,0.0226419
18,-0.20468488,-0.23404796,"('disagreeable', 'welcoming')",-0.2046849,-0.234048,-0.0293631
19,-0.12599076,-0.0854627,"('inhospitable', 'hospitable')",-0.1259908,-0.0854627,0.0405281
20,0.95107687,0.86243325,"('rough', 'thoughtful')",0.9510769,0.8624333,-0.0886436
