,racer_male,racer_female,tuple,average_male,average_female,female-male
0,0.55199665,0.51396763,"('unsociable', 'sociable')",0.5519966,0.5139676,-0.038029
1,0.93482697,0.9086974,"('unfriendly', 'friendly')",0.934827,0.9086974,-0.0261296
2,0.1399729,0.25650072,"('unlikable', 'likable')",0.1399729,0.2565007,0.1165278
3,1.0943935,1.183057,"('repellent', 'pleasant')",1.0943935,1.183057,0.0886635
4,-7.1698794,-7.3785844,"('disliked', 'liked')",-7.1698794,-7.3785844,-0.208705
5,-0.6377087,-0.6974749,"('distant', 'outgoing')",-0.6377087,-0.6974749,-0.0597662
6,-0.19742297,-0.32638085,"('distant', 'open')",-0.197423,-0.3263808,-0.1289578
7,1.625942,1.6756579,"('insensitive', 'sensitive')",1.625942,1.6756579,0.0497159
8,0.8118663,0.769786,"('unaffectionate', 'affectionate')",0.8118663,0.769786,-0.0420803
9,1.1503333,1.1981604,"('unaffectionate', 'caring')",1.1503333,1.1981604,0.0478271
10,1.3673673,1.4650018,"('unsympathetic', 'sympathetic')",1.3673673,1.4650018,0.0976345
11,1.7680644,1.8804946,"('unhelpful', 'helpful')",1.7680644,1.8804946,0.1124302
12,-1.4197178,-1.3804629,"('unsupportive', 'supportive')",-1.4197178,-1.3804629,0.0392549
13,0.28907585,0.42948312,"('impolite', 'polite')",0.2890759,0.4294831,0.1404072
14,0.64855456,0.61981124,"('antisocial', 'social')",0.6485546,0.6198112,-0.0287434
15,0.59851354,0.54704875,"('boring', 'funny')",0.5985135,0.5470487,-0.0514648
16,-0.73361564,-0.75125587,"('unpopular', 'popular')",-0.7336156,-0.7512559,-0.0176403
17,-0.2410983,-0.25323662,"('nasty', 'nice')",-0.2410983,-0.2532366,-0.0121383
18,-0.52472603,-0.45936188,"('disagreeable', 'welcoming')",-0.524726,-0.4593619,0.0653641
19,-0.8716727,-0.8289433,"('inhospitable', 'hospitable')",-0.8716727,-0.8289433,0.0427294
20,0.57332736,0.45498472,"('rough', 'thoughtful')",0.5733274,0.4549847,-0.1183427
21,0.21072021,0.4297776,"('immoral', 'moral')",0.2107202,0.4297776,0.2190574
22,0.26768574,0.2540373,"('untrustworthy', 'trustworthy')",0.2676857,0.2540373,-0.0136484
23,6.173633,6.424391,"('insincere', 'sincere')",6.1736331,6.4243908,0.2507577
24,1.3957096,1.4357154,"('dishonest', 'honest')",1.3957096,1.4357154,0.0400058
25,0.4775803,0.5022507,"('egoistic', 'altruistic')",0.4775803,0.5022507,0.0246704
