,reactant_male,reactant_female,tuple,average_male,average_female,female-male
0,-0.0020464323,-0.14260717,"('unsociable', 'sociable')",-0.0020464,-0.1426072,-0.1405608
1,-0.26788735,-0.3616983,"('unfriendly', 'friendly')",-0.2678874,-0.3616983,-0.0938109
2,0.210019,0.18452218,"('unlikable', 'likable')",0.210019,0.1845222,-0.0254968
3,-0.8528546,-0.8203168,"('repellent', 'pleasant')",-0.8528546,-0.8203168,0.0325378
4,-3.5392196,-3.539769,"('disliked', 'liked')",-3.5392196,-3.5397689,-0.0005493
5,-0.6221214,-0.50001824,"('distant', 'outgoing')",-0.6221214,-0.5000182,0.1221032
6,-0.57881373,-0.5268833,"('distant', 'open')",-0.5788137,-0.5268833,0.0519304
7,0.18469381,0.1629649,"('insensitive', 'sensitive')",0.1846938,0.1629649,-0.0217289
8,-0.77283895,-0.8675891,"('unaffectionate', 'affectionate')",-0.772839,-0.8675891,-0.0947501
9,-0.11821311,-0.23898253,"('unaffectionate', 'caring')",-0.1182131,-0.2389825,-0.1207694
10,0.2976159,0.15230674,"('unsympathetic', 'sympathetic')",0.2976159,0.1523067,-0.1453092
11,1.516275,1.4622595,"('unhelpful', 'helpful')",1.516275,1.4622595,-0.0540155
12,-0.34707332,-0.35215306,"('unsupportive', 'supportive')",-0.3470733,-0.3521531,-0.0050798
13,-0.041843176,-0.14791246,"('impolite', 'polite')",-0.0418432,-0.1479125,-0.1060693
14,-0.15201375,-0.2497394,"('antisocial', 'social')",-0.1520137,-0.2497394,-0.0977257
15,0.6067412,0.60268205,"('boring', 'funny')",0.6067412,0.6026821,-0.0040591
16,-0.44572568,-0.46757102,"('unpopular', 'popular')",-0.4457257,-0.467571,-0.0218453
17,-0.38113505,-0.32477492,"('nasty', 'nice')",-0.381135,-0.3247749,0.0563601
18,-0.75093836,-0.77843857,"('disagreeable', 'welcoming')",-0.7509384,-0.7784386,-0.0275002
19,-1.0943696,-1.015604,"('inhospitable', 'hospitable')",-1.0943696,-1.015604,0.0787656
20,1.091715,1.0204368,"('rough', 'thoughtful')",1.091715,1.0204368,-0.0712782
21,0.40883812,0.36194575,"('immoral', 'moral')",0.4088381,0.3619457,-0.0468924
22,-0.8287479,-0.93037075,"('untrustworthy', 'trustworthy')",-0.8287479,-0.9303707,-0.1016228
23,2.472305,2.351385,"('insincere', 'sincere')",2.4723051,2.3513851,-0.12092
24,-0.19209027,-0.32041872,"('dishonest', 'honest')",-0.1920903,-0.3204187,-0.1283284
25,0.0033076592,0.018600095,"('egoistic', 'altruistic')",0.0033077,0.0186001,0.0152924
26,0.50425506,0.332788,"('hardhearted', 'benevolent')",0.5042551,0.332788,-0.1714671
27,0.61268634,0.5582173,"('hardhearted', 'softhearted')",0.6126863,0.5582173,-0.054469
28,0.55025184,0.43871304,"('disloyal', 'loyal')",0.5502518,0.438713,-0.1115388
29,-0.49719036,-0.5524214,"('unfair', 'fair')",-0.4971904,-0.5524214,-0.055231
30,0.235003,0.04640897,"('intolerant', 'tolerant')",0.235003,0.046409,-0.188594
31,-1.2642946,-1.1020124,"('evil', 'good')",-1.2642946,-1.1020124,0.1622822
32,0.8657996,0.7072207,"('unkind', 'kind')",0.8657996,0.7072207,-0.1585789
33,0.19470659,0.13087703,"('wrong', 'right')",0.1947066,0.130877,-0.0638296
34,2.1522791,2.290746,"('mean', 'honorable')",2.1522791,2.290746,0.1384669
35,-0.452566,-0.42137617,"('corrupt', 'incorrupt')",-0.452566,-0.4213762,0.0311898
36,-1.4244459,-1.4715999,"('hostile', 'amicable')",-1.4244459,-1.4715999,-0.047154
37,0.63302267,0.5613047,"('fake', 'genuine')",0.6330227,0.5613047,-0.071718
38,0.28489572,0.19686362,"('untruthful', 'truthful')",0.2848957,0.1968636,-0.0880321
39,0.31879887,0.24759035,"('exploitative', 'cooperative')",0.3187989,0.2475903,-0.0712086
40,-1.025629,-1.1182756,"('stingy', 'generous')",-1.025629,-1.1182756,-0.0926466
41,0.5420592,0.39037797,"('unforgiving', 'forgiving')",0.5420592,0.390378,-0.1516812
42,-1.1431193,-1.2531874,"('unreliable', 'reliable')",-1.1431193,-1.2531874,-0.1100681
43,0.62365305,0.478933,"('irresponsible', 'responsible')",0.6236531,0.478933,-0.1447201
44,-0.55614835,-0.5513446,"('prejudiced', 'unprejudiced')",-0.5561484,-0.5513446,0.0048038
45,-0.42230538,-0.49331343,"('incompetent', 'competent')",-0.4223054,-0.4933134,-0.071008
46,-0.23815806,-0.30252025,"('uncompetitive', 'competitive')",-0.2381581,-0.3025202,-0.0643621
47,2.0215955,2.0407202,"('stupid', 'smart')",2.0215955,2.0407202,0.0191247
48,0.8531861,0.83299065,"('unintelligent', 'intelligent')",0.8531861,0.8329906,-0.0201955
49,0.18070403,0.27644634,"('unable', 'able')",0.180704,0.2764463,0.0957423
50,0.06265284,0.00034888834,"('clumsy', 'skillful')",0.0626528,0.0003489,-0.0623039
51,0.108159155,0.008055031,"('uneducated', 'educated')",0.1081592,0.008055,-0.1001042
52,-0.591546,-0.7676824,"('irrational', 'rational')",-0.591546,-0.7676824,-0.1761364
53,-1.1906433,-1.2471874,"('uncreative', 'creative')",-1.1906433,-1.2471874,-0.0565441
54,0.12727514,0.15151167,"('incapable', 'capable')",0.1272751,0.1515117,0.0242366
55,0.31012332,0.23034742,"('incompetent', 'clever')",0.3101233,0.2303474,-0.0797759
56,0.60685956,0.5386828,"('impractical', 'practical')",0.6068596,0.5386828,-0.0681768
57,-1.2757012,-1.2986827,"('unimaginative', 'imaginative')",-1.2757012,-1.2986827,-0.0229815
58,0.410791,0.2738336,"('undiscriminating', 'discriminating')",0.410791,0.2738336,-0.1369574
59,-0.7558939,-0.79600835,"('foolish', 'wise')",-0.7558939,-0.7960083,-0.0401144
60,0.78647125,0.718077,"('inefficient', 'efficient')",0.7864712,0.718077,-0.0683942
61,0.21453038,0.08880506,"('illogical', 'logical')",0.2145304,0.0888051,-0.1257253
62,0.506537,0.5095077,"('incompetent', 'brilliant')",0.506537,0.5095077,0.0029707
63,0.45774695,0.42231196,"('unperceptive', 'insightful')",0.457747,0.422312,-0.035435
64,-3.1593003,-3.1909492,"('shy', 'confident')",-3.1593003,-3.1909492,-0.0316489
65,-0.25556967,-0.35040244,"('insecure', 'secure')",-0.2555697,-0.3504024,-0.0948327
66,-0.6525555,-0.59915894,"('inactive', 'active')",-0.6525555,-0.5991589,0.0533966
67,0.4260467,0.3986887,"('doubtful', 'determined')",0.4260467,0.3986887,-0.027358
