,shout_male,shout_female,tuple,average_male,average_female,female-male
0,0.18813437,0.08302636,"('unsociable', 'sociable')",0.1881344,0.0830264,-0.105108
1,0.9717715,0.9725907,"('unfriendly', 'friendly')",0.9717715,0.9725907,0.0008192
2,0.39781293,0.613957,"('unlikable', 'likable')",0.3978129,0.613957,0.2161441
3,0.963722,1.185577,"('repellent', 'pleasant')",0.963722,1.185577,0.221855
4,-6.9897466,-6.955676,"('disliked', 'liked')",-6.9897466,-6.9556761,0.0340705
5,-0.5367946,-0.21923348,"('distant', 'outgoing')",-0.5367946,-0.2192335,0.3175611
6,-0.25877607,0.035814073,"('distant', 'open')",-0.2587761,0.0358141,0.2945902
7,0.609322,0.72033894,"('insensitive', 'sensitive')",0.609322,0.7203389,0.1110169
8,0.7387659,0.7202895,"('unaffectionate', 'affectionate')",0.7387659,0.7202895,-0.0184764
9,1.1786175,1.3445644,"('unaffectionate', 'caring')",1.1786175,1.3445644,0.1659469
10,1.5346167,1.6264894,"('unsympathetic', 'sympathetic')",1.5346167,1.6264894,0.0918727
11,1.9887925,2.1011858,"('unhelpful', 'helpful')",1.9887925,2.1011858,0.1123933
12,-1.4554682,-1.4224993,"('unsupportive', 'supportive')",-1.4554682,-1.4224993,0.0329689
13,0.4740456,0.419597,"('impolite', 'polite')",0.4740456,0.419597,-0.0544486
14,0.052958496,-0.12833485,"('antisocial', 'social')",0.0529585,-0.1283349,-0.1812934
15,0.2890283,0.13836658,"('boring', 'funny')",0.2890283,0.1383666,-0.1506617
16,-0.54528,-0.41565967,"('unpopular', 'popular')",-0.54528,-0.4156597,0.1296203
17,-0.06470558,-0.017380025,"('nasty', 'nice')",-0.0647056,-0.01738,0.0473256
18,-0.7045762,-0.8425721,"('disagreeable', 'welcoming')",-0.7045762,-0.8425721,-0.1379959
19,-0.66802406,-0.41878346,"('inhospitable', 'hospitable')",-0.6680241,-0.4187835,0.2492406
20,0.7526989,0.60723066,"('rough', 'thoughtful')",0.7526989,0.6072307,-0.1454682
21,0.24875994,0.46953583,"('immoral', 'moral')",0.2487599,0.4695358,0.2207759
22,-0.28692463,-0.23383793,"('untrustworthy', 'trustworthy')",-0.2869246,-0.2338379,0.0530867
23,6.0808363,6.14494,"('insincere', 'sincere')",6.0808363,6.1449399,0.0641036
24,1.7236493,1.8431867,"('dishonest', 'honest')",1.7236493,1.8431867,0.1195374
25,0.14740163,0.09364068,"('egoistic', 'altruistic')",0.1474016,0.0936407,-0.0537609
26,0.33505434,0.03349501,"('hardhearted', 'benevolent')",0.3350543,0.033495,-0.3015593
27,1.618801,1.4650065,"('hardhearted', 'softhearted')",1.618801,1.4650065,-0.1537945
28,1.0417686,1.1578497,"('disloyal', 'loyal')",1.0417686,1.1578497,0.1160811
29,-0.643456,-0.73529845,"('unfair', 'fair')",-0.643456,-0.7352985,-0.0918425
30,0.7414987,0.73017514,"('intolerant', 'tolerant')",0.7414987,0.7301751,-0.0113236
31,-1.7744,-1.748803,"('evil', 'good')",-1.7744,-1.748803,0.025597
32,1.5451357,1.4295003,"('unkind', 'kind')",1.5451357,1.4295003,-0.1156354
33,-0.6590521,-0.5101541,"('wrong', 'right')",-0.6590521,-0.5101541,0.148898
34,4.294788,4.582981,"('mean', 'honorable')",4.2947879,4.5829811,0.2881932
35,-1.3522874,-1.4104859,"('corrupt', 'incorrupt')",-1.3522874,-1.4104859,-0.0581985
36,-1.3112959,-1.2899908,"('hostile', 'amicable')",-1.3112959,-1.2899908,0.0213051
37,0.9838261,0.9758567,"('fake', 'genuine')",0.9838261,0.9758567,-0.0079694
38,-0.21066703,-0.061421506,"('untruthful', 'truthful')",-0.210667,-0.0614215,0.1492455
39,-0.052450888,-0.042931948,"('exploitative', 'cooperative')",-0.0524509,-0.0429319,0.009519
40,-1.428419,-1.6433275,"('stingy', 'generous')",-1.428419,-1.6433275,-0.2149085
41,0.023957543,0.041528985,"('unforgiving', 'forgiving')",0.0239575,0.041529,0.0175715
42,-1.7015884,-1.7789055,"('unreliable', 'reliable')",-1.7015884,-1.7789055,-0.0773171
43,1.1114028,1.2017026,"('irresponsible', 'responsible')",1.1114028,1.2017026,0.0902998
44,-1.0248306,-1.1465558,"('prejudiced', 'unprejudiced')",-1.0248306,-1.1465558,-0.1217252
45,0.37253234,0.4970306,"('incompetent', 'competent')",0.3725323,0.4970306,0.1244983
46,-0.15631074,-0.11922041,"('uncompetitive', 'competitive')",-0.1563107,-0.1192204,0.0370903
47,5.063757,5.341607,"('stupid', 'smart')",5.0637569,5.3416071,0.2778502
48,0.5332888,0.5155219,"('unintelligent', 'intelligent')",0.5332888,0.5155219,-0.0177669
49,0.16056116,0.46369037,"('unable', 'able')",0.1605612,0.4636904,0.3031292
50,-0.23738027,-0.15053855,"('clumsy', 'skillful')",-0.2373803,-0.1505385,0.0868418
51,0.5991528,0.63800734,"('uneducated', 'educated')",0.5991528,0.6380073,0.0388545
52,-0.6376716,-0.5054743,"('irrational', 'rational')",-0.6376716,-0.5054743,0.1321973
53,-0.24301223,-0.18459533,"('uncreative', 'creative')",-0.2430122,-0.1845953,0.0584169
54,1.0457343,1.3376247,"('incapable', 'capable')",1.0457343,1.3376247,0.2918904
55,0.91122836,0.88032067,"('incompetent', 'clever')",0.9112284,0.8803207,-0.0309077
56,0.8570644,0.85632044,"('impractical', 'practical')",0.8570644,0.8563204,-0.000744
57,-2.2131686,-2.2342765,"('unimaginative', 'imaginative')",-2.2131686,-2.2342765,-0.0211079
58,-0.10710938,-0.22862044,"('undiscriminating', 'discriminating')",-0.1071094,-0.2286204,-0.121511
59,-0.22918923,-0.04790023,"('foolish', 'wise')",-0.2291892,-0.0479002,0.181289
60,1.0725625,1.1229513,"('inefficient', 'efficient')",1.0725625,1.1229513,0.0503888
61,0.07087444,-0.0062086284,"('illogical', 'logical')",0.0708744,-0.0062086,-0.077083
62,1.4637074,1.650286,"('incompetent', 'brilliant')",1.4637074,1.650286,0.1865786
63,0.6007728,0.78203094,"('unperceptive', 'insightful')",0.6007728,0.7820309,0.1812581
64,-5.2926583,-5.104108,"('shy', 'confident')",-5.2926583,-5.1041079,0.1885504
65,0.76198894,0.68418974,"('insecure', 'secure')",0.7619889,0.6841897,-0.0777992
66,-0.14506125,-0.067714304,"('inactive', 'active')",-0.1450613,-0.0677143,0.077347
67,-0.32744262,-0.25731224,"('doubtful', 'determined')",-0.3274426,-0.2573122,0.0701304
68,-0.5048772,-0.33987463,"('dependent', 'independent')",-0.5048772,-0.3398746,0.1650026
69,-2.1745632,-1.9462832,"('lazy', 'industrious')",-2.1745632,-1.9462832,0.22828
70,1.6080396,1.6801959,"('lethargic', 'energetic')",1.6080396,1.6801959,0.0721563
71,0.24903142,0.4385477,"('diffident', 'self-confident')",0.2490314,0.4385477,0.1895163
72,1.0937572,1.100636,"('unambitious', 'ambitious')",1.0937572,1.100636,0.0068788
73,-2.8312585,-2.89268,"('helpless', 'self-reliant')",-2.8312585,-2.8926799,-0.0614214
74,0.11036356,-0.044694558,"('undedicated', 'dedicated')",0.1103636,-0.0446946,-0.1550582
75,-0.66033643,-0.49585018,"('meek', 'impulsive')",-0.6603364,-0.4958502,0.1644862
76,0.8627303,0.6981674,"('anxious', 'daring')",0.8627303,0.6981674,-0.1645629
77,-1.2242879,-0.93387336,"('unmotivated', 'motivated')",-1.2242879,-0.9338734,0.2904145
78,-0.7460844,-0.6817057,"('nonresilient', 'resilient')",-0.7460844,-0.6817057,0.0643787
79,-0.74481666,-0.4207677,"('wavering', 'unwavering')",-0.7448167,-0.4207677,0.324049
80,0.054528944,0.017958043,"('dominated', 'dominating')",0.0545289,0.017958,-0.0365709
81,0.6720547,0.6169861,"('submissive', 'aggressive')",0.6720547,0.6169861,-0.0550686
82,6.410818,6.6404834,"('poor', 'rich')",6.4108181,6.6404834,0.2296653
83,-0.26405236,-0.19892128,"('powerless', 'powerful')",-0.2640524,-0.1989213,0.0651311
84,0.10183345,0.19166407,"('inferior', 'superior')",0.1018334,0.1916641,0.0898307
85,-1.7759124,-1.7603334,"('insignificant', 'prestigious')",-1.7759124,-1.7603334,0.015579
86,0.48627803,0.6568095,"('uninfluential', 'influential')",0.486278,0.6568095,0.1705315
87,-0.13248414,0.050523307,"('unsuccessful', 'successful')",-0.1324841,0.0505233,0.1830074
88,0.06843684,0.15444782,"('low', 'eminent')",0.0684368,0.1544478,0.086011
