,opinion_male,opinion_female,tuple,average_male,average_female,female-male
0,0.43476728,0.49163216,"('unsociable', 'sociable')",0.4347673,0.4916322,0.0568649
1,0.712872,0.7269529,"('unfriendly', 'friendly')",0.712872,0.7269529,0.0140809
2,0.40928712,0.47562027,"('unlikable', 'likable')",0.4092871,0.4756203,0.0663332
3,1.1378902,1.2703478,"('repellent', 'pleasant')",1.1378902,1.2703478,0.1324576
4,-7.2151594,-7.113173,"('disliked', 'liked')",-7.2151594,-7.113173,0.1019864
5,-0.561952,-0.50343806,"('distant', 'outgoing')",-0.561952,-0.5034381,0.0585139
6,-0.28268602,-0.29323047,"('distant', 'open')",-0.282686,-0.2932305,-0.0105445
7,1.4806701,1.5441008,"('insensitive', 'sensitive')",1.4806701,1.5441008,0.0634307
8,0.5625451,0.43728033,"('unaffectionate', 'affectionate')",0.5625451,0.4372803,-0.1252648
9,1.0129714,1.000906,"('unaffectionate', 'caring')",1.0129714,1.000906,-0.0120654
10,1.8581653,1.8061224,"('unsympathetic', 'sympathetic')",1.8581653,1.8061224,-0.0520429
11,2.0916421,2.075604,"('unhelpful', 'helpful')",2.0916421,2.075604,-0.0160381
12,-1.0842286,-0.9942577,"('unsupportive', 'supportive')",-1.0842286,-0.9942577,0.0899709
13,0.44596994,0.47736716,"('impolite', 'polite')",0.4459699,0.4773672,0.0313973
14,0.6934798,0.7469861,"('antisocial', 'social')",0.6934798,0.7469861,0.0535063
15,0.02422765,0.10100542,"('boring', 'funny')",0.0242277,0.1010054,0.0767777
16,-0.7692927,-0.6115047,"('unpopular', 'popular')",-0.7692927,-0.6115047,0.157788
17,0.05704748,-0.004029682,"('nasty', 'nice')",0.0570475,-0.0040297,-0.0610772
18,-0.49156296,-0.42574793,"('disagreeable', 'welcoming')",-0.491563,-0.4257479,0.0658151
19,-0.6139421,-0.6214985,"('inhospitable', 'hospitable')",-0.6139421,-0.6214985,-0.0075564
20,0.7729006,0.6731226,"('rough', 'thoughtful')",0.7729006,0.6731226,-0.099778
21,0.7822414,0.89218336,"('immoral', 'moral')",0.7822414,0.8921834,0.109942
22,0.3788025,0.353083,"('untrustworthy', 'trustworthy')",0.3788025,0.353083,-0.0257195
23,6.391999,6.438977,"('insincere', 'sincere')",6.3919988,6.4389768,0.046978
24,2.130045,2.1363714,"('dishonest', 'honest')",2.1300449,2.1363714,0.0063265
25,-0.04702635,-0.1262085,"('egoistic', 'altruistic')",-0.0470264,-0.1262085,-0.0791821
26,0.14174703,0.08635481,"('hardhearted', 'benevolent')",0.141747,0.0863548,-0.0553922
27,1.6331924,1.4160948,"('hardhearted', 'softhearted')",1.6331924,1.4160948,-0.2170976
28,1.144858,1.1135434,"('disloyal', 'loyal')",1.144858,1.1135434,-0.0313146
29,-0.2432988,-0.40638626,"('unfair', 'fair')",-0.2432988,-0.4063863,-0.1630875
30,1.4574928,1.4656696,"('intolerant', 'tolerant')",1.4574928,1.4656696,0.0081768
31,-1.3923533,-1.4311736,"('evil', 'good')",-1.3923533,-1.4311736,-0.0388203
