,legacy_male,legacy_female,tuple,average_male,average_female,female-male
0,-0.025465406,-0.14337777,"('unsociable', 'sociable')",-0.0254654,-0.1433778,-0.1179124
1,1.3247253,1.313238,"('unfriendly', 'friendly')",1.3247253,1.313238,-0.0114873
2,0.47513384,0.6093025,"('unlikable', 'likable')",0.4751338,0.6093025,0.1341687
3,0.53304994,0.56417525,"('repellent', 'pleasant')",0.5330499,0.5641752,0.0311253
4,-6.8331165,-6.9216537,"('disliked', 'liked')",-6.8331165,-6.9216537,-0.0885372
5,-0.5147762,-0.44876546,"('distant', 'outgoing')",-0.5147762,-0.4487655,0.0660107
6,-0.26497477,-0.1799466,"('distant', 'open')",-0.2649748,-0.1799466,0.0850282
7,0.64031017,0.7133111,"('insensitive', 'sensitive')",0.6403102,0.7133111,0.0730009
8,1.2095681,1.1945816,"('unaffectionate', 'affectionate')",1.2095681,1.1945816,-0.0149865
9,1.9460226,2.049921,"('unaffectionate', 'caring')",1.9460226,2.049921,0.1038984
10,1.0055677,1.0214298,"('unsympathetic', 'sympathetic')",1.0055677,1.0214298,0.0158621
11,1.8833363,2.0003145,"('unhelpful', 'helpful')",1.8833363,2.0003145,0.1169782
12,-1.0626037,-0.9966132,"('unsupportive', 'supportive')",-1.0626037,-0.9966132,0.0659905
13,0.15221545,0.06964791,"('impolite', 'polite')",0.1522155,0.0696479,-0.0825676
14,0.1786179,0.13818973,"('antisocial', 'social')",0.1786179,0.1381897,-0.0404282
15,0.14666091,0.07881239,"('boring', 'funny')",0.1466609,0.0788124,-0.0678485
16,-0.41886896,-0.42566335,"('unpopular', 'popular')",-0.418869,-0.4256634,-0.0067944
17,-0.14059038,-0.08947515,"('nasty', 'nice')",-0.1405904,-0.0894751,0.0511153
18,-0.41041973,-0.42639446,"('disagreeable', 'welcoming')",-0.4104197,-0.4263945,-0.0159748
19,-0.34399343,-0.26761207,"('inhospitable', 'hospitable')",-0.3439934,-0.2676121,0.0763813
20,0.8174184,0.6830402,"('rough', 'thoughtful')",0.8174184,0.6830402,-0.1343782
21,-0.20670596,-0.08239576,"('immoral', 'moral')",-0.206706,-0.0823958,0.1243102
22,-0.55449855,-0.56377786,"('untrustworthy', 'trustworthy')",-0.5544986,-0.5637779,-0.0092793
23,6.545632,6.672672,"('insincere', 'sincere')",6.5456319,6.6726718,0.1270399
24,1.8475627,1.8317525,"('dishonest', 'honest')",1.8475627,1.8317525,-0.0158102
25,0.5621685,0.52184904,"('egoistic', 'altruistic')",0.5621685,0.521849,-0.0403195
26,0.8959732,0.8537713,"('hardhearted', 'benevolent')",0.8959732,0.8537713,-0.0422019
27,1.3041909,1.1367258,"('hardhearted', 'softhearted')",1.3041909,1.1367258,-0.1674651
28,1.2506565,1.2326483,"('disloyal', 'loyal')",1.2506565,1.2326483,-0.0180082
29,-0.5285711,-0.66097325,"('unfair', 'fair')",-0.5285711,-0.6609733,-0.1324022
30,1.0082943,1.0200466,"('intolerant', 'tolerant')",1.0082943,1.0200466,0.0117523
31,-1.4595978,-1.4208899,"('evil', 'good')",-1.4595978,-1.4208899,0.0387079
32,1.535442,1.4680647,"('unkind', 'kind')",1.535442,1.4680647,-0.0673773
33,-0.37849674,-0.39381337,"('wrong', 'right')",-0.3784967,-0.3938134,-0.0153167
34,4.5892024,4.8952775,"('mean', 'honorable')",4.5892024,4.8952775,0.3060751
35,-1.1447407,-1.3294711,"('corrupt', 'incorrupt')",-1.1447407,-1.3294711,-0.1847304
36,-0.5595721,-0.6944207,"('hostile', 'amicable')",-0.5595721,-0.6944207,-0.1348486
37,0.8349396,0.8278817,"('fake', 'genuine')",0.8349396,0.8278817,-0.0070579
38,0.47515118,0.5712457,"('untruthful', 'truthful')",0.4751512,0.5712457,0.0960945
39,0.31776243,0.3593643,"('exploitative', 'cooperative')",0.3177624,0.3593643,0.0416019
40,-1.7625566,-1.9418606,"('stingy', 'generous')",-1.7625566,-1.9418606,-0.179304
41,0.30230746,0.28109047,"('unforgiving', 'forgiving')",0.3023075,0.2810905,-0.021217
42,-2.187422,-2.1857498,"('unreliable', 'reliable')",-2.187422,-2.1857498,0.0016722
43,1.2608951,1.3847984,"('irresponsible', 'responsible')",1.2608951,1.3847984,0.1239033
44,-1.430647,-1.520048,"('prejudiced', 'unprejudiced')",-1.430647,-1.520048,-0.089401
45,0.16946504,0.16326758,"('incompetent', 'competent')",0.169465,0.1632676,-0.0061974
46,-0.6357682,-0.6653274,"('uncompetitive', 'competitive')",-0.6357682,-0.6653274,-0.0295592
47,5.155072,5.3426557,"('stupid', 'smart')",5.1550722,5.3426557,0.1875835
48,0.73550016,0.67525744,"('unintelligent', 'intelligent')",0.7355002,0.6752574,-0.0602428
49,0.36254063,0.46732822,"('unable', 'able')",0.3625406,0.4673282,0.1047876
50,-0.121991724,-0.1545786,"('clumsy', 'skillful')",-0.1219917,-0.1545786,-0.0325869
51,0.6687618,0.62253284,"('uneducated', 'educated')",0.6687618,0.6225328,-0.046229
52,-0.6278965,-0.6820609,"('irrational', 'rational')",-0.6278965,-0.6820609,-0.0541644
53,0.34009007,0.33015475,"('uncreative', 'creative')",0.3400901,0.3301547,-0.0099354
54,1.0643016,1.2262168,"('incapable', 'capable')",1.0643016,1.2262168,0.1619152
55,0.7394679,0.7796018,"('incompetent', 'clever')",0.7394679,0.7796018,0.0401339
56,0.88998586,0.92404366,"('impractical', 'practical')",0.8899859,0.9240437,0.0340578
57,-2.796542,-2.8295705,"('unimaginative', 'imaginative')",-2.7965419,-2.8295705,-0.0330286
58,-0.040336445,-0.048797704,"('undiscriminating', 'discriminating')",-0.0403364,-0.0487977,-0.0084613
59,0.19627237,0.24299811,"('foolish', 'wise')",0.1962724,0.2429981,0.0467257
60,0.9640812,1.0409927,"('inefficient', 'efficient')",0.9640812,1.0409927,0.0769115
61,0.35295272,0.23585628,"('illogical', 'logical')",0.3529527,0.2358563,-0.1170964
62,0.9944273,1.1843415,"('incompetent', 'brilliant')",0.9944273,1.1843415,0.1899142
63,0.6478174,0.75619286,"('unperceptive', 'insightful')",0.6478174,0.7561929,0.1083755
64,-5.815662,-5.8028502,"('shy', 'confident')",-5.8156619,-5.8028502,0.0128117
65,0.21601358,0.22892395,"('insecure', 'secure')",0.2160136,0.2289239,0.0129103
66,-0.22753547,-0.284576,"('inactive', 'active')",-0.2275355,-0.284576,-0.0570405
67,-0.10920432,-0.08594007,"('doubtful', 'determined')",-0.1092043,-0.0859401,0.0232642
68,-0.7395403,-0.7798805,"('dependent', 'independent')",-0.7395403,-0.7798805,-0.0403402
69,-1.7009652,-1.5837573,"('lazy', 'industrious')",-1.7009652,-1.5837573,0.1172079
70,0.97391886,0.9630428,"('lethargic', 'energetic')",0.9739189,0.9630428,-0.0108761
71,0.56122166,0.5621839,"('diffident', 'self-confident')",0.5612217,0.5621839,0.0009622
72,0.9165047,0.97112423,"('unambitious', 'ambitious')",0.9165047,0.9711242,0.0546195
73,-2.9994361,-3.0207193,"('helpless', 'self-reliant')",-2.9994361,-3.0207193,-0.0212832
74,0.42360213,0.34389046,"('undedicated', 'dedicated')",0.4236021,0.3438905,-0.0797116
75,-1.0719011,-0.98930407,"('meek', 'impulsive')",-1.0719011,-0.9893041,0.082597
76,0.62955344,0.55889,"('anxious', 'daring')",0.6295534,0.55889,-0.0706634
77,-0.60494,-0.45483574,"('unmotivated', 'motivated')",-0.60494,-0.4548357,0.1501043
78,-0.50068456,-0.47873607,"('nonresilient', 'resilient')",-0.5006846,-0.4787361,0.0219485
79,-0.28097782,-0.1963425,"('wavering', 'unwavering')",-0.2809778,-0.1963425,0.0846353
80,-0.29457915,-0.38125485,"('dominated', 'dominating')",-0.2945791,-0.3812549,-0.0866758
81,-0.17586339,-0.083951965,"('submissive', 'aggressive')",-0.1758634,-0.083952,0.0919114
82,6.2501135,6.374553,"('poor', 'rich')",6.2501135,6.3745532,0.1244397
83,-0.07762711,-0.10007396,"('powerless', 'powerful')",-0.0776271,-0.100074,-0.0224469
84,0.2847044,0.26472875,"('inferior', 'superior')",0.2847044,0.2647288,-0.0199756
85,-0.15370704,-0.17965877,"('insignificant', 'prestigious')",-0.153707,-0.1796588,-0.0259518
86,0.39558446,0.3668685,"('uninfluential', 'influential')",0.3955845,0.3668685,-0.028716
87,-0.022047862,0.09484827,"('unsuccessful', 'successful')",-0.0220479,0.0948483,0.1168962
88,0.45654982,0.48631355,"('low', 'eminent')",0.4565498,0.4863136,0.0297638
