,excitement_male,excitement_female,tuple,average_male,average_female,female-male
0,0.74622554,0.58361435,"('unsociable', 'sociable')",0.7462255,0.5836143,-0.1626112
1,0.37537935,0.6124257,"('unfriendly', 'friendly')",0.3753794,0.6124257,0.2370463
2,-0.05416161,0.24021788,"('unlikable', 'likable')",-0.0541616,0.2402179,0.2943795
3,1.0854789,1.3021679,"('repellent', 'pleasant')",1.0854789,1.3021679,0.216689
4,-7.3313856,-7.6698546,"('disliked', 'liked')",-7.3313856,-7.6698546,-0.338469
5,-0.93311363,-0.7029265,"('distant', 'outgoing')",-0.9331136,-0.7029265,0.2301871
6,-0.64129686,-0.5177482,"('distant', 'open')",-0.6412969,-0.5177482,0.1235487
7,1.5463728,1.6185825,"('insensitive', 'sensitive')",1.5463728,1.6185825,0.0722097
8,0.35530132,0.5088502,"('unaffectionate', 'affectionate')",0.3553013,0.5088502,0.1535489
9,0.88999593,1.1265578,"('unaffectionate', 'caring')",0.8899959,1.1265578,0.2365619
10,1.6646976,1.6080081,"('unsympathetic', 'sympathetic')",1.6646976,1.6080081,-0.0566895
11,1.9035076,2.105645,"('unhelpful', 'helpful')",1.9035076,2.1056449,0.2021373
12,-1.3599309,-1.2647076,"('unsupportive', 'supportive')",-1.3599309,-1.2647076,0.0952233
13,0.5641954,0.6835494,"('impolite', 'polite')",0.5641954,0.6835494,0.119354
14,0.868839,0.6800924,"('antisocial', 'social')",0.868839,0.6800924,-0.1887466
15,0.43582708,0.45706165,"('boring', 'funny')",0.4358271,0.4570616,0.0212345
16,-1.0548917,-0.81466484,"('unpopular', 'popular')",-1.0548917,-0.8146648,0.2402269
17,0.04214514,-0.067490436,"('nasty', 'nice')",0.0421451,-0.0674904,-0.1096355
18,-0.4469548,-0.31644326,"('disagreeable', 'welcoming')",-0.4469548,-0.3164433,0.1305115
19,-1.1477878,-0.91452676,"('inhospitable', 'hospitable')",-1.1477878,-0.9145268,0.233261
20,0.68853474,0.56460744,"('rough', 'thoughtful')",0.6885347,0.5646074,-0.1239273
