,fuel_male,fuel_female,tuple,average_male,average_female,female-male
0,-0.23944873,-0.36887616,"('unsociable', 'sociable')",-0.2394487,-0.3688762,-0.1294275
1,1.8411286,1.733155,"('unfriendly', 'friendly')",1.8411286,1.733155,-0.1079736
2,0.35462672,0.2529061,"('unlikable', 'likable')",0.3546267,0.2529061,-0.1017206
3,0.015518601,0.27919108,"('repellent', 'pleasant')",0.0155186,0.2791911,0.2636725
4,-7.3829083,-7.1843867,"('disliked', 'liked')",-7.3829083,-7.1843867,0.1985216
5,-0.062411778,-0.06314196,"('distant', 'outgoing')",-0.0624118,-0.063142,-0.0007302
6,0.2321281,0.20796368,"('distant', 'open')",0.2321281,0.2079637,-0.0241644
7,0.7186726,0.7228384,"('insensitive', 'sensitive')",0.7186726,0.7228384,0.0041658
8,1.3934388,1.2704132,"('unaffectionate', 'affectionate')",1.3934388,1.2704132,-0.1230256
9,1.8584707,1.6510092,"('unaffectionate', 'caring')",1.8584707,1.6510092,-0.2074615
10,0.6463458,0.62145686,"('unsympathetic', 'sympathetic')",0.6463458,0.6214569,-0.0248889
11,1.8265115,1.6020756,"('unhelpful', 'helpful')",1.8265115,1.6020756,-0.2244359
12,-1.6535711,-1.7099639,"('unsupportive', 'supportive')",-1.6535711,-1.7099639,-0.0563928
13,-0.34679538,-0.5090533,"('impolite', 'polite')",-0.3467954,-0.5090533,-0.1622579
14,0.15686692,-0.02305283,"('antisocial', 'social')",0.1568669,-0.0230528,-0.1799197
15,0.19791089,0.18771799,"('boring', 'funny')",0.1979109,0.187718,-0.0101929
16,-0.36143738,-0.2771585,"('unpopular', 'popular')",-0.3614374,-0.2771585,0.0842789
17,-0.19212435,-0.16242243,"('nasty', 'nice')",-0.1921244,-0.1624224,0.029702
18,-0.3391397,-0.3899873,"('disagreeable', 'welcoming')",-0.3391397,-0.3899873,-0.0508476
19,-0.2212849,-0.16904417,"('inhospitable', 'hospitable')",-0.2212849,-0.1690442,0.0522407
20,0.9053883,0.8780108,"('rough', 'thoughtful')",0.9053883,0.8780108,-0.0273775
21,-0.18044439,-0.26970994,"('immoral', 'moral')",-0.1804444,-0.2697099,-0.0892655
22,-0.8673426,-0.84519994,"('untrustworthy', 'trustworthy')",-0.8673426,-0.8451999,0.0221427
23,6.7153125,6.456535,"('insincere', 'sincere')",6.7153125,6.4565349,-0.2587776
24,1.6956347,1.395794,"('dishonest', 'honest')",1.6956347,1.395794,-0.2998407
25,1.0541241,1.052941,"('egoistic', 'altruistic')",1.0541241,1.052941,-0.0011831
26,1.3286107,1.0621045,"('hardhearted', 'benevolent')",1.3286107,1.0621045,-0.2665062
27,1.5852163,1.4017118,"('hardhearted', 'softhearted')",1.5852163,1.4017118,-0.1835045
28,1.2608988,1.0046384,"('disloyal', 'loyal')",1.2608988,1.0046384,-0.2562604
29,-0.5153815,-0.7272315,"('unfair', 'fair')",-0.5153815,-0.7272315,-0.21185
30,0.9947785,0.8984031,"('intolerant', 'tolerant')",0.9947785,0.8984031,-0.0963754
31,-1.0821683,-0.87751436,"('evil', 'good')",-1.0821683,-0.8775144,0.2046539
32,1.1958773,0.9474707,"('unkind', 'kind')",1.1958773,0.9474707,-0.2484066
33,0.003912743,-0.19971722,"('wrong', 'right')",0.0039127,-0.1997172,-0.2036299
34,4.932597,4.82015,"('mean', 'honorable')",4.9325972,4.8201499,-0.1124473
35,-0.6462052,-0.7447112,"('corrupt', 'incorrupt')",-0.6462052,-0.7447112,-0.098506
36,-0.497542,-0.51900965,"('hostile', 'amicable')",-0.497542,-0.5190096,-0.0214676
37,0.96753377,0.9349085,"('fake', 'genuine')",0.9675338,0.9349085,-0.0326253
38,0.33349717,0.031640567,"('untruthful', 'truthful')",0.3334972,0.0316406,-0.3018566
39,0.61424834,0.5485285,"('exploitative', 'cooperative')",0.6142483,0.5485285,-0.0657198
40,-1.3916582,-1.3593642,"('stingy', 'generous')",-1.3916582,-1.3593642,0.032294
41,0.12433745,-0.1024165,"('unforgiving', 'forgiving')",0.1243374,-0.1024165,-0.2267539
42,-2.9211822,-2.6217904,"('unreliable', 'reliable')",-2.9211822,-2.6217904,0.2993918
43,0.99614143,0.8052405,"('irresponsible', 'responsible')",0.9961414,0.8052405,-0.1909009
44,-0.99866456,-0.8781302,"('prejudiced', 'unprejudiced')",-0.9986646,-0.8781302,0.1205344
45,-0.19564867,-0.29622236,"('incompetent', 'competent')",-0.1956487,-0.2962224,-0.1005737
46,-1.1449265,-1.1613656,"('uncompetitive', 'competitive')",-1.1449265,-1.1613656,-0.0164391
47,5.4598203,5.231467,"('stupid', 'smart')",5.4598203,5.2314668,-0.2283535
48,0.5334354,0.3376913,"('unintelligent', 'intelligent')",0.5334354,0.3376913,-0.1957441
49,0.20318249,0.27642146,"('unable', 'able')",0.2031825,0.2764215,0.073239
50,-0.24518758,-0.29995465,"('clumsy', 'skillful')",-0.2451876,-0.2999547,-0.0547671
51,0.3291471,0.4015904,"('uneducated', 'educated')",0.3291471,0.4015904,0.0724433
52,-0.105871595,-0.27085456,"('irrational', 'rational')",-0.1058716,-0.2708546,-0.164983
53,0.14483887,0.05177495,"('uncreative', 'creative')",0.1448389,0.0517749,-0.093064
54,1.339294,1.3694856,"('incapable', 'capable')",1.339294,1.3694856,0.0301916
55,0.46612388,0.5086653,"('incompetent', 'clever')",0.4661239,0.5086653,0.0425414
56,0.56273127,0.44455862,"('impractical', 'practical')",0.5627313,0.4445586,-0.1181727
57,-3.1736698,-2.9331577,"('unimaginative', 'imaginative')",-3.1736698,-2.9331577,0.2405121
58,0.10945938,0.22399172,"('undiscriminating', 'discriminating')",0.1094594,0.2239917,0.1145323
