,photographer_male,photographer_female,tuple,average_male,average_female,female-male
0,-0.10774672,-0.08828147,"('unsociable', 'sociable')",-0.1077467,-0.0882815,0.0194652
1,1.4228554,1.1743846,"('unfriendly', 'friendly')",1.4228554,1.1743846,-0.2484708
2,0.25779387,0.28860646,"('unlikable', 'likable')",0.2577939,0.2886065,0.0308126
3,-0.21730334,0.042449724,"('repellent', 'pleasant')",-0.2173033,0.0424497,0.259753
4,-7.4097695,-7.590768,"('disliked', 'liked')",-7.4097695,-7.5907679,-0.1809984
5,-0.5801097,-0.7952976,"('distant', 'outgoing')",-0.5801097,-0.7952976,-0.2151879
6,-0.15261462,-0.36933458,"('distant', 'open')",-0.1526146,-0.3693346,-0.21672
7,1.013125,1.0804929,"('insensitive', 'sensitive')",1.0131249,1.0804929,0.067368
8,1.1904808,0.9469935,"('unaffectionate', 'affectionate')",1.1904808,0.9469935,-0.2434873
9,1.9809513,1.7990932,"('unaffectionate', 'caring')",1.9809513,1.7990932,-0.1818581
10,0.7416296,0.8795185,"('unsympathetic', 'sympathetic')",0.7416296,0.8795185,0.1378889
11,1.698864,1.7822511,"('unhelpful', 'helpful')",1.698864,1.7822511,0.0833871
12,-1.4605815,-1.4911824,"('unsupportive', 'supportive')",-1.4605815,-1.4911824,-0.0306009
13,-0.23064207,-0.1927819,"('impolite', 'polite')",-0.2306421,-0.1927819,0.0378602
14,-0.3139813,-0.150017,"('antisocial', 'social')",-0.3139813,-0.150017,0.1639643
15,0.44526258,0.24537864,"('boring', 'funny')",0.4452626,0.2453786,-0.199884
16,-0.28353715,-0.34994125,"('unpopular', 'popular')",-0.2835371,-0.3499413,-0.0664042
17,-0.45434573,-0.5304144,"('nasty', 'nice')",-0.4543457,-0.5304144,-0.0760687
18,-0.34442627,-0.43833587,"('disagreeable', 'welcoming')",-0.3444263,-0.4383359,-0.0939096
19,-0.59043455,-0.7230538,"('inhospitable', 'hospitable')",-0.5904346,-0.7230538,-0.1326192
20,0.8158301,0.89657813,"('rough', 'thoughtful')",0.8158301,0.8965781,0.080748
21,-0.63079613,-0.38689762,"('immoral', 'moral')",-0.6307961,-0.3868976,0.2438985
22,-0.4990227,-0.46447292,"('untrustworthy', 'trustworthy')",-0.4990227,-0.4644729,0.0345498
23,6.5888968,6.66433,"('insincere', 'sincere')",6.5888968,6.66433,0.0754332
24,1.6307985,1.5408542,"('dishonest', 'honest')",1.6307985,1.5408542,-0.0899443
25,0.4940791,0.29633984,"('egoistic', 'altruistic')",0.4940791,0.2963398,-0.1977393
26,1.298634,1.2101113,"('hardhearted', 'benevolent')",1.2986341,1.2101113,-0.0885228
27,1.3244925,1.1242672,"('hardhearted', 'softhearted')",1.3244925,1.1242672,-0.2002253
28,1.3454225,1.2425113,"('disloyal', 'loyal')",1.3454225,1.2425113,-0.1029112
29,-0.6604279,-0.85224247,"('unfair', 'fair')",-0.6604279,-0.8522425,-0.1918146
30,1.1087353,1.2408644,"('intolerant', 'tolerant')",1.1087353,1.2408644,0.1321291
