,statue_male,statue_female,tuple,average_male,average_female,female-male
0,0.7768693,0.43248034,"('unsociable', 'sociable')",0.7768693,0.4324803,-0.344389
1,0.92786086,1.138061,"('unfriendly', 'friendly')",0.9278609,1.138061,0.2102001
2,0.10377453,0.34684008,"('unlikable', 'likable')",0.1037745,0.3468401,0.2430656
3,0.668766,0.7451183,"('repellent', 'pleasant')",0.668766,0.7451183,0.0763523
4,-6.988869,-7.148101,"('disliked', 'liked')",-6.9888692,-7.1481009,-0.1592317
5,-1.1447393,-0.86820894,"('distant', 'outgoing')",-1.1447393,-0.8682089,0.2765304
6,-1.3320997,-0.99028856,"('distant', 'open')",-1.3320997,-0.9902886,0.3418111
7,1.7797549,1.7535655,"('insensitive', 'sensitive')",1.7797549,1.7535655,-0.0261894
8,0.2645439,0.6055964,"('unaffectionate', 'affectionate')",0.2645439,0.6055964,0.3410525
9,1.2651215,1.5880536,"('unaffectionate', 'caring')",1.2651215,1.5880536,0.3229321
10,1.4581747,1.4825429,"('unsympathetic', 'sympathetic')",1.4581747,1.4825429,0.0243682
11,2.5511112,2.6110647,"('unhelpful', 'helpful')",2.5511112,2.6110647,0.0599535
12,-1.0132797,-0.9695284,"('unsupportive', 'supportive')",-1.0132797,-0.9695284,0.0437513
13,0.8374638,0.6104133,"('impolite', 'polite')",0.8374638,0.6104133,-0.2270505
14,0.76778924,0.57974213,"('antisocial', 'social')",0.7677892,0.5797421,-0.1880471
15,0.8784114,0.7595059,"('boring', 'funny')",0.8784114,0.7595059,-0.1189055
16,-0.22606747,-0.23126653,"('unpopular', 'popular')",-0.2260675,-0.2312665,-0.005199
17,-0.04329206,0.024529522,"('nasty', 'nice')",-0.0432921,0.0245295,0.0678216
18,-0.5590523,-0.47324854,"('disagreeable', 'welcoming')",-0.5590523,-0.4732485,0.0858038
19,-0.73035985,-0.6075396,"('inhospitable', 'hospitable')",-0.7303599,-0.6075396,0.1228203
20,0.6836267,0.6700116,"('rough', 'thoughtful')",0.6836267,0.6700116,-0.0136151
21,0.7595641,0.6968509,"('immoral', 'moral')",0.7595641,0.6968509,-0.0627132
22,0.024054687,-0.0017687064,"('untrustworthy', 'trustworthy')",0.0240547,-0.0017687,-0.0258234
23,6.9984283,7.0527925,"('insincere', 'sincere')",6.9984283,7.0527925,0.0543642
24,2.0717165,2.24654,"('dishonest', 'honest')",2.0717165,2.2465401,0.1748236
25,0.062079698,0.019825384,"('egoistic', 'altruistic')",0.0620797,0.0198254,-0.0422543
26,0.37001824,0.3406467,"('hardhearted', 'benevolent')",0.3700182,0.3406467,-0.0293715
27,0.6316437,0.8363622,"('hardhearted', 'softhearted')",0.6316437,0.8363622,0.2047185
28,1.2499292,1.2489508,"('disloyal', 'loyal')",1.2499292,1.2489508,-0.0009784
29,-0.6552724,-0.6239562,"('unfair', 'fair')",-0.6552724,-0.6239562,0.0313162
30,1.7462956,1.5589516,"('intolerant', 'tolerant')",1.7462956,1.5589516,-0.187344
31,-2.191257,-1.9431807,"('evil', 'good')",-2.191257,-1.9431807,0.2480763
32,1.7294375,1.5786585,"('unkind', 'kind')",1.7294375,1.5786585,-0.150779
33,-0.4271944,-0.37021127,"('wrong', 'right')",-0.4271944,-0.3702113,0.0569831
34,4.6538744,4.8951855,"('mean', 'honorable')",4.6538744,4.8951855,0.2413111
35,-1.4287287,-1.4556215,"('corrupt', 'incorrupt')",-1.4287287,-1.4556215,-0.0268928
36,-1.5326554,-1.4749926,"('hostile', 'amicable')",-1.5326554,-1.4749926,0.0576628
37,0.4141787,0.47840747,"('fake', 'genuine')",0.4141787,0.4784075,0.0642288
38,0.606729,0.5232199,"('untruthful', 'truthful')",0.606729,0.5232199,-0.0835091
39,0.5826292,0.5757858,"('exploitative', 'cooperative')",0.5826292,0.5757858,-0.0068434
40,-1.8824058,-1.8700061,"('stingy', 'generous')",-1.8824058,-1.8700061,0.0123997
41,0.32667962,0.24800028,"('unforgiving', 'forgiving')",0.3266796,0.2480003,-0.0786793
42,-2.0397778,-1.97254,"('unreliable', 'reliable')",-2.0397778,-1.97254,0.0672378
43,1.663581,1.6733568,"('irresponsible', 'responsible')",1.663581,1.6733568,0.0097758
44,-1.700101,-1.6849669,"('prejudiced', 'unprejudiced')",-1.700101,-1.6849669,0.0151341
45,0.15985653,0.20393914,"('incompetent', 'competent')",0.1598565,0.2039391,0.0440826
46,-0.34593755,-0.28725496,"('uncompetitive', 'competitive')",-0.3459376,-0.287255,0.0586826
47,5.0505395,5.436526,"('stupid', 'smart')",5.0505395,5.4365258,0.3859863
48,1.4439223,1.4402418,"('unintelligent', 'intelligent')",1.4439223,1.4402418,-0.0036805
49,0.2791124,0.4407581,"('unable', 'able')",0.2791124,0.4407581,0.1616457
50,-0.3256163,-0.17138658,"('clumsy', 'skillful')",-0.3256163,-0.1713866,0.1542297
51,1.272608,1.0471635,"('uneducated', 'educated')",1.272608,1.0471635,-0.2254445
52,-1.2872207,-1.0778866,"('irrational', 'rational')",-1.2872207,-1.0778866,0.2093341
53,0.116108336,0.16472775,"('uncreative', 'creative')",0.1161083,0.1647277,0.0486194
54,0.96203953,1.1627446,"('incapable', 'capable')",0.9620395,1.1627446,0.2007051
55,1.4692645,1.4246457,"('incompetent', 'clever')",1.4692645,1.4246457,-0.0446188
56,1.6714616,1.5549979,"('impractical', 'practical')",1.6714616,1.5549979,-0.1164637
57,-2.6046243,-2.570944,"('unimaginative', 'imaginative')",-2.6046243,-2.5709441,0.0336802
58,-0.015730895,0.007944364,"('undiscriminating', 'discriminating')",-0.0157309,0.0079444,0.0236753
59,-0.4565938,-0.2677567,"('foolish', 'wise')",-0.4565938,-0.2677567,0.1888371
60,1.6563141,1.6036738,"('inefficient', 'efficient')",1.6563141,1.6036738,-0.0526403
61,0.49536553,0.31977403,"('illogical', 'logical')",0.4953655,0.319774,-0.1755915
62,1.512611,1.5595536,"('incompetent', 'brilliant')",1.512611,1.5595536,0.0469426
63,0.9778689,0.9450684,"('unperceptive', 'insightful')",0.9778689,0.9450684,-0.0328005
64,-5.5983996,-5.7057376,"('shy', 'confident')",-5.5983996,-5.7057376,-0.107338
65,0.9067195,0.9476774,"('insecure', 'secure')",0.9067195,0.9476774,0.0409579
66,-0.46124783,-0.5334568,"('inactive', 'active')",-0.4612478,-0.5334568,-0.072209
67,0.25363523,0.03251432,"('doubtful', 'determined')",0.2536352,0.0325143,-0.2211209
