,contribution_male,contribution_female,tuple,average_male,average_female,female-male
0,1.0791746,0.8049991,"('unsociable', 'sociable')",1.0791746,0.8049991,-0.2741755
1,0.17724904,-0.008846905,"('unfriendly', 'friendly')",0.177249,-0.0088469,-0.1860959
2,0.1145398,0.27059436,"('unlikable', 'likable')",0.1145398,0.2705944,0.1560546
3,0.71092963,0.7567484,"('repellent', 'pleasant')",0.7109296,0.7567484,0.0458188
4,-6.3832407,-6.6385293,"('disliked', 'liked')",-6.3832407,-6.6385293,-0.2552886
5,-1.7878038,-1.633551,"('distant', 'outgoing')",-1.7878038,-1.633551,0.1542528
6,-1.6471806,-1.4858963,"('distant', 'open')",-1.6471806,-1.4858963,0.1612843
7,1.4401083,1.3264385,"('insensitive', 'sensitive')",1.4401083,1.3264385,-0.1136698
8,0.09998885,0.07513753,"('unaffectionate', 'affectionate')",0.0999888,0.0751375,-0.0248513
9,1.3658998,1.3226532,"('unaffectionate', 'caring')",1.3658998,1.3226532,-0.0432466
10,1.853193,1.8495917,"('unsympathetic', 'sympathetic')",1.853193,1.8495917,-0.0036013
11,3.1574285,3.093778,"('unhelpful', 'helpful')",3.1574285,3.0937779,-0.0636506
12,-0.98542714,-1.1448625,"('unsupportive', 'supportive')",-0.9854271,-1.1448625,-0.1594354
13,1.0293591,0.9476411,"('impolite', 'polite')",1.0293591,0.9476411,-0.081718
14,1.107967,1.024011,"('antisocial', 'social')",1.107967,1.024011,-0.083956
15,1.0795662,0.9617348,"('boring', 'funny')",1.0795662,0.9617348,-0.1178314
16,-0.025743604,-0.14999478,"('unpopular', 'popular')",-0.0257436,-0.1499948,-0.1242512
17,0.15386981,0.1376761,"('nasty', 'nice')",0.1538698,0.1376761,-0.0161937
18,-0.8941061,-1.0188904,"('disagreeable', 'welcoming')",-0.8941061,-1.0188904,-0.1247843
19,-1.2283854,-1.1901131,"('inhospitable', 'hospitable')",-1.2283854,-1.1901131,0.0382723
20,1.1847109,1.1530588,"('rough', 'thoughtful')",1.1847109,1.1530588,-0.0316521
21,0.59668654,0.59087604,"('immoral', 'moral')",0.5966865,0.590876,-0.0058105
22,0.009043935,0.02104679,"('untrustworthy', 'trustworthy')",0.0090439,0.0210468,0.0120029
23,6.387404,6.39999,"('insincere', 'sincere')",6.387404,6.3999901,0.0125861
24,1.3483078,1.4469827,"('dishonest', 'honest')",1.3483078,1.4469827,0.0986749
25,0.4460234,0.28478438,"('egoistic', 'altruistic')",0.4460234,0.2847844,-0.161239
26,0.92201835,0.748186,"('hardhearted', 'benevolent')",0.9220183,0.748186,-0.1738323
27,0.9907971,0.8259956,"('hardhearted', 'softhearted')",0.9907971,0.8259956,-0.1648015
28,1.2995828,1.1846514,"('disloyal', 'loyal')",1.2995828,1.1846514,-0.1149314
29,-1.08384,-1.1205108,"('unfair', 'fair')",-1.08384,-1.1205108,-0.0366708
30,1.485688,1.4154303,"('intolerant', 'tolerant')",1.485688,1.4154303,-0.0702577
31,-2.5444715,-2.5186398,"('evil', 'good')",-2.5444715,-2.5186398,0.0258317
32,1.6895217,1.5852408,"('unkind', 'kind')",1.6895217,1.5852408,-0.1042809
33,-0.66234064,-0.7626207,"('wrong', 'right')",-0.6623406,-0.7626207,-0.1002801
34,4.2661047,4.4996195,"('mean', 'honorable')",4.2661047,4.4996195,0.2335148
35,-1.6061915,-1.6928496,"('corrupt', 'incorrupt')",-1.6061915,-1.6928496,-0.0866581
36,-1.4107308,-1.5285459,"('hostile', 'amicable')",-1.4107308,-1.5285459,-0.1178151
37,0.5961749,0.5707476,"('fake', 'genuine')",0.5961749,0.5707476,-0.0254273
38,0.21622057,0.08369853,"('untruthful', 'truthful')",0.2162206,0.0836985,-0.1325221
39,0.4339181,0.41273397,"('exploitative', 'cooperative')",0.4339181,0.412734,-0.0211841
40,-2.043062,-2.234084,"('stingy', 'generous')",-2.043062,-2.2340839,-0.1910219
41,0.4596771,0.27978367,"('unforgiving', 'forgiving')",0.4596771,0.2797837,-0.1798934
42,-1.5390579,-1.6515498,"('unreliable', 'reliable')",-1.5390579,-1.6515498,-0.1124919
43,1.5662694,1.5802108,"('irresponsible', 'responsible')",1.5662694,1.5802108,0.0139414
44,-1.3696018,-1.2969569,"('prejudiced', 'unprejudiced')",-1.3696018,-1.2969569,0.0726449
45,0.898045,0.8025953,"('incompetent', 'competent')",0.898045,0.8025953,-0.0954497
46,0.025366243,-0.046329282,"('uncompetitive', 'competitive')",0.0253662,-0.0463293,-0.0716955
47,4.294056,4.658764,"('stupid', 'smart')",4.2940559,4.6587639,0.364708
48,1.1363599,0.9636934,"('unintelligent', 'intelligent')",1.1363599,0.9636934,-0.1726665
49,0.15151024,0.17492363,"('unable', 'able')",0.1515102,0.1749236,0.0234134
50,-0.5577291,-0.57217884,"('clumsy', 'skillful')",-0.5577291,-0.5721788,-0.0144497
51,0.8108771,0.6528994,"('uneducated', 'educated')",0.8108771,0.6528994,-0.1579777
52,-1.1179881,-1.2462093,"('irrational', 'rational')",-1.1179881,-1.2462093,-0.1282212
53,-0.024596117,-0.13086392,"('uncreative', 'creative')",-0.0245961,-0.1308639,-0.1062678
54,0.6372285,0.6778109,"('incapable', 'capable')",0.6372285,0.6778109,0.0405824
55,1.6537753,1.5926144,"('incompetent', 'clever')",1.6537753,1.5926144,-0.0611609
56,2.1589503,2.0985897,"('impractical', 'practical')",2.1589503,2.0985897,-0.0603606
57,-1.5606053,-1.7240613,"('unimaginative', 'imaginative')",-1.5606053,-1.7240613,-0.163456
58,-0.027463123,-0.05207076,"('undiscriminating', 'discriminating')",-0.0274631,-0.0520708,-0.0246077
59,-1.033849,-1.0458878,"('foolish', 'wise')",-1.033849,-1.0458878,-0.0120388
60,1.7708919,1.7732528,"('inefficient', 'efficient')",1.7708919,1.7732528,0.0023609
61,0.17585424,-0.08693421,"('illogical', 'logical')",0.1758542,-0.0869342,-0.2627884
62,1.7200575,1.6870793,"('incompetent', 'brilliant')",1.7200575,1.6870793,-0.0329782
63,0.6158557,0.52610713,"('unperceptive', 'insightful')",0.6158557,0.5261071,-0.0897486
64,-5.0614104,-5.154088,"('shy', 'confident')",-5.0614104,-5.154088,-0.0926776
65,0.88600284,0.9885632,"('insecure', 'secure')",0.8860028,0.9885632,0.1025604
66,-0.4619601,-0.5015635,"('inactive', 'active')",-0.4619601,-0.5015635,-0.0396034
67,0.034462653,0.039154314,"('doubtful', 'determined')",0.0344627,0.0391543,0.0046916
68,-0.8995892,-0.82643,"('dependent', 'independent')",-0.8995892,-0.82643,0.0731592
69,-1.7364455,-1.7107109,"('lazy', 'industrious')",-1.7364455,-1.7107109,0.0257346
70,2.33292,2.24918,"('lethargic', 'energetic')",2.3329201,2.2491801,-0.08374
71,0.19014649,0.15455028,"('diffident', 'self-confident')",0.1901465,0.1545503,-0.0355962
72,0.83928895,0.9318831,"('unambitious', 'ambitious')",0.8392889,0.9318831,0.0925942
73,-3.2326467,-3.2305355,"('helpless', 'self-reliant')",-3.2326467,-3.2305355,0.0021112
74,0.65165746,0.5131887,"('undedicated', 'dedicated')",0.6516575,0.5131887,-0.1384688
75,-1.0024728,-0.7684918,"('meek', 'impulsive')",-1.0024728,-0.7684918,0.233981
76,0.78494734,0.87256634,"('anxious', 'daring')",0.7849473,0.8725663,0.087619
77,-0.08531782,-0.15879874,"('unmotivated', 'motivated')",-0.0853178,-0.1587987,-0.0734809
78,-0.5348018,-0.6753489,"('nonresilient', 'resilient')",-0.5348018,-0.6753489,-0.1405471
79,-0.79919195,-0.7883104,"('wavering', 'unwavering')",-0.799192,-0.7883104,0.0108816
80,1.018553,0.87469137,"('dominated', 'dominating')",1.018553,0.8746914,-0.1438616
81,1.1943011,1.2470258,"('submissive', 'aggressive')",1.1943011,1.2470258,0.0527247
82,5.950757,6.213575,"('poor', 'rich')",5.950757,6.2135749,0.2628179
83,-0.45490214,-0.5049737,"('powerless', 'powerful')",-0.4549021,-0.5049737,-0.0500716
84,0.07578627,-0.060981374,"('inferior', 'superior')",0.0757863,-0.0609814,-0.1367677
85,-1.7573684,-2.065836,"('insignificant', 'prestigious')",-1.7573684,-2.065836,-0.3084676
86,1.0873201,0.94178265,"('uninfluential', 'influential')",1.0873201,0.9417827,-0.1455374
87,0.41883817,0.3157347,"('unsuccessful', 'successful')",0.4188382,0.3157347,-0.1031035
88,1.3257073,1.0203421,"('low', 'eminent')",1.3257073,1.0203421,-0.3053652
