,spruce_male,spruce_female,tuple,average_male,average_female,female-male
0,-0.39026797,-0.4773181,"('unsociable', 'sociable')",-0.390268,-0.4773181,-0.0870501
1,1.4110303,1.4189055,"('unfriendly', 'friendly')",1.4110303,1.4189055,0.0078752
2,-0.14922771,-0.031912297,"('unlikable', 'likable')",-0.1492277,-0.0319123,0.1173154
3,0.6744301,0.71293306,"('repellent', 'pleasant')",0.6744301,0.7129331,0.038503
4,-7.127027,-7.249502,"('disliked', 'liked')",-7.127027,-7.2495022,-0.1224752
5,-0.40152586,-0.34636152,"('distant', 'outgoing')",-0.4015259,-0.3463615,0.0551644
6,0.20045905,0.20822619,"('distant', 'open')",0.200459,0.2082262,0.0077672
7,0.6700665,0.7038197,"('insensitive', 'sensitive')",0.6700665,0.7038197,0.0337532
8,1.1234759,1.0814122,"('unaffectionate', 'affectionate')",1.1234759,1.0814122,-0.0420637
9,1.2180719,1.2452306,"('unaffectionate', 'caring')",1.2180719,1.2452306,0.0271587
10,0.77843934,0.72675,"('unsympathetic', 'sympathetic')",0.7784393,0.72675,-0.0516893
11,1.1542499,1.139021,"('unhelpful', 'helpful')",1.1542499,1.139021,-0.0152289
12,-1.7612062,-1.7873995,"('unsupportive', 'supportive')",-1.7612062,-1.7873995,-0.0261933
13,-0.49253887,-0.57634306,"('impolite', 'polite')",-0.4925389,-0.5763431,-0.0838042
14,-0.07665023,-0.17295024,"('antisocial', 'social')",-0.0766502,-0.1729502,-0.0963
15,0.04276952,-0.011302531,"('boring', 'funny')",0.0427695,-0.0113025,-0.054072
16,-0.29820687,-0.22302908,"('unpopular', 'popular')",-0.2982069,-0.2230291,0.0751778
17,-0.477378,-0.35862917,"('nasty', 'nice')",-0.477378,-0.3586292,0.1187488
18,-0.087937854,-0.13512078,"('disagreeable', 'welcoming')",-0.0879379,-0.1351208,-0.0471829
19,-0.40643436,-0.41454858,"('inhospitable', 'hospitable')",-0.4064344,-0.4145486,-0.0081142
20,0.95643306,0.90878844,"('rough', 'thoughtful')",0.9564331,0.9087884,-0.0476447
21,-0.707365,-0.6560754,"('immoral', 'moral')",-0.707365,-0.6560754,0.0512896
22,-0.6435716,-0.6878321,"('untrustworthy', 'trustworthy')",-0.6435716,-0.6878321,-0.0442605
23,6.0774465,6.0896654,"('insincere', 'sincere')",6.0774465,6.0896654,0.0122189
24,1.3155389,1.1665543,"('dishonest', 'honest')",1.3155389,1.1665543,-0.1489846
25,1.1703628,1.1565379,"('egoistic', 'altruistic')",1.1703628,1.1565379,-0.0138249
26,0.8268554,0.7993557,"('hardhearted', 'benevolent')",0.8268554,0.7993557,-0.0274997
27,1.5518025,1.4683192,"('hardhearted', 'softhearted')",1.5518025,1.4683192,-0.0834833
28,0.95425934,0.9199466,"('disloyal', 'loyal')",0.9542593,0.9199466,-0.0343127
