,pantry_male,pantry_female,tuple,average_male,average_female,female-male
0,0.59199077,0.2435666,"('unsociable', 'sociable')",0.5919908,0.2435666,-0.3484242
1,1.1179768,1.1469585,"('unfriendly', 'friendly')",1.1179768,1.1469585,0.0289817
2,0.30899364,0.56208307,"('unlikable', 'likable')",0.3089936,0.5620831,0.2530895
3,0.5948915,0.61617595,"('repellent', 'pleasant')",0.5948915,0.6161759,0.0212844
4,-6.7898264,-7.0689096,"('disliked', 'liked')",-6.7898264,-7.0689096,-0.2790832
5,-0.5958478,-0.36723113,"('distant', 'outgoing')",-0.5958478,-0.3672311,0.2286167
6,-0.38460395,-0.20496616,"('distant', 'open')",-0.3846039,-0.2049662,0.1796377
7,0.88943714,0.7300654,"('insensitive', 'sensitive')",0.8894371,0.7300654,-0.1593717
8,0.54822654,0.6747155,"('unaffectionate', 'affectionate')",0.5482265,0.6747155,0.126489
9,1.3365185,1.5002484,"('unaffectionate', 'caring')",1.3365185,1.5002484,0.1637299
10,1.4382571,1.2787046,"('unsympathetic', 'sympathetic')",1.4382571,1.2787046,-0.1595525
11,2.4484756,2.3859172,"('unhelpful', 'helpful')",2.4484756,2.3859172,-0.0625584
12,-1.4372413,-1.528394,"('unsupportive', 'supportive')",-1.4372413,-1.528394,-0.0911527
13,0.676965,0.5394695,"('impolite', 'polite')",0.676965,0.5394695,-0.1374955
14,0.20570351,-0.052002955,"('antisocial', 'social')",0.2057035,-0.052003,-0.2577065
15,0.844565,0.75548375,"('boring', 'funny')",0.844565,0.7554837,-0.0890813
16,-0.039113835,0.028721191,"('unpopular', 'popular')",-0.0391138,0.0287212,0.067835
17,-0.18214798,-0.125257,"('nasty', 'nice')",-0.182148,-0.125257,0.056891
18,-0.51577264,-0.6296743,"('disagreeable', 'welcoming')",-0.5157726,-0.6296743,-0.1139017
19,-0.70351636,-0.5283801,"('inhospitable', 'hospitable')",-0.7035164,-0.5283801,0.1751363
20,0.79129845,0.64482814,"('rough', 'thoughtful')",0.7912984,0.6448281,-0.1464703
21,0.31390798,0.26239407,"('immoral', 'moral')",0.313908,0.2623941,-0.0515139
22,-0.21779244,-0.3391022,"('untrustworthy', 'trustworthy')",-0.2177924,-0.3391022,-0.1213098
23,6.1539907,6.290618,"('insincere', 'sincere')",6.1539907,6.2906179,0.1366272
24,1.6463984,1.6454684,"('dishonest', 'honest')",1.6463984,1.6454684,-0.00093
25,0.5816002,0.58118606,"('egoistic', 'altruistic')",0.5816002,0.5811861,-0.0004141
26,0.7172086,0.5588014,"('hardhearted', 'benevolent')",0.7172086,0.5588014,-0.1584072
27,1.2933147,1.1707332,"('hardhearted', 'softhearted')",1.2933147,1.1707332,-0.1225815
28,1.0070527,0.93618166,"('disloyal', 'loyal')",1.0070527,0.9361817,-0.070871
29,-0.98341584,-0.9996776,"('unfair', 'fair')",-0.9834158,-0.9996776,-0.0162618
30,1.1903161,1.0367911,"('intolerant', 'tolerant')",1.1903161,1.0367911,-0.153525
31,-2.154258,-2.009942,"('evil', 'good')",-2.154258,-2.0099421,0.1443159
32,1.3325716,1.2845324,"('unkind', 'kind')",1.3325716,1.2845324,-0.0480392
33,-0.64908385,-0.54132974,"('wrong', 'right')",-0.6490839,-0.5413297,0.1077542
34,4.204681,4.4818397,"('mean', 'honorable')",4.2046809,4.4818397,0.2771588
35,-1.5004495,-1.4607469,"('corrupt', 'incorrupt')",-1.5004495,-1.4607469,0.0397026
36,-1.241757,-1.2576827,"('hostile', 'amicable')",-1.241757,-1.2576827,-0.0159257
37,0.37134808,0.3571484,"('fake', 'genuine')",0.3713481,0.3571484,-0.0141997
38,0.0100566,-0.0024602264,"('untruthful', 'truthful')",0.0100566,-0.0024602,-0.0125168
