,shape_male,shape_female,tuple,average_male,average_female,female-male
0,0.4045207,0.22860354,"('unsociable', 'sociable')",0.4045207,0.2286035,-0.1759172
1,1.2408516,1.2402189,"('unfriendly', 'friendly')",1.2408516,1.2402189,-0.0006327
2,0.4056358,0.57305664,"('unlikable', 'likable')",0.4056358,0.5730566,0.1674208
3,0.9370037,1.0824617,"('repellent', 'pleasant')",0.9370037,1.0824617,0.145458
4,-7.4000134,-7.314115,"('disliked', 'liked')",-7.4000134,-7.314115,0.0858984
5,-0.48909062,-0.20608778,"('distant', 'outgoing')",-0.4890906,-0.2060878,0.2830028
6,-0.19820504,0.08827436,"('distant', 'open')",-0.198205,0.0882744,0.2864794
7,1.0742373,0.9843574,"('insensitive', 'sensitive')",1.0742373,0.9843574,-0.0898799
8,1.0210088,1.0779349,"('unaffectionate', 'affectionate')",1.0210088,1.0779349,0.0569261
9,1.6628848,1.8080151,"('unaffectionate', 'caring')",1.6628848,1.8080151,0.1451303
10,1.4184445,1.4591731,"('unsympathetic', 'sympathetic')",1.4184445,1.4591731,0.0407286
11,2.176862,2.208734,"('unhelpful', 'helpful')",2.176862,2.208734,0.031872
12,-1.2146776,-1.2930492,"('unsupportive', 'supportive')",-1.2146776,-1.2930492,-0.0783716
13,0.6161666,0.45309517,"('impolite', 'polite')",0.6161666,0.4530952,-0.1630714
14,-0.074467674,-0.29714066,"('antisocial', 'social')",-0.0744677,-0.2971407,-0.222673
15,0.56714,0.49131876,"('boring', 'funny')",0.56714,0.4913188,-0.0758212
16,-0.22658697,-0.084220424,"('unpopular', 'popular')",-0.226587,-0.0842204,0.1423666
17,-0.33669978,-0.25623006,"('nasty', 'nice')",-0.3366998,-0.2562301,0.0804697
18,-0.60844207,-0.74898756,"('disagreeable', 'welcoming')",-0.6084421,-0.7489876,-0.1405455
19,-0.596663,-0.38623324,"('inhospitable', 'hospitable')",-0.596663,-0.3862332,0.2104298
20,0.9759587,0.7757555,"('rough', 'thoughtful')",0.9759587,0.7757555,-0.2002032
21,0.2456927,0.34568483,"('immoral', 'moral')",0.2456927,0.3456848,0.0999921
22,-0.5286021,-0.54839534,"('untrustworthy', 'trustworthy')",-0.5286021,-0.5483953,-0.0197932
23,6.668539,6.6183543,"('insincere', 'sincere')",6.668539,6.6183543,-0.0501847
24,1.8790854,1.8697965,"('dishonest', 'honest')",1.8790854,1.8697965,-0.0092889
25,0.30640578,0.32223263,"('egoistic', 'altruistic')",0.3064058,0.3222326,0.0158268
26,0.2955342,0.088253826,"('hardhearted', 'benevolent')",0.2955342,0.0882538,-0.2072804
27,1.6956924,1.5847856,"('hardhearted', 'softhearted')",1.6956924,1.5847856,-0.1109068
28,1.2208917,1.2130971,"('disloyal', 'loyal')",1.2208917,1.2130971,-0.0077946
29,-0.5779017,-0.68732435,"('unfair', 'fair')",-0.5779017,-0.6873243,-0.1094226
30,1.047553,1.0396395,"('intolerant', 'tolerant')",1.0475529,1.0396395,-0.0079134
31,-1.6867721,-1.5325493,"('evil', 'good')",-1.6867721,-1.5325493,0.1542228
