,anger_male,anger_female,tuple,average_male,average_female,female-male
0,0.36558777,0.38753557,"('unsociable', 'sociable')",0.3655878,0.3875356,0.0219478
1,1.1033977,1.1721084,"('unfriendly', 'friendly')",1.1033977,1.1721084,0.0687107
2,0.616611,0.72919124,"('unlikable', 'likable')",0.616611,0.7291912,0.1125802
3,0.91710925,1.0389793,"('repellent', 'pleasant')",0.9171093,1.0389793,0.12187
4,-7.4655495,-7.374726,"('disliked', 'liked')",-7.4655495,-7.3747258,0.0908237
5,-0.35106638,-0.23230503,"('distant', 'outgoing')",-0.3510664,-0.232305,0.1187614
6,-0.073175944,-0.034530327,"('distant', 'open')",-0.0731759,-0.0345303,0.0386456
7,1.4926661,1.5346038,"('insensitive', 'sensitive')",1.4926661,1.5346038,0.0419377
8,1.1127918,0.98142517,"('unaffectionate', 'affectionate')",1.1127918,0.9814252,-0.1313666
9,1.3652288,1.3335903,"('unaffectionate', 'caring')",1.3652288,1.3335903,-0.0316385
10,1.8376161,1.7234365,"('unsympathetic', 'sympathetic')",1.8376161,1.7234365,-0.1141796
11,2.2005775,2.198601,"('unhelpful', 'helpful')",2.2005775,2.198601,-0.0019765
12,-0.9509194,-0.88330024,"('unsupportive', 'supportive')",-0.9509194,-0.8833002,0.0676192
13,0.41743305,0.42550346,"('impolite', 'polite')",0.4174331,0.4255035,0.0080704
14,0.57659394,0.5278071,"('antisocial', 'social')",0.5765939,0.5278071,-0.0487868
15,0.4139524,0.4710807,"('boring', 'funny')",0.4139524,0.4710807,0.0571283
16,-0.7168611,-0.5580517,"('unpopular', 'popular')",-0.7168611,-0.5580517,0.1588094
17,-0.12601075,-0.12902658,"('nasty', 'nice')",-0.1260107,-0.1290266,-0.0030159
18,-0.33209592,-0.2616495,"('disagreeable', 'welcoming')",-0.3320959,-0.2616495,0.0704464
19,-0.2688459,-0.27341828,"('inhospitable', 'hospitable')",-0.2688459,-0.2734183,-0.0045724
20,0.7134098,0.6537699,"('rough', 'thoughtful')",0.7134098,0.6537699,-0.0596399
21,0.44389004,0.5215086,"('immoral', 'moral')",0.44389,0.5215086,0.0776186
22,0.16019915,0.16333827,"('untrustworthy', 'trustworthy')",0.1601992,0.1633383,0.0031391
23,6.7434173,6.820314,"('insincere', 'sincere')",6.7434173,6.8203139,0.0768966
24,2.2395248,2.2495975,"('dishonest', 'honest')",2.2395248,2.2495975,0.0100727
25,0.012751617,-0.018645309,"('egoistic', 'altruistic')",0.0127516,-0.0186453,-0.0313969
26,0.23051462,0.17058717,"('hardhearted', 'benevolent')",0.2305146,0.1705872,-0.0599274
27,1.5654567,1.3909434,"('hardhearted', 'softhearted')",1.5654567,1.3909434,-0.1745133
28,1.1364071,1.0569907,"('disloyal', 'loyal')",1.1364071,1.0569907,-0.0794164
29,-0.4283774,-0.5351695,"('unfair', 'fair')",-0.4283774,-0.5351695,-0.1067921
30,1.2506888,1.181762,"('intolerant', 'tolerant')",1.2506888,1.181762,-0.0689268
