,fulfillment_male,fulfillment_female,tuple,average_male,average_female,female-male
0,-0.06221316,-0.29171702,"('unsociable', 'sociable')",-0.0622132,-0.291717,-0.2295038
1,1.6788802,1.6548985,"('unfriendly', 'friendly')",1.6788802,1.6548985,-0.0239817
2,0.64417624,0.7487749,"('unlikable', 'likable')",0.6441762,0.7487749,0.1045987
3,0.4065833,0.59540737,"('repellent', 'pleasant')",0.4065833,0.5954074,0.1888241
4,-7.862926,-7.772676,"('disliked', 'liked')",-7.862926,-7.772676,0.09025
5,-0.06059469,0.035775844,"('distant', 'outgoing')",-0.0605947,0.0357758,0.0963705
6,0.15591134,0.27687094,"('distant', 'open')",0.1559113,0.2768709,0.1209596
7,0.5441609,0.67632234,"('insensitive', 'sensitive')",0.5441609,0.6763223,0.1321614
8,1.4942464,1.465508,"('unaffectionate', 'affectionate')",1.4942464,1.465508,-0.0287384
9,1.8760642,1.9628353,"('unaffectionate', 'caring')",1.8760642,1.9628353,0.0867711
10,0.98143095,1.0688652,"('unsympathetic', 'sympathetic')",0.9814309,1.0688652,0.0874343
11,2.0553846,2.0847178,"('unhelpful', 'helpful')",2.0553846,2.0847178,0.0293332
12,-1.5824643,-1.5928557,"('unsupportive', 'supportive')",-1.5824643,-1.5928557,-0.0103914
13,0.24103989,0.04329867,"('impolite', 'polite')",0.2410399,0.0432987,-0.1977412
14,-0.36901748,-0.5112819,"('antisocial', 'social')",-0.3690175,-0.5112819,-0.1422644
15,0.54006237,0.4293003,"('boring', 'funny')",0.5400624,0.4293003,-0.1107621
16,-0.14717951,-0.047166914,"('unpopular', 'popular')",-0.1471795,-0.0471669,0.1000126
17,0.0129371695,0.047048192,"('nasty', 'nice')",0.0129372,0.0470482,0.034111
18,-0.4460791,-0.5785677,"('disagreeable', 'welcoming')",-0.4460791,-0.5785677,-0.1324886
19,-0.29810348,-0.16594185,"('inhospitable', 'hospitable')",-0.2981035,-0.1659418,0.1321617
20,0.9112945,0.8339835,"('rough', 'thoughtful')",0.9112945,0.8339835,-0.077311
21,-0.18264452,-0.0135388225,"('immoral', 'moral')",-0.1826445,-0.0135388,0.1691057
22,-0.95095885,-0.959334,"('untrustworthy', 'trustworthy')",-0.9509588,-0.959334,-0.0083752
23,7.1868978,7.181711,"('insincere', 'sincere')",7.1868978,7.1817112,-0.0051866
24,1.7759275,1.8311005,"('dishonest', 'honest')",1.7759275,1.8311005,0.055173
25,0.7795971,0.6865627,"('egoistic', 'altruistic')",0.7795971,0.6865627,-0.0930344
26,0.68265635,0.47901356,"('hardhearted', 'benevolent')",0.6826563,0.4790136,-0.2036427
27,1.8285573,1.7049028,"('hardhearted', 'softhearted')",1.8285573,1.7049028,-0.1236545
28,1.1561219,1.1533009,"('disloyal', 'loyal')",1.1561219,1.1533009,-0.002821
29,-0.5508433,-0.6396268,"('unfair', 'fair')",-0.5508433,-0.6396268,-0.0887835
30,0.8684535,0.83233035,"('intolerant', 'tolerant')",0.8684535,0.8323303,-0.0361232
31,-1.4148418,-1.3593452,"('evil', 'good')",-1.4148418,-1.3593452,0.0554966
32,1.2703604,1.2160513,"('unkind', 'kind')",1.2703604,1.2160513,-0.0543091
33,-0.24717376,-0.27698216,"('wrong', 'right')",-0.2471738,-0.2769822,-0.0298084
34,5.304736,5.4485683,"('mean', 'honorable')",5.3047361,5.4485683,0.1438322
35,-0.7913501,-0.8596557,"('corrupt', 'incorrupt')",-0.7913501,-0.8596557,-0.0683056
36,-0.6311485,-0.7014318,"('hostile', 'amicable')",-0.6311485,-0.7014318,-0.0702833
37,1.020424,1.0726665,"('fake', 'genuine')",1.020424,1.0726665,0.0522425
38,0.19778523,0.20648508,"('untruthful', 'truthful')",0.1977852,0.2064851,0.0086999
39,0.02718566,-0.0071747564,"('exploitative', 'cooperative')",0.0271857,-0.0071748,-0.0343605
40,-2.0012834,-2.088732,"('stingy', 'generous')",-2.0012834,-2.088732,-0.0874486
41,-0.026554506,-0.11204558,"('unforgiving', 'forgiving')",-0.0265545,-0.1120456,-0.0854911
42,-2.794834,-2.6641188,"('unreliable', 'reliable')",-2.7948339,-2.6641188,0.1307151
43,1.304292,1.3092414,"('irresponsible', 'responsible')",1.304292,1.3092414,0.0049494
44,-1.2714825,-1.2952125,"('prejudiced', 'unprejudiced')",-1.2714825,-1.2952125,-0.02373
45,0.2408791,0.2584047,"('incompetent', 'competent')",0.2408791,0.2584047,0.0175256
46,-0.86475533,-0.83630854,"('uncompetitive', 'competitive')",-0.8647553,-0.8363085,0.0284468
47,5.6917496,5.7832956,"('stupid', 'smart')",5.6917496,5.7832956,0.091546
48,0.7418405,0.6346045,"('unintelligent', 'intelligent')",0.7418405,0.6346045,-0.107236
49,0.12834477,0.25882918,"('unable', 'able')",0.1283448,0.2588292,0.1304844
50,-0.06957091,-0.008168871,"('clumsy', 'skillful')",-0.0695709,-0.0081689,0.061402
51,0.15447006,0.19113198,"('uneducated', 'educated')",0.1544701,0.191132,0.0366619
52,-0.0001715906,0.015368819,"('irrational', 'rational')",-0.0001716,0.0153688,0.0155404
53,0.22999656,0.25609475,"('uncreative', 'creative')",0.2299966,0.2560948,0.0260982
54,1.2726564,1.495524,"('incapable', 'capable')",1.2726564,1.495524,0.2228676
55,0.4856307,0.51607037,"('incompetent', 'clever')",0.4856307,0.5160704,0.0304397
56,0.4399659,0.46978372,"('impractical', 'practical')",0.4399659,0.4697837,0.0298178
57,-3.4837823,-3.324883,"('unimaginative', 'imaginative')",-3.4837823,-3.324883,0.1588993
58,-0.036607064,-0.06111643,"('undiscriminating', 'discriminating')",-0.0366071,-0.0611164,-0.0245093
59,-0.0060372427,0.065457895,"('foolish', 'wise')",-0.0060372,0.0654579,0.0714951
60,0.9309143,0.886564,"('inefficient', 'efficient')",0.9309143,0.886564,-0.0443503
61,0.53492695,0.3360108,"('illogical', 'logical')",0.534927,0.3360108,-0.1989162
62,1.0078893,1.1285795,"('incompetent', 'brilliant')",1.0078893,1.1285795,0.1206902
63,0.40036935,0.44751814,"('unperceptive', 'insightful')",0.4003693,0.4475181,0.0471488
64,-6.8966465,-6.7442846,"('shy', 'confident')",-6.8966465,-6.7442846,0.1523619
65,0.17621984,0.16973785,"('insecure', 'secure')",0.1762198,0.1697378,-0.006482
66,-0.27914777,-0.2782037,"('inactive', 'active')",-0.2791478,-0.2782037,0.0009441
67,-0.23317607,-0.24841343,"('doubtful', 'determined')",-0.2331761,-0.2484134,-0.0152373
68,-0.48688382,-0.42466682,"('dependent', 'independent')",-0.4868838,-0.4246668,0.062217
69,-1.6870798,-1.6875671,"('lazy', 'industrious')",-1.6870798,-1.6875671,-0.0004873
70,0.6870021,0.8040347,"('lethargic', 'energetic')",0.6870021,0.8040347,0.1170326
71,0.42714983,0.46134195,"('diffident', 'self-confident')",0.4271498,0.4613419,0.0341921
72,0.8058265,0.8994289,"('unambitious', 'ambitious')",0.8058265,0.8994289,0.0936024
73,-3.3615818,-3.2156343,"('helpless', 'self-reliant')",-3.3615818,-3.2156343,0.1459475
74,-0.14519176,-0.18595007,"('undedicated', 'dedicated')",-0.1451918,-0.1859501,-0.0407583
75,-1.066273,-0.8473759,"('meek', 'impulsive')",-1.066273,-0.8473759,0.2188971
76,0.38186818,0.38233256,"('anxious', 'daring')",0.3818682,0.3823326,0.0004644
77,-1.2291824,-1.0666611,"('unmotivated', 'motivated')",-1.2291824,-1.0666611,0.1625213
78,-0.5859485,-0.6344284,"('nonresilient', 'resilient')",-0.5859485,-0.6344284,-0.0484799
79,-0.30825034,-0.1017921,"('wavering', 'unwavering')",-0.3082503,-0.1017921,0.2064582
80,-0.73999137,-0.75282514,"('dominated', 'dominating')",-0.7399914,-0.7528251,-0.0128337
81,-0.3796671,-0.2990607,"('submissive', 'aggressive')",-0.3796671,-0.2990607,0.0806064
82,7.2994695,7.4806895,"('poor', 'rich')",7.2994695,7.4806895,0.18122
83,-0.7050505,-0.7351976,"('powerless', 'powerful')",-0.7050505,-0.7351976,-0.0301471
84,0.28902155,0.34195346,"('inferior', 'superior')",0.2890216,0.3419535,0.0529319
85,-0.6422837,-0.71048,"('insignificant', 'prestigious')",-0.6422837,-0.71048,-0.0681963
86,0.16028726,0.22365604,"('uninfluential', 'influential')",0.1602873,0.223656,0.0633687
87,-0.08025665,0.11389916,"('unsuccessful', 'successful')",-0.0802566,0.1138992,0.1941558
88,0.15125751,0.2263897,"('low', 'eminent')",0.1512575,0.2263897,0.0751322
