,hunt_male,hunt_female,tuple,average_male,average_female,female-male
0,-0.019357162,-0.1020755,"('unsociable', 'sociable')",-0.0193572,-0.1020755,-0.0827183
1,1.3353124,1.3828046,"('unfriendly', 'friendly')",1.3353124,1.3828046,0.0474922
2,-0.16575326,-0.10912447,"('unlikable', 'likable')",-0.1657533,-0.1091245,0.0566288
3,0.53372276,0.5800685,"('repellent', 'pleasant')",0.5337228,0.5800685,0.0463457
4,-7.598936,-7.66539,"('disliked', 'liked')",-7.5989361,-7.66539,-0.0664539
5,-0.61201847,-0.54161334,"('distant', 'outgoing')",-0.6120185,-0.5416133,0.0704052
6,-0.061746564,-0.03873622,"('distant', 'open')",-0.0617466,-0.0387362,0.0230104
7,0.8129488,0.8579514,"('insensitive', 'sensitive')",0.8129488,0.8579514,0.0450026
8,1.2075573,1.1371585,"('unaffectionate', 'affectionate')",1.2075573,1.1371585,-0.0703988
9,1.6060295,1.6252713,"('unaffectionate', 'caring')",1.6060295,1.6252713,0.0192418
10,0.99630344,0.91740453,"('unsympathetic', 'sympathetic')",0.9963034,0.9174045,-0.0788989
11,1.174615,1.2692131,"('unhelpful', 'helpful')",1.174615,1.2692131,0.0945981
12,-1.8514582,-1.8663181,"('unsupportive', 'supportive')",-1.8514582,-1.8663181,-0.0148599
13,-0.44967544,-0.4793772,"('impolite', 'polite')",-0.4496754,-0.4793772,-0.0297018
14,0.36642596,0.27489892,"('antisocial', 'social')",0.366426,0.2748989,-0.0915271
15,-0.1010941,-0.112939134,"('boring', 'funny')",-0.1010941,-0.1129391,-0.011845
16,-0.49779284,-0.39745286,"('unpopular', 'popular')",-0.4977928,-0.3974529,0.1003399
17,-0.45270938,-0.38073802,"('nasty', 'nice')",-0.4527094,-0.380738,0.0719714
18,-0.46450147,-0.47977185,"('disagreeable', 'welcoming')",-0.4645015,-0.4797719,-0.0152704
19,-0.68100727,-0.6349476,"('inhospitable', 'hospitable')",-0.6810073,-0.6349476,0.0460597
20,1.0614587,1.0392627,"('rough', 'thoughtful')",1.0614587,1.0392627,-0.022196
21,-0.30509424,-0.25673473,"('immoral', 'moral')",-0.3050942,-0.2567347,0.0483595
22,-0.75842685,-0.7760948,"('untrustworthy', 'trustworthy')",-0.7584268,-0.7760948,-0.017668
23,6.4302897,6.486395,"('insincere', 'sincere')",6.4302897,6.4863949,0.0561052
24,1.5897515,1.4657937,"('dishonest', 'honest')",1.5897515,1.4657937,-0.1239578
25,0.98922145,0.9788048,"('egoistic', 'altruistic')",0.9892215,0.9788048,-0.0104167
26,1.2078458,1.1251503,"('hardhearted', 'benevolent')",1.2078458,1.1251503,-0.0826955
27,1.6677922,1.5709572,"('hardhearted', 'softhearted')",1.6677922,1.5709572,-0.096835
28,1.0999405,1.0444432,"('disloyal', 'loyal')",1.0999405,1.0444432,-0.0554973
29,-0.8732421,-0.9299264,"('unfair', 'fair')",-0.8732421,-0.9299264,-0.0566843
30,0.7554036,0.714288,"('intolerant', 'tolerant')",0.7554036,0.714288,-0.0411156
31,-1.7018183,-1.5583472,"('evil', 'good')",-1.7018183,-1.5583472,0.1434711
32,1.1050489,1.0207257,"('unkind', 'kind')",1.1050489,1.0207257,-0.0843232
33,-0.5512099,-0.5932852,"('wrong', 'right')",-0.5512099,-0.5932852,-0.0420753
34,4.877419,5.0549445,"('mean', 'honorable')",4.877419,5.0549445,0.1775255
35,-0.64860773,-0.80907667,"('corrupt', 'incorrupt')",-0.6486077,-0.8090767,-0.160469
36,-0.5305532,-0.57313335,"('hostile', 'amicable')",-0.5305532,-0.5731333,-0.0425801
37,0.72867197,0.74264556,"('fake', 'genuine')",0.728672,0.7426456,0.0139736
38,-0.22879843,-0.18501735,"('untruthful', 'truthful')",-0.2287984,-0.1850173,0.0437811
39,0.34005693,0.33122864,"('exploitative', 'cooperative')",0.3400569,0.3312286,-0.0088283
40,-1.5053947,-1.6751307,"('stingy', 'generous')",-1.5053947,-1.6751307,-0.169736
41,0.15658768,0.107375026,"('unforgiving', 'forgiving')",0.1565877,0.107375,-0.0492127
42,-2.8490646,-2.8822207,"('unreliable', 'reliable')",-2.8490646,-2.8822207,-0.0331561
43,1.1140193,1.1228561,"('irresponsible', 'responsible')",1.1140193,1.1228561,0.0088368
44,-1.1450725,-1.1535908,"('prejudiced', 'unprejudiced')",-1.1450725,-1.1535908,-0.0085183
45,-0.25352117,-0.2368667,"('incompetent', 'competent')",-0.2535212,-0.2368667,0.0166545
46,-0.72458434,-0.8177377,"('uncompetitive', 'competitive')",-0.7245843,-0.8177377,-0.0931534
47,5.2479343,5.382278,"('stupid', 'smart')",5.2479343,5.382278,0.1343437
48,0.7012895,0.6514492,"('unintelligent', 'intelligent')",0.7012895,0.6514492,-0.0498403
49,0.16188653,0.23424152,"('unable', 'able')",0.1618865,0.2342415,0.072355
50,-0.48946613,-0.5012136,"('clumsy', 'skillful')",-0.4894661,-0.5012136,-0.0117475
51,0.50644904,0.4542659,"('uneducated', 'educated')",0.506449,0.4542659,-0.0521831
52,-0.7823628,-0.8144312,"('irrational', 'rational')",-0.7823628,-0.8144312,-0.0320684
53,0.12896287,0.11094778,"('uncreative', 'creative')",0.1289629,0.1109478,-0.0180151
54,1.1363052,1.2060134,"('incapable', 'capable')",1.1363052,1.2060134,0.0697082
55,0.72558427,0.7224399,"('incompetent', 'clever')",0.7255843,0.7224399,-0.0031444
56,0.31808627,0.29451162,"('impractical', 'practical')",0.3180863,0.2945116,-0.0235747
57,-2.8504796,-2.8545704,"('unimaginative', 'imaginative')",-2.8504796,-2.8545704,-0.0040908
58,0.025602628,0.105574936,"('undiscriminating', 'discriminating')",0.0256026,0.1055749,0.0799723
59,-0.1792046,-0.13995254,"('foolish', 'wise')",-0.1792046,-0.1399525,0.0392521
60,0.4194818,0.47252464,"('inefficient', 'efficient')",0.4194818,0.4725246,0.0530428
61,0.14680775,0.05134595,"('illogical', 'logical')",0.1468077,0.051346,-0.0954617
62,0.28358763,0.36251903,"('incompetent', 'brilliant')",0.2835876,0.362519,0.0789314
63,0.026205592,0.09894335,"('unperceptive', 'insightful')",0.0262056,0.0989434,0.0727378
64,-6.857068,-6.890662,"('shy', 'confident')",-6.8570681,-6.8906622,-0.0335941
65,-0.06954691,-0.0961401,"('insecure', 'secure')",-0.0695469,-0.0961401,-0.0265932
66,-0.048193585,-0.06916283,"('inactive', 'active')",-0.0481936,-0.0691628,-0.0209692
67,-0.3955009,-0.32157466,"('doubtful', 'determined')",-0.3955009,-0.3215747,0.0739262
68,-0.56785023,-0.56230634,"('dependent', 'independent')",-0.5678502,-0.5623063,0.0055439
69,-1.836039,-1.806978,"('lazy', 'industrious')",-1.8360389,-1.806978,0.0290609
70,1.0149022,0.99239534,"('lethargic', 'energetic')",1.0149022,0.9923953,-0.0225069
71,0.6132374,0.70083565,"('diffident', 'self-confident')",0.6132374,0.7008356,0.0875982
72,0.7503375,0.76537466,"('unambitious', 'ambitious')",0.7503375,0.7653747,0.0150372
73,-3.357792,-3.2962303,"('helpless', 'self-reliant')",-3.3577919,-3.2962303,0.0615616
74,0.01510869,-0.06528191,"('undedicated', 'dedicated')",0.0151087,-0.0652819,-0.0803906
75,-0.9060885,-0.79116404,"('meek', 'impulsive')",-0.9060885,-0.791164,0.1149245
76,0.60177046,0.62490445,"('anxious', 'daring')",0.6017705,0.6249045,0.023134
77,-1.2482886,-1.1104339,"('unmotivated', 'motivated')",-1.2482886,-1.1104339,0.1378547
78,-0.42735526,-0.43891212,"('nonresilient', 'resilient')",-0.4273553,-0.4389121,-0.0115568
79,-0.069918506,-0.045264862,"('wavering', 'unwavering')",-0.0699185,-0.0452649,0.0246536
80,-0.56477666,-0.6719759,"('dominated', 'dominating')",-0.5647767,-0.6719759,-0.1071992
81,0.088824436,0.08065579,"('submissive', 'aggressive')",0.0888244,0.0806558,-0.0081686
82,6.488842,6.5995693,"('poor', 'rich')",6.488842,6.5995693,0.1107273
83,-0.40161377,-0.40490645,"('powerless', 'powerful')",-0.4016138,-0.4049065,-0.0032927
