,anger_male,anger_female,tuple,average_male,average_female,female-male
0,-0.134686,-0.19689341,"('unsociable', 'sociable')",-0.134686,-0.1968934,-0.0622074
1,1.5954818,1.5902624,"('unfriendly', 'friendly')",1.5954818,1.5902624,-0.0052194
2,0.5190324,0.60914886,"('unlikable', 'likable')",0.5190324,0.6091489,0.0901165
3,0.63341784,0.86517197,"('repellent', 'pleasant')",0.6334178,0.865172,0.2317542
4,-7.8041353,-7.6010585,"('disliked', 'liked')",-7.8041353,-7.6010585,0.2030768
5,-0.16029598,0.12335479,"('distant', 'outgoing')",-0.160296,0.1233548,0.2836508
6,0.19019988,0.42910752,"('distant', 'open')",0.1901999,0.4291075,0.2389076
7,0.5224213,0.78233624,"('insensitive', 'sensitive')",0.5224213,0.7823362,0.2599149
8,1.5920396,1.4701501,"('unaffectionate', 'affectionate')",1.5920396,1.4701501,-0.1218895
9,1.9663699,1.9902953,"('unaffectionate', 'caring')",1.9663699,1.9902953,0.0239254
10,1.365904,1.5565803,"('unsympathetic', 'sympathetic')",1.365904,1.5565803,0.1906763
11,2.2304363,2.386088,"('unhelpful', 'helpful')",2.2304363,2.3860879,0.1556516
12,-1.475891,-1.3481896,"('unsupportive', 'supportive')",-1.475891,-1.3481896,0.1277014
13,0.3086048,0.17914055,"('impolite', 'polite')",0.3086048,0.1791406,-0.1294642
14,-0.26816323,-0.33853605,"('antisocial', 'social')",-0.2681632,-0.3385361,-0.0703729
15,0.45058012,0.3675963,"('boring', 'funny')",0.4505801,0.3675963,-0.0829838
16,-0.47056776,-0.35201848,"('unpopular', 'popular')",-0.4705678,-0.3520185,0.1185493
17,-0.67433584,-0.53929013,"('nasty', 'nice')",-0.6743358,-0.5392901,0.1350457
18,-0.7272659,-0.7898275,"('disagreeable', 'welcoming')",-0.7272659,-0.7898275,-0.0625616
19,-0.2857753,-0.0644346,"('inhospitable', 'hospitable')",-0.2857753,-0.0644346,0.2213407
20,0.8009898,0.70110285,"('rough', 'thoughtful')",0.8009898,0.7011029,-0.0998869
21,0.040269736,0.18460639,"('immoral', 'moral')",0.0402697,0.1846064,0.1443367
22,-0.8354258,-0.79615206,"('untrustworthy', 'trustworthy')",-0.8354258,-0.7961521,0.0392737
23,6.8675604,6.9243026,"('insincere', 'sincere')",6.8675604,6.9243026,0.0567422
24,1.9620614,2.033773,"('dishonest', 'honest')",1.9620614,2.0337729,0.0717115
25,0.13942085,-0.011191219,"('egoistic', 'altruistic')",0.1394209,-0.0111912,-0.1506121
26,0.24589646,0.06406756,"('hardhearted', 'benevolent')",0.2458965,0.0640676,-0.1818289
27,1.5595466,1.52995,"('hardhearted', 'softhearted')",1.5595466,1.52995,-0.0295966
28,1.3086437,1.3072681,"('disloyal', 'loyal')",1.3086437,1.3072681,-0.0013756
29,-0.88820815,-0.89938223,"('unfair', 'fair')",-0.8882082,-0.8993822,-0.011174
30,0.9709176,0.91181046,"('intolerant', 'tolerant')",0.9709176,0.9118105,-0.0591071
31,-1.6706634,-1.5489109,"('evil', 'good')",-1.6706634,-1.5489109,0.1217525
32,1.2666342,1.2905493,"('unkind', 'kind')",1.2666342,1.2905493,0.0239151
33,-0.41824275,-0.40274015,"('wrong', 'right')",-0.4182428,-0.4027402,0.0155026
34,4.9543324,5.1346006,"('mean', 'honorable')",4.9543324,5.1346006,0.1802682
35,-1.0896178,-1.1634728,"('corrupt', 'incorrupt')",-1.0896178,-1.1634728,-0.073855
