,epee_male,epee_female,tuple,average_male,average_female,female-male
0,-0.07604255,-0.1772494,"('unsociable', 'sociable')",-0.0760425,-0.1772494,-0.1012069
1,-0.9523311,-1.1335438,"('unfriendly', 'friendly')",-0.9523311,-1.1335438,-0.1812127
2,0.9769482,1.1264238,"('unlikable', 'likable')",0.9769482,1.1264238,0.1494756
3,-0.10552836,-0.016219517,"('repellent', 'pleasant')",-0.1055284,-0.0162195,0.0893089
4,-2.54384,-2.5621402,"('disliked', 'liked')",-2.5438399,-2.5621402,-0.0183003
5,-1.2107801,-1.2566981,"('distant', 'outgoing')",-1.2107801,-1.2566981,-0.045918
6,-0.52306896,-0.6412993,"('distant', 'open')",-0.523069,-0.6412993,-0.1182303
7,-0.057737954,0.054560162,"('insensitive', 'sensitive')",-0.057738,0.0545602,0.1122982
8,-0.92880315,-1.0100697,"('unaffectionate', 'affectionate')",-0.9288031,-1.0100697,-0.0812666
9,-1.0269995,-1.0540006,"('unaffectionate', 'caring')",-1.0269995,-1.0540006,-0.0270011
10,-0.23672204,-0.24270715,"('unsympathetic', 'sympathetic')",-0.236722,-0.2427071,-0.0059851
11,0.5985,0.7172237,"('unhelpful', 'helpful')",0.5985,0.7172237,0.1187237
12,-1.2821027,-1.2230842,"('unsupportive', 'supportive')",-1.2821027,-1.2230842,0.0590185
13,-0.23650604,-0.118080005,"('impolite', 'polite')",-0.236506,-0.11808,0.118426
14,0.01286084,0.09358059,"('antisocial', 'social')",0.0128608,0.0935806,0.0807198
15,0.36463574,0.28917238,"('boring', 'funny')",0.3646357,0.2891724,-0.0754633
16,0.16001971,-0.09192297,"('unpopular', 'popular')",0.1600197,-0.091923,-0.2519427
17,-0.5031727,-0.43146268,"('nasty', 'nice')",-0.5031727,-0.4314627,0.07171
18,-1.1387169,-1.0780287,"('disagreeable', 'welcoming')",-1.1387169,-1.0780287,0.0606882
19,-1.2808237,-1.336234,"('inhospitable', 'hospitable')",-1.2808237,-1.336234,-0.0554103
20,0.98615515,0.96761215,"('rough', 'thoughtful')",0.9861552,0.9676121,-0.0185431
21,0.09128374,0.28876066,"('immoral', 'moral')",0.0912837,0.2887607,0.197477
22,-0.052487664,0.029823765,"('untrustworthy', 'trustworthy')",-0.0524877,0.0298238,0.0823115
23,1.3788488,1.3977329,"('insincere', 'sincere')",1.3788488,1.3977329,0.0188841
24,0.17777169,0.21616332,"('dishonest', 'honest')",0.1777717,0.2161633,0.0383916
25,0.3350771,0.0762566,"('egoistic', 'altruistic')",0.3350771,0.0762566,-0.2588205
