,type_male,type_female,tuple,average_male,average_female,female-male
0,0.12787838,0.17350599,"('unsociable', 'sociable')",0.1278784,0.173506,0.0456276
1,1.1533537,1.0826737,"('unfriendly', 'friendly')",1.1533537,1.0826737,-0.07068
2,-0.13637613,-0.029732764,"('unlikable', 'likable')",-0.1363761,-0.0297328,0.1066433
3,0.69153035,0.83198977,"('repellent', 'pleasant')",0.6915303,0.8319898,0.1404595
4,-7.2891607,-7.5256777,"('disliked', 'liked')",-7.2891607,-7.5256777,-0.236517
5,-0.6311827,-0.82240355,"('distant', 'outgoing')",-0.6311827,-0.8224036,-0.1912209
6,-0.07750259,-0.30614245,"('distant', 'open')",-0.0775026,-0.3061424,-0.2286398
7,1.6581066,1.8193296,"('insensitive', 'sensitive')",1.6581066,1.8193296,0.161223
8,0.98348886,0.92520845,"('unaffectionate', 'affectionate')",0.9834889,0.9252084,-0.0582805
9,1.3818874,1.3087586,"('unaffectionate', 'caring')",1.3818874,1.3087586,-0.0731288
10,0.9208967,1.1542513,"('unsympathetic', 'sympathetic')",0.9208967,1.1542513,0.2333546
11,1.5697901,1.7555101,"('unhelpful', 'helpful')",1.5697901,1.7555101,0.18572
12,-1.6234546,-1.5709344,"('unsupportive', 'supportive')",-1.6234546,-1.5709344,0.0525202
13,-0.17114685,0.118609175,"('impolite', 'polite')",-0.1711469,0.1186092,0.2897561
14,-0.018055353,0.11794855,"('antisocial', 'social')",-0.0180554,0.1179485,0.1360039
15,0.47249153,0.4136194,"('boring', 'funny')",0.4724915,0.4136194,-0.0588721
16,-0.5053195,-0.61435723,"('unpopular', 'popular')",-0.5053195,-0.6143572,-0.1090377
17,-0.17097601,-0.23691283,"('nasty', 'nice')",-0.170976,-0.2369128,-0.0659368
18,-0.762765,-0.70411146,"('disagreeable', 'welcoming')",-0.762765,-0.7041115,0.0586535
19,-0.6175534,-0.68735105,"('inhospitable', 'hospitable')",-0.6175534,-0.687351,-0.0697976
20,0.8567984,0.7418493,"('rough', 'thoughtful')",0.8567984,0.7418493,-0.1149491
21,-0.2898096,0.07484074,"('immoral', 'moral')",-0.2898096,0.0748407,0.3646503
22,-0.36989418,-0.24482188,"('untrustworthy', 'trustworthy')",-0.3698942,-0.2448219,0.1250723
23,6.4544253,6.7246404,"('insincere', 'sincere')",6.4544253,6.7246404,0.2702151
24,1.4059285,1.3926138,"('dishonest', 'honest')",1.4059285,1.3926138,-0.0133147
25,0.85684806,0.77016103,"('egoistic', 'altruistic')",0.8568481,0.770161,-0.0866871
26,1.4584087,1.2998747,"('hardhearted', 'benevolent')",1.4584087,1.2998747,-0.158534
27,1.7893304,1.6503956,"('hardhearted', 'softhearted')",1.7893304,1.6503956,-0.1389348
28,1.7070377,1.5503982,"('disloyal', 'loyal')",1.7070377,1.5503982,-0.1566395
29,-0.40057114,-0.57122654,"('unfair', 'fair')",-0.4005711,-0.5712265,-0.1706554
