,mylan_male,mylan_female,tuple,nv_male,nv_female,average_male,average_female,female-male
0,0.7594542,0.67059886,"('unsociable', 'sociable')",0.28260812,0.15673026,0.5210311,0.4136646,-0.1073665
1,-0.973098,-1.1472266,"('unfriendly', 'friendly')",-1.1646427,-1.2554972,-1.0688703,-1.2013619,-0.1324916
2,0.7221463,0.755291,"('unlikable', 'likable')",1.2235764,1.203385,0.9728613,0.979338,0.0064767
3,0.28160706,0.4726812,"('repellent', 'pleasant')",1.146262,1.2000588,0.7139345,0.83637,0.1224355
4,0.28794852,0.32119954,"('disliked', 'liked')",-2.2925384,-2.259008,-1.0022949,-0.9689042,0.0333907
5,-1.3920467,-1.2770354,"('distant', 'outgoing')",-1.227042,-1.1317189,-1.3095443,-1.2043772,0.1051671
6,-1.8612816,-1.7338926,"('distant', 'open')",-1.0629333,-0.9176128,-1.4621074,-1.3257527,0.1363547
7,0.057399355,0.07355243,"('insensitive', 'sensitive')",-0.4424232,-0.4524639,-0.1925119,-0.1894557,0.0030562
8,-0.24822816,-0.37474394,"('unaffectionate', 'affectionate')",-0.93150306,-0.95535827,-0.5898656,-0.6650511,-0.0751855
9,-0.5535686,-0.6602163,"('unaffectionate', 'caring')",-0.57374245,-0.61823636,-0.5636555,-0.6392263,-0.0755708
10,-0.3632788,-0.36142424,"('unsympathetic', 'sympathetic')",-0.15709762,-0.21950395,-0.2601882,-0.2904641,-0.0302759
11,0.91047037,0.81151164,"('unhelpful', 'helpful')",1.2963432,1.1685636,1.1034068,0.9900376,-0.1133692
12,0.30268985,0.3793367,"('unsupportive', 'supportive')",-0.7831218,-0.7611318,-0.240216,-0.1908976,0.0493184
13,-0.4372148,-0.37953353,"('impolite', 'polite')",-0.28165767,-0.3659306,-0.3594362,-0.372732,-0.0132958
14,1.1808362,1.2495133,"('antisocial', 'social')",0.3770329,0.27749196,0.7789345,0.7635026,-0.0154319
15,0.03548041,-0.112756774,"('boring', 'funny')",1.2424823,1.1251574,0.6389813,0.5062003,-0.132781
16,-0.41191652,-0.49373534,"('unpopular', 'popular')",-0.10284197,-0.18035957,-0.2573792,-0.3370475,-0.0796683
17,0.2965192,0.3298782,"('nasty', 'nice')",-0.2665025,-0.23244177,0.0150083,0.0487182,0.0337099
18,0.56533456,0.61352175,"('disagreeable', 'welcoming')",-0.83277315,-0.8309092,-0.1337193,-0.1086937,0.0250256
19,-1.6093506,-1.5312204,"('inhospitable', 'hospitable')",-0.5242012,-0.4069917,-1.0667759,-0.9691061,0.0976698
20,-0.47113955,-0.50749296,"('rough', 'thoughtful')",0.02885051,-0.033385113,-0.2211445,-0.270439,-0.0492945
21,0.032202616,-0.020273382,"('immoral', 'moral')",0.14576197,0.07004288,0.0889823,0.0248847,-0.0640976
22,0.38765687,0.5602375,"('untrustworthy', 'trustworthy')",0.31621248,0.31499708,0.3519347,0.4376173,0.0856826
23,0.4633575,0.3257291,"('insincere', 'sincere')",2.3746395,2.257157,1.4189985,1.2914431,-0.1275554
24,0.086232394,0.13878554,"('dishonest', 'honest')",-0.01945988,-0.05534096,0.0333863,0.0417223,0.008336
25,-0.36986268,-0.43556374,"('egoistic', 'altruistic')",-0.3418793,-0.38857496,-0.355871,-0.4120694,-0.0561984
26,-0.022270352,-0.14289942,"('hardhearted', 'benevolent')",0.20859233,0.15178287,0.093161,0.0044417,-0.0887193
27,-0.8439543,-0.78974843,"('hardhearted', 'softhearted')",-0.45279568,-0.5324705,-0.648375,-0.6611094,-0.0127344
28,-0.110603556,-0.26038444,"('disloyal', 'loyal')",0.557424,0.43156123,0.2234102,0.0855884,-0.1378218
29,-0.6165797,-0.6588134,"('unfair', 'fair')",0.24321273,0.22674596,-0.1866835,-0.2160337,-0.0293502
30,0.998416,1.0252923,"('intolerant', 'tolerant')",0.8277837,0.7697596,0.9130999,0.8975259,-0.015574
31,-1.428911,-1.2021022,"('evil', 'good')",-1.752564,-1.5822631,-1.5907375,-1.3921826,0.1985549
32,0.03323057,-0.18053819,"('unkind', 'kind')",0.17274696,-0.059549138,0.1029888,-0.1200437,-0.2230325
33,-0.7450348,-0.7992378,"('wrong', 'right')",-0.42017257,-0.48453227,-0.5826037,-0.641885,-0.0592813
34,-0.668797,-0.520986,"('mean', 'honorable')",1.6868454,1.8130001,0.5090242,0.6460071,0.1369829
35,-0.99306417,-1.1063645,"('corrupt', 'incorrupt')",-1.0725653,-1.1157615,-1.0328147,-1.111063,-0.0782483
36,-1.3654968,-1.3891175,"('hostile', 'amicable')",-1.0496658,-1.0726212,-1.2075813,-1.2308693,-0.023288
37,-0.17451963,-0.2652547,"('fake', 'genuine')",0.022953026,-0.018840171,-0.0757833,-0.1420474,-0.0662641
38,-0.20336813,-0.19349396,"('untruthful', 'truthful')",-0.52728176,-0.45883203,-0.3653249,-0.326163,0.0391619
39,0.84374356,0.8465295,"('exploitative', 'cooperative')",0.2707091,0.27059728,0.5572263,0.5585634,0.0013371
40,0.7263546,0.7632264,"('stingy', 'generous')",-0.72869265,-0.69152015,-0.001169,0.0358531,0.0370221
41,0.18183985,0.31879348,"('unforgiving', 'forgiving')",-0.4228711,-0.46035522,-0.1205156,-0.0707809,0.0497347
42,0.35689518,0.4878856,"('unreliable', 'reliable')",-0.27392602,-0.15664524,0.0414846,0.1656202,0.1241356
43,0.26431188,0.43465158,"('irresponsible', 'responsible')",0.5780367,0.624998,0.4211743,0.5298248,0.1086505
44,-0.09022659,0.006804023,"('prejudiced', 'unprejudiced')",0.27753785,0.3009082,0.0936556,0.1538561,0.0602005
45,0.04684293,0.20281652,"('incompetent', 'competent')",0.6798258,0.6692778,0.3633344,0.4360471,0.0727127
46,0.43550944,0.47943556,"('uncompetitive', 'competitive')",-0.39478254,-0.3971309,0.0203635,0.0411523,0.0207888
47,0.27079007,0.35188532,"('stupid', 'smart')",2.511379,2.4591172,1.3910846,1.4055012,0.0144166
48,0.25552624,0.17874366,"('unintelligent', 'intelligent')",-0.45184478,-0.47593227,-0.0981593,-0.1485943,-0.050435
49,-0.3466039,-0.19012079,"('unable', 'able')",-0.13568683,-0.023725338,-0.2411454,-0.1069231,0.1342223
50,-0.083307385,-0.1447588,"('clumsy', 'skillful')",0.30858454,0.21388352,0.1126386,0.0345624,-0.0780762
51,0.24335556,0.03205067,"('uneducated', 'educated')",0.16302694,0.027689215,0.2031913,0.0298699,-0.1733214
52,-0.31027204,-0.5507017,"('irrational', 'rational')",0.35435817,0.25985563,0.0220431,-0.145423,-0.1674661
53,-1.0315088,-1.0674946,"('uncreative', 'creative')",-0.34878406,-0.43690053,-0.6901464,-0.7521976,-0.0620512
54,-1.081758,-1.3075781,"('incapable', 'capable')",0.51974607,0.4166929,-0.281006,-0.4454426,-0.1644366
55,0.9087894,1.0364428,"('incompetent', 'clever')",0.90477896,0.8458368,0.9067842,0.9411398,0.0343556
56,0.96352345,0.98185945,"('impractical', 'practical')",1.3176517,1.311538,1.1405876,1.1466987,0.0061111
57,0.0454382,0.03148944,"('unimaginative', 'imaginative')",-0.7048923,-0.7772344,-0.3297271,-0.3728725,-0.0431454
58,-0.8740781,-0.7878297,"('undiscriminating', 'discriminating')",-0.6784374,-0.6904096,-0.7762578,-0.7391196,0.0371382
59,0.61978364,0.58515257,"('foolish', 'wise')",0.06644195,0.043628685,0.3431128,0.3143906,-0.0287222
60,0.61180294,0.6277247,"('inefficient', 'efficient')",0.633621,0.5728921,0.622712,0.6003084,-0.0224036
61,-0.5701523,-0.6569513,"('illogical', 'logical')",0.37663192,0.25240523,-0.0967602,-0.202273,-0.1055128
62,1.2003583,1.1985493,"('incompetent', 'brilliant')",1.6051441,1.5921363,1.4027512,1.3953428,-0.0074084
63,0.092554,0.14286147,"('unperceptive', 'insightful')",-0.10725022,-0.08549227,-0.0073481,0.0286846,0.0360327
64,-0.13831434,-0.10457187,"('shy', 'confident')",-1.3621429,-1.3642316,-0.7502286,-0.7344017,0.0158269
65,0.43179446,0.49957326,"('insecure', 'secure')",0.8831165,0.8765162,0.6574554,0.6880447,0.0305893
66,-1.2272422,-1.2229044,"('inactive', 'active')",-0.41819176,-0.39866826,-0.822717,-0.8107864,0.0119306
67,0.438757,0.44561517,"('doubtful', 'determined')",0.20452285,0.1628736,0.3216399,0.3042444,-0.0173955
68,-0.2760712,-0.31042737,"('dependent', 'independent')",-0.77314854,-0.79904336,-0.5246099,-0.5547354,-0.0301255
69,-0.9892945,-0.9475482,"('lazy', 'industrious')",-0.8152045,-0.770746,-0.9022495,-0.8591471,0.0431024
70,-0.0022284351,0.15147583,"('lethargic', 'energetic')",1.306736,1.3620584,0.6522538,0.7567671,0.1045133
71,-0.5323526,-0.59131134,"('diffident', 'self-confident')",-0.44137216,-0.37825862,-0.4868624,-0.484785,0.0020774
72,-0.6797486,-0.6562543,"('unambitious', 'ambitious')",-0.9275869,-0.91419405,-0.8036678,-0.7852242,0.0184436
73,0.43853962,0.43262103,"('helpless', 'self-reliant')",-0.98839015,-0.9503969,-0.2749253,-0.2588879,0.0160374
74,0.4672548,0.46231437,"('undedicated', 'dedicated')",0.43079612,0.4384315,0.4490255,0.4503729,0.0013474
75,-0.1651981,-0.16664374,"('meek', 'impulsive')",-0.45071334,-0.38358474,-0.3079557,-0.2751142,0.0328415
76,0.17835626,0.295364,"('anxious', 'daring')",1.0150121,1.0560508,0.5966842,0.6757074,0.0790232
77,-0.7064822,-0.7771521,"('unmotivated', 'motivated')",-0.9953589,-0.94854486,-0.8509206,-0.8628485,-0.0119279
78,-0.8312727,-0.93513596,"('nonresilient', 'resilient')",-0.56176347,-0.50541335,-0.6965181,-0.7202747,-0.0237566
79,-1.1448032,-1.2411894,"('wavering', 'unwavering')",-0.33560094,-0.2606636,-0.7402021,-0.7509265,-0.0107244
80,0.813431,0.7230969,"('dominated', 'dominating')",0.8634327,0.81124246,0.8384318,0.7671697,-0.0712621
81,1.1228248,0.94093305,"('submissive', 'aggressive')",0.51290345,0.42646822,0.8178641,0.6837006,-0.1341635
82,0.5705567,0.48056093,"('poor', 'rich')",2.2885096,2.2260196,1.4295331,1.3532903,-0.0762428
83,-0.4910015,-0.55198854,"('powerless', 'powerful')",-0.9489886,-0.9495548,-0.719995,-0.7507716,-0.0307766
84,0.036208566,-0.05557956,"('inferior', 'superior')",0.17797911,0.14680173,0.1070938,0.0456111,-0.0614827
85,-0.5360128,-0.5901378,"('insignificant', 'prestigious')",-1.1512575,-1.1049962,-0.8436352,-0.847567,-0.0039318
86,-0.6464533,-0.7565788,"('uninfluential', 'influential')",-0.65491545,-0.7272781,-0.6506844,-0.7419285,-0.0912441
87,0.026971318,-0.19490296,"('unsuccessful', 'successful')",0.91156006,0.80256295,0.4692657,0.30383,-0.1654357
88,0.2531981,-0.09333707,"('low', 'eminent')",-0.2540069,-0.5046012,-0.0004044,-0.2989691,-0.2985647
