,amphenol_male,amphenol_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.5389759,-0.725549,"('unsociable', 'sociable')",0.15830001,-0.07322423,-0.1903379,-0.3993866,-0.2090487
1,-1.0619918,-1.212676,"('unfriendly', 'friendly')",0.93936396,0.7463479,-0.0613139,-0.2331641,-0.1718502
2,0.8695513,0.79307264,"('unlikable', 'likable')",1.0629495,1.0416738,0.9662504,0.9173732,-0.0488772
3,-0.49004853,-0.4993071,"('repellent', 'pleasant')",1.1855487,1.0998635,0.3477501,0.3002782,-0.0474719
4,0.23464118,0.15602721,"('disliked', 'liked')",-6.6637497,-6.6881957,-3.2145543,-3.2660842,-0.0515299
5,-0.7979176,-0.7064043,"('distant', 'outgoing')",-1.1766461,-1.0253844,-0.9872819,-0.8658944,0.1213875
6,-0.95114344,-0.84210056,"('distant', 'open')",-1.236549,-1.1105659,-1.0938462,-0.9763333,0.1175129
7,-1.3401904,-1.3497628,"('insensitive', 'sensitive')",0.2885864,0.21455203,-0.525802,-0.5676054,-0.0418034
8,-0.77523077,-0.9136938,"('unaffectionate', 'affectionate')",0.3314554,0.2865877,-0.2218877,-0.313553,-0.0916653
9,-1.1779943,-1.2584803,"('unaffectionate', 'caring')",0.85162,0.85416603,-0.1631871,-0.2021571,-0.03897
10,-0.9940793,-1.0600938,"('unsympathetic', 'sympathetic')",-0.09506039,-0.18923086,-0.5445698,-0.6246623,-0.0800925
11,-0.21785524,-0.2912802,"('unhelpful', 'helpful')",2.2335205,2.265823,1.0078326,0.9872713,-0.0205613
12,-0.54675096,-0.5133007,"('unsupportive', 'supportive')",-2.1877131,-2.1786883,-1.3672321,-1.3459945,0.0212376
13,-0.9243592,-0.99330515,"('impolite', 'polite')",-0.60873747,-0.57740915,-0.7665483,-0.7853571,-0.0188088
14,-0.1697631,-0.1878387,"('antisocial', 'social')",0.56065804,0.34445968,0.1954475,0.0783105,-0.117137
15,-0.10613309,-0.21592973,"('boring', 'funny')",-0.011679271,-0.025567997,-0.0589062,-0.1207489,-0.0618427
16,-0.06421257,-0.110923424,"('unpopular', 'popular')",0.58084375,0.49680606,0.2583156,0.1929413,-0.0653743
17,0.022784833,0.070267975,"('nasty', 'nice')",-0.5210772,-0.45557687,-0.2491462,-0.1926544,0.0564918
18,-0.54360825,-0.54305047,"('disagreeable', 'welcoming')",-0.6926011,-0.7650889,-0.6181047,-0.6540697,-0.035965
19,-1.699284,-1.7424775,"('inhospitable', 'hospitable')",-0.93101925,-0.7679944,-1.3151516,-1.2552359,0.0599157
20,-0.086579606,-0.08569627,"('rough', 'thoughtful')",0.82360727,0.76782244,0.3685138,0.3410631,-0.0274507
21,0.16956952,0.12771149,"('immoral', 'moral')",0.1703911,0.07520747,0.1699803,0.1014595,-0.0685208
22,-0.6165836,-0.6652522,"('untrustworthy', 'trustworthy')",-0.87431043,-0.9810151,-0.745447,-0.8231336,-0.0776866
23,-1.0985227,-1.2153131,"('insincere', 'sincere')",5.9353647,5.8339176,2.418421,2.3093023,-0.1091187
24,-0.77946776,-0.8050757,"('dishonest', 'honest')",0.6817563,0.68503,-0.0488557,-0.0600229,-0.0111672
25,-0.3309602,-0.3591833,"('egoistic', 'altruistic')",0.82552713,0.7697732,0.2472835,0.2052949,-0.0419886
26,-0.56549996,-0.7573762,"('hardhearted', 'benevolent')",1.6339935,1.3665406,0.5342468,0.3045822,-0.2296646
27,-0.26750138,-0.12539496,"('hardhearted', 'softhearted')",0.83146626,0.79354143,0.2819824,0.3340732,0.0520908
28,-0.79758584,-0.93725437,"('disloyal', 'loyal')",1.4262289,1.2149093,0.3143215,0.1388275,-0.175494
29,-0.71414083,-0.6822245,"('unfair', 'fair')",-0.4575582,-0.57672316,-0.5858495,-0.6294738,-0.0436243
30,-0.27933306,-0.38774014,"('intolerant', 'tolerant')",1.2156277,1.180602,0.4681473,0.3964309,-0.0717164
31,-1.007487,-0.9791391,"('evil', 'good')",-1.45372,-1.5022002,-1.2306035,-1.2406697,-0.0100662
32,-0.15545426,-0.23800015,"('unkind', 'kind')",1.289498,1.010881,0.5670218,0.3864404,-0.1805814
