,gale_male,gale_female,tuple,average_male,average_female,female-male
0,0.14170572,0.19758967,"('unsociable', 'sociable')",0.1417057,0.1975897,0.055884
1,1.0679071,0.9982144,"('unfriendly', 'friendly')",1.0679071,0.9982144,-0.0696927
2,0.6404849,0.7299513,"('unlikable', 'likable')",0.6404849,0.7299513,0.0894664
3,0.85771024,0.97101426,"('repellent', 'pleasant')",0.8577102,0.9710143,0.1133041
4,-7.234988,-7.304715,"('disliked', 'liked')",-7.2349882,-7.3047152,-0.069727
5,-0.51668143,-0.5591226,"('distant', 'outgoing')",-0.5166814,-0.5591226,-0.0424412
6,-0.016700622,-0.15293479,"('distant', 'open')",-0.0167006,-0.1529348,-0.1362342
7,1.379871,1.428561,"('insensitive', 'sensitive')",1.379871,1.428561,0.04869
8,1.3943768,1.1640291,"('unaffectionate', 'affectionate')",1.3943768,1.1640291,-0.2303477
9,1.4511018,1.382118,"('unaffectionate', 'caring')",1.4511018,1.382118,-0.0689838
10,1.6713809,1.6370178,"('unsympathetic', 'sympathetic')",1.6713809,1.6370178,-0.0343631
11,1.7814065,1.8860852,"('unhelpful', 'helpful')",1.7814065,1.8860852,0.1046787
12,-1.0198463,-0.96977335,"('unsupportive', 'supportive')",-1.0198463,-0.9697734,0.0500729
13,0.053572208,0.19038151,"('impolite', 'polite')",0.0535722,0.1903815,0.1368093
14,0.14917123,0.32533786,"('antisocial', 'social')",0.1491712,0.3253379,0.1761667
15,0.2953939,0.2559051,"('boring', 'funny')",0.2953939,0.2559051,-0.0394888
16,-0.78486574,-0.7487973,"('unpopular', 'popular')",-0.7848657,-0.7487973,0.0360684
17,0.229477,0.1634727,"('nasty', 'nice')",0.229477,0.1634727,-0.0660043
18,-0.4283492,-0.3879418,"('disagreeable', 'welcoming')",-0.4283492,-0.3879418,0.0404074
19,-0.30608782,-0.41773522,"('inhospitable', 'hospitable')",-0.3060878,-0.4177352,-0.1116474
20,0.6797121,0.5896321,"('rough', 'thoughtful')",0.6797121,0.5896321,-0.09008
21,0.1628525,0.41669402,"('immoral', 'moral')",0.1628525,0.416694,0.2538415
22,0.17649058,0.24862185,"('untrustworthy', 'trustworthy')",0.1764906,0.2486219,0.0721313
23,6.122953,6.2887125,"('insincere', 'sincere')",6.1229529,6.2887125,0.1657596
24,1.814697,1.8564442,"('dishonest', 'honest')",1.814697,1.8564442,0.0417472
25,0.317751,0.28650147,"('egoistic', 'altruistic')",0.317751,0.2865015,-0.0312495
26,0.697312,0.4724283,"('hardhearted', 'benevolent')",0.697312,0.4724283,-0.2248837
27,1.7228953,1.5310409,"('hardhearted', 'softhearted')",1.7228953,1.5310409,-0.1918544
28,1.0915726,0.98188996,"('disloyal', 'loyal')",1.0915726,0.98189,-0.1096826
29,-0.24094388,-0.3754186,"('unfair', 'fair')",-0.2409439,-0.3754186,-0.1344747
30,1.175913,1.2620566,"('intolerant', 'tolerant')",1.175913,1.2620566,0.0861436
31,-1.1830143,-1.3250265,"('evil', 'good')",-1.1830143,-1.3250265,-0.1420122
32,1.2743133,1.1884086,"('unkind', 'kind')",1.2743133,1.1884086,-0.0859047
33,-0.98304296,-0.90152156,"('wrong', 'right')",-0.983043,-0.9015216,0.0815214
34,4.0704265,4.320677,"('mean', 'honorable')",4.0704265,4.3206768,0.2502503
35,-1.027253,-1.3235142,"('corrupt', 'incorrupt')",-1.027253,-1.3235142,-0.2962612
36,-0.6859214,-0.9898971,"('hostile', 'amicable')",-0.6859214,-0.9898971,-0.3039757
37,0.9124703,0.81333697,"('fake', 'genuine')",0.9124703,0.813337,-0.0991333
38,-0.41244796,-0.31852615,"('untruthful', 'truthful')",-0.412448,-0.3185261,0.0939219
39,-0.016766852,0.051210817,"('exploitative', 'cooperative')",-0.0167669,0.0512108,0.0679777
40,-0.8304565,-0.948714,"('stingy', 'generous')",-0.8304565,-0.948714,-0.1182575
41,0.2390028,0.13492242,"('unforgiving', 'forgiving')",0.2390028,0.1349224,-0.1040804
42,-1.5200766,-1.5438865,"('unreliable', 'reliable')",-1.5200766,-1.5438865,-0.0238099
43,1.638998,1.7266784,"('irresponsible', 'responsible')",1.638998,1.7266784,0.0876804
44,-1.1828855,-1.2985084,"('prejudiced', 'unprejudiced')",-1.1828855,-1.2985084,-0.1156229
45,0.61293477,0.5486771,"('incompetent', 'competent')",0.6129348,0.5486771,-0.0642577
46,-0.2077026,-0.1482631,"('uncompetitive', 'competitive')",-0.2077026,-0.1482631,0.0594395
47,5.5027456,5.6963825,"('stupid', 'smart')",5.5027456,5.6963825,0.1936369
48,0.9208114,0.9617,"('unintelligent', 'intelligent')",0.9208114,0.9617,0.0408886
49,-0.28276277,-0.1462472,"('unable', 'able')",-0.2827628,-0.1462472,0.1365156
50,-0.055660635,-0.17865373,"('clumsy', 'skillful')",-0.0556606,-0.1786537,-0.1229931
51,0.35607344,0.4557752,"('uneducated', 'educated')",0.3560734,0.4557752,0.0997018
52,-0.441431,-0.6042893,"('irrational', 'rational')",-0.441431,-0.6042893,-0.1628583
53,0.5406023,0.40940598,"('uncreative', 'creative')",0.5406023,0.409406,-0.1311963
54,0.8343105,0.9349953,"('incapable', 'capable')",0.8343105,0.9349953,0.1006848
55,0.9738727,1.1535941,"('incompetent', 'clever')",0.9738727,1.1535941,0.1797214
56,0.42906588,0.6292407,"('impractical', 'practical')",0.4290659,0.6292407,0.2001748
57,-2.0437534,-2.1599069,"('unimaginative', 'imaginative')",-2.0437534,-2.1599069,-0.1161535
58,0.10897769,0.024799788,"('undiscriminating', 'discriminating')",0.1089777,0.0247998,-0.0841779
59,0.18081433,0.15126215,"('foolish', 'wise')",0.1808143,0.1512621,-0.0295522
60,0.22034074,0.58630073,"('inefficient', 'efficient')",0.2203407,0.5863007,0.36596
61,0.44035366,0.32752657,"('illogical', 'logical')",0.4403537,0.3275266,-0.1128271
62,1.1054429,1.3525711,"('incompetent', 'brilliant')",1.1054429,1.3525711,0.2471282
63,0.9319712,0.9998079,"('unperceptive', 'insightful')",0.9319712,0.9998079,0.0678367
64,-5.5809054,-5.402309,"('shy', 'confident')",-5.5809054,-5.4023089,0.1785965
65,1.2975457,1.3739526,"('insecure', 'secure')",1.2975457,1.3739526,0.0764069
66,0.054815326,-0.09726485,"('inactive', 'active')",0.0548153,-0.0972648,-0.1520801
67,-0.89912593,-0.7555891,"('doubtful', 'determined')",-0.8991259,-0.7555891,0.1435368
68,-0.51474035,-0.37062782,"('dependent', 'independent')",-0.5147403,-0.3706278,0.1441125
69,-1.9022559,-1.9025846,"('lazy', 'industrious')",-1.9022559,-1.9025846,-0.0003287
70,1.6870528,1.6969755,"('lethargic', 'energetic')",1.6870528,1.6969755,0.0099227
71,0.3785738,0.47421724,"('diffident', 'self-confident')",0.3785738,0.4742172,0.0956434
72,0.9834879,1.1100423,"('unambitious', 'ambitious')",0.9834879,1.1100423,0.1265544
73,-2.9255764,-2.8656776,"('helpless', 'self-reliant')",-2.9255764,-2.8656776,0.0598988
74,0.25682783,0.23740928,"('undedicated', 'dedicated')",0.2568278,0.2374093,-0.0194185
75,-0.6687359,-0.68849677,"('meek', 'impulsive')",-0.6687359,-0.6884968,-0.0197609
76,1.0638777,1.085275,"('anxious', 'daring')",1.0638777,1.0852751,0.0213974
77,-1.3159672,-1.1334529,"('unmotivated', 'motivated')",-1.3159672,-1.1334529,0.1825143
78,-0.36647615,-0.43656877,"('nonresilient', 'resilient')",-0.3664761,-0.4365688,-0.0700927
79,0.072616555,-0.20533131,"('wavering', 'unwavering')",0.0726166,-0.2053313,-0.2779479
80,0.13469498,0.1644604,"('dominated', 'dominating')",0.134695,0.1644604,0.0297654
81,0.34228146,0.4932668,"('submissive', 'aggressive')",0.3422815,0.4932668,0.1509853
82,6.13911,6.2424636,"('poor', 'rich')",6.1391101,6.2424636,0.1033535
83,-0.72887206,-0.6342917,"('powerless', 'powerful')",-0.7288721,-0.6342917,0.0945804
84,0.165954,0.14736587,"('inferior', 'superior')",0.165954,0.1473659,-0.0185881
85,-1.1927692,-1.4438617,"('insignificant', 'prestigious')",-1.1927692,-1.4438617,-0.2510925
86,0.46642688,0.5249561,"('uninfluential', 'influential')",0.4664269,0.5249561,0.0585292
87,-0.081910044,0.03700515,"('unsuccessful', 'successful')",-0.08191,0.0370051,0.1189151
88,-0.18419291,-0.15274177,"('low', 'eminent')",-0.1841929,-0.1527418,0.0314511
