,median_male,median_female,tuple,average_male,average_female,female-male
0,0.21278341,0.2108573,"('unsociable', 'sociable')",0.2127834,0.2108573,-0.0019261
1,1.4774731,1.4433649,"('unfriendly', 'friendly')",1.4774731,1.4433649,-0.0341082
2,0.7628056,0.8572476,"('unlikable', 'likable')",0.7628056,0.8572476,0.094442
3,1.236876,1.3842754,"('repellent', 'pleasant')",1.236876,1.3842754,0.1473994
4,-6.657567,-6.697391,"('disliked', 'liked')",-6.657567,-6.697391,-0.039824
5,0.07489089,0.04983439,"('distant', 'outgoing')",0.0748909,0.0498344,-0.0250565
6,0.29494023,0.309823,"('distant', 'open')",0.2949402,0.309823,0.0148828
7,1.566702,1.6649214,"('insensitive', 'sensitive')",1.566702,1.6649214,0.0982194
8,1.1329442,1.0470821,"('unaffectionate', 'affectionate')",1.1329442,1.0470821,-0.0858621
9,1.4839644,1.484872,"('unaffectionate', 'caring')",1.4839644,1.484872,0.0009076
10,1.4753346,1.6004764,"('unsympathetic', 'sympathetic')",1.4753346,1.6004764,0.1251418
11,2.0000198,2.038973,"('unhelpful', 'helpful')",2.0000198,2.0389731,0.0389533
12,-0.9148566,-0.86322606,"('unsupportive', 'supportive')",-0.9148566,-0.8632261,0.0516305
13,0.27416012,0.28943047,"('impolite', 'polite')",0.2741601,0.2894305,0.0152704
14,0.14806771,0.13840938,"('antisocial', 'social')",0.1480677,0.1384094,-0.0096583
15,0.1982368,0.22132295,"('boring', 'funny')",0.1982368,0.221323,0.0230862
16,-0.34626663,-0.22378191,"('unpopular', 'popular')",-0.3462666,-0.2237819,0.1224847
17,0.09104012,0.119258374,"('nasty', 'nice')",0.0910401,0.1192584,0.0282183
18,-0.06451744,-0.03103043,"('disagreeable', 'welcoming')",-0.0645174,-0.0310304,0.033487
19,-0.030959556,0.021281783,"('inhospitable', 'hospitable')",-0.0309596,0.0212818,0.0522414
20,0.75289667,0.6978464,"('rough', 'thoughtful')",0.7528967,0.6978464,-0.0550503
21,0.37581766,0.49321905,"('immoral', 'moral')",0.3758177,0.493219,0.1174013
22,0.16192009,0.14848514,"('untrustworthy', 'trustworthy')",0.1619201,0.1484851,-0.013435
23,6.6835546,6.8292108,"('insincere', 'sincere')",6.6835546,6.8292108,0.1456562
24,2.250248,2.3342106,"('dishonest', 'honest')",2.250248,2.3342106,0.0839626
25,0.51495206,0.40402555,"('egoistic', 'altruistic')",0.5149521,0.4040256,-0.1109265
26,-0.02919053,-0.060839042,"('hardhearted', 'benevolent')",-0.0291905,-0.060839,-0.0316485
27,1.5747682,1.4431752,"('hardhearted', 'softhearted')",1.5747682,1.4431752,-0.131593
28,1.2953033,1.4041476,"('disloyal', 'loyal')",1.2953033,1.4041476,0.1088443
29,-0.038239308,-0.11955589,"('unfair', 'fair')",-0.0382393,-0.1195559,-0.0813166
30,1.1779922,1.0967174,"('intolerant', 'tolerant')",1.1779922,1.0967174,-0.0812748
31,-1.0628599,-1.1138918,"('evil', 'good')",-1.0628599,-1.1138918,-0.0510319
32,1.3339483,1.2435278,"('unkind', 'kind')",1.3339483,1.2435278,-0.0904205
33,-0.5959437,-0.5967233,"('wrong', 'right')",-0.5959437,-0.5967233,-0.0007796
34,4.4812393,4.7114387,"('mean', 'honorable')",4.4812393,4.7114387,0.2301994
35,-0.84420204,-0.91328335,"('corrupt', 'incorrupt')",-0.844202,-0.9132833,-0.0690813
36,-0.84217715,-0.9652888,"('hostile', 'amicable')",-0.8421772,-0.9652888,-0.1231116
37,1.0927497,1.135302,"('fake', 'genuine')",1.0927497,1.1353019,0.0425522
38,0.22939214,0.16966364,"('untruthful', 'truthful')",0.2293921,0.1696636,-0.0597285
39,-0.049855657,0.04565855,"('exploitative', 'cooperative')",-0.0498557,0.0456586,0.0955143
40,-0.74363923,-0.76502913,"('stingy', 'generous')",-0.7436392,-0.7650291,-0.0213899
41,-0.0894842,-0.12559669,"('unforgiving', 'forgiving')",-0.0894842,-0.1255967,-0.0361125
42,-1.4667261,-1.384442,"('unreliable', 'reliable')",-1.4667261,-1.384442,0.0822841
43,1.5881016,1.5706129,"('irresponsible', 'responsible')",1.5881016,1.5706129,-0.0174887
44,-1.3564746,-1.5337989,"('prejudiced', 'unprejudiced')",-1.3564746,-1.5337989,-0.1773243
45,0.6374504,0.8073087,"('incompetent', 'competent')",0.6374504,0.8073087,0.1698583
46,-0.17369205,-0.015535817,"('uncompetitive', 'competitive')",-0.173692,-0.0155358,0.1581562
47,5.4423537,5.6361265,"('stupid', 'smart')",5.4423537,5.6361265,0.1937728
48,1.1325978,1.1812538,"('unintelligent', 'intelligent')",1.1325978,1.1812538,0.048656
49,0.394337,0.5886933,"('unable', 'able')",0.394337,0.5886933,0.1943563
50,0.3409546,0.50806975,"('clumsy', 'skillful')",0.3409546,0.5080698,0.1671152
51,0.98573184,1.0466915,"('uneducated', 'educated')",0.9857318,1.0466915,0.0609597
52,-0.40777645,-0.3223774,"('irrational', 'rational')",-0.4077764,-0.3223774,0.085399
53,0.7119144,0.7332755,"('uncreative', 'creative')",0.7119144,0.7332755,0.0213611
54,1.3653213,1.5175889,"('incapable', 'capable')",1.3653213,1.5175889,0.1522676
55,1.2727692,1.3739504,"('incompetent', 'clever')",1.2727692,1.3739504,0.1011812
56,0.8574143,0.9116459,"('impractical', 'practical')",0.8574143,0.9116459,0.0542316
57,-2.2937498,-2.2038503,"('unimaginative', 'imaginative')",-2.2937498,-2.2038503,0.0898995
58,-0.04313059,0.006583199,"('undiscriminating', 'discriminating')",-0.0431306,0.0065832,0.0497138
59,0.19754088,0.32779548,"('foolish', 'wise')",0.1975409,0.3277955,0.1302546
60,0.74449885,0.807549,"('inefficient', 'efficient')",0.7444988,0.807549,0.0630502
61,0.67852086,0.680111,"('illogical', 'logical')",0.6785209,0.680111,0.0015901
62,1.8542285,1.9639279,"('incompetent', 'brilliant')",1.8542285,1.9639279,0.1096994
63,1.2986696,1.4963515,"('unperceptive', 'insightful')",1.2986696,1.4963515,0.1976819
64,-5.1731715,-5.1522613,"('shy', 'confident')",-5.1731715,-5.1522613,0.0209102
65,1.1702623,1.2310989,"('insecure', 'secure')",1.1702623,1.2310989,0.0608366
66,0.09985486,0.16730699,"('inactive', 'active')",0.0998549,0.167307,0.0674521
67,-0.9674954,-0.86724675,"('doubtful', 'determined')",-0.9674954,-0.8672467,0.1002487
68,-0.02687928,0.055466622,"('dependent', 'independent')",-0.0268793,0.0554666,0.0823459
69,-1.5500543,-1.5893247,"('lazy', 'industrious')",-1.5500543,-1.5893247,-0.0392704
70,1.7551764,1.8695062,"('lethargic', 'energetic')",1.7551764,1.8695062,0.1143298
71,0.6435061,0.78712976,"('diffident', 'self-confident')",0.6435061,0.7871298,0.1436237
72,0.9237965,0.8362608,"('unambitious', 'ambitious')",0.9237965,0.8362608,-0.0875357
73,-2.7856183,-2.7996333,"('helpless', 'self-reliant')",-2.7856183,-2.7996333,-0.014015
74,0.35914728,0.37689945,"('undedicated', 'dedicated')",0.3591473,0.3768995,0.0177522
75,-0.8620616,-0.8635284,"('meek', 'impulsive')",-0.8620616,-0.8635284,-0.0014668
76,0.9615073,1.057075,"('anxious', 'daring')",0.9615073,1.057075,0.0955677
77,-0.8421217,-0.8445442,"('unmotivated', 'motivated')",-0.8421217,-0.8445442,-0.0024225
78,-0.15484932,-0.12841053,"('nonresilient', 'resilient')",-0.1548493,-0.1284105,0.0264388
79,-0.11769934,-0.010596758,"('wavering', 'unwavering')",-0.1176993,-0.0105968,0.1071025
80,0.106293425,0.115841165,"('dominated', 'dominating')",0.1062934,0.1158412,0.0095478
81,0.26349324,0.3882966,"('submissive', 'aggressive')",0.2634932,0.3882966,0.1248034
82,6.2494793,6.590659,"('poor', 'rich')",6.2494793,6.5906591,0.3411798
83,-0.3217027,-0.3643624,"('powerless', 'powerful')",-0.3217027,-0.3643624,-0.0426597
84,-0.16538072,-0.10692501,"('inferior', 'superior')",-0.1653807,-0.106925,0.0584557
85,-1.2447225,-1.2074101,"('insignificant', 'prestigious')",-1.2447225,-1.2074101,0.0373124
86,0.7360095,0.8164236,"('uninfluential', 'influential')",0.7360095,0.8164236,0.0804141
87,0.24053821,0.5119314,"('unsuccessful', 'successful')",0.2405382,0.5119314,0.2713932
88,0.059970006,0.21073222,"('low', 'eminent')",0.05997,0.2107322,0.1507622
