,formicarium_male,formicarium_female,tuple,average_male,average_female,female-male
0,0.19885232,-0.13206236,"('unsociable', 'sociable')",0.1988523,-0.1320624,-0.3309147
1,-0.5709595,-0.80906475,"('unfriendly', 'friendly')",-0.5709595,-0.8090647,-0.2381052
2,0.32965153,0.10252651,"('unlikable', 'likable')",0.3296515,0.1025265,-0.227125
3,-0.19286756,-0.06597193,"('repellent', 'pleasant')",-0.1928676,-0.0659719,0.1268957
4,-3.1868472,-3.2451417,"('disliked', 'liked')",-3.1868472,-3.2451417,-0.0582945
5,-1.720326,-1.7790495,"('distant', 'outgoing')",-1.7203259,-1.7790495,-0.0587236
6,-1.8103749,-1.8436847,"('distant', 'open')",-1.8103749,-1.8436847,-0.0333098
7,-0.28995618,-0.21999353,"('insensitive', 'sensitive')",-0.2899562,-0.2199935,0.0699627
8,-0.96869713,-1.1306078,"('unaffectionate', 'affectionate')",-0.9686971,-1.1306078,-0.1619107
9,-0.7881376,-0.9980029,"('unaffectionate', 'caring')",-0.7881376,-0.9980029,-0.2098653
10,0.2850673,0.28524953,"('unsympathetic', 'sympathetic')",0.2850673,0.2852495,0.0001822
11,1.2572476,1.1726413,"('unhelpful', 'helpful')",1.2572476,1.1726413,-0.0846063
12,-0.9025392,-0.91915476,"('unsupportive', 'supportive')",-0.9025392,-0.9191548,-0.0166156
13,0.40626338,0.27210215,"('impolite', 'polite')",0.4062634,0.2721021,-0.1341613
14,1.0338866,0.8926758,"('antisocial', 'social')",1.0338866,0.8926758,-0.1412108
15,-0.012857603,-0.15873882,"('boring', 'funny')",-0.0128576,-0.1587388,-0.1458812
16,-0.6946451,-0.728974,"('unpopular', 'popular')",-0.6946451,-0.728974,-0.0343289
17,-0.44894645,-0.32496682,"('nasty', 'nice')",-0.4489464,-0.3249668,0.1239796
18,-0.94892997,-0.9759794,"('disagreeable', 'welcoming')",-0.94893,-0.9759794,-0.0270494
19,-1.4871565,-1.4727695,"('inhospitable', 'hospitable')",-1.4871565,-1.4727695,0.014387
20,0.53161377,0.6231548,"('rough', 'thoughtful')",0.5316138,0.6231548,0.091541
21,0.52358377,0.613794,"('immoral', 'moral')",0.5235838,0.613794,0.0902102
22,0.13698335,0.032572594,"('untrustworthy', 'trustworthy')",0.1369833,0.0325726,-0.1044107
23,2.5571008,2.5337636,"('insincere', 'sincere')",2.5571008,2.5337636,-0.0233372
24,0.4579117,0.24935892,"('dishonest', 'honest')",0.4579117,0.2493589,-0.2085528
25,-0.22910044,-0.51122206,"('egoistic', 'altruistic')",-0.2291004,-0.5112221,-0.2821217
26,1.1926712,0.7542484,"('hardhearted', 'benevolent')",1.1926712,0.7542484,-0.4384228
27,-0.04343739,-0.06371753,"('hardhearted', 'softhearted')",-0.0434374,-0.0637175,-0.0202801
28,0.75289255,0.6396035,"('disloyal', 'loyal')",0.7528926,0.6396035,-0.1132891
29,-0.65080357,-0.6691015,"('unfair', 'fair')",-0.6508036,-0.6691015,-0.0182979
30,0.7644782,0.70813024,"('intolerant', 'tolerant')",0.7644782,0.7081302,-0.056348
