,singer_male,singer_female,tuple,average_male,average_female,female-male
0,-0.055661313,-0.1824365,"('unsociable', 'sociable')",-0.0556613,-0.1824365,-0.1267752
1,1.1442845,0.9855262,"('unfriendly', 'friendly')",1.1442845,0.9855262,-0.1587583
2,0.377482,0.5437846,"('unlikable', 'likable')",0.377482,0.5437846,0.1663026
3,0.61224365,0.6239089,"('repellent', 'pleasant')",0.6122437,0.6239089,0.0116652
4,-7.477553,-7.3455067,"('disliked', 'liked')",-7.4775529,-7.3455067,0.1320462
5,-0.816936,-0.958568,"('distant', 'outgoing')",-0.816936,-0.958568,-0.141632
6,-0.539891,-0.6754922,"('distant', 'open')",-0.539891,-0.6754922,-0.1356012
7,0.6750107,0.82124823,"('insensitive', 'sensitive')",0.6750107,0.8212482,0.1462375
8,0.89832723,0.7666718,"('unaffectionate', 'affectionate')",0.8983272,0.7666718,-0.1316554
9,1.8911035,1.873922,"('unaffectionate', 'caring')",1.8911035,1.873922,-0.0171815
10,0.93212986,1.0065681,"('unsympathetic', 'sympathetic')",0.9321299,1.0065681,0.0744382
11,2.1569395,2.3816423,"('unhelpful', 'helpful')",2.1569395,2.3816423,0.2247028
12,-1.4383963,-1.4487822,"('unsupportive', 'supportive')",-1.4383963,-1.4487822,-0.0103859
13,0.48511535,0.44165504,"('impolite', 'polite')",0.4851153,0.441655,-0.0434603
14,-0.48940668,-0.58808476,"('antisocial', 'social')",-0.4894067,-0.5880848,-0.0986781
15,0.15258494,0.16885553,"('boring', 'funny')",0.1525849,0.1688555,0.0162706
16,-0.095369905,-0.09861008,"('unpopular', 'popular')",-0.0953699,-0.0986101,-0.0032402
17,-0.10163879,-0.0027252138,"('nasty', 'nice')",-0.1016388,-0.0027252,0.0989136
18,-0.7590175,-0.81013465,"('disagreeable', 'welcoming')",-0.7590175,-0.8101346,-0.0511171
19,-0.42370805,-0.29489148,"('inhospitable', 'hospitable')",-0.4237081,-0.2948915,0.1288166
20,0.7546139,0.6970445,"('rough', 'thoughtful')",0.7546139,0.6970445,-0.0575694
21,0.06396263,0.32473227,"('immoral', 'moral')",0.0639626,0.3247323,0.2607697
22,-0.63497573,-0.61527,"('untrustworthy', 'trustworthy')",-0.6349757,-0.61527,0.0197057
23,6.759938,6.7562814,"('insincere', 'sincere')",6.7599378,6.7562814,-0.0036564
24,1.6640675,1.638903,"('dishonest', 'honest')",1.6640675,1.638903,-0.0251645
25,0.48436216,0.26339844,"('egoistic', 'altruistic')",0.4843622,0.2633984,-0.2209638
26,0.3775674,0.28677565,"('hardhearted', 'benevolent')",0.3775674,0.2867756,-0.0907918
27,1.5126629,1.2774384,"('hardhearted', 'softhearted')",1.5126629,1.2774384,-0.2352245
28,1.3089247,1.2608504,"('disloyal', 'loyal')",1.3089247,1.2608504,-0.0480743
29,-1.0560136,-1.2125057,"('unfair', 'fair')",-1.0560136,-1.2125057,-0.1564921
30,0.9458974,1.0720868,"('intolerant', 'tolerant')",0.9458974,1.0720868,0.1261894
31,-1.9248093,-2.1363509,"('evil', 'good')",-1.9248093,-2.1363509,-0.2115416
32,1.5846345,1.6068838,"('unkind', 'kind')",1.5846345,1.6068838,0.0222493
33,-0.033057112,-0.09927592,"('wrong', 'right')",-0.0330571,-0.0992759,-0.0662188
34,4.6009307,4.7737966,"('mean', 'honorable')",4.6009307,4.7737966,0.1728659
35,-1.0369618,-1.2844983,"('corrupt', 'incorrupt')",-1.0369618,-1.2844983,-0.2475365
36,-0.9276842,-1.0894756,"('hostile', 'amicable')",-0.9276842,-1.0894756,-0.1617914
37,0.7467019,0.76387197,"('fake', 'genuine')",0.7467019,0.763872,0.0171701
38,0.59766,0.7621179,"('untruthful', 'truthful')",0.59766,0.7621179,0.1644579
39,0.27291498,0.34789008,"('exploitative', 'cooperative')",0.272915,0.3478901,0.0749751
40,-2.281432,-2.5033078,"('stingy', 'generous')",-2.2814319,-2.5033078,-0.2218759
41,0.59754694,0.6024265,"('unforgiving', 'forgiving')",0.5975469,0.6024265,0.0048796
42,-3.1592474,-3.04807,"('unreliable', 'reliable')",-3.1592474,-3.04807,0.1111774
43,0.9322374,1.059881,"('irresponsible', 'responsible')",0.9322374,1.059881,0.1276436
44,-1.3899255,-1.4281585,"('prejudiced', 'unprejudiced')",-1.3899255,-1.4281585,-0.038233
45,0.119117595,0.13798694,"('incompetent', 'competent')",0.1191176,0.1379869,0.0188693
46,-0.49540883,-0.31320658,"('uncompetitive', 'competitive')",-0.4954088,-0.3132066,0.1822022
47,5.3173885,5.2751,"('stupid', 'smart')",5.3173885,5.2751002,-0.0422883
48,0.60706645,0.5680095,"('unintelligent', 'intelligent')",0.6070665,0.5680095,-0.039057
49,-0.19056016,-0.2031551,"('unable', 'able')",-0.1905602,-0.2031551,-0.0125949
50,-0.27157468,-0.14430603,"('clumsy', 'skillful')",-0.2715747,-0.144306,0.1272687
51,0.2687124,0.2806943,"('uneducated', 'educated')",0.2687124,0.2806943,0.0119819
52,-0.56203,-0.7451728,"('irrational', 'rational')",-0.56203,-0.7451728,-0.1831428
53,0.22871648,0.20485133,"('uncreative', 'creative')",0.2287165,0.2048513,-0.0238652
54,0.92006886,1.0043135,"('incapable', 'capable')",0.9200689,1.0043135,0.0842446
55,0.7095292,0.80184585,"('incompetent', 'clever')",0.7095292,0.8018458,0.0923166
56,0.87317383,1.0489044,"('impractical', 'practical')",0.8731738,1.0489044,0.1757306
57,-3.1675124,-3.1154122,"('unimaginative', 'imaginative')",-3.1675124,-3.1154122,0.0521002
58,-0.35486662,-0.30984017,"('undiscriminating', 'discriminating')",-0.3548666,-0.3098402,0.0450264
59,0.09388013,0.07632872,"('foolish', 'wise')",0.0938801,0.0763287,-0.0175514
60,1.0337131,1.1890141,"('inefficient', 'efficient')",1.0337131,1.1890141,0.155301
61,-0.087513044,-0.29342374,"('illogical', 'logical')",-0.087513,-0.2934237,-0.2059107
62,1.0375451,1.1366088,"('incompetent', 'brilliant')",1.0375451,1.1366088,0.0990637
63,0.3332003,0.40817887,"('unperceptive', 'insightful')",0.3332003,0.4081789,0.0749786
64,-6.2103434,-5.9724603,"('shy', 'confident')",-6.2103434,-5.9724603,0.2378831
65,0.030600168,0.050526265,"('insecure', 'secure')",0.0306002,0.0505263,0.0199261
66,-0.82472974,-1.0326396,"('inactive', 'active')",-0.8247297,-1.0326396,-0.2079099
67,-0.10699123,-0.08895812,"('doubtful', 'determined')",-0.1069912,-0.0889581,0.0180331
68,-0.8558011,-0.80915886,"('dependent', 'independent')",-0.8558011,-0.8091589,0.0466422
69,-1.8635607,-1.8930331,"('lazy', 'industrious')",-1.8635607,-1.8930331,-0.0294724
70,0.45023346,0.48732573,"('lethargic', 'energetic')",0.4502335,0.4873257,0.0370922
71,0.56568027,0.53519934,"('diffident', 'self-confident')",0.5656803,0.5351993,-0.030481
72,0.5244537,0.50771016,"('unambitious', 'ambitious')",0.5244537,0.5077102,-0.0167435
73,-3.2920954,-3.1624951,"('helpless', 'self-reliant')",-3.2920954,-3.1624951,0.1296003
74,0.05225399,0.06981322,"('undedicated', 'dedicated')",0.052254,0.0698132,0.0175592
75,-1.0789598,-0.9625548,"('meek', 'impulsive')",-1.0789598,-0.9625548,0.116405
76,0.3105909,0.23342976,"('anxious', 'daring')",0.3105909,0.2334298,-0.0771611
77,-0.7265321,-0.5748259,"('unmotivated', 'motivated')",-0.7265321,-0.5748259,0.1517062
78,-0.2646591,-0.3134627,"('nonresilient', 'resilient')",-0.2646591,-0.3134627,-0.0488036
79,-0.488749,-0.40593982,"('wavering', 'unwavering')",-0.488749,-0.4059398,0.0828092
80,-0.49033242,-0.59042567,"('dominated', 'dominating')",-0.4903324,-0.5904257,-0.1000933
81,-0.4863306,-0.34729862,"('submissive', 'aggressive')",-0.4863306,-0.3472986,0.139032
82,5.8988767,5.8338456,"('poor', 'rich')",5.8988767,5.8338456,-0.0650311
83,-0.30180797,-0.33307663,"('powerless', 'powerful')",-0.301808,-0.3330766,-0.0312686
84,0.022689905,-0.038200546,"('inferior', 'superior')",0.0226899,-0.0382005,-0.0608904
85,-0.725079,-0.7224909,"('insignificant', 'prestigious')",-0.725079,-0.7224909,0.0025881
86,0.53725487,0.49187422,"('uninfluential', 'influential')",0.5372549,0.4918742,-0.0453807
87,-0.5040839,-0.53480875,"('unsuccessful', 'successful')",-0.5040839,-0.5348088,-0.0307249
88,0.07956004,0.1394961,"('low', 'eminent')",0.07956,0.1394961,0.0599361
