,elk_male,elk_female,tuple,average_male,average_female,female-male
0,0.054241333,-0.042283013,"('unsociable', 'sociable')",0.0542413,-0.042283,-0.0965243
1,0.8534787,0.83893096,"('unfriendly', 'friendly')",0.8534787,0.838931,-0.0145477
2,0.31519055,0.4623871,"('unlikable', 'likable')",0.3151906,0.4623871,0.1471965
3,0.921856,0.9396829,"('repellent', 'pleasant')",0.921856,0.9396829,0.0178269
4,-7.1537533,-7.2754807,"('disliked', 'liked')",-7.1537533,-7.2754807,-0.1217274
5,-0.59778136,-0.5438438,"('distant', 'outgoing')",-0.5977814,-0.5438438,0.0539376
6,-0.040623732,-0.041223,"('distant', 'open')",-0.0406237,-0.041223,-0.0005993
7,1.0708703,1.0424519,"('insensitive', 'sensitive')",1.0708703,1.0424519,-0.0284184
8,0.80953807,0.7407957,"('unaffectionate', 'affectionate')",0.8095381,0.7407957,-0.0687424
9,1.3103139,1.3504567,"('unaffectionate', 'caring')",1.3103139,1.3504567,0.0401428
10,1.1248691,1.1079395,"('unsympathetic', 'sympathetic')",1.1248691,1.1079395,-0.0169296
11,1.3725661,1.44299,"('unhelpful', 'helpful')",1.3725661,1.4429899,0.0704238
12,-1.558338,-1.5637078,"('unsupportive', 'supportive')",-1.558338,-1.5637078,-0.0053698
13,-0.118471704,-0.13308683,"('impolite', 'polite')",-0.1184717,-0.1330868,-0.0146151
14,0.29395932,0.16453135,"('antisocial', 'social')",0.2939593,0.1645314,-0.1294279
15,0.32112312,0.21439013,"('boring', 'funny')",0.3211231,0.2143901,-0.106733
16,-0.6431165,-0.627789,"('unpopular', 'popular')",-0.6431165,-0.627789,0.0153275
17,-0.25647834,-0.19998783,"('nasty', 'nice')",-0.2564783,-0.1999878,0.0564905
18,-0.3419847,-0.33974004,"('disagreeable', 'welcoming')",-0.3419847,-0.33974,0.0022447
19,-0.8043172,-0.7505665,"('inhospitable', 'hospitable')",-0.8043172,-0.7505665,0.0537507
20,0.83273304,0.7398998,"('rough', 'thoughtful')",0.832733,0.7398998,-0.0928332
21,0.12927389,0.20760864,"('immoral', 'moral')",0.1292739,0.2076086,0.0783347
22,-0.10608562,-0.13122198,"('untrustworthy', 'trustworthy')",-0.1060856,-0.131222,-0.0251364
23,5.767539,5.8624043,"('insincere', 'sincere')",5.767539,5.8624043,0.0948653
24,1.6332402,1.5563308,"('dishonest', 'honest')",1.6332402,1.5563308,-0.0769094
25,0.34646252,0.3349089,"('egoistic', 'altruistic')",0.3464625,0.3349089,-0.0115536
26,0.6849387,0.48622674,"('hardhearted', 'benevolent')",0.6849387,0.4862267,-0.198712
27,1.5950017,1.3614051,"('hardhearted', 'softhearted')",1.5950017,1.3614051,-0.2335966
28,0.9228002,0.88820356,"('disloyal', 'loyal')",0.9228002,0.8882036,-0.0345966
29,-0.4272976,-0.4577834,"('unfair', 'fair')",-0.4272976,-0.4577834,-0.0304858
30,0.82354057,0.8368426,"('intolerant', 'tolerant')",0.8235406,0.8368426,0.013302
31,-1.3777938,-1.3601794,"('evil', 'good')",-1.3777938,-1.3601794,0.0176144
32,1.0723462,0.9799637,"('unkind', 'kind')",1.0723462,0.9799637,-0.0923825
33,-0.6947503,-0.65353584,"('wrong', 'right')",-0.6947503,-0.6535358,0.0412145
34,4.343665,4.5019507,"('mean', 'honorable')",4.3436651,4.5019507,0.1582856
35,-1.1210274,-1.3389895,"('corrupt', 'incorrupt')",-1.1210274,-1.3389895,-0.2179621
36,-0.9300878,-0.93917686,"('hostile', 'amicable')",-0.9300878,-0.9391769,-0.0090891
37,0.8677417,0.89298177,"('fake', 'genuine')",0.8677417,0.8929818,0.0252401
38,-0.67081034,-0.54467034,"('untruthful', 'truthful')",-0.6708103,-0.5446703,0.12614
39,0.39768717,0.38241136,"('exploitative', 'cooperative')",0.3976872,0.3824114,-0.0152758
40,-1.0786331,-1.2936856,"('stingy', 'generous')",-1.0786331,-1.2936856,-0.2150525
41,0.25410587,0.22374687,"('unforgiving', 'forgiving')",0.2541059,0.2237469,-0.030359
42,-1.7667487,-1.7762034,"('unreliable', 'reliable')",-1.7667487,-1.7762034,-0.0094547
43,1.280594,1.3328391,"('irresponsible', 'responsible')",1.280594,1.3328391,0.0522451
44,-0.89350635,-0.91210055,"('prejudiced', 'unprejudiced')",-0.8935063,-0.9121006,-0.0185943
