,news_male,news_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,0.2580711,0.12765287,"('unsociable', 'sociable')",0.20144548,0.18897913,0.2297583,0.158316,-0.0714423
1,0.26268086,0.2116821,"('unfriendly', 'friendly')",0.5552059,0.51045996,0.4089434,0.361071,-0.0478724
2,1.1605806,1.1611794,"('unlikable', 'likable')",0.25026694,0.23211008,0.7054238,0.6966448,-0.008779
3,-0.12602796,-0.043749116,"('repellent', 'pleasant')",0.63362014,0.7389322,0.2537961,0.3475915,0.0937954
4,-0.1299839,-0.07640352,"('disliked', 'liked')",-6.8706694,-7.1206493,-3.5003266,-3.5985265,-0.0981999
5,-0.04816126,-0.0011582002,"('distant', 'outgoing')",-0.8690875,-0.8764094,-0.4586244,-0.4387838,0.0198406
6,-0.6190108,-0.545683,"('distant', 'open')",-1.0179067,-0.983728,-0.8184587,-0.7647055,0.0537532
7,0.9607921,0.9680292,"('insensitive', 'sensitive')",0.4859678,0.6153675,0.72338,0.7916983,0.0683183
8,-0.44566596,-0.40847984,"('unaffectionate', 'affectionate')",0.21016178,0.15532537,-0.1177521,-0.1265772,-0.0088251
9,0.6007933,0.6107145,"('unaffectionate', 'caring')",0.9593016,1.0397227,0.7800474,0.8252186,0.0451712
10,0.007291409,-0.11692156,"('unsympathetic', 'sympathetic')",0.018836316,0.17271537,0.0130639,0.0278969,0.014833
11,0.4050412,0.3870422,"('unhelpful', 'helpful')",2.5313103,2.6110477,1.4681758,1.499045,0.0308692
12,0.6502644,0.7131566,"('unsupportive', 'supportive')",-1.9904342,-1.9672668,-0.6700849,-0.6270551,0.0430298
13,0.708033,0.58727854,"('impolite', 'polite')",-0.5524906,-0.4315433,0.0777712,0.0778676,9.64e-05
14,2.196938,2.118431,"('antisocial', 'social')",0.36899745,0.32071206,1.2829678,1.2195716,-0.0633962
15,1.1956725,1.0591875,"('boring', 'funny')",-0.47953156,-0.47708878,0.3580705,0.2910494,-0.0670211
16,-0.9773206,-0.88496375,"('unpopular', 'popular')",0.16227826,0.19628763,-0.4075212,-0.3443381,0.0631831
