,plagiarism_male,plagiarism_female,tuple,average_male,average_female,female-male
0,-0.9680843,-1.0445566,"('unsociable', 'sociable')",-0.9680843,-1.0445566,-0.0764723
1,-0.6906205,-0.8310084,"('unfriendly', 'friendly')",-0.6906205,-0.8310084,-0.1403879
2,-0.83649105,-0.82404196,"('unlikable', 'likable')",-0.836491,-0.824042,0.012449
3,-0.8315363,-0.730622,"('repellent', 'pleasant')",-0.8315363,-0.730622,0.1009143
4,-1.5113527,-1.4622847,"('disliked', 'liked')",-1.5113527,-1.4622847,0.049068
5,-0.12624577,-0.17585787,"('distant', 'outgoing')",-0.1262458,-0.1758579,-0.0496121
6,0.21861044,0.15147732,"('distant', 'open')",0.2186104,0.1514773,-0.0671331
7,-1.7483495,-1.7127953,"('insensitive', 'sensitive')",-1.7483495,-1.7127953,0.0355542
8,-1.1109977,-1.2486286,"('unaffectionate', 'affectionate')",-1.1109977,-1.2486286,-0.1376309
9,-1.3373803,-1.4516921,"('unaffectionate', 'caring')",-1.3373803,-1.4516921,-0.1143118
10,-1.1579443,-1.2214671,"('unsympathetic', 'sympathetic')",-1.1579443,-1.2214671,-0.0635228
11,-0.9072286,-0.88588214,"('unhelpful', 'helpful')",-0.9072286,-0.8858821,0.0213465
12,-2.0985694,-2.0807378,"('unsupportive', 'supportive')",-2.0985694,-2.0807378,0.0178316
13,-0.98283774,-1.0105484,"('impolite', 'polite')",-0.9828377,-1.0105484,-0.0277107
14,-1.5895704,-1.5798938,"('antisocial', 'social')",-1.5895704,-1.5798938,0.0096766
15,0.18974964,0.16325764,"('boring', 'funny')",0.1897496,0.1632576,-0.026492
16,-1.3407633,-1.3136146,"('unpopular', 'popular')",-1.3407633,-1.3136146,0.0271487
17,-0.46136102,-0.40848336,"('nasty', 'nice')",-0.461361,-0.4084834,0.0528776
18,-1.7377127,-1.7510272,"('disagreeable', 'welcoming')",-1.7377127,-1.7510272,-0.0133145
19,-0.6710118,-0.6590162,"('inhospitable', 'hospitable')",-0.6710118,-0.6590162,0.0119956
20,0.10821091,0.052862942,"('rough', 'thoughtful')",0.1082109,0.0528629,-0.055348
21,-1.7555923,-1.7074597,"('immoral', 'moral')",-1.7555923,-1.7074597,0.0481326
22,-0.66201925,-0.63687086,"('untrustworthy', 'trustworthy')",-0.6620193,-0.6368709,0.0251484
23,-0.00821649,-0.06965435,"('insincere', 'sincere')",-0.0082165,-0.0696544,-0.0614379
24,-1.7809143,-1.8617153,"('dishonest', 'honest')",-1.7809143,-1.8617153,-0.080801
25,0.01009408,-0.08307335,"('egoistic', 'altruistic')",0.0100941,-0.0830733,-0.0931674
26,0.35735083,0.19224852,"('hardhearted', 'benevolent')",0.3573508,0.1922485,-0.1651023
27,-0.17343377,-0.29845646,"('hardhearted', 'softhearted')",-0.1734338,-0.2984565,-0.1250227
28,-1.0383718,-1.1509799,"('disloyal', 'loyal')",-1.0383718,-1.1509799,-0.1126081
29,-1.3375056,-1.3465513,"('unfair', 'fair')",-1.3375056,-1.3465513,-0.0090457
30,-0.69340384,-0.69396985,"('intolerant', 'tolerant')",-0.6934038,-0.6939698,-0.000566
31,-1.7107289,-1.6331972,"('evil', 'good')",-1.7107289,-1.6331972,0.0775317
32,-1.3614184,-1.431981,"('unkind', 'kind')",-1.3614184,-1.431981,-0.0705626
33,0.23421381,0.14443846,"('wrong', 'right')",0.2342138,0.1444385,-0.0897753
34,1.1511004,1.2498263,"('mean', 'honorable')",1.1511004,1.2498263,0.0987259
35,-0.16883373,-0.24637087,"('corrupt', 'incorrupt')",-0.1688337,-0.2463709,-0.0775372
36,-0.14479181,-0.18086728,"('hostile', 'amicable')",-0.1447918,-0.1808673,-0.0360755
37,-1.7877901,-1.819682,"('fake', 'genuine')",-1.7877901,-1.819682,-0.0318919
